trading_date,RU_total_oi
2018-08-01,599058.0
2018-08-02,592898.0
2018-08-03,592394.0
2018-08-06,573882.0
2018-08-07,581042.0
2018-08-08,576618.0
2018-08-09,584352.0
2018-08-10,571972.0
2018-08-13,566386.0
2018-08-14,557906.0
2018-08-15,556548.0
2018-08-16,546264.0
2018-08-17,542860.0
2018-08-20,532218.0
2018-08-21,557336.0
2018-08-22,561222.0
2018-08-23,560618.0
2018-08-24,553784.0
2018-08-27,548222.0
2018-08-28,550192.0
2018-08-29,540920.0
2018-08-30,533362.0
2018-08-31,529720.0
2018-09-03,525194.0
2018-09-04,513462.0
2018-09-05,511212.0
2018-09-06,503492.0
2018-09-07,497698.0
2018-09-10,484928.0
2018-09-11,482232.0
2018-09-12,468606.0
2018-09-13,475738.0
2018-09-14,470098.0
2018-09-17,472022.0
2018-09-18,452246.0
2018-09-19,449386.0
2018-09-20,474142.0
2018-09-21,460412.0
2018-09-25,465678.0
2018-09-26,464306.0
2018-09-27,446588.0
2018-09-28,425554.0
2018-10-08,440200.0
2018-10-09,468244.0
2018-10-10,472250.0
2018-10-11,475728.0
2018-10-12,457970.0
2018-10-15,463236.0
2018-10-16,460118.0
2018-10-17,446938.0
2018-10-18,474888.0
2018-10-19,472640.0
2018-10-22,465340.0
2018-10-23,488616.0
2018-10-24,490128.0
2018-10-25,491150.0
2018-10-26,469926.0
2018-10-29,500806.0
2018-10-30,489090.0
2018-10-31,494246.0
2018-11-01,488002.0
2018-11-02,482544.0
2018-11-05,513648.0
2018-11-06,493324.0
2018-11-07,479084.0
2018-11-08,474014.0
2018-11-09,472150.0
2018-11-12,480386.0
2018-11-13,477704.0
2018-11-14,475570.0
2018-11-15,480646.0
2018-11-16,470374.0
2018-11-19,483424.0
2018-11-20,499158.0
2018-11-21,483376.0
2018-11-22,479204.0
2018-11-23,478260.0
2018-11-26,477108.0
2018-11-27,471952.0
2018-11-28,473662.0
2018-11-29,465652.0
2018-11-30,458290.0
2018-12-03,458558.0
2018-12-04,464162.0
2018-12-05,462588.0
2018-12-06,455418.0
2018-12-07,453528.0
2018-12-10,457862.0
2018-12-11,464688.0
2018-12-12,459128.0
2018-12-13,462946.0
2018-12-14,456326.0
2018-12-17,457482.0
2018-12-18,458550.0
2018-12-19,454726.0
2018-12-20,459864.0
2018-12-21,457014.0
2018-12-24,453070.0
2018-12-25,462690.0
2018-12-26,457006.0
2018-12-27,445244.0
2018-12-28,434710.0
2019-01-02,437896.0
2019-01-03,447458.0
2019-01-04,464116.0
2019-01-07,468640.0
2019-01-08,472936.0
2019-01-09,466160.0
2019-01-10,467812.0
2019-01-11,469972.0
2019-01-14,470808.0
2019-01-15,470488.0
2019-01-16,473140.0
2019-01-17,477252.0
2019-01-18,475920.0
2019-01-21,490138.0
2019-01-22,484300.0
2019-01-23,490192.0
2019-01-24,490034.0
2019-01-25,487002.0
2019-01-28,483106.0
2019-01-29,485088.0
2019-01-30,485808.0
2019-01-31,480476.0
2019-02-01,470102.0
2019-02-11,483710.0
2019-02-12,480624.0
2019-02-13,493456.0
2019-02-14,499736.0
2019-02-15,492410.0
2019-02-18,505124.0
2019-02-19,541596.0
2019-02-20,549852.0
2019-02-21,531696.0
2019-02-22,541038.0
2019-02-25,536882.0
2019-02-26,526372.0
2019-02-27,528772.0
2019-02-28,534100.0
2019-03-01,549548.0
2019-03-04,535190.0
2019-03-05,527328.0
2019-03-06,523164.0
2019-03-07,517700.0
2019-03-08,511052.0
2019-03-11,515266.0
2019-03-12,516414.0
2019-03-13,529552.0
2019-03-14,524496.0
2019-03-15,527030.0
2019-03-18,530608.0
2019-03-19,533320.0
2019-03-20,535756.0
2019-03-21,536140.0
2019-03-22,551794.0
2019-03-25,590424.0
2019-03-26,590746.0
2019-03-27,603336.0
2019-03-28,599414.0
2019-03-29,583286.0
2019-04-01,582586.0
2019-04-02,568074.0
2019-04-03,553890.0
2019-04-04,540936.0
2019-04-08,531786.0
2019-04-09,546256.0
2019-04-10,533724.0
2019-04-11,529608.0
2019-04-12,524218.0
2019-04-15,523418.0
2019-04-16,537914.0
2019-04-17,547032.0
2019-04-18,569696.0
2019-04-19,569288.0
2019-04-22,561302.0
2019-04-23,558772.0
2019-04-24,559516.0
2019-04-25,556042.0
2019-04-26,562504.0
2019-04-29,567822.0
2019-04-30,521914.0
2019-05-06,511868.0
2019-05-07,505528.0
2019-05-08,499402.0
2019-05-09,503660.0
2019-05-10,504072.0
2019-05-13,506244.0
2019-05-14,494458.0
2019-05-15,491178.0
2019-05-16,506524.0
2019-05-17,502150.0
2019-05-20,482452.0
2019-05-21,502140.0
2019-05-22,480874.0
2019-05-23,472338.0
2019-05-24,475128.0
2019-05-27,475388.0
2019-05-28,481436.0
2019-05-29,506694.0
2019-05-30,486326.0
2019-05-31,500254.0
2019-06-03,481276.0
2019-06-04,477810.0
2019-06-05,493914.0
2019-06-06,502592.0
2019-06-10,513256.0
2019-06-11,534386.0
2019-06-12,515562.0
2019-06-13,508214.0
2019-06-14,503490.0
2019-06-17,507342.0
2019-06-18,505010.0
2019-06-19,512338.0
2019-06-20,518906.0
2019-06-21,522114.0
2019-06-24,539500.0
2019-06-25,537312.0
2019-06-26,533504.0
2019-06-27,533264.0
2019-06-28,545074.0
2019-07-01,550320.0
2019-07-02,551054.0
2019-07-03,560144.0
2019-07-04,560194.0
2019-07-05,561086.0
2019-07-08,593932.0
2019-07-09,573072.0
2019-07-10,550764.0
2019-07-11,547268.0
2019-07-12,551434.0
2019-07-15,552802.0
2019-07-16,555210.0
2019-07-17,545262.0
2019-07-18,536700.0
2019-07-19,534768.0
2019-07-22,529096.0
2019-07-23,530082.0
2019-07-24,527870.0
2019-07-25,515852.0
2019-07-26,513754.0
2019-07-29,515622.0
2019-07-30,512810.0
2019-07-31,507882.0
2019-08-01,526808.0
2019-08-02,539288.0
2019-08-05,530012.0
2019-08-06,499914.0
2019-08-07,497836.0
2019-08-08,498750.0
2019-08-09,496268.0
2019-08-12,512608.0
2019-08-13,516344.0
2019-08-14,506462.0
2019-08-15,506304.0
2019-08-16,502850.0
2019-08-19,502262.0
2019-08-20,493694.0
2019-08-21,492218.0
2019-08-22,494474.0
2019-08-23,494542.0
2019-08-26,479542.0
2019-08-27,471158.0
2019-08-28,485094.0
2019-08-29,481266.0
2019-08-30,490530.0
2019-09-02,483674.0
2019-09-03,488512.0
2019-09-04,490518.0
2019-09-05,482646.0
2019-09-06,479928.0
2019-09-09,478614.0
2019-09-10,476000.0
2019-09-11,465606.0
2019-09-12,460384.0
2019-09-16,468242.0
2019-09-17,462170.0
2019-09-18,456382.0
2019-09-19,453548.0
2019-09-20,450112.0
2019-09-23,449824.0
2019-09-24,443100.0
2019-09-25,449196.0
2019-09-26,450030.0
2019-09-27,441484.0
2019-09-30,424370.0
2019-10-08,434476.0
2019-10-09,449542.0
2019-10-10,458854.0
2019-10-11,459672.0
2019-10-14,449216.0
2019-10-15,458832.0
2019-10-16,460104.0
2019-10-17,463386.0
2019-10-18,463648.0
2019-10-21,462366.0
2019-10-22,482376.0
2019-10-23,500560.0
2019-10-24,498998.0
2019-10-25,493994.0
2019-10-28,493034.0
2019-10-29,484228.0
2019-10-30,499468.0
2019-10-31,511034.0
2019-11-01,492910.0
2019-11-04,491990.0
2019-11-05,537162.0
2019-11-06,524080.0
2019-11-07,519710.0
2019-11-08,504814.0
2019-11-11,499246.0
2019-11-12,498010.0
2019-11-13,496456.0
2019-11-14,506844.0
2019-11-15,497998.0
2019-11-18,488332.0
2019-11-19,489456.0
2019-11-20,519996.0
2019-11-21,529696.0
2019-11-22,518010.0
2019-11-25,524368.0
2019-11-26,494226.0
2019-11-27,495654.0
2019-11-28,496848.0
2019-11-29,490320.0
2019-12-02,493614.0
2019-12-03,495960.0
2019-12-04,502086.0
2019-12-05,530464.0
2019-12-06,536296.0
2019-12-09,524786.0
2019-12-10,529250.0
2019-12-11,535306.0
2019-12-12,535408.0
2019-12-13,540116.0
2019-12-16,538598.0
2019-12-17,546498.0
2019-12-18,535490.0
2019-12-19,517408.0
2019-12-20,513634.0
2019-12-23,517196.0
2019-12-24,520678.0
2019-12-25,525782.0
2019-12-26,522490.0
2019-12-27,522888.0
2019-12-30,529712.0
2019-12-31,523366.0
2020-01-02,263948.0
2020-01-03,262634.0
2020-01-06,263717.0
2020-01-07,268475.0
2020-01-08,266026.0
2020-01-09,260991.0
2020-01-10,259389.0
2020-01-13,277231.0
2020-01-14,268799.0
2020-01-15,266422.0
2020-01-16,262978.0
2020-01-17,264802.0
2020-01-20,263247.0
2020-01-21,262643.0
2020-01-22,247741.0
2020-01-23,236505.0
2020-02-03,227187.0
2020-02-04,220923.0
2020-02-05,228871.0
2020-02-06,229056.0
2020-02-07,230486.0
2020-02-10,232799.0
2020-02-11,233779.0
2020-02-12,232155.0
2020-02-13,232881.0
2020-02-14,232172.0
2020-02-17,236882.0
2020-02-18,235135.0
2020-02-19,235316.0
2020-02-20,236419.0
2020-02-21,236145.0
2020-02-24,235703.0
2020-02-25,233537.0
2020-02-26,232424.0
2020-02-27,231842.0
2020-02-28,229193.0
2020-03-02,227754.0
2020-03-03,227536.0
2020-03-04,229060.0
2020-03-05,231279.0
2020-03-06,232040.0
2020-03-09,231009.0
2020-03-10,224813.0
2020-03-11,222665.0
2020-03-12,220709.0
2020-03-13,219313.0
2020-03-16,219221.0
2020-03-17,216015.0
2020-03-18,220924.0
2020-03-19,211383.0
2020-03-20,210099.0
2020-03-23,211821.0
2020-03-24,211530.0
2020-03-25,214870.0
2020-03-26,217343.0
2020-03-27,225968.0
2020-03-30,228142.0
2020-03-31,219885.0
2020-04-01,227433.0
2020-04-02,228512.0
2020-04-03,224769.0
2020-04-07,224144.0
2020-04-08,226407.0
2020-04-09,229779.0
2020-04-10,226876.0
2020-04-13,232591.0
2020-04-14,228973.0
2020-04-15,229650.0
2020-04-16,233737.0
2020-04-17,226210.0
2020-04-20,229360.0
2020-04-21,229502.0
2020-04-22,229189.0
2020-04-23,228150.0
2020-04-24,226035.0
2020-04-27,227589.0
2020-04-28,225744.0
2020-04-29,224921.0
2020-04-30,220500.0
2020-05-06,228878.0
2020-05-07,241222.0
2020-05-08,241599.0
2020-05-11,243398.0
2020-05-12,240065.0
2020-05-13,240939.0
2020-05-14,243909.0
2020-05-15,240490.0
2020-05-18,238594.0
2020-05-19,245832.0
2020-05-20,245151.0
2020-05-21,250097.0
2020-05-22,254888.0
2020-05-25,252554.0
2020-05-26,248472.0
2020-05-27,252135.0
2020-05-28,252072.0
2020-05-29,261136.0
2020-06-01,254845.0
2020-06-02,258403.0
2020-06-03,257431.0
2020-06-04,256673.0
2020-06-05,276227.0
2020-06-08,265659.0
2020-06-09,265285.0
2020-06-10,266671.0
2020-06-11,266630.0
2020-06-12,264860.0
2020-06-15,273271.0
2020-06-16,270550.0
2020-06-17,273454.0
2020-06-18,277889.0
2020-06-19,269560.0
2020-06-22,270787.0
2020-06-23,265061.0
2020-06-24,264277.0
2020-06-29,294680.0
2020-06-30,287256.0
2020-07-01,285089.0
2020-07-02,279590.0
2020-07-03,279935.0
2020-07-06,281887.0
2020-07-07,278975.0
2020-07-08,286855.0
2020-07-09,289279.0
2020-07-10,284702.0
2020-07-13,282671.0
2020-07-14,278050.0
2020-07-15,278821.0
2020-07-16,279111.0
2020-07-17,271699.0
2020-07-20,280662.0
2020-07-21,278397.0
2020-07-22,286717.0
2020-07-23,286495.0
2020-07-24,291358.0
2020-07-27,286658.0
2020-07-28,288611.0
2020-07-29,312654.0
2020-07-30,326630.0
2020-07-31,302243.0
2020-08-03,306431.0
2020-08-04,306315.0
2020-08-05,301149.0
2020-08-06,310098.0
2020-08-07,318522.0
2020-08-10,312198.0
2020-08-11,307821.0
2020-08-12,301873.0
2020-08-13,302396.0
2020-08-14,304412.0
2020-08-17,304626.0
2020-08-18,306768.0
2020-08-19,302798.0
2020-08-20,295197.0
2020-08-21,293081.0
2020-08-24,313245.0
2020-08-25,304100.0
2020-08-26,304074.0
2020-08-27,304185.0
2020-08-28,299074.0
2020-08-31,303148.0
2020-09-01,299448.0
2020-09-02,299370.0
2020-09-03,292172.0
2020-09-04,282049.0
2020-09-07,282188.0
2020-09-08,279856.0
2020-09-09,282815.0
2020-09-10,275448.0
2020-09-11,279257.0
2020-09-14,279444.0
2020-09-15,278754.0
2020-09-16,275152.0
2020-09-17,272369.0
2020-09-18,271741.0
2020-09-21,267027.0
2020-09-22,255105.0
2020-09-23,256503.0
2020-09-24,252762.0
2020-09-25,260553.0
2020-09-28,257403.0
2020-09-29,245068.0
2020-09-30,230231.0
2020-10-09,249302.0
2020-10-12,269681.0
2020-10-13,272380.0
2020-10-14,282002.0
2020-10-15,280822.0
2020-10-16,309859.0
2020-10-19,299597.0
2020-10-20,324416.0
2020-10-21,324403.0
2020-10-22,333679.0
2020-10-23,335870.0
2020-10-26,346348.0
2020-10-27,347009.0
2020-10-28,362477.0
2020-10-29,316322.0
2020-10-30,318371.0
2020-11-02,304638.0
2020-11-03,315019.0
2020-11-04,315452.0
2020-11-05,314243.0
2020-11-06,311830.0
2020-11-09,295393.0
2020-11-10,304370.0
2020-11-11,302309.0
2020-11-12,309826.0
2020-11-13,297718.0
2020-11-16,296501.0
2020-11-17,296370.0
2020-11-18,297452.0
2020-11-19,293380.0
2020-11-20,292847.0
2020-11-23,288407.0
2020-11-24,294065.0
2020-11-25,296225.0
2020-11-26,293064.0
2020-11-27,312614.0
2020-11-30,302569.0
2020-12-01,309712.0
2020-12-02,326671.0
2020-12-03,325331.0
2020-12-04,300527.0
2020-12-07,295443.0
2020-12-08,296984.0
2020-12-09,297065.0
2020-12-10,294635.0
2020-12-11,290267.0
2020-12-14,290663.0
2020-12-15,288288.0
2020-12-16,305378.0
2020-12-17,298618.0
2020-12-18,298621.0
2020-12-21,301562.0
2020-12-22,302588.0
2020-12-23,298788.0
2020-12-24,298701.0
2020-12-25,296050.0
2020-12-28,293923.0
2020-12-29,298734.0
2020-12-30,290426.0
2020-12-31,280142.0
2021-01-04,273876.0
2021-01-05,276412.0
2021-01-06,278791.0
2021-01-07,287575.0
2021-01-08,286335.0
2021-01-11,280305.0
2021-01-12,281331.0
2021-01-13,284078.0
2021-01-14,279559.0
2021-01-15,274844.0
2021-01-18,281320.0
2021-01-19,279887.0
2021-01-20,282969.0
2021-01-21,292840.0
2021-01-22,289733.0
2021-01-25,287396.0
2021-01-26,290694.0
2021-01-27,283311.0
2021-01-28,286027.0
2021-01-29,273899.0
2021-02-01,272589.0
2021-02-02,269588.0
2021-02-03,267905.0
2021-02-04,266802.0
2021-02-05,270040.0
2021-02-08,274675.0
2021-02-09,271562.0
2021-02-10,259338.0
2021-02-18,269780.0
2021-02-19,293163.0
2021-02-22,299493.0
2021-02-23,302564.0
2021-02-24,306755.0
2021-02-25,316376.0
2021-02-26,297311.0
2021-03-01,297754.0
2021-03-02,290249.0
2021-03-03,295945.0
2021-03-04,291214.0
2021-03-05,289620.0
2021-03-08,297913.0
2021-03-09,289276.0
2021-03-10,287511.0
2021-03-11,291455.0
2021-03-12,290556.0
2021-03-15,294724.0
2021-03-16,289892.0
2021-03-17,292136.0
2021-03-18,295555.0
2021-03-19,311796.0
2021-03-22,304205.0
2021-03-23,299129.0
2021-03-24,297528.0
2021-03-25,307746.0
2021-03-26,300984.0
2021-03-29,291810.0
2021-03-30,293062.0
2021-03-31,303241.0
2021-04-01,288198.0
2021-04-02,273440.0
2021-04-06,277032.0
2021-04-07,280398.0
2021-04-08,300267.0
2021-04-09,318821.0
2021-04-12,323278.0
2021-04-13,315227.0
2021-04-14,311753.0
2021-04-15,305643.0
2021-04-16,299383.0
2021-04-19,307269.0
2021-04-20,296657.0
2021-04-21,286732.0
2021-04-22,282547.0
2021-04-23,281621.0
2021-04-26,286277.0
2021-04-27,290318.0
2021-04-28,284333.0
2021-04-29,272686.0
2021-04-30,260742.0
2021-05-06,266846.0
2021-05-07,275164.0
2021-05-10,274726.0
2021-05-11,280812.0
2021-05-12,292886.0
2021-05-13,300277.0
2021-05-14,302787.0
2021-05-17,300807.0
2021-05-18,303367.0
2021-05-19,299895.0
2021-05-20,297184.0
2021-05-21,290348.0
2021-05-24,287081.0
2021-05-25,288759.0
2021-05-26,291989.0
2021-05-27,292105.0
2021-05-28,304324.0
2021-05-31,320559.0
2021-06-01,326835.0
2021-06-02,345864.0
2021-06-03,329540.0
2021-06-04,323964.0
2021-06-07,334776.0
2021-06-08,337945.0
2021-06-09,333936.0
2021-06-10,345359.0
2021-06-11,330685.0
2021-06-15,328194.0
2021-06-16,327121.0
2021-06-17,326207.0
2021-06-18,319039.0
2021-06-21,327420.0
2021-06-22,326737.0
2021-06-23,320725.0
2021-06-24,319040.0
2021-06-25,310362.0
2021-06-28,311088.0
2021-06-29,316043.0
2021-06-30,323474.0
2021-07-01,329878.0
2021-07-02,334932.0
2021-07-05,322683.0
2021-07-06,321644.0
2021-07-07,320177.0
2021-07-08,313405.0
2021-07-09,316476.0
2021-07-12,318278.0
2021-07-13,320561.0
2021-07-14,323396.0
2021-07-15,326302.0
2021-07-16,333734.0
2021-07-19,332342.0
2021-07-20,328186.0
2021-07-21,331444.0
2021-07-22,323628.0
2021-07-23,319255.0
2021-07-26,321606.0
2021-07-27,322956.0
2021-07-28,323486.0
2021-07-29,324377.0
2021-07-30,319921.0
2021-08-02,321005.0
2021-08-03,318979.0
2021-08-04,322580.0
2021-08-05,320297.0
2021-08-06,332838.0
2021-08-09,321663.0
2021-08-10,325436.0
2021-08-11,327730.0
2021-08-12,328478.0
2021-08-13,325423.0
2021-08-16,322971.0
2021-08-17,324711.0
2021-08-18,326829.0
2021-08-19,306343.0
2021-08-20,300484.0
2021-08-23,297613.0
2021-08-24,293669.0
2021-08-25,289645.0
2021-08-26,291900.0
2021-08-27,287787.0
2021-08-30,280980.0
2021-08-31,276700.0
2021-09-01,274347.0
2021-09-02,281519.0
2021-09-03,279577.0
2021-09-06,273287.0
2021-09-07,277786.0
2021-09-08,294131.0
2021-09-09,284057.0
2021-09-10,274360.0
2021-09-13,259929.0
2021-09-14,247394.0
2021-09-15,239622.0
2021-09-16,229991.0
2021-09-17,221268.0
2021-09-22,241835.0
2021-09-23,238551.0
2021-09-24,239656.0
2021-09-27,231321.0
2021-09-28,225684.0
2021-09-29,214473.0
2021-09-30,213517.0
2021-10-08,224816.0
2021-10-11,242326.0
2021-10-12,251388.0
2021-10-13,241455.0
2021-10-14,244906.0
2021-10-15,251529.0
2021-10-18,248859.0
2021-10-19,276571.0
2021-10-20,278447.0
2021-10-21,270402.0
2021-10-22,258843.0
2021-10-25,250493.0
2021-10-26,258273.0
2021-10-27,256288.0
2021-10-28,260477.0
2021-10-29,256874.0
2021-11-01,255041.0
2021-11-02,253770.0
2021-11-03,256257.0
2021-11-04,262414.0
2021-11-05,256660.0
2021-11-08,265929.0
2021-11-09,269319.0
2021-11-10,268621.0
2021-11-11,269728.0
2021-11-12,266750.0
2021-11-15,268404.0
2021-11-16,268277.0
2021-11-17,275253.0
2021-11-18,286163.0
2021-11-19,300015.0
2021-11-22,310096.0
2021-11-23,303278.0
2021-11-24,315137.0
2021-11-25,318414.0
2021-11-26,281376.0
2021-11-29,285209.0
2021-11-30,274419.0
2021-12-01,288421.0
2021-12-02,283541.0
2021-12-03,285925.0
2021-12-06,288840.0
2021-12-07,305941.0
2021-12-08,300641.0
2021-12-09,322924.0
2021-12-10,314513.0
2021-12-13,313934.0
2021-12-14,314289.0
2021-12-15,311638.0
2021-12-16,307126.0
2021-12-17,311768.0
2021-12-20,331012.0
2021-12-21,330348.0
2021-12-22,319582.0
2021-12-23,313568.0
2021-12-24,315191.0
2021-12-27,310800.0
2021-12-28,306924.0
2021-12-29,312186.0
2021-12-30,313782.0
2021-12-31,312825.0
2022-01-04,316980.0
2022-01-05,319655.0
2022-01-06,323427.0
2022-01-07,323516.0
2022-01-10,336115.0
2022-01-11,334721.0
2022-01-12,344598.0
2022-01-13,339676.0
2022-01-14,342679.0
2022-01-17,343519.0
2022-01-18,343517.0
2022-01-19,344888.0
2022-01-20,348308.0
2022-01-21,363560.0
2022-01-24,364425.0
2022-01-25,363629.0
2022-01-26,358931.0
2022-01-27,360368.0
2022-01-28,339980.0
2022-02-07,339138.0
2022-02-08,341077.0
2022-02-09,341422.0
2022-02-10,344467.0
2022-02-11,339979.0
2022-02-14,339910.0
2022-02-15,355228.0
2022-02-16,352663.0
2022-02-17,364937.0
2022-02-18,356163.0
2022-02-21,355688.0
2022-02-22,372664.0
2022-02-23,366265.0
2022-02-24,365137.0
2022-02-25,371051.0
2022-02-28,374653.0
2022-03-01,386087.0
2022-03-02,364935.0
2022-03-03,356350.0
2022-03-04,370592.0
2022-03-07,367572.0
2022-03-08,360886.0
2022-03-09,343626.0
2022-03-10,337577.0
2022-03-11,347082.0
2022-03-14,361692.0
2022-03-15,357495.0
2022-03-16,355801.0
2022-03-17,357842.0
2022-03-18,355736.0
2022-03-21,356452.0
2022-03-22,351650.0
2022-03-23,349865.0
2022-03-24,345458.0
2022-03-25,339393.0
2022-03-28,350538.0
2022-03-29,352465.0
2022-03-30,345664.0
2022-03-31,332110.0
2022-04-01,319492.0
2022-04-06,321359.0
2022-04-07,340055.0
2022-04-08,342479.0
2022-04-11,343223.0
2022-04-12,344298.0
2022-04-13,364606.0
2022-04-14,347608.0
2022-04-15,353262.0
2022-04-18,341858.0
2022-04-19,337001.0
2022-04-20,343448.0
2022-04-21,358611.0
2022-04-22,365392.0
2022-04-25,359572.0
2022-04-26,336083.0
2022-04-27,334577.0
2022-04-28,328026.0
2022-04-29,308099.0
2022-05-05,309146.0
2022-05-06,311792.0
2022-05-09,323009.0
2022-05-10,310516.0
2022-05-11,312168.0
2022-05-12,307834.0
2022-05-13,304342.0
2022-05-16,299518.0
2022-05-17,294664.0
2022-05-18,291156.0
2022-05-19,290584.0
2022-05-20,288768.0
2022-05-23,293727.0
2022-05-24,291238.0
2022-05-25,293098.0
2022-05-26,299618.0
2022-05-27,297817.0
2022-05-30,300690.0
2022-05-31,299344.0
2022-06-01,301123.0
2022-06-02,303732.0
2022-06-06,306718.0
2022-06-07,310567.0
2022-06-08,309228.0
2022-06-09,315438.0
2022-06-10,313180.0
2022-06-13,314192.0
2022-06-14,316448.0
2022-06-15,317502.0
2022-06-16,319242.0
2022-06-17,316320.0
2022-06-20,314285.0
2022-06-21,311038.0
2022-06-22,311589.0
2022-06-23,302811.0
2022-06-24,299227.0
2022-06-27,298949.0
2022-06-28,301219.0
2022-06-29,296781.0
2022-06-30,294132.0
2022-07-01,296838.0
2022-07-04,302301.0
2022-07-05,297437.0
2022-07-06,290656.0
2022-07-07,290122.0
2022-07-08,286426.0
2022-07-11,289623.0
2022-07-12,288713.0
2022-07-13,297729.0
2022-07-14,298026.0
2022-07-15,290348.0
2022-07-18,280294.0
2022-07-19,276730.0
2022-07-20,279104.0
2022-07-21,283156.0
2022-07-22,286347.0
2022-07-25,273209.0
2022-07-26,266290.0
2022-07-27,264357.0
2022-07-28,267956.0
2022-07-29,259257.0
2022-08-01,256197.0
2022-08-02,255733.0
2022-08-03,256358.0
2022-08-04,265792.0
2022-08-05,263690.0
2022-08-08,264098.0
2022-08-09,265461.0
2022-08-10,269274.0
2022-08-11,271425.0
2022-08-12,267318.0
2022-08-15,279658.0
2022-08-16,280387.0
2022-08-17,271846.0
2022-08-18,268006.0
2022-08-19,275244.0
2022-08-22,267341.0
2022-08-23,266013.0
2022-08-24,270756.0
2022-08-25,278749.0
2022-08-26,280745.0
2022-08-29,265413.0
2022-08-30,266229.0
2022-08-31,271298.0
2022-09-01,293255.0
2022-09-02,296788.0
2022-09-05,289158.0
2022-09-06,295731.0
2022-09-07,298176.0
2022-09-08,289688.0
2022-09-09,288819.0
2022-09-13,271448.0
2022-09-14,263891.0
2022-09-15,256233.0
2022-09-16,252033.0
2022-09-19,246436.0
2022-09-20,249833.0
2022-09-21,250271.0
2022-09-22,250569.0
2022-09-23,248918.0
2022-09-26,240354.0
2022-09-27,249326.0
2022-09-28,244485.0
2022-09-29,238243.0
2022-09-30,225552.0
2022-10-10,229917.0
2022-10-11,235219.0
2022-10-12,245288.0
2022-10-13,249798.0
2022-10-14,251032.0
2022-10-17,258889.0
2022-10-18,274253.0
2022-10-19,275279.0
2022-10-20,295864.0
2022-10-21,303421.0
2022-10-24,305999.0
2022-10-25,308791.0
2022-10-26,319594.0
2022-10-27,322013.0
2022-10-28,321509.0
2022-10-31,318021.0
2022-11-01,314425.0
2022-11-02,308763.0
2022-11-03,307921.0
2022-11-04,313942.0
2022-11-07,317548.0
2022-11-08,312588.0
2022-11-09,309243.0
2022-11-10,306998.0
2022-11-11,310577.0
