trading_date,rank,volume,volume_change
2018-10-24,210,1313870802,-8800
2018-10-25,210,1160040541,-4578
2018-10-26,210,900063378,-8226
2018-10-29,210,733210925,-6622
2018-10-30,210,598668777,-5284
2018-10-31,210,646882412,8345
2018-11-01,210,595348377,-2161
2018-11-02,210,544681267,-2973
2018-11-05,210,430512385,-7111
2018-11-06,210,512665925,2051
2018-11-07,210,731848876,15004
2018-11-08,210,783912271,2295
2018-11-09,210,824272604,5278
2018-11-12,210,645754726,-4027
2018-11-13,210,561856573,1164
2018-11-14,210,504650956,1907
2018-11-15,210,565328754,2239
2018-11-16,210,512436221,-2514
2018-11-19,210,491059304,5274
2018-11-20,210,465982287,-2527
2018-11-21,210,389427005,-1724
2018-11-22,210,440492883,4888
2018-11-23,210,480123526,10314
2018-11-26,210,553034511,8472
2018-11-27,210,548983052,3795
2018-11-28,210,606518197,1337
2018-11-29,210,610830806,7929
2018-11-30,210,531760251,-4655
2018-12-03,210,982570763,31538
2018-12-04,210,834770624,-5631
2018-12-05,210,1341544620,24074
2018-12-06,210,1190051584,232
2018-12-07,210,1430236074,9439
2018-12-10,210,1270069052,-5191
2018-12-11,210,1552103256,25533
2018-12-12,210,1404118238,-8313
2018-12-13,210,1502973464,7396
2018-12-14,210,1627074294,1292
2018-12-17,210,2056149995,21549
2018-12-18,210,1631465941,-11158
2018-12-19,210,2134318597,24434
2018-12-20,210,1527647952,-21179
2018-12-21,210,1808172166,16699
2018-12-24,210,1637071356,-4255
2018-12-25,210,1699332392,13110
2018-12-26,210,1306477783,-9098
2018-12-27,210,2034965136,26200
2018-12-28,210,1424570129,-17520
2019-01-02,210,1464788989,4378
2019-01-03,210,1633049230,3689
2019-01-04,210,2326569295,17006
2019-01-07,210,2162965811,3420
2019-01-08,210,1490483417,-21055
2019-01-09,210,1531750312,1667
2019-01-10,210,1833637719,15209
2019-01-11,210,1688103425,-771
2019-01-14,210,1845738099,9069
2019-01-15,210,1613448893,-5373
2019-01-16,210,2254761467,26283
2019-01-17,210,1407522052,-26951
2019-01-18,210,2328936017,32382
2019-01-21,210,2692550340,16175
2019-01-22,210,2062738011,-19649
2019-01-23,210,1599009643,-17369
2019-01-24,210,2077385988,23909
2019-01-25,210,3350856784,44779
2019-01-28,210,2483882957,-26414
2019-01-29,210,3118434190,25076
2019-01-30,210,2894939796,-14317
2019-01-31,210,2324028637,-11638
2019-02-01,210,2626168990,5632
2019-02-11,210,2323071590,-3748
2019-02-12,210,3337394273,32181
2019-02-13,210,3054500293,2354
2019-02-14,210,2464138316,-14715
2019-02-15,210,3109260229,30043
2019-02-18,210,3027871989,-365
2019-02-19,210,2490654438,-8186
2019-02-20,210,2638330268,2520
2019-02-21,210,2911182817,11198
2019-02-22,210,2293298432,-20188
2019-02-25,210,2715095793,21583
2019-02-26,210,2602794681,-4180
2019-02-27,210,2326369843,-9356
2019-02-28,210,2276783740,2265
2019-03-01,210,4112648329,57941
2019-03-04,210,3847947514,1858
2019-03-05,210,2877877206,-27668
2019-03-06,210,3327051019,15553
2019-03-07,210,2903513501,-3265
2019-03-08,210,2624249010,-9460
2019-03-11,210,2367294701,-7432
2019-03-12,210,2517753026,6743
2019-03-13,210,2338120777,-807
2019-03-14,210,3593123334,22246
2019-03-15,210,3775626355,2104
2019-03-18,210,4708798312,26949
2019-03-19,210,4971574828,15307
2019-03-20,210,5019613512,8590
2019-03-21,210,4482928040,-15765
2019-03-22,210,4357063329,2254
2019-03-25,210,4430701577,6283
2019-03-26,210,4531494272,283
2019-03-27,210,4811797192,5492
2019-03-28,210,4587392666,-3861
2019-03-29,210,5120643941,11225
2019-04-01,210,4281290861,-19695
2019-04-02,210,4538919612,4951
2019-04-03,210,4499100027,8247
2019-04-04,210,4328289215,-4492
2019-04-08,210,4385822410,2314
2019-04-09,210,4351234837,9065
2019-04-10,210,3920106361,-13830
2019-04-11,210,4178147224,10926
2019-04-12,210,3774250449,-5495
2019-04-15,210,3933117174,4706
2019-04-16,210,3665442037,-11893
2019-04-17,210,3485458639,-4128
2019-04-18,210,3751405599,18089
2019-04-19,210,3490658004,-4881
2019-04-22,210,6683229402,72217
2019-04-23,210,6601708446,-7446
2019-04-24,210,6782085977,10184
2019-04-25,210,9215338102,61134
2019-04-26,210,8559478031,-9363
2019-04-29,210,7788181031,-8837
2019-04-30,210,6129062088,-33526
2019-05-06,210,5394242816,-17998
2019-05-07,210,4977898200,-650
2019-05-08,210,3885103639,-18895
2019-05-09,210,3142455607,-14197
2019-05-10,210,2330029356,-19424
2019-05-13,210,2059818927,-9992
2019-05-14,210,2322348992,19342
2019-05-15,210,2599294700,3608
2019-05-16,210,2390408803,-5591
2019-05-17,210,2430299609,1928
2019-05-20,210,2496855553,128
2019-05-21,210,2331594076,-321
2019-05-22,210,2170705612,-4421
2019-05-23,210,2515807962,27731
2019-05-24,210,2414115278,7024
2019-05-27,210,2118773671,-7109
2019-05-28,210,2080232366,-1339
2019-05-29,210,2071224834,-1549
2019-05-30,210,1911005857,-7229
2019-05-31,210,1817234086,2259
2019-06-03,210,1772960529,5396
2019-06-04,210,1744243640,42
2019-06-05,210,1636611906,-3456
2019-06-06,210,1636411597,4725
2019-06-10,210,1526308393,-295
2019-06-11,210,1571249909,3474
2019-06-12,210,1731768144,10878
2019-06-13,210,1811126822,7625
2019-06-14,210,1925783584,7036
2019-06-17,210,1979295543,2961
2019-06-18,210,2009907207,4205
2019-06-19,210,2069338741,9014
2019-06-20,210,2068100019,2227
2019-06-21,210,1840893025,1387
2019-06-24,210,1912091851,3681
2019-06-25,210,1713508532,-5830
2019-06-26,210,1827169637,5528
2019-06-27,210,1578267054,-6306
2019-06-28,210,1410976308,-4006
2019-07-01,210,1493479070,5481
2019-07-02,210,1276550277,-6107
2019-07-03,210,1328322023,7946
2019-07-04,210,1368455623,4568
2019-07-05,210,1219973164,-7280
2019-07-08,210,1250874801,5458
2019-07-09,210,1203767341,-133
2019-07-10,210,1252937990,4557
2019-07-11,210,1311317155,6689
2019-07-12,210,1258933337,-552
2019-07-15,210,1304062551,3395
2019-07-16,210,1357313366,4654
2019-07-17,210,1686183473,14860
2019-07-18,210,1814805238,4594
2019-07-19,210,1895871031,5030
2019-07-22,210,1969546735,2669
2019-07-23,210,1854942302,765
2019-07-24,210,2035705520,7671
2019-07-25,210,2201008013,7714
2019-07-26,210,2401766789,13088
2019-07-29,210,2542175969,7911
2019-07-30,210,2554117405,3908
2019-07-31,210,2596105773,5313
2019-08-01,210,3227177565,20023
2019-08-02,210,3509946848,8667
2019-08-05,210,3226974550,-8660
2019-08-06,210,2798760035,-4397
2019-08-07,210,2763792541,-1388
2019-08-08,210,2680919442,7078
2019-08-09,210,2832028069,4787
2019-08-12,210,2901336394,1916
2019-08-13,210,3145960618,3479
2019-08-14,210,2908333178,161
2019-08-15,210,2750954524,3177
2019-08-16,210,2634879541,-3815
2019-08-19,210,2536498191,-7096
2019-08-20,210,2668646367,3067
2019-08-21,210,3080427459,30801
2019-08-22,210,2884471495,-9819
2019-08-23,210,2673265701,-9396
2019-08-26,210,2469306226,-2340
2019-08-27,210,2841585582,9088
2019-08-28,210,2847733795,3495
2019-08-29,210,3169216921,16167
2019-08-30,210,3057008469,-3393
2019-09-02,210,3033875267,-9869
2019-09-03,210,3312432417,10535
2019-09-04,210,3106114188,3544
2019-09-05,210,3094609473,-7189
2019-09-06,210,3094489880,5545
2019-09-09,210,2824152221,-8438
2019-09-10,210,2704084234,125
2019-09-11,210,3033073278,10030
2019-09-12,210,3037153296,3642
2019-09-16,210,2586023831,-19141
2019-09-17,210,2673522609,7671
2019-09-18,210,2255366745,-2270
2019-09-19,210,2261537759,3647
2019-09-20,210,2380916281,9678
2019-09-23,210,2147637839,-4741
2019-09-24,210,2337220105,14559
2019-09-25,210,2542426923,9322
2019-09-26,210,2265832752,-280
2019-09-27,210,2222548528,-6553
2019-09-30,210,1867651437,-14262
2019-10-08,210,1902653785,2447
2019-10-09,210,1798618729,-101
2019-10-10,210,1808264499,15197
