trading_date,TA_total_oi
2018-04-27,1621720.0
2018-05-02,1648380.0
2018-05-03,1638208.0
2018-05-04,1634092.0
2018-05-07,1795084.0
2018-05-08,1810994.0
2018-05-09,1763858.0
2018-05-10,1869074.0
2018-05-11,1938396.0
2018-05-14,1967374.0
2018-05-15,1994316.0
2018-05-16,1851824.0
2018-05-17,1778314.0
2018-05-18,1786744.0
2018-05-21,1810640.0
2018-05-22,1685350.0
2018-05-23,1648030.0
2018-05-24,1637534.0
2018-05-25,1685616.0
2018-05-28,1538156.0
2018-05-29,1479176.0
2018-05-30,1428746.0
2018-05-31,1406546.0
2018-06-01,1413562.0
2018-06-04,1404374.0
2018-06-05,1385086.0
2018-06-06,1388852.0
2018-06-07,1385280.0
2018-06-08,1341992.0
2018-06-11,1341310.0
2018-06-12,1368034.0
2018-06-13,1345178.0
2018-06-14,1337902.0
2018-06-15,1304196.0
2018-06-19,1291338.0
2018-06-20,1280988.0
2018-06-21,1275068.0
2018-06-22,1255346.0
2018-06-25,1226630.0
2018-06-26,1210604.0
2018-06-27,1208874.0
2018-06-28,1228720.0
2018-06-29,1267582.0
2018-07-02,1235660.0
2018-07-03,1264090.0
2018-07-04,1251734.0
2018-07-05,1256902.0
2018-07-06,1282222.0
2018-07-09,1341588.0
2018-07-10,1351236.0
2018-07-11,1279546.0
2018-07-12,1263098.0
2018-07-13,1232364.0
2018-07-16,1212826.0
2018-07-17,1158378.0
2018-07-18,1169650.0
2018-07-19,1254534.0
2018-07-20,1329230.0
2018-07-23,1346318.0
2018-07-24,1501784.0
2018-07-25,1461228.0
2018-07-26,1522506.0
2018-07-27,1601680.0
2018-07-30,1710006.0
2018-07-31,1601870.0
2018-08-01,1655808.0
2018-08-02,1773904.0
2018-08-03,1805504.0
2018-08-06,1705110.0
2018-08-07,1575514.0
2018-08-08,1689048.0
2018-08-09,1506766.0
2018-08-10,1647504.0
2018-08-13,1719012.0
2018-08-14,1716986.0
2018-08-15,1744784.0
2018-08-16,1772040.0
2018-08-17,1878702.0
2018-08-20,1843396.0
2018-08-21,1806060.0
2018-08-22,1810324.0
2018-08-23,1893228.0
2018-08-24,1905140.0
2018-08-27,1869902.0
2018-08-28,2019274.0
2018-08-29,1943054.0
2018-08-30,1904468.0
2018-08-31,1790890.0
2018-09-03,1922480.0
2018-09-04,1877244.0
2018-09-05,1845968.0
2018-09-06,1833612.0
2018-09-07,1805158.0
2018-09-10,1701458.0
2018-09-11,1880106.0
2018-09-12,1794648.0
2018-09-13,1787206.0
2018-09-14,1864050.0
2018-09-17,1702838.0
2018-09-18,1801822.0
2018-09-19,1754782.0
2018-09-20,1700874.0
2018-09-21,1591560.0
2018-09-25,1627494.0
2018-09-26,1565676.0
2018-09-27,1513228.0
2018-09-28,1462684.0
2018-10-08,1421818.0
2018-10-09,1529846.0
2018-10-10,1463486.0
2018-10-11,1505874.0
2018-10-12,1415174.0
2018-10-15,1419276.0
2018-10-16,1416862.0
2018-10-17,1394972.0
2018-10-18,1591940.0
2018-10-19,1559166.0
2018-10-22,1658126.0
2018-10-23,1553296.0
2018-10-24,1589624.0
2018-10-25,1652842.0
2018-10-26,1622746.0
2018-10-29,1485564.0
2018-10-30,1420956.0
2018-10-31,1492476.0
2018-11-01,1452284.0
2018-11-02,1538308.0
2018-11-05,1481144.0
2018-11-06,1482444.0
2018-11-07,1590464.0
2018-11-08,1500646.0
2018-11-09,1599742.0
2018-11-12,1470608.0
2018-11-13,1445792.0
2018-11-14,1492110.0
2018-11-15,1449082.0
2018-11-16,1485410.0
2018-11-19,1448852.0
2018-11-20,1543538.0
2018-11-21,1609156.0
2018-11-22,1577492.0
2018-11-23,1623640.0
2018-11-26,1743082.0
2018-11-27,1691542.0
2018-11-28,1624038.0
2018-11-29,1570350.0
2018-11-30,1558110.0
2018-12-03,1585116.0
2018-12-04,1604640.0
2018-12-05,1640594.0
2018-12-06,1639942.0
2018-12-07,1637458.0
2018-12-10,1633514.0
2018-12-11,1602206.0
2018-12-12,1619918.0
2018-12-13,1574862.0
2018-12-14,1554900.0
2018-12-17,1540064.0
2018-12-18,1489700.0
2018-12-19,1467774.0
2018-12-20,1453492.0
2018-12-21,1588622.0
2018-12-24,1572288.0
2018-12-25,1546128.0
2018-12-26,1499510.0
2018-12-27,1442392.0
2018-12-28,1446382.0
2019-01-02,1514880.0
2019-01-03,1509710.0
2019-01-04,1366640.0
2019-01-07,1398520.0
2019-01-08,1415008.0
2019-01-09,1462996.0
2019-01-10,1453240.0
2019-01-11,1447354.0
2019-01-14,1494818.0
2019-01-15,1576286.0
2019-01-16,1462656.0
2019-01-17,1470474.0
2019-01-18,1490316.0
2019-01-21,1594116.0
2019-01-22,1556706.0
2019-01-23,1563562.0
2019-01-24,1551770.0
2019-01-25,1577954.0
2019-01-28,1531134.0
2019-01-29,1524696.0
2019-01-30,1475912.0
2019-01-31,1485380.0
2019-02-01,1331606.0
2019-02-11,1391714.0
2019-02-12,1485188.0
2019-02-13,1532532.0
2019-02-14,1550056.0
2019-02-15,1518148.0
2019-02-18,1453160.0
2019-02-19,1447430.0
2019-02-20,1446584.0
2019-02-21,1428402.0
2019-02-22,1429834.0
2019-02-25,1404922.0
2019-02-26,1427046.0
2019-02-27,1479520.0
2019-02-28,1489262.0
2019-03-01,1469132.0
2019-03-04,1584144.0
2019-03-05,1604446.0
2019-03-06,1760510.0
2019-03-07,1757644.0
2019-03-08,1681928.0
2019-03-11,1681232.0
2019-03-12,1678990.0
2019-03-13,1736820.0
2019-03-14,1734450.0
2019-03-15,1766892.0
2019-03-18,1833270.0
2019-03-19,1889084.0
2019-03-20,1931004.0
2019-03-21,1877810.0
2019-03-22,1859626.0
2019-03-25,1846894.0
2019-03-26,1854128.0
2019-03-27,1846954.0
2019-03-28,1886066.0
2019-03-29,1922688.0
2019-04-01,1964312.0
2019-04-02,2014878.0
2019-04-03,2044826.0
2019-04-04,2045290.0
2019-04-08,2166200.0
2019-04-09,2189956.0
2019-04-10,2261562.0
2019-04-11,2314968.0
2019-04-12,2411806.0
2019-04-15,2339666.0
2019-04-16,2321434.0
2019-04-17,2379074.0
2019-04-18,2342444.0
2019-04-19,2331074.0
2019-04-22,2335400.0
2019-04-23,2332304.0
2019-04-24,2319132.0
2019-04-25,2362044.0
2019-04-26,2351238.0
2019-04-29,2348772.0
2019-04-30,2298524.0
2019-05-06,2327000.0
2019-05-07,2430170.0
2019-05-08,2494532.0
2019-05-09,2528006.0
2019-05-10,2554926.0
2019-05-13,2615192.0
2019-05-14,2579164.0
2019-05-15,2630252.0
2019-05-16,2704936.0
2019-05-17,2745292.0
2019-05-20,2642014.0
2019-05-21,2672652.0
2019-05-22,2645598.0
2019-05-23,2694958.0
2019-05-24,2643414.0
2019-05-27,2569444.0
2019-05-28,2562910.0
2019-05-29,2563042.0
2019-05-30,2558216.0
2019-05-31,2531960.0
2019-06-03,2566280.0
2019-06-04,2593252.0
2019-06-05,2635300.0
2019-06-06,2541174.0
2019-06-10,2563084.0
2019-06-11,2572848.0
2019-06-12,2685754.0
2019-06-13,2665552.0
2019-06-14,2647076.0
2019-06-17,2660120.0
2019-06-18,2799124.0
2019-06-19,2870502.0
2019-06-20,2837702.0
2019-06-21,2784952.0
2019-06-24,2871632.0
2019-06-25,2775714.0
2019-06-26,2931648.0
2019-06-27,2926764.0
2019-06-28,2925484.0
2019-07-01,3036268.0
2019-07-02,3253664.0
2019-07-03,2804382.0
2019-07-04,2773600.0
2019-07-05,2742506.0
2019-07-08,2765184.0
2019-07-09,2775838.0
2019-07-10,2973066.0
2019-07-11,2916692.0
2019-07-12,2880374.0
2019-07-15,2836430.0
2019-07-16,2820914.0
2019-07-17,2836818.0
2019-07-18,2869442.0
2019-07-19,2660110.0
2019-07-22,2971872.0
2019-07-23,3089944.0
2019-07-24,2983196.0
2019-07-25,3171532.0
2019-07-26,3095902.0
2019-07-29,3328414.0
2019-07-30,3172372.0
2019-07-31,3089884.0
2019-08-01,3122868.0
2019-08-02,2955692.0
2019-08-05,2915598.0
2019-08-06,2842898.0
2019-08-07,2802836.0
2019-08-08,2794432.0
2019-08-09,2668892.0
2019-08-12,2612800.0
2019-08-13,2551318.0
2019-08-14,2688922.0
2019-08-15,2566652.0
2019-08-16,2546102.0
2019-08-19,2678372.0
2019-08-20,2653512.0
2019-08-21,2524010.0
2019-08-22,2494856.0
2019-08-23,2398286.0
2019-08-26,2327102.0
2019-08-27,2287000.0
2019-08-28,2251468.0
2019-08-29,2345064.0
2019-08-30,2237638.0
2019-09-02,2270918.0
2019-09-03,2273688.0
2019-09-04,2278694.0
2019-09-05,2531880.0
2019-09-06,2547350.0
2019-09-09,2596690.0
2019-09-10,2691978.0
2019-09-11,2712658.0
2019-09-12,2645432.0
2019-09-16,2419070.0
2019-09-17,2483138.0
2019-09-18,2402536.0
2019-09-19,2483468.0
2019-09-20,2432832.0
2019-09-23,2388140.0
2019-09-24,2381790.0
2019-09-25,2323396.0
2019-09-26,2197972.0
2019-09-27,2034824.0
2019-09-30,1873282.0
2019-10-08,1874446.0
2019-10-09,1952272.0
2019-10-10,1995348.0
2019-10-11,2089326.0
2019-10-14,2039576.0
2019-10-15,2206516.0
2019-10-16,2227716.0
2019-10-17,2262318.0
2019-10-18,2256294.0
2019-10-21,2429864.0
2019-10-22,2377146.0
2019-10-23,2325622.0
2019-10-24,2208080.0
2019-10-25,2172908.0
2019-10-28,2401320.0
2019-10-29,2376124.0
2019-10-30,2343126.0
2019-10-31,2339870.0
2019-11-01,2343444.0
2019-11-04,2383062.0
2019-11-05,2395794.0
2019-11-06,2461578.0
2019-11-07,2451208.0
2019-11-08,2453678.0
2019-11-11,2460878.0
2019-11-12,2468900.0
2019-11-13,2482020.0
2019-11-14,2498018.0
2019-11-15,2386568.0
2019-11-18,2307836.0
2019-11-19,2273686.0
2019-11-20,2290838.0
2019-11-21,2339038.0
2019-11-22,2312152.0
2019-11-25,2316978.0
2019-11-26,2376624.0
2019-11-27,2437276.0
2019-11-28,2439392.0
2019-11-29,2391538.0
2019-12-02,2325806.0
2019-12-03,2342406.0
2019-12-04,2393726.0
2019-12-05,2449510.0
2019-12-06,2446126.0
2019-12-09,2477776.0
2019-12-10,2425574.0
2019-12-11,2417724.0
2019-12-12,2441358.0
2019-12-13,2398012.0
2019-12-16,2292968.0
2019-12-17,2275058.0
2019-12-18,2229422.0
2019-12-19,2189676.0
2019-12-20,2131628.0
2019-12-23,2101096.0
2019-12-24,2122832.0
2019-12-25,2133846.0
2019-12-26,2107986.0
2019-12-27,2134314.0
2019-12-30,2129030.0
2019-12-31,1837836.0
2020-01-02,895071.0
2020-01-03,916226.0
2020-01-06,945740.0
2020-01-07,965828.0
2020-01-08,980302.0
2020-01-09,1006829.0
2020-01-10,1035591.0
2020-01-13,1082871.0
2020-01-14,1100557.0
2020-01-15,1081196.0
2020-01-16,1047145.0
2020-01-17,1043146.0
2020-01-20,1037299.0
2020-01-21,1026959.0
2020-01-22,991320.0
2020-01-23,954456.0
2020-02-03,896242.0
2020-02-04,867382.0
2020-02-05,950674.0
2020-02-06,990058.0
2020-02-07,1009070.0
2020-02-10,1042785.0
2020-02-11,1082846.0
2020-02-12,1117369.0
2020-02-13,1129108.0
2020-02-14,1120596.0
2020-02-17,1141018.0
2020-02-18,1184420.0
2020-02-19,1184134.0
2020-02-20,1196980.0
2020-02-21,1175690.0
2020-02-24,1200264.0
2020-02-25,1224861.0
2020-02-26,1263545.0
2020-02-27,1334413.0
2020-02-28,1366391.0
2020-03-02,1418409.0
2020-03-03,1376273.0
2020-03-04,1348621.0
2020-03-05,1414706.0
2020-03-06,1458601.0
2020-03-09,1451856.0
2020-03-10,1432593.0
2020-03-11,1465583.0
2020-03-12,1508953.0
2020-03-13,1525992.0
2020-03-16,1504424.0
2020-03-17,1641151.0
2020-03-18,1674734.0
2020-03-19,1693721.0
2020-03-20,1699348.0
2020-03-23,1780774.0
2020-03-24,2018165.0
2020-03-25,2017575.0
2020-03-26,1998562.0
2020-03-27,2058200.0
2020-03-30,2005860.0
2020-03-31,2009056.0
2020-04-01,2008201.0
2020-04-02,1945881.0
2020-04-03,1919062.0
2020-04-07,1956535.0
2020-04-08,2002936.0
2020-04-09,2079132.0
2020-04-10,2087204.0
2020-04-13,2222460.0
2020-04-14,2267778.0
2020-04-15,2269600.0
2020-04-16,2329190.0
2020-04-17,2394937.0
2020-04-20,2348394.0
2020-04-21,2244273.0
2020-04-22,2144003.0
2020-04-23,1949508.0
2020-04-24,1939195.0
2020-04-27,1940056.0
2020-04-28,1898569.0
2020-04-29,1867421.0
2020-04-30,1869464.0
2020-05-06,1851517.0
2020-05-07,1878825.0
2020-05-08,1879702.0
2020-05-11,1884368.0
2020-05-12,1903816.0
2020-05-13,1922743.0
2020-05-14,1881934.0
2020-05-15,1961383.0
2020-05-18,2044248.0
2020-05-19,2064403.0
2020-05-20,2057101.0
2020-05-21,2038802.0
2020-05-22,1936573.0
2020-05-25,1920437.0
2020-05-26,1949707.0
2020-05-27,1954439.0
2020-05-28,1984734.0
2020-05-29,1937148.0
2020-06-01,1956197.0
2020-06-02,1992116.0
2020-06-03,2034567.0
2020-06-04,2007390.0
2020-06-05,2015252.0
2020-06-08,2084848.0
2020-06-09,2031496.0
2020-06-10,2002736.0
2020-06-11,1988309.0
2020-06-12,1838298.0
2020-06-15,1774714.0
2020-06-16,1774941.0
2020-06-17,1768566.0
2020-06-18,1767996.0
2020-06-19,1772942.0
2020-06-22,1783389.0
2020-06-23,1761603.0
2020-06-24,1727757.0
2020-06-29,1720896.0
2020-06-30,1725882.0
2020-07-01,1727433.0
2020-07-02,1731706.0
2020-07-03,1713955.0
2020-07-06,1755482.0
2020-07-07,1850675.0
2020-07-08,1828576.0
2020-07-09,1875451.0
2020-07-10,1990276.0
2020-07-13,1904623.0
2020-07-14,1847385.0
2020-07-15,1789326.0
2020-07-16,1757258.0
2020-07-17,1819846.0
2020-07-20,1824483.0
2020-07-21,1790683.0
2020-07-22,1822992.0
2020-07-23,1785667.0
2020-07-24,1761944.0
2020-07-27,1804696.0
2020-07-28,1773544.0
2020-07-29,1803891.0
2020-07-30,1806485.0
2020-07-31,1780342.0
2020-08-03,1801025.0
2020-08-04,1784481.0
2020-08-05,1827528.0
2020-08-06,1853572.0
2020-08-07,1974225.0
2020-08-10,1960919.0
2020-08-11,1900451.0
2020-08-12,1831849.0
2020-08-13,1853003.0
2020-08-14,1848008.0
2020-08-17,1813535.0
2020-08-18,1810929.0
2020-08-19,1828717.0
2020-08-20,1811503.0
2020-08-21,1817935.0
2020-08-24,1802953.0
2020-08-25,1805479.0
2020-08-26,1804089.0
2020-08-27,1850767.0
2020-08-28,1934793.0
2020-08-31,1918071.0
2020-09-01,1962412.0
2020-09-02,2062602.0
2020-09-03,1999329.0
2020-09-04,1969236.0
2020-09-07,1930009.0
2020-09-08,1893773.0
2020-09-09,1819320.0
2020-09-10,1829539.0
2020-09-11,1887844.0
2020-09-14,1867202.0
2020-09-15,1825356.0
2020-09-16,1816585.0
2020-09-17,1869828.0
2020-09-18,1875696.0
2020-09-21,1943449.0
2020-09-22,1970471.0
2020-09-23,2019264.0
2020-09-24,1927555.0
2020-09-25,1946770.0
2020-09-28,1977839.0
2020-09-29,1861376.0
2020-09-30,1776294.0
2020-10-09,1849801.0
2020-10-12,2166921.0
2020-10-13,2308121.0
2020-10-14,2534349.0
2020-10-15,2603070.0
2020-10-16,2687752.0
2020-10-19,2688355.0
2020-10-20,2726664.0
2020-10-21,2757175.0
2020-10-22,2720578.0
2020-10-23,2740062.0
2020-10-26,2682490.0
2020-10-27,2745636.0
2020-10-28,2789197.0
2020-10-29,2813779.0
2020-10-30,2871328.0
2020-11-02,2902670.0
2020-11-03,2869496.0
2020-11-04,2937574.0
2020-11-05,3136142.0
2020-11-06,3226903.0
2020-11-09,3442726.0
2020-11-10,3400875.0
2020-11-11,3329203.0
2020-11-12,3349408.0
2020-11-13,3421159.0
2020-11-16,3516787.0
2020-11-17,3545554.0
2020-11-18,3477852.0
2020-11-19,3502214.0
2020-11-20,3505940.0
2020-11-23,3519351.0
2020-11-24,3422255.0
2020-11-25,3393106.0
2020-11-26,3422385.0
2020-11-27,3385686.0
2020-11-30,3407701.0
2020-12-01,3425217.0
2020-12-02,3398874.0
2020-12-03,3502475.0
2020-12-04,3728819.0
2020-12-07,3854037.0
2020-12-08,3830255.0
2020-12-09,3666785.0
2020-12-10,3655492.0
2020-12-11,3592256.0
2020-12-14,3721176.0
2020-12-15,3690470.0
2020-12-16,3665750.0
2020-12-17,3624047.0
2020-12-18,3603624.0
2020-12-21,3510353.0
2020-12-22,3395631.0
2020-12-23,3235713.0
2020-12-24,3220250.0
2020-12-25,3209379.0
2020-12-28,3174403.0
2020-12-29,3119902.0
2020-12-30,3133018.0
2020-12-31,3132280.0
2021-01-04,3330608.0
2021-01-05,3345123.0
2021-01-06,3320959.0
2021-01-07,3427890.0
2021-01-08,3449255.0
2021-01-11,3155061.0
2021-01-12,3161272.0
2021-01-13,3161304.0
2021-01-14,3307821.0
2021-01-15,3375299.0
2021-01-18,3267387.0
2021-01-19,3285033.0
2021-01-20,3313420.0
2021-01-21,3329371.0
2021-01-22,3263661.0
2021-01-25,3174684.0
2021-01-26,3164155.0
2021-01-27,3186874.0
2021-01-28,3155065.0
2021-01-29,3216863.0
2021-02-01,3387200.0
2021-02-02,3393778.0
2021-02-03,3364686.0
2021-02-04,3339510.0
2021-02-05,3307797.0
2021-02-08,3344436.0
2021-02-09,3278011.0
2021-02-10,3102023.0
2021-02-18,3050769.0
2021-02-19,3153139.0
2021-02-22,3299746.0
2021-02-23,3231612.0
2021-02-24,3191198.0
2021-02-25,3196934.0
2021-02-26,2975652.0
2021-03-01,3009853.0
2021-03-02,2968110.0
2021-03-03,2921250.0
2021-03-04,2953294.0
2021-03-05,2953748.0
2021-03-08,3055555.0
2021-03-09,2971582.0
2021-03-10,2997743.0
2021-03-11,2878139.0
2021-03-12,2866680.0
2021-03-15,2839355.0
2021-03-16,2888966.0
2021-03-17,2825894.0
2021-03-18,2822400.0
2021-03-19,2839319.0
2021-03-22,2845535.0
2021-03-23,2861799.0
2021-03-24,2878045.0
2021-03-25,2908741.0
2021-03-26,2853234.0
2021-03-29,2840122.0
2021-03-30,2866254.0
2021-03-31,2863904.0
2021-04-01,2853010.0
2021-04-02,2753070.0
2021-04-06,2804063.0
2021-04-07,2801352.0
2021-04-08,2762929.0
2021-04-09,2797284.0
2021-04-12,2804733.0
2021-04-13,2734691.0
2021-04-14,2663900.0
2021-04-15,2720086.0
2021-04-16,2779700.0
2021-04-19,2793450.0
2021-04-20,2772643.0
2021-04-21,2764546.0
2021-04-22,2691517.0
2021-04-23,2671151.0
2021-04-26,2732993.0
2021-04-27,2823758.0
2021-04-28,2789383.0
2021-04-29,2702136.0
2021-04-30,2509949.0
2021-05-06,2536543.0
2021-05-07,2599005.0
2021-05-10,2614447.0
2021-05-11,2609724.0
2021-05-12,2695199.0
2021-05-13,2698089.0
2021-05-14,2555329.0
2021-05-17,2584463.0
2021-05-18,2601901.0
2021-05-19,2662481.0
2021-05-20,2578515.0
2021-05-21,2574992.0
2021-05-24,2591334.0
2021-05-25,2526686.0
2021-05-26,2499862.0
2021-05-27,2540990.0
2021-05-28,2500422.0
2021-05-31,2557972.0
2021-06-01,2619064.0
2021-06-02,2650200.0
2021-06-03,2704870.0
2021-06-04,2529560.0
2021-06-07,2597885.0
2021-06-08,2586168.0
2021-06-09,2584174.0
2021-06-10,2601776.0
2021-06-11,2473415.0
2021-06-15,2465161.0
2021-06-16,2579048.0
2021-06-17,2621304.0
2021-06-18,2475008.0
2021-06-21,2463170.0
2021-06-22,2638502.0
2021-06-23,2748822.0
2021-06-24,2860119.0
2021-06-25,3074311.0
2021-06-28,3068541.0
2021-06-29,2940199.0
2021-06-30,2895007.0
2021-07-01,2884333.0
2021-07-02,2918871.0
2021-07-05,3005144.0
2021-07-06,3020569.0
2021-07-07,2835595.0
2021-07-08,2596099.0
2021-07-09,2557192.0
2021-07-12,2522766.0
2021-07-13,2539331.0
2021-07-14,2559392.0
2021-07-15,2505544.0
2021-07-16,2477688.0
2021-07-19,2528334.0
2021-07-20,2547790.0
2021-07-21,2559174.0
2021-07-22,2672152.0
2021-07-23,2623358.0
2021-07-26,2612666.0
2021-07-27,2573258.0
2021-07-28,2579143.0
2021-07-29,2632287.0
2021-07-30,2656096.0
2021-08-02,2647153.0
2021-08-03,2583545.0
2021-08-04,2646529.0
2021-08-05,2593264.0
2021-08-06,2658904.0
2021-08-09,2633593.0
2021-08-10,2625426.0
2021-08-11,2658551.0
2021-08-12,2656142.0
2021-08-13,2630312.0
2021-08-16,2631704.0
2021-08-17,2594603.0
2021-08-18,2656492.0
2021-08-19,2586625.0
2021-08-20,2570661.0
2021-08-23,2577766.0
2021-08-24,2562567.0
2021-08-25,2583644.0
2021-08-26,2600930.0
2021-08-27,2532692.0
2021-08-30,2571470.0
2021-08-31,2598292.0
2021-09-01,2546107.0
2021-09-02,2596495.0
2021-09-03,2510106.0
2021-09-06,2515925.0
2021-09-07,2549107.0
2021-09-08,2729248.0
2021-09-09,2704961.0
2021-09-10,2645020.0
2021-09-13,2605181.0
2021-09-14,2513272.0
2021-09-15,2435262.0
2021-09-16,2432868.0
2021-09-17,2350178.0
2021-09-22,2333678.0
2021-09-23,2366915.0
2021-09-24,2441890.0
2021-09-27,2506536.0
2021-09-28,2463349.0
2021-09-29,2261448.0
2021-09-30,2147145.0
2021-10-08,2249977.0
2021-10-11,2360188.0
2021-10-12,2266171.0
2021-10-13,2254807.0
2021-10-14,2261082.0
2021-10-15,2366979.0
2021-10-18,2310879.0
2021-10-19,2312287.0
2021-10-20,2236331.0
2021-10-21,2258841.0
2021-10-22,2231606.0
2021-10-25,2233174.0
2021-10-26,2272846.0
2021-10-27,2332135.0
2021-10-28,2193697.0
2021-10-29,2198238.0
2021-11-01,2128874.0
2021-11-02,2155156.0
2021-11-03,2187952.0
2021-11-04,2166892.0
2021-11-05,2218013.0
2021-11-08,2135598.0
2021-11-09,2125754.0
2021-11-10,2079654.0
2021-11-11,2133451.0
2021-11-12,2153730.0
2021-11-15,2127201.0
2021-11-16,2057293.0
2021-11-17,2080893.0
2021-11-18,2175262.0
2021-11-19,2120100.0
2021-11-22,2143114.0
2021-11-23,2186740.0
2021-11-24,2132522.0
2021-11-25,2070530.0
2021-11-26,2152224.0
2021-11-29,2277837.0
2021-11-30,2428664.0
2021-12-01,2336760.0
2021-12-02,2331099.0
2021-12-03,2291716.0
2021-12-06,2324053.0
2021-12-07,2179594.0
2021-12-08,2150356.0
2021-12-09,2068954.0
2021-12-10,2021664.0
2021-12-13,2038040.0
2021-12-14,2048117.0
2021-12-15,2024336.0
2021-12-16,1982595.0
2021-12-17,1961927.0
2021-12-20,2085396.0
2021-12-21,2008366.0
2021-12-22,2016472.0
2021-12-23,2021119.0
2021-12-24,1973619.0
2021-12-27,1968546.0
2021-12-28,1994612.0
2021-12-29,2006736.0
2021-12-30,2022242.0
2021-12-31,1953815.0
2022-01-04,2008091.0
2022-01-05,2058575.0
2022-01-06,2067534.0
2022-01-07,2080599.0
2022-01-10,2033820.0
2022-01-11,2032454.0
2022-01-12,2070415.0
2022-01-13,2165628.0
2022-01-14,2220587.0
2022-01-17,2172950.0
2022-01-18,2201210.0
2022-01-19,2224683.0
2022-01-20,2238700.0
2022-01-21,2159799.0
2022-01-24,2129806.0
2022-01-25,2081099.0
2022-01-26,2082918.0
2022-01-27,1988095.0
2022-01-28,1881906.0
2022-02-07,1901174.0
2022-02-08,2006845.0
2022-02-09,2049015.0
2022-02-10,2071622.0
2022-02-11,2031470.0
2022-02-14,2056830.0
2022-02-15,2061679.0
2022-02-16,2033533.0
2022-02-17,2056833.0
2022-02-18,2030065.0
2022-02-21,2016762.0
2022-02-22,1994793.0
2022-02-23,2009582.0
2022-02-24,2024239.0
2022-02-25,2008307.0
2022-02-28,1977582.0
2022-03-01,1993187.0
2022-03-02,2081909.0
2022-03-03,2106928.0
2022-03-04,1982460.0
2022-03-07,2041840.0
2022-03-08,1917201.0
2022-03-09,1949261.0
2022-03-10,1849617.0
2022-03-11,1846323.0
2022-03-14,1858016.0
2022-03-15,1911648.0
2022-03-16,1947212.0
2022-03-17,1981842.0
2022-03-18,1991111.0
2022-03-21,2028797.0
2022-03-22,1998875.0
2022-03-23,2012648.0
2022-03-24,1968910.0
2022-03-25,2034696.0
2022-03-28,1984112.0
2022-03-29,1970303.0
2022-03-30,1986732.0
2022-03-31,1903463.0
2022-04-01,1812638.0
2022-04-06,1862944.0
2022-04-07,1884925.0
2022-04-08,1915282.0
2022-04-11,1956241.0
2022-04-12,2067027.0
2022-04-13,2099083.0
2022-04-14,2050925.0
2022-04-15,2086722.0
2022-04-18,2112321.0
2022-04-19,2105059.0
2022-04-20,2079194.0
2022-04-21,2142391.0
2022-04-22,2068089.0
2022-04-25,1946084.0
2022-04-26,1970571.0
2022-04-27,1945670.0
2022-04-28,1883839.0
2022-04-29,1983475.0
2022-05-05,2035644.0
2022-05-06,2170728.0
2022-05-09,2087525.0
2022-05-10,1999166.0
2022-05-11,2108596.0
2022-05-12,2390490.0
2022-05-13,2485906.0
2022-05-16,2486589.0
2022-05-17,2525072.0
2022-05-18,2453235.0
2022-05-19,2415638.0
2022-05-20,2451208.0
2022-05-23,2449290.0
2022-05-24,2421316.0
2022-05-25,2462362.0
2022-05-26,2490075.0
2022-05-27,2500301.0
2022-05-30,2506506.0
2022-05-31,2599229.0
2022-06-01,2432278.0
2022-06-02,2428233.0
2022-06-06,2647712.0
2022-06-07,2677500.0
2022-06-08,2714638.0
2022-06-09,2693045.0
2022-06-10,2749805.0
2022-06-13,2672706.0
2022-06-14,2611165.0
2022-06-15,2614420.0
2022-06-16,2605170.0
2022-06-17,2586748.0
2022-06-20,2590368.0
2022-06-21,2574312.0
2022-06-22,2565801.0
2022-06-23,2610647.0
2022-06-24,2618590.0
2022-06-27,2547296.0
2022-06-28,2503271.0
2022-06-29,2500712.0
2022-06-30,2468275.0
2022-07-01,2488067.0
2022-07-04,2600171.0
2022-07-05,2606229.0
2022-07-06,2596872.0
2022-07-07,2656506.0
2022-07-08,2665701.0
2022-07-11,2768675.0
2022-07-12,2754976.0
2022-07-13,2753646.0
2022-07-14,2698269.0
2022-07-15,2778545.0
2022-07-18,2676857.0
2022-07-19,2718593.0
2022-07-20,2727317.0
2022-07-21,2726313.0
2022-07-22,2793158.0
2022-07-25,2832880.0
2022-07-26,2868455.0
2022-07-27,2879863.0
2022-07-28,2870702.0
2022-07-29,2848049.0
2022-08-01,2801617.0
2022-08-02,2778643.0
2022-08-03,2763272.0
2022-08-04,2785825.0
2022-08-05,2854376.0
2022-08-08,2844913.0
2022-08-09,2871999.0
2022-08-10,2902089.0
2022-08-11,2918356.0
2022-08-12,2892444.0
2022-08-15,2919259.0
2022-08-16,2849956.0
2022-08-17,2880130.0
2022-08-18,2937994.0
2022-08-19,2942958.0
2022-08-22,2916329.0
2022-08-23,2983646.0
2022-08-24,3023492.0
2022-08-25,3039061.0
2022-08-26,2984371.0
2022-08-29,2911968.0
2022-08-30,2944811.0
2022-08-31,2962162.0
2022-09-01,2991760.0
2022-09-02,2947212.0
2022-09-05,3146615.0
2022-09-06,3117630.0
2022-09-07,3012090.0
2022-09-08,3022758.0
2022-09-09,3010878.0
2022-09-13,3099536.0
2022-09-14,3073563.0
2022-09-15,3112827.0
2022-09-16,2993232.0
2022-09-19,3009517.0
2022-09-20,2963857.0
2022-09-21,2981560.0
2022-09-22,2986892.0
2022-09-23,2977932.0
2022-09-26,2935573.0
2022-09-27,2914831.0
