trading_date,MA_total_oi
2019-03-05,1702800.0
2019-03-06,1769200.0
2019-03-07,1794190.0
2019-03-08,1740796.0
2019-03-11,1650540.0
2019-03-12,1842676.0
2019-03-13,1665440.0
2019-03-14,1862986.0
2019-03-15,1848482.0
2019-03-18,1972780.0
2019-03-19,1916648.0
2019-03-20,2023440.0
2019-03-21,1853282.0
2019-03-22,1982634.0
2019-03-25,1846806.0
2019-03-26,1895454.0
2019-03-27,2100230.0
2019-03-28,2249216.0
2019-03-29,2127986.0
2019-04-01,1998938.0
2019-04-02,1920002.0
2019-04-03,1842552.0
2019-04-04,1722600.0
2019-04-08,1653944.0
2019-04-09,1705494.0
2019-04-10,1644598.0
2019-04-11,1676910.0
2019-04-12,1676870.0
2019-04-15,1716652.0
2019-04-16,1749610.0
2019-04-17,1742464.0
2019-04-18,1930966.0
2019-04-19,1735796.0
2019-04-22,1864344.0
2019-04-23,1734216.0
2019-04-24,1793792.0
2019-04-25,1708394.0
2019-04-26,1801544.0
2019-04-29,1624982.0
2019-04-30,1630262.0
2019-05-06,1543378.0
2019-05-07,1544502.0
2019-05-08,1476584.0
2019-05-09,1505298.0
2019-05-10,1481664.0
2019-05-13,1502054.0
2019-05-14,1688148.0
2019-05-15,1549518.0
2019-05-16,1599376.0
2019-05-17,1544712.0
2019-05-20,1683746.0
2019-05-21,1537644.0
2019-05-22,1663642.0
2019-05-23,1545910.0
2019-05-24,1541540.0
2019-05-27,1383630.0
2019-05-28,1546836.0
2019-05-29,1530310.0
2019-05-30,1706264.0
2019-05-31,1669226.0
2019-06-03,1891966.0
2019-06-04,1748220.0
2019-06-05,1953496.0
2019-06-06,1872102.0
2019-06-10,1731820.0
2019-06-11,1925628.0
2019-06-12,1806232.0
2019-06-13,1932360.0
2019-06-14,1700574.0
2019-06-17,1760990.0
2019-06-18,1703818.0
2019-06-19,1782652.0
2019-06-20,1667866.0
2019-06-21,1786056.0
2019-06-24,1627782.0
2019-06-25,1854366.0
2019-06-26,1811880.0
2019-06-27,2174432.0
2019-06-28,2127012.0
2019-07-01,2190856.0
2019-07-02,2121636.0
2019-07-03,2096238.0
2019-07-04,2027892.0
2019-07-05,1915282.0
2019-07-08,2049206.0
2019-07-09,2280094.0
2019-07-10,2200792.0
2019-07-11,2314070.0
2019-07-12,2400014.0
2019-07-15,2310508.0
2019-07-16,2585176.0
2019-07-17,2374396.0
2019-07-18,2570872.0
2019-07-19,2454386.0
2019-07-22,2479818.0
2019-07-23,2845418.0
2019-07-24,2676360.0
2019-07-25,2837294.0
2019-07-26,3153058.0
2019-07-29,2859616.0
2019-07-30,3028230.0
2019-07-31,2670906.0
2019-08-01,2617288.0
2019-08-02,2486992.0
2019-08-05,2647174.0
2019-08-06,2383980.0
2019-08-07,2365844.0
2019-08-08,2312222.0
2019-08-09,2108970.0
2019-08-12,2109996.0
2019-08-13,2025516.0
2019-08-14,2274300.0
2019-08-15,1931038.0
2019-08-16,2100784.0
2019-08-19,2057022.0
2019-08-20,2281154.0
2019-08-21,2389206.0
2019-08-22,2155554.0
2019-08-23,2090632.0
2019-08-26,2049350.0
2019-08-27,2199434.0
2019-08-28,1894660.0
2019-08-29,2052644.0
2019-08-30,1917904.0
2019-09-02,1992094.0
2019-09-03,1782994.0
2019-09-04,1802062.0
2019-09-05,2044914.0
2019-09-06,1787060.0
2019-09-09,1926308.0
2019-09-10,1769694.0
2019-09-11,1733692.0
2019-09-12,1682536.0
2019-09-16,1712264.0
2019-09-17,1716058.0
2019-09-18,1673214.0
2019-09-19,1587840.0
2019-09-20,1667244.0
2019-09-23,1656920.0
2019-09-24,1745338.0
2019-09-25,1752662.0
2019-09-26,1764276.0
2019-09-27,1503778.0
2019-09-30,1494320.0
2019-10-08,1402820.0
2019-10-09,1712370.0
2019-10-10,1643488.0
2019-10-11,1781890.0
2019-10-14,1678098.0
2019-10-15,1747394.0
2019-10-16,1948554.0
2019-10-17,1861750.0
2019-10-18,1822102.0
2019-10-21,1926856.0
2019-10-22,1843266.0
2019-10-23,2119412.0
2019-10-24,2001792.0
2019-10-25,2352936.0
2019-10-28,2280376.0
2019-10-29,2191930.0
2019-10-30,2218524.0
2019-10-31,2132424.0
2019-11-01,2366718.0
2019-11-04,2197366.0
2019-11-05,2169372.0
2019-11-06,2222002.0
2019-11-07,2417142.0
2019-11-08,2476022.0
2019-11-11,2598134.0
2019-11-12,2501840.0
2019-11-13,2528226.0
2019-11-14,2701446.0
2019-11-15,2545928.0
2019-11-18,2446680.0
2019-11-19,2914170.0
2019-11-20,2727464.0
2019-11-21,2589584.0
2019-11-22,2496056.0
2019-11-25,2418076.0
2019-11-26,2450966.0
2019-11-27,2469128.0
2019-11-28,2605320.0
2019-11-29,2425718.0
2019-12-02,2661402.0
2019-12-03,2413078.0
2019-12-04,2480870.0
2019-12-05,2288092.0
2019-12-06,2332054.0
2019-12-09,2267566.0
2019-12-10,2144920.0
2019-12-11,2398034.0
2019-12-12,2238456.0
2019-12-13,2231966.0
2019-12-16,2241624.0
2019-12-17,2026634.0
2019-12-18,2201852.0
2019-12-19,1971680.0
2019-12-20,1991374.0
2019-12-23,1895676.0
2019-12-24,1880772.0
2019-12-25,1839202.0
2019-12-26,1699650.0
2019-12-27,1813170.0
2019-12-30,1713846.0
2019-12-31,1755670.0
2020-01-02,779297.0
2020-01-03,895255.0
2020-01-06,898566.0
2020-01-07,919522.0
2020-01-08,965307.0
2020-01-09,970717.0
2020-01-10,862711.0
2020-01-13,999787.0
2020-01-14,926479.0
2020-01-15,969972.0
2020-01-16,955197.0
2020-01-17,924884.0
2020-01-20,907641.0
2020-01-21,886072.0
2020-01-22,865028.0
2020-01-23,777187.0
2020-02-03,736062.0
2020-02-04,764535.0
2020-02-05,769436.0
2020-02-06,791602.0
2020-02-07,839000.0
2020-02-10,858157.0
2020-02-11,882637.0
2020-02-12,1000843.0
2020-02-13,948295.0
2020-02-14,927498.0
2020-02-17,894717.0
2020-02-18,987238.0
2020-02-19,898102.0
2020-02-20,973428.0
2020-02-21,959544.0
2020-02-24,998760.0
2020-02-25,983242.0
2020-02-26,1021083.0
2020-02-27,965287.0
2020-02-28,1004964.0
2020-03-02,1004345.0
2020-03-03,1027539.0
2020-03-04,1032690.0
2020-03-05,1053978.0
2020-03-06,1075684.0
2020-03-09,1062861.0
2020-03-10,989451.0
2020-03-11,993673.0
2020-03-12,1009390.0
2020-03-13,1001991.0
2020-03-16,939902.0
2020-03-17,974492.0
2020-03-18,1027415.0
2020-03-19,959733.0
2020-03-20,972244.0
2020-03-23,962141.0
2020-03-24,1056800.0
2020-03-25,1065399.0
2020-03-26,1081024.0
2020-03-27,1140981.0
2020-03-30,1115012.0
2020-03-31,1091903.0
2020-04-01,1087319.0
2020-04-02,1099780.0
2020-04-03,951740.0
2020-04-07,942055.0
2020-04-08,990857.0
2020-04-09,1024090.0
2020-04-10,1072403.0
2020-04-13,1059861.0
2020-04-14,1129513.0
2020-04-15,1062721.0
2020-04-16,1135264.0
2020-04-17,1090188.0
2020-04-20,1170542.0
2020-04-21,1198721.0
2020-04-22,1167529.0
2020-04-23,1155706.0
2020-04-24,1165120.0
2020-04-27,1179455.0
2020-04-28,1185282.0
2020-04-29,1136756.0
2020-04-30,1026424.0
2020-05-06,999265.0
2020-05-07,1206411.0
2020-05-08,1207486.0
2020-05-11,1263255.0
2020-05-12,1266382.0
2020-05-13,1302561.0
2020-05-14,1228035.0
2020-05-15,1309827.0
2020-05-18,1534287.0
2020-05-19,1592379.0
2020-05-20,1499325.0
2020-05-21,1478101.0
2020-05-22,1710202.0
2020-05-25,1685212.0
2020-05-26,1817005.0
2020-05-27,1809685.0
2020-05-28,1721792.0
2020-05-29,1797045.0
2020-06-01,1753490.0
2020-06-02,1761313.0
2020-06-03,1810515.0
2020-06-04,1750151.0
2020-06-05,1717094.0
2020-06-08,1756145.0
2020-06-09,1744445.0
2020-06-10,1748337.0
2020-06-11,1772612.0
2020-06-12,1740021.0
2020-06-15,1810312.0
2020-06-16,1659033.0
2020-06-17,1712569.0
2020-06-18,1653459.0
2020-06-19,1730953.0
2020-06-22,1664756.0
2020-06-23,1758428.0
2020-06-24,1488571.0
2020-06-29,1518611.0
2020-06-30,1531302.0
2020-07-01,1602217.0
2020-07-02,1745343.0
2020-07-03,1694498.0
2020-07-06,1776025.0
2020-07-07,1717394.0
2020-07-08,1701395.0
2020-07-09,1652669.0
2020-07-10,1708815.0
2020-07-13,1598840.0
2020-07-14,1668451.0
2020-07-15,1771576.0
2020-07-16,1713295.0
2020-07-17,1719357.0
2020-07-20,1757639.0
2020-07-21,1818161.0
2020-07-22,1895378.0
2020-07-23,1815817.0
2020-07-24,1932540.0
2020-07-27,1693306.0
2020-07-28,1770423.0
2020-07-29,1583664.0
2020-07-30,1567919.0
2020-07-31,1580319.0
2020-08-03,1622837.0
2020-08-04,1551935.0
2020-08-05,1700506.0
2020-08-06,1595464.0
2020-08-07,1611578.0
2020-08-10,1533427.0
2020-08-11,1428845.0
2020-08-12,1511301.0
2020-08-13,1311146.0
2020-08-14,1368943.0
2020-08-17,1249718.0
2020-08-18,1364550.0
2020-08-19,1273592.0
2020-08-20,1367855.0
2020-08-21,1266083.0
2020-08-24,1418263.0
2020-08-25,1306144.0
2020-08-26,1447055.0
2020-08-27,1288119.0
2020-08-28,1344525.0
2020-08-31,1289161.0
2020-09-01,1518159.0
2020-09-02,1403097.0
2020-09-03,1382893.0
2020-09-04,1364057.0
2020-09-07,1399340.0
2020-09-08,1267310.0
2020-09-09,1288246.0
2020-09-10,1212955.0
2020-09-11,1218317.0
2020-09-14,1203551.0
2020-09-15,1432666.0
2020-09-16,1256835.0
2020-09-17,1459055.0
2020-09-18,1256229.0
2020-09-21,1388085.0
2020-09-22,1244147.0
2020-09-23,1233294.0
2020-09-24,1263346.0
2020-09-25,1157738.0
2020-09-28,1235651.0
2020-09-29,1176695.0
2020-09-30,1137965.0
2020-10-09,1052830.0
2020-10-12,1253264.0
2020-10-13,1125828.0
2020-10-14,1269822.0
2020-10-15,1262433.0
2020-10-16,1333203.0
2020-10-19,1257812.0
2020-10-20,1143320.0
2020-10-21,1581342.0
2020-10-22,1322802.0
2020-10-23,1398553.0
2020-10-26,1421300.0
2020-10-27,1370750.0
2020-10-28,1413172.0
2020-10-29,1435830.0
2020-10-30,1436062.0
2020-11-02,1438140.0
2020-11-03,1376017.0
2020-11-04,1438632.0
2020-11-05,1374799.0
2020-11-06,1442120.0
2020-11-09,1347849.0
2020-11-10,1503700.0
2020-11-11,1611869.0
2020-11-12,1462377.0
2020-11-13,1699220.0
2020-11-16,1583699.0
2020-11-17,1546469.0
2020-11-18,1533520.0
2020-11-19,1583093.0
2020-11-20,1453940.0
2020-11-23,1541175.0
2020-11-24,1429552.0
2020-11-25,1569564.0
2020-11-26,1419374.0
2020-11-27,1416485.0
2020-11-30,1402159.0
2020-12-01,1453378.0
2020-12-02,1314554.0
2020-12-03,1383417.0
2020-12-04,1264744.0
2020-12-07,1256106.0
2020-12-08,1300654.0
2020-12-09,1291752.0
2020-12-10,1365676.0
2020-12-11,1408072.0
2020-12-14,1341310.0
2020-12-15,1404862.0
2020-12-16,1338858.0
2020-12-17,1345605.0
2020-12-18,1273600.0
2020-12-21,1267044.0
2020-12-22,1243529.0
2020-12-23,1183884.0
2020-12-24,1332234.0
2020-12-25,1215791.0
2020-12-28,1271792.0
2020-12-29,1130388.0
2020-12-30,1152450.0
2020-12-31,1043366.0
2021-01-04,1115772.0
2021-01-05,1069384.0
2021-01-06,1170853.0
2021-01-07,1114040.0
2021-01-08,1245695.0
2021-01-11,1207980.0
2021-01-12,1263349.0
2021-01-13,1185922.0
2021-01-14,1183982.0
2021-01-15,1291020.0
2021-01-18,1224516.0
2021-01-19,1214306.0
2021-01-20,1328431.0
2021-01-21,1257573.0
2021-01-22,1279924.0
2021-01-25,1256716.0
2021-01-26,1232625.0
2021-01-27,1163746.0
2021-01-28,1235690.0
2021-01-29,1186334.0
2021-02-01,1068593.0
2021-02-02,1197598.0
2021-02-03,1152318.0
2021-02-04,1126380.0
2021-02-05,1077845.0
2021-02-08,1135662.0
2021-02-09,996419.0
2021-02-10,1018676.0
2021-02-18,1009842.0
2021-02-19,1284767.0
2021-02-22,1249809.0
2021-02-23,1346172.0
2021-02-24,1276754.0
2021-02-25,1338575.0
2021-02-26,1236819.0
2021-03-01,1312235.0
2021-03-02,1256243.0
2021-03-03,1277778.0
2021-03-04,1275041.0
2021-03-05,1370692.0
2021-03-08,1291243.0
2021-03-09,1268685.0
2021-03-10,1243038.0
2021-03-11,1159528.0
2021-03-12,1230206.0
2021-03-15,1239077.0
2021-03-16,1135273.0
2021-03-17,1182528.0
2021-03-18,1267894.0
2021-03-19,1306961.0
2021-03-22,1173987.0
2021-03-23,1195776.0
2021-03-24,1178105.0
2021-03-25,1275011.0
2021-03-26,1197980.0
2021-03-29,1220304.0
2021-03-30,1183400.0
2021-03-31,1194786.0
2021-04-01,1084810.0
2021-04-02,1183717.0
2021-04-06,1130092.0
2021-04-07,1198299.0
2021-04-08,1140446.0
2021-04-09,1320535.0
2021-04-12,1242321.0
2021-04-13,1130794.0
2021-04-14,1112354.0
2021-04-15,1164864.0
2021-04-16,1269294.0
2021-04-19,1243099.0
2021-04-20,1323892.0
2021-04-21,1313049.0
2021-04-22,1305857.0
2021-04-23,1322276.0
2021-04-26,1406424.0
2021-04-27,1389295.0
2021-04-28,1477501.0
2021-04-29,1383420.0
2021-04-30,1323349.0
2021-05-06,1335486.0
2021-05-07,1475888.0
2021-05-10,1459693.0
2021-05-11,1360527.0
2021-05-12,1474698.0
2021-05-13,1405069.0
2021-05-14,1588008.0
2021-05-17,1474064.0
2021-05-18,1455238.0
2021-05-19,1397249.0
2021-05-20,1402639.0
2021-05-21,1293591.0
2021-05-24,1365001.0
2021-05-25,1352078.0
2021-05-26,1429522.0
2021-05-27,1437714.0
2021-05-28,1428530.0
2021-05-31,1405091.0
2021-06-01,1387326.0
2021-06-02,1539897.0
2021-06-03,1394362.0
2021-06-04,1433684.0
2021-06-07,1484590.0
2021-06-08,1399462.0
2021-06-09,1382128.0
2021-06-10,1402985.0
2021-06-11,1386344.0
2021-06-15,1434372.0
2021-06-16,1330900.0
2021-06-17,1404852.0
2021-06-18,1357017.0
2021-06-21,1370800.0
2021-06-22,1437682.0
2021-06-23,1451273.0
2021-06-24,1418781.0
2021-06-25,1474845.0
2021-06-28,1426427.0
2021-06-29,1352340.0
2021-06-30,1488354.0
2021-07-01,1361027.0
2021-07-02,1439889.0
2021-07-05,1533983.0
2021-07-06,1497014.0
2021-07-07,1408814.0
2021-07-08,1333492.0
2021-07-09,1342631.0
2021-07-12,1387054.0
2021-07-13,1354696.0
2021-07-14,1540596.0
2021-07-15,1454017.0
2021-07-16,1585207.0
2021-07-19,1589773.0
2021-07-20,1586174.0
2021-07-21,1521517.0
2021-07-22,1554250.0
2021-07-23,1519472.0
2021-07-26,1444292.0
2021-07-27,1366451.0
2021-07-28,1362604.0
2021-07-29,1306205.0
2021-07-30,1604547.0
2021-08-02,1461666.0
2021-08-03,1379804.0
2021-08-04,1343115.0
2021-08-05,1384452.0
2021-08-06,1385895.0
2021-08-09,1424398.0
2021-08-10,1306824.0
2021-08-11,1393712.0
2021-08-12,1375284.0
2021-08-13,1323488.0
2021-08-16,1456871.0
2021-08-17,1398024.0
2021-08-18,1414332.0
2021-08-19,1350556.0
2021-08-20,1339928.0
2021-08-23,1519075.0
2021-08-24,1425965.0
2021-08-25,1354451.0
2021-08-26,1393523.0
2021-08-27,1306925.0
2021-08-30,1329658.0
2021-08-31,1320942.0
2021-09-01,1423890.0
2021-09-02,1433540.0
2021-09-03,1437981.0
2021-09-06,1492715.0
2021-09-07,1711340.0
2021-09-08,1671678.0
2021-09-09,1726610.0
2021-09-10,1667285.0
2021-09-13,1751917.0
2021-09-14,1623876.0
2021-09-15,1664323.0
2021-09-16,1597180.0
2021-09-17,1500044.0
2021-09-22,1460551.0
2021-09-23,1642666.0
2021-09-24,1545629.0
2021-09-27,1636026.0
2021-09-28,1588734.0
2021-09-29,1508757.0
2021-09-30,1382263.0
2021-10-08,1312021.0
2021-10-11,1426885.0
2021-10-12,1393669.0
2021-10-13,1404746.0
2021-10-14,1469961.0
2021-10-15,1436358.0
2021-10-18,1450607.0
2021-10-19,1399760.0
2021-10-20,1318709.0
2021-10-21,1440146.0
2021-10-22,1526185.0
2021-10-25,1480631.0
2021-10-26,1542253.0
2021-10-27,1590496.0
2021-10-28,1546249.0
2021-10-29,1673357.0
2021-11-01,1644350.0
2021-11-02,1624503.0
2021-11-03,1619787.0
2021-11-04,1614591.0
2021-11-05,1666442.0
2021-11-08,1605962.0
2021-11-09,1573015.0
2021-11-10,1702896.0
2021-11-11,1524278.0
2021-11-12,1727611.0
2021-11-15,1664440.0
2021-11-16,1533625.0
2021-11-17,1622253.0
2021-11-18,1561218.0
2021-11-19,1531656.0
2021-11-22,1544717.0
2021-11-23,1481206.0
2021-11-24,1478144.0
2021-11-25,1479141.0
2021-11-26,1493607.0
2021-11-29,1467581.0
2021-11-30,1384123.0
2021-12-01,1438826.0
2021-12-02,1397879.0
2021-12-03,1461680.0
2021-12-06,1386411.0
2021-12-07,1409378.0
2021-12-08,1370602.0
2021-12-09,1432663.0
2021-12-10,1337741.0
2021-12-13,1448833.0
2021-12-14,1343668.0
2021-12-15,1405259.0
2021-12-16,1373476.0
2021-12-17,1334290.0
2021-12-20,1304126.0
2021-12-21,1371981.0
2021-12-22,1416052.0
2021-12-23,1382109.0
2021-12-24,1457995.0
2021-12-27,1394155.0
2021-12-28,1467285.0
2021-12-29,1327594.0
2021-12-30,1376211.0
2021-12-31,1349179.0
2022-01-04,1257465.0
2022-01-05,1256198.0
2022-01-06,1311069.0
2022-01-07,1269834.0
2022-01-10,1295390.0
2022-01-11,1378532.0
2022-01-12,1371917.0
2022-01-13,1469008.0
2022-01-14,1498718.0
2022-01-17,1504185.0
2022-01-18,1611096.0
2022-01-19,1668486.0
2022-01-20,1642038.0
2022-01-21,1695982.0
2022-01-24,1590330.0
2022-01-25,1540274.0
2022-01-26,1552889.0
2022-01-27,1461452.0
2022-01-28,1420326.0
2022-02-07,1360851.0
2022-02-08,1461862.0
2022-02-09,1465487.0
2022-02-10,1532357.0
2022-02-11,1573522.0
2022-02-14,1482969.0
2022-02-15,1510412.0
2022-02-16,1499819.0
2022-02-17,1510526.0
2022-02-18,1552172.0
2022-02-21,1496410.0
2022-02-22,1539160.0
2022-02-23,1497691.0
2022-02-24,1577416.0
2022-02-25,1581885.0
2022-02-28,1568752.0
2022-03-01,1508811.0
2022-03-02,1612567.0
2022-03-03,1586482.0
2022-03-04,1596724.0
2022-03-07,1574212.0
2022-03-08,1547220.0
2022-03-09,1525662.0
2022-03-10,1430251.0
2022-03-11,1379312.0
2022-03-14,1379378.0
2022-03-15,1366280.0
2022-03-16,1292530.0
2022-03-17,1382738.0
2022-03-18,1376214.0
2022-03-21,1475042.0
2022-03-22,1455142.0
2022-03-23,1453649.0
2022-03-24,1505511.0
2022-03-25,1503795.0
2022-03-28,1521601.0
2022-03-29,1448741.0
2022-03-30,1484031.0
2022-03-31,1448581.0
2022-04-01,1370772.0
2022-04-06,1309196.0
2022-04-07,1459252.0
2022-04-08,1511979.0
2022-04-11,1587296.0
2022-04-12,1507794.0
2022-04-13,1572021.0
2022-04-14,1530654.0
2022-04-15,1674255.0
2022-04-18,1617449.0
2022-04-19,1576421.0
2022-04-20,1617215.0
2022-04-21,1645529.0
2022-04-22,1657062.0
2022-04-25,1750319.0
2022-04-26,1630461.0
2022-04-27,1789491.0
2022-04-28,1569851.0
2022-04-29,1535173.0
2022-05-05,1426485.0
2022-05-06,1596397.0
2022-05-09,1762479.0
2022-05-10,1786845.0
2022-05-11,1733695.0
2022-05-12,1820980.0
2022-05-13,1733702.0
2022-05-16,1743069.0
2022-05-17,1684226.0
2022-05-18,1774492.0
2022-05-19,1682824.0
2022-05-20,1817050.0
2022-05-23,1774688.0
2022-05-24,1769888.0
2022-05-25,1782602.0
2022-05-26,1826407.0
2022-05-27,1730979.0
2022-05-30,1825774.0
2022-05-31,1782124.0
2022-06-01,1887535.0
2022-06-02,1712745.0
2022-06-06,1772284.0
2022-06-07,1790302.0
2022-06-08,1884803.0
2022-06-09,1901388.0
2022-06-10,1805155.0
2022-06-13,1951790.0
2022-06-14,1870949.0
2022-06-15,1929125.0
2022-06-16,1785497.0
2022-06-17,1900029.0
2022-06-20,1901922.0
2022-06-21,1966177.0
2022-06-22,1964517.0
2022-06-23,2033413.0
2022-06-24,2142364.0
2022-06-27,2070715.0
2022-06-28,2025299.0
2022-06-29,1967808.0
2022-06-30,1922546.0
2022-07-01,2016896.0
2022-07-04,1997372.0
2022-07-05,2088467.0
2022-07-06,2090556.0
2022-07-07,2109907.0
2022-07-08,2055715.0
2022-07-11,2288992.0
2022-07-12,2246125.0
2022-07-13,2247515.0
2022-07-14,2215153.0
2022-07-15,2316807.0
2022-07-18,2268147.0
2022-07-19,2235899.0
2022-07-20,2392209.0
2022-07-21,2266043.0
2022-07-22,2329530.0
2022-07-25,2222962.0
2022-07-26,2260124.0
2022-07-27,2315167.0
2022-07-28,2425367.0
2022-07-29,2287258.0
2022-08-01,2301430.0
2022-08-02,2173729.0
2022-08-03,2227994.0
2022-08-04,2187518.0
2022-08-05,2209698.0
2022-08-08,2186773.0
2022-08-09,2170771.0
2022-08-10,2348207.0
2022-08-11,2271936.0
2022-08-12,2223818.0
2022-08-15,2143692.0
2022-08-16,2213966.0
2022-08-17,2365641.0
2022-08-18,2270891.0
2022-08-19,2465497.0
2022-08-22,2223788.0
2022-08-23,2305095.0
2022-08-24,2121482.0
2022-08-25,2261546.0
2022-08-26,2186434.0
2022-08-29,2222217.0
2022-08-30,2143671.0
2022-08-31,2176254.0
2022-09-01,2102376.0
2022-09-02,2261043.0
2022-09-05,2174231.0
2022-09-06,2341707.0
2022-09-07,2192386.0
2022-09-08,2314199.0
2022-09-09,2271662.0
2022-09-13,2233837.0
2022-09-14,2407364.0
2022-09-15,2293424.0
2022-09-16,2476063.0
2022-09-19,2391443.0
2022-09-20,2480887.0
2022-09-21,2313480.0
2022-09-22,2447941.0
2022-09-23,2325899.0
2022-09-26,2364669.0
2022-09-27,2331861.0
2022-09-28,2246893.0
2022-09-29,2167027.0
2022-09-30,1964013.0
2022-10-10,1933220.0
2022-10-11,2137566.0
2022-10-12,2107614.0
2022-10-13,2194409.0
2022-10-14,2134883.0
2022-10-17,2297701.0
2022-10-18,2144767.0
2022-10-19,2251350.0
2022-10-20,2279086.0
2022-10-21,2278986.0
2022-10-24,2278112.0
2022-10-25,2384648.0
2022-10-26,2319957.0
2022-10-27,2468054.0
2022-10-28,2363175.0
2022-10-31,2447506.0
2022-11-01,2296921.0
2022-11-02,2373108.0
2022-11-03,2315370.0
2022-11-04,2337733.0
2022-11-07,2222101.0
2022-11-08,2243806.0
2022-11-09,2344099.0
2022-11-10,2377993.0
2022-11-11,2313945.0
