trading_date,L_total_oi
2018-08-02,543636.0
2018-08-03,533220.0
2018-08-06,511668.0
2018-08-07,505514.0
2018-08-08,492826.0
2018-08-09,484200.0
2018-08-10,484698.0
2018-08-13,476494.0
2018-08-14,469132.0
2018-08-15,475548.0
2018-08-16,466436.0
2018-08-17,461154.0
2018-08-20,459676.0
2018-08-21,449180.0
2018-08-22,450930.0
2018-08-23,469722.0
2018-08-24,466216.0
2018-08-27,447286.0
2018-08-28,454582.0
2018-08-29,464766.0
2018-08-30,466588.0
2018-08-31,491472.0
2018-09-03,502756.0
2018-09-04,487540.0
2018-09-05,486834.0
2018-09-06,490988.0
2018-09-07,503508.0
2018-09-10,495886.0
2018-09-11,522210.0
2018-09-12,499724.0
2018-09-13,489214.0
2018-09-14,472242.0
2018-09-17,467548.0
2018-09-18,457336.0
2018-09-19,462212.0
2018-09-20,459066.0
2018-09-21,457386.0
2018-09-25,443536.0
2018-09-26,429962.0
2018-09-27,408128.0
2018-09-28,394916.0
2018-10-08,402294.0
2018-10-09,434320.0
2018-10-10,444828.0
2018-10-11,407690.0
2018-10-12,410202.0
2018-10-15,406300.0
2018-10-16,418654.0
2018-10-17,423786.0
2018-10-18,408010.0
2018-10-19,403868.0
2018-10-22,382910.0
2018-10-23,390904.0
2018-10-24,391032.0
2018-10-25,414226.0
2018-10-26,438296.0
2018-10-29,471784.0
2018-10-30,497150.0
2018-10-31,540418.0
2018-11-01,566516.0
2018-11-02,555836.0
2018-11-05,540056.0
2018-11-06,552830.0
2018-11-07,550814.0
2018-11-08,548406.0
2018-11-09,582766.0
2018-11-12,586204.0
2018-11-13,577748.0
2018-11-14,581570.0
2018-11-15,550106.0
2018-11-16,544512.0
2018-11-19,543816.0
2018-11-20,548330.0
2018-11-21,531578.0
2018-11-22,549652.0
2018-11-23,593178.0
2018-11-26,596990.0
2018-11-27,592820.0
2018-11-28,573350.0
2018-11-29,570422.0
2018-11-30,569922.0
2018-12-03,590356.0
2018-12-04,582502.0
2018-12-05,595214.0
2018-12-06,600482.0
2018-12-07,601434.0
2018-12-10,607740.0
2018-12-11,616944.0
2018-12-12,614072.0
2018-12-13,605672.0
2018-12-14,598064.0
2018-12-17,588142.0
2018-12-18,586824.0
2018-12-19,580298.0
2018-12-20,582926.0
2018-12-21,586390.0
2018-12-24,591860.0
2018-12-25,576692.0
2018-12-26,572424.0
2018-12-27,559926.0
2018-12-28,548218.0
2019-01-02,567422.0
2019-01-03,570482.0
2019-01-04,538280.0
2019-01-07,545726.0
2019-01-08,555426.0
2019-01-09,554862.0
2019-01-10,558468.0
2019-01-11,540422.0
2019-01-14,541076.0
2019-01-15,549546.0
2019-01-16,536950.0
2019-01-17,532774.0
2019-01-18,531456.0
2019-01-21,524050.0
2019-01-22,516132.0
2019-01-23,508798.0
2019-01-24,513260.0
2019-01-25,511494.0
2019-01-28,512224.0
2019-01-29,497652.0
2019-01-30,483626.0
2019-01-31,477208.0
2019-02-01,469840.0
2019-02-11,498160.0
2019-02-12,528862.0
2019-02-13,563288.0
2019-02-14,557562.0
2019-02-15,578222.0
2019-02-18,577240.0
2019-02-19,552968.0
2019-02-20,549756.0
2019-02-21,543320.0
2019-02-22,544326.0
2019-02-25,545872.0
2019-02-26,538418.0
2019-02-27,537358.0
2019-02-28,542464.0
2019-03-01,542096.0
2019-03-04,525440.0
2019-03-05,513470.0
2019-03-06,519240.0
2019-03-07,511748.0
2019-03-08,523488.0
2019-03-11,503132.0
2019-03-12,496780.0
2019-03-13,504430.0
2019-03-14,530328.0
2019-03-15,550162.0
2019-03-18,641624.0
2019-03-19,646166.0
2019-03-20,649926.0
2019-03-21,627080.0
2019-03-22,633616.0
2019-03-25,637344.0
2019-03-26,652370.0
2019-03-27,659798.0
2019-03-28,699522.0
2019-03-29,670868.0
2019-04-01,656490.0
2019-04-02,644024.0
2019-04-03,638262.0
2019-04-04,644916.0
2019-04-08,616794.0
2019-04-09,607948.0
2019-04-10,605152.0
2019-04-11,596672.0
2019-04-12,575538.0
2019-04-15,574306.0
2019-04-16,573604.0
2019-04-17,575432.0
2019-04-18,602078.0
2019-04-19,609928.0
2019-04-22,619434.0
2019-04-23,612932.0
2019-04-24,617682.0
2019-04-25,588490.0
2019-04-26,566022.0
2019-04-29,554870.0
2019-04-30,548788.0
2019-05-06,554508.0
2019-05-07,561194.0
2019-05-08,648054.0
2019-05-09,739170.0
2019-05-10,719942.0
2019-05-13,781050.0
2019-05-14,793706.0
2019-05-15,807842.0
2019-05-16,813596.0
2019-05-17,780886.0
2019-05-20,740132.0
2019-05-21,725280.0
2019-05-22,746264.0
2019-05-23,763364.0
2019-05-24,790840.0
2019-05-27,784496.0
2019-05-28,773236.0
2019-05-29,760648.0
2019-05-30,800884.0
2019-05-31,803084.0
2019-06-03,823536.0
2019-06-04,842904.0
2019-06-05,928570.0
2019-06-06,888200.0
2019-06-10,886826.0
2019-06-11,880012.0
2019-06-12,912228.0
2019-06-13,927784.0
2019-06-14,949944.0
2019-06-17,963134.0
2019-06-18,940842.0
2019-06-19,920802.0
2019-06-20,890192.0
2019-06-21,877016.0
2019-06-24,877088.0
2019-06-25,872808.0
2019-06-26,878412.0
2019-06-27,872996.0
2019-06-28,885484.0
2019-07-01,916982.0
2019-07-02,913642.0
2019-07-03,904170.0
2019-07-04,913252.0
2019-07-05,882672.0
2019-07-08,881232.0
2019-07-09,911118.0
2019-07-10,927888.0
2019-07-11,948680.0
2019-07-12,992248.0
2019-07-15,977290.0
2019-07-16,1006520.0
2019-07-17,1011062.0
2019-07-18,1015404.0
2019-07-19,997704.0
2019-07-22,1008330.0
2019-07-23,1001170.0
2019-07-24,1017024.0
2019-07-25,1053046.0
2019-07-26,1011556.0
2019-07-29,997702.0
2019-07-30,983804.0
2019-07-31,991248.0
2019-08-01,969480.0
2019-08-02,964856.0
2019-08-05,964054.0
2019-08-06,957570.0
2019-08-07,948828.0
2019-08-08,940790.0
2019-08-09,911710.0
2019-08-12,890400.0
2019-08-13,893582.0
2019-08-14,918926.0
2019-08-15,913628.0
2019-08-16,937742.0
2019-08-19,942724.0
2019-08-20,913702.0
2019-08-21,925490.0
2019-08-22,1001914.0
2019-08-23,1012568.0
2019-08-26,966072.0
2019-08-27,1000350.0
2019-08-28,1066584.0
2019-08-29,1161108.0
2019-08-30,1110120.0
2019-09-02,1091816.0
2019-09-03,1078214.0
2019-09-04,1038538.0
2019-09-05,1036496.0
2019-09-06,1078994.0
2019-09-09,1020216.0
2019-09-10,1038494.0
2019-09-11,1010226.0
2019-09-12,986238.0
2019-09-16,838320.0
2019-09-17,879892.0
2019-09-18,804104.0
2019-09-19,870274.0
2019-09-20,888294.0
2019-09-23,888226.0
2019-09-24,888494.0
2019-09-25,874716.0
2019-09-26,828388.0
2019-09-27,792312.0
2019-09-30,776482.0
2019-10-08,775182.0
2019-10-09,800258.0
2019-10-10,811366.0
2019-10-11,820646.0
2019-10-14,825648.0
2019-10-15,828520.0
2019-10-16,862800.0
2019-10-17,874056.0
2019-10-18,852072.0
2019-10-21,876788.0
2019-10-22,911434.0
2019-10-23,891424.0
2019-10-24,864622.0
2019-10-25,867026.0
2019-10-28,870802.0
2019-10-29,881918.0
2019-10-30,897418.0
2019-10-31,893836.0
2019-11-01,920614.0
2019-11-04,939722.0
2019-11-05,924042.0
2019-11-06,949784.0
2019-11-07,944354.0
2019-11-08,966638.0
2019-11-11,937750.0
2019-11-12,948760.0
2019-11-13,984888.0
2019-11-14,1022984.0
2019-11-15,976808.0
2019-11-18,969446.0
2019-11-19,960908.0
2019-11-20,956714.0
2019-11-21,936258.0
2019-11-22,907190.0
2019-11-25,903054.0
2019-11-26,895014.0
2019-11-27,890140.0
2019-11-28,895626.0
2019-11-29,913406.0
2019-12-02,906944.0
2019-12-03,909508.0
2019-12-04,911584.0
2019-12-05,895146.0
2019-12-06,885214.0
2019-12-09,909610.0
2019-12-10,900218.0
2019-12-11,898752.0
2019-12-12,907484.0
2019-12-13,901502.0
2019-12-16,898558.0
2019-12-17,897952.0
2019-12-18,904106.0
2019-12-19,873788.0
2019-12-20,891672.0
2019-12-23,894568.0
2019-12-24,858708.0
2019-12-25,896744.0
2019-12-26,893132.0
2019-12-27,885082.0
2019-12-30,861534.0
2019-12-31,835908.0
2020-01-02,423461.0
2020-01-03,416652.0
2020-01-06,408494.0
2020-01-07,406359.0
2020-01-08,395734.0
2020-01-09,383069.0
2020-01-10,387631.0
2020-01-13,390282.0
2020-01-14,385130.0
2020-01-15,379369.0
2020-01-16,391760.0
2020-01-17,388488.0
2020-01-20,386449.0
2020-01-21,379567.0
2020-01-22,365001.0
2020-01-23,354044.0
2020-02-03,351167.0
2020-02-04,337076.0
2020-02-05,360144.0
2020-02-06,366244.0
2020-02-07,374047.0
2020-02-10,381380.0
2020-02-11,387455.0
2020-02-12,392888.0
2020-02-13,399813.0
2020-02-14,404749.0
2020-02-17,409664.0
2020-02-18,405530.0
2020-02-19,402191.0
2020-02-20,397673.0
2020-02-21,398063.0
2020-02-24,396644.0
2020-02-25,397607.0
2020-02-26,395639.0
2020-02-27,400482.0
2020-02-28,400195.0
2020-03-02,392512.0
2020-03-03,396570.0
2020-03-04,398705.0
2020-03-05,403375.0
2020-03-06,396500.0
2020-03-09,411064.0
2020-03-10,370312.0
2020-03-11,376354.0
2020-03-12,382129.0
2020-03-13,381521.0
2020-03-16,396339.0
2020-03-17,408203.0
2020-03-18,422886.0
2020-03-19,384686.0
2020-03-20,376365.0
2020-03-23,374275.0
2020-03-24,369853.0
2020-03-25,401623.0
2020-03-26,439053.0
2020-03-27,446983.0
2020-03-30,488585.0
2020-03-31,473868.0
2020-04-01,466864.0
2020-04-02,453089.0
2020-04-03,417233.0
2020-04-07,424552.0
2020-04-08,460325.0
2020-04-09,450636.0
2020-04-10,424486.0
2020-04-13,458557.0
2020-04-14,443435.0
2020-04-15,434068.0
2020-04-16,418396.0
2020-04-17,424193.0
2020-04-20,431465.0
2020-04-21,448128.0
2020-04-22,431107.0
2020-04-23,421479.0
2020-04-24,422028.0
2020-04-27,433527.0
2020-04-28,409521.0
2020-04-29,404302.0
2020-04-30,392868.0
2020-05-06,414248.0
2020-05-07,444352.0
2020-05-08,442036.0
2020-05-11,448159.0
2020-05-12,448025.0
2020-05-13,456423.0
2020-05-14,451070.0
2020-05-15,460535.0
2020-05-18,447405.0
2020-05-19,454329.0
2020-05-20,459168.0
2020-05-21,465587.0
2020-05-22,455051.0
2020-05-25,461730.0
2020-05-26,465360.0
2020-05-27,480072.0
2020-05-28,494848.0
2020-05-29,464816.0
2020-06-01,477645.0
2020-06-02,479162.0
2020-06-03,481308.0
2020-06-04,462744.0
2020-06-05,457016.0
2020-06-08,453993.0
2020-06-09,451387.0
2020-06-10,446402.0
2020-06-11,444105.0
2020-06-12,456174.0
2020-06-15,450680.0
2020-06-16,480753.0
2020-06-17,473229.0
2020-06-18,472521.0
2020-06-19,447334.0
2020-06-22,437453.0
2020-06-23,433739.0
2020-06-24,438210.0
2020-06-29,423455.0
2020-06-30,451099.0
2020-07-01,448815.0
2020-07-02,428750.0
2020-07-03,435685.0
2020-07-06,464902.0
2020-07-07,465211.0
2020-07-08,449181.0
2020-07-09,441267.0
2020-07-10,431411.0
2020-07-13,425119.0
2020-07-14,432573.0
2020-07-15,422599.0
2020-07-16,418157.0
2020-07-17,417090.0
2020-07-20,412076.0
2020-07-21,400420.0
2020-07-22,406943.0
2020-07-23,398541.0
2020-07-24,394668.0
2020-07-27,381498.0
2020-07-28,382264.0
2020-07-29,376157.0
2020-07-30,381701.0
2020-07-31,386782.0
2020-08-03,378655.0
2020-08-04,380580.0
2020-08-05,372700.0
2020-08-06,365825.0
2020-08-07,359990.0
2020-08-10,360506.0
2020-08-11,350243.0
2020-08-12,347308.0
2020-08-13,355507.0
2020-08-14,346386.0
2020-08-17,338254.0
2020-08-18,348963.0
2020-08-19,346072.0
2020-08-20,362731.0
2020-08-21,332951.0
2020-08-24,329984.0
2020-08-25,338122.0
2020-08-26,338909.0
2020-08-27,359183.0
2020-08-28,342611.0
2020-08-31,337857.0
2020-09-01,329778.0
2020-09-02,358183.0
2020-09-03,351184.0
2020-09-04,359276.0
2020-09-07,342933.0
2020-09-08,346726.0
2020-09-09,338472.0
2020-09-10,320630.0
2020-09-11,305272.0
2020-09-14,304747.0
2020-09-15,299929.0
2020-09-16,300273.0
2020-09-17,302198.0
2020-09-18,290690.0
2020-09-21,288255.0
2020-09-22,296809.0
2020-09-23,285990.0
2020-09-24,288584.0
2020-09-25,278287.0
2020-09-28,278289.0
2020-09-29,275902.0
2020-09-30,275734.0
2020-10-09,273658.0
2020-10-12,280329.0
2020-10-13,285407.0
2020-10-14,290099.0
2020-10-15,303826.0
2020-10-16,305080.0
2020-10-19,299514.0
2020-10-20,295221.0
2020-10-21,300345.0
2020-10-22,300943.0
2020-10-23,307674.0
2020-10-26,311251.0
2020-10-27,304209.0
2020-10-28,297433.0
2020-10-29,304350.0
2020-10-30,302261.0
2020-11-02,307834.0
2020-11-03,319373.0
2020-11-04,320880.0
2020-11-05,315206.0
2020-11-06,311306.0
2020-11-09,306973.0
2020-11-10,302643.0
2020-11-11,301994.0
2020-11-12,305874.0
2020-11-13,331628.0
2020-11-16,341529.0
2020-11-17,339461.0
2020-11-18,351971.0
2020-11-19,356529.0
2020-11-20,354380.0
2020-11-23,363849.0
2020-11-24,370040.0
2020-11-25,356927.0
2020-11-26,354031.0
2020-11-27,359039.0
2020-11-30,348453.0
2020-12-01,345445.0
2020-12-02,338102.0
2020-12-03,336669.0
2020-12-04,344676.0
2020-12-07,356444.0
2020-12-08,343988.0
2020-12-09,334962.0
2020-12-10,331757.0
2020-12-11,329313.0
2020-12-14,319938.0
2020-12-15,308200.0
2020-12-16,293399.0
2020-12-17,283447.0
2020-12-18,283860.0
2020-12-21,269488.0
2020-12-22,254496.0
2020-12-23,254859.0
2020-12-24,267714.0
2020-12-25,273752.0
2020-12-28,269016.0
2020-12-29,274843.0
2020-12-30,272619.0
2020-12-31,264848.0
2021-01-04,273062.0
2021-01-05,271473.0
2021-01-06,271112.0
2021-01-07,290477.0
2021-01-08,299431.0
2021-01-11,285474.0
2021-01-12,284496.0
2021-01-13,289828.0
2021-01-14,288600.0
2021-01-15,298109.0
2021-01-18,293412.0
2021-01-19,292844.0
2021-01-20,288919.0
2021-01-21,309334.0
2021-01-22,329966.0
2021-01-25,305447.0
2021-01-26,318275.0
2021-01-27,323973.0
2021-01-28,343667.0
2021-01-29,354457.0
2021-02-01,338626.0
2021-02-02,336671.0
2021-02-03,360963.0
2021-02-04,380722.0
2021-02-05,374166.0
2021-02-08,368147.0
2021-02-09,350386.0
2021-02-10,334459.0
2021-02-18,374346.0
2021-02-19,429537.0
2021-02-22,411600.0
2021-02-23,404815.0
2021-02-24,388633.0
2021-02-25,397897.0
2021-02-26,381078.0
2021-03-01,360496.0
2021-03-02,386780.0
2021-03-03,423288.0
2021-03-04,424099.0
2021-03-05,376451.0
2021-03-08,377545.0
2021-03-09,378465.0
2021-03-10,365885.0
2021-03-11,361630.0
2021-03-12,369231.0
2021-03-15,384226.0
2021-03-16,399956.0
2021-03-17,392498.0
2021-03-18,401061.0
2021-03-19,409476.0
2021-03-22,415695.0
2021-03-23,425594.0
2021-03-24,425408.0
2021-03-25,417797.0
2021-03-26,423222.0
2021-03-29,432855.0
2021-03-30,438053.0
2021-03-31,438650.0
2021-04-01,432580.0
2021-04-02,439610.0
2021-04-06,430354.0
2021-04-07,455685.0
2021-04-08,445902.0
2021-04-09,442350.0
2021-04-12,473858.0
2021-04-13,474752.0
2021-04-14,478930.0
2021-04-15,459718.0
2021-04-16,464335.0
2021-04-19,444027.0
2021-04-20,455003.0
2021-04-21,469946.0
2021-04-22,466970.0
2021-04-23,467124.0
2021-04-26,458748.0
2021-04-27,460077.0
2021-04-28,460619.0
2021-04-29,457286.0
2021-04-30,458392.0
2021-05-06,452891.0
2021-05-07,457811.0
2021-05-10,439180.0
2021-05-11,447502.0
2021-05-12,446093.0
2021-05-13,439819.0
2021-05-14,445958.0
2021-05-17,464671.0
2021-05-18,480745.0
2021-05-19,510998.0
2021-05-20,487201.0
2021-05-21,469791.0
2021-05-24,477998.0
2021-05-25,478376.0
2021-05-26,476836.0
2021-05-27,490241.0
2021-05-28,539565.0
2021-05-31,516077.0
2021-06-01,499308.0
2021-06-02,488097.0
2021-06-03,488016.0
2021-06-04,500122.0
2021-06-07,545225.0
2021-06-08,566329.0
2021-06-09,561955.0
2021-06-10,553463.0
2021-06-11,538064.0
2021-06-15,538045.0
2021-06-16,530350.0
2021-06-17,518774.0
2021-06-18,510390.0
2021-06-21,499044.0
2021-06-22,486735.0
2021-06-23,524374.0
2021-06-24,527492.0
2021-06-25,534557.0
2021-06-28,555405.0
2021-06-29,556085.0
2021-06-30,551548.0
2021-07-01,557153.0
2021-07-02,559875.0
2021-07-05,584112.0
2021-07-06,605695.0
2021-07-07,574177.0
2021-07-08,560381.0
2021-07-09,570635.0
2021-07-12,599748.0
2021-07-13,613540.0
2021-07-14,594409.0
2021-07-15,570636.0
2021-07-16,574469.0
2021-07-19,599321.0
2021-07-20,575964.0
2021-07-21,565255.0
2021-07-22,568084.0
2021-07-23,559765.0
2021-07-26,565477.0
2021-07-27,567662.0
2021-07-28,557751.0
2021-07-29,548257.0
2021-07-30,555213.0
2021-08-02,574877.0
2021-08-03,605842.0
2021-08-04,626594.0
2021-08-05,634548.0
2021-08-06,640608.0
2021-08-09,642169.0
2021-08-10,630495.0
2021-08-11,632356.0
2021-08-12,630241.0
2021-08-13,639505.0
2021-08-16,640368.0
2021-08-17,656325.0
2021-08-18,647448.0
2021-08-19,630540.0
2021-08-20,622128.0
2021-08-23,622141.0
2021-08-24,625038.0
2021-08-25,623321.0
2021-08-26,630091.0
2021-08-27,630490.0
2021-08-30,616248.0
2021-08-31,641895.0
2021-09-01,629560.0
2021-09-02,586933.0
2021-09-03,608857.0
2021-09-06,595419.0
2021-09-07,631563.0
2021-09-08,652042.0
2021-09-09,646197.0
2021-09-10,652675.0
2021-09-13,663546.0
2021-09-14,655721.0
2021-09-15,702269.0
2021-09-16,670912.0
2021-09-17,617490.0
2021-09-22,613473.0
2021-09-23,631687.0
2021-09-24,635266.0
2021-09-27,636993.0
2021-09-28,631456.0
2021-09-29,586405.0
2021-09-30,594316.0
2021-10-08,601232.0
2021-10-11,627427.0
2021-10-12,608065.0
2021-10-13,602440.0
2021-10-14,585927.0
2021-10-15,583787.0
2021-10-18,578165.0
2021-10-19,579197.0
2021-10-20,556178.0
2021-10-21,557887.0
2021-10-22,542813.0
2021-10-25,535710.0
2021-10-26,543203.0
2021-10-27,542998.0
2021-10-28,520802.0
2021-10-29,512832.0
2021-11-01,511545.0
2021-11-02,523920.0
2021-11-03,539956.0
2021-11-04,544225.0
2021-11-05,577008.0
2021-11-08,574918.0
2021-11-09,578054.0
2021-11-10,585905.0
2021-11-11,581722.0
2021-11-12,616106.0
2021-11-15,612766.0
2021-11-16,605530.0
2021-11-17,612137.0
2021-11-18,606829.0
2021-11-19,604811.0
2021-11-22,595660.0
2021-11-23,628173.0
2021-11-24,624340.0
2021-11-25,607428.0
2021-11-26,585271.0
2021-11-29,589649.0
2021-11-30,590641.0
2021-12-01,579884.0
2021-12-02,583044.0
2021-12-03,578033.0
2021-12-06,582514.0
2021-12-07,582779.0
2021-12-08,589817.0
2021-12-09,592445.0
2021-12-10,602692.0
2021-12-13,593983.0
2021-12-14,599878.0
2021-12-15,606679.0
2021-12-16,606318.0
2021-12-17,600804.0
2021-12-20,606381.0
2021-12-21,617995.0
2021-12-22,611700.0
2021-12-23,610779.0
2021-12-24,613971.0
2021-12-27,589997.0
2021-12-28,584244.0
2021-12-29,587048.0
2021-12-30,579642.0
2021-12-31,564822.0
2022-01-04,619416.0
2022-01-05,577756.0
2022-01-06,584379.0
2022-01-07,599574.0
2022-01-10,564386.0
2022-01-11,568694.0
2022-01-12,580295.0
2022-01-13,582759.0
2022-01-14,597369.0
2022-01-17,579105.0
2022-01-18,609703.0
2022-01-19,615368.0
2022-01-20,615097.0
2022-01-21,611067.0
2022-01-24,592600.0
2022-01-25,587936.0
2022-01-26,608524.0
2022-01-27,575543.0
2022-01-28,536861.0
2022-02-07,579797.0
2022-02-08,585321.0
2022-02-09,587250.0
2022-02-10,599397.0
2022-02-11,605753.0
2022-02-14,610161.0
2022-02-15,620395.0
2022-02-16,620963.0
2022-02-17,626955.0
2022-02-18,615400.0
2022-02-21,625189.0
2022-02-22,641838.0
2022-02-23,653147.0
2022-02-24,651011.0
2022-02-25,627400.0
2022-02-28,623019.0
2022-03-01,627777.0
2022-03-02,631634.0
2022-03-03,635819.0
2022-03-04,615215.0
2022-03-07,620544.0
2022-03-08,607212.0
2022-03-09,621513.0
2022-03-10,595677.0
2022-03-11,587873.0
2022-03-14,588507.0
2022-03-15,587901.0
2022-03-16,590257.0
2022-03-17,604420.0
2022-03-18,620983.0
2022-03-21,620560.0
2022-03-22,630990.0
2022-03-23,629624.0
2022-03-24,630293.0
2022-03-25,633667.0
2022-03-28,639929.0
2022-03-29,646312.0
2022-03-30,635251.0
2022-03-31,608524.0
2022-04-01,583019.0
2022-04-06,583609.0
2022-04-07,590503.0
2022-04-08,595424.0
2022-04-11,595701.0
2022-04-12,586749.0
2022-04-13,580525.0
2022-04-14,576071.0
2022-04-15,583770.0
2022-04-18,578071.0
2022-04-19,575799.0
2022-04-20,565095.0
2022-04-21,566131.0
2022-04-22,567388.0
2022-04-25,571898.0
2022-04-26,574276.0
2022-04-27,572795.0
2022-04-28,557685.0
2022-04-29,546221.0
2022-05-05,537521.0
2022-05-06,543007.0
2022-05-09,549847.0
2022-05-10,557985.0
2022-05-11,562493.0
2022-05-12,570656.0
2022-05-13,567303.0
2022-05-16,562510.0
2022-05-17,561376.0
2022-05-18,561802.0
2022-05-19,569517.0
2022-05-20,629142.0
2022-05-23,629885.0
2022-05-24,633459.0
2022-05-25,621881.0
2022-05-26,600391.0
2022-05-27,581671.0
2022-05-30,596515.0
2022-05-31,611237.0
2022-06-01,620336.0
2022-06-02,634748.0
2022-06-06,647745.0
2022-06-07,656475.0
2022-06-08,671545.0
2022-06-09,678715.0
2022-06-10,692544.0
2022-06-13,690801.0
2022-06-14,699089.0
2022-06-15,685206.0
2022-06-16,674230.0
2022-06-17,645681.0
2022-06-20,633421.0
2022-06-21,624971.0
2022-06-22,631836.0
2022-06-23,646946.0
2022-06-24,672087.0
2022-06-27,654312.0
2022-06-28,652538.0
2022-06-29,646107.0
2022-06-30,659014.0
2022-07-01,633694.0
2022-07-04,632978.0
2022-07-05,620666.0
2022-07-06,648381.0
2022-07-07,659003.0
2022-07-08,643427.0
2022-07-11,655710.0
2022-07-12,683577.0
2022-07-13,686610.0
2022-07-14,687662.0
2022-07-15,717800.0
2022-07-18,707365.0
2022-07-19,705388.0
2022-07-20,693364.0
2022-07-21,705506.0
2022-07-22,706547.0
2022-07-25,683275.0
2022-07-26,669106.0
2022-07-27,665073.0
2022-07-28,649789.0
2022-07-29,640066.0
2022-08-01,633135.0
2022-08-02,623690.0
2022-08-03,624517.0
2022-08-04,649000.0
2022-08-05,658274.0
2022-08-08,650064.0
2022-08-09,647044.0
2022-08-10,654880.0
2022-08-11,638906.0
2022-08-12,651553.0
2022-08-15,644302.0
2022-08-16,664473.0
2022-08-17,687146.0
2022-08-18,695278.0
2022-08-19,701786.0
2022-08-22,693569.0
2022-08-23,692798.0
2022-08-24,684346.0
2022-08-25,670972.0
2022-08-26,648171.0
2022-08-29,644721.0
2022-08-30,643853.0
2022-08-31,643653.0
2022-09-01,641306.0
2022-09-02,650438.0
2022-09-05,666823.0
2022-09-06,686794.0
2022-09-07,700688.0
2022-09-08,689860.0
2022-09-09,691086.0
2022-09-13,692236.0
2022-09-14,687206.0
2022-09-15,689742.0
2022-09-16,698304.0
2022-09-19,687710.0
2022-09-20,686133.0
2022-09-21,681474.0
2022-09-22,671720.0
2022-09-23,653649.0
2022-09-26,646172.0
2022-09-27,629200.0
2022-09-28,621082.0
2022-09-29,628579.0
2022-09-30,590650.0
2022-10-10,619829.0
2022-10-11,623744.0
2022-10-12,625678.0
2022-10-13,658059.0
2022-10-14,669212.0
2022-10-17,677054.0
2022-10-18,700534.0
2022-10-19,712065.0
2022-10-20,723000.0
2022-10-21,724969.0
2022-10-24,717534.0
2022-10-25,722597.0
2022-10-26,720371.0
2022-10-27,722665.0
2022-10-28,727073.0
2022-10-31,744152.0
2022-11-01,720853.0
2022-11-02,711532.0
2022-11-03,705120.0
2022-11-04,709691.0
2022-11-07,689880.0
2022-11-08,694603.0
2022-11-09,684467.0
2022-11-10,700650.0
2022-11-11,692393.0
