trading_date,SF_total_oi
2019-06-24,192742.0
2019-06-25,202168.0
2019-06-26,217038.0
2019-06-27,216166.0
2019-06-28,214880.0
2019-07-01,211564.0
2019-07-02,201344.0
2019-07-03,196768.0
2019-07-04,195382.0
2019-07-05,190590.0
2019-07-08,191854.0
2019-07-09,182106.0
2019-07-10,179284.0
2019-07-11,186238.0
2019-07-12,198194.0
2019-07-15,201260.0
2019-07-16,196500.0
2019-07-17,202384.0
2019-07-18,214360.0
2019-07-19,219942.0
2019-07-22,201696.0
2019-07-23,195868.0
2019-07-24,190842.0
2019-07-25,180604.0
2019-07-26,177318.0
2019-07-29,170850.0
2019-07-30,173442.0
2019-07-31,173770.0
2019-08-01,174800.0
2019-08-02,168040.0
2019-08-05,161944.0
2019-08-06,166130.0
2019-08-07,166408.0
2019-08-08,166690.0
2019-08-09,162140.0
2019-08-12,158746.0
2019-08-13,166086.0
2019-08-14,157640.0
2019-08-15,150584.0
2019-08-16,144618.0
2019-08-19,136542.0
2019-08-20,139036.0
2019-08-21,147672.0
2019-08-22,141924.0
2019-08-23,139246.0
2019-08-26,139200.0
2019-08-27,141430.0
2019-08-28,147858.0
2019-08-29,157504.0
2019-08-30,142232.0
2019-09-02,135022.0
2019-09-03,127536.0
2019-09-04,122796.0
2019-09-05,125160.0
2019-09-06,122074.0
2019-09-09,121698.0
2019-09-10,120014.0
2019-09-11,120216.0
2019-09-12,116672.0
2019-09-16,122686.0
2019-09-17,120536.0
2019-09-18,132352.0
2019-09-19,132032.0
2019-09-20,127228.0
2019-09-23,126134.0
2019-09-24,125838.0
2019-09-25,131704.0
2019-09-26,131024.0
2019-09-27,110562.0
2019-09-30,104600.0
2019-10-08,113124.0
2019-10-09,118858.0
2019-10-10,121418.0
2019-10-11,119464.0
2019-10-14,129270.0
2019-10-15,129872.0
2019-10-16,138260.0
2019-10-17,147744.0
2019-10-18,144792.0
2019-10-21,151468.0
2019-10-22,157432.0
2019-10-23,154086.0
2019-10-24,169660.0
2019-10-25,160988.0
2019-10-28,160582.0
2019-10-29,152362.0
2019-10-30,159118.0
2019-10-31,168254.0
2019-11-01,160068.0
2019-11-04,171004.0
2019-11-05,164396.0
2019-11-06,176174.0
2019-11-07,165138.0
2019-11-08,174000.0
2019-11-11,176904.0
2019-11-12,185574.0
2019-11-13,189698.0
2019-11-14,167798.0
2019-11-15,161362.0
2019-11-18,139068.0
2019-11-19,147226.0
2019-11-20,143054.0
2019-11-21,139092.0
2019-11-22,132052.0
2019-11-25,130920.0
2019-11-26,142220.0
2019-11-27,140644.0
2019-11-28,137220.0
2019-11-29,141760.0
2019-12-02,146950.0
2019-12-03,156980.0
2019-12-04,162500.0
2019-12-05,155780.0
2019-12-06,149474.0
2019-12-09,146854.0
2019-12-10,142442.0
2019-12-11,149610.0
2019-12-12,135126.0
2019-12-13,128172.0
2019-12-16,126598.0
2019-12-17,121176.0
2019-12-18,118934.0
2019-12-19,115294.0
2019-12-20,115412.0
2019-12-23,117264.0
2019-12-24,113880.0
2019-12-25,112450.0
2019-12-26,114224.0
2019-12-27,118960.0
2019-12-30,116688.0
2019-12-31,114294.0
2020-01-02,58052.0
2020-01-03,58225.0
2020-01-06,56950.0
2020-01-07,55498.0
2020-01-08,56441.0
2020-01-09,55478.0
2020-01-10,58373.0
2020-01-13,58417.0
2020-01-14,57017.0
2020-01-15,57536.0
2020-01-16,54363.0
2020-01-17,52513.0
2020-01-20,52230.0
2020-01-21,50028.0
2020-01-22,51618.0
2020-01-23,50854.0
2020-02-03,60731.0
2020-02-04,81373.0
2020-02-05,87526.0
2020-02-06,87149.0
2020-02-07,83176.0
2020-02-10,81433.0
2020-02-11,81720.0
2020-02-12,77437.0
2020-02-13,69307.0
2020-02-14,66318.0
2020-02-17,68852.0
2020-02-18,69492.0
2020-02-19,69860.0
2020-02-20,72092.0
2020-02-21,72869.0
2020-02-24,71836.0
2020-02-25,73756.0
2020-02-26,73538.0
2020-02-27,73614.0
2020-02-28,67438.0
2020-03-02,68667.0
2020-03-03,68861.0
2020-03-04,84745.0
2020-03-05,76229.0
2020-03-06,76636.0
2020-03-09,81192.0
2020-03-10,77578.0
2020-03-11,78288.0
2020-03-12,81434.0
2020-03-13,77338.0
2020-03-16,76344.0
2020-03-17,75978.0
2020-03-18,70415.0
2020-03-19,68318.0
2020-03-20,67872.0
2020-03-23,82696.0
2020-03-24,74684.0
2020-03-25,75190.0
2020-03-26,67849.0
2020-03-27,66156.0
2020-03-30,65606.0
2020-03-31,61307.0
2020-04-01,67626.0
2020-04-02,71098.0
2020-04-03,75046.0
2020-04-07,74052.0
2020-04-08,73987.0
2020-04-09,83981.0
2020-04-10,89760.0
2020-04-13,92234.0
2020-04-14,90161.0
2020-04-15,93205.0
2020-04-16,89243.0
2020-04-17,92455.0
2020-04-20,100442.0
2020-04-21,105748.0
2020-04-22,107709.0
2020-04-23,103243.0
2020-04-24,105631.0
2020-04-27,107455.0
2020-04-28,105031.0
2020-04-29,103585.0
2020-04-30,97711.0
2020-05-06,101860.0
2020-05-07,104394.0
2020-05-08,119029.0
2020-05-11,123005.0
2020-05-12,120052.0
2020-05-13,118796.0
2020-05-14,113352.0
2020-05-15,121742.0
2020-05-18,115309.0
2020-05-19,128692.0
2020-05-20,137825.0
2020-05-21,148349.0
2020-05-22,148039.0
2020-05-25,152313.0
2020-05-26,155856.0
2020-05-27,143172.0
2020-05-28,138604.0
2020-05-29,130153.0
2020-06-01,129909.0
2020-06-02,127792.0
2020-06-03,133616.0
2020-06-04,142457.0
2020-06-05,148978.0
2020-06-08,150030.0
2020-06-09,159270.0
2020-06-10,157908.0
2020-06-11,176146.0
2020-06-12,171918.0
2020-06-15,168770.0
2020-06-16,171975.0
2020-06-17,184358.0
2020-06-18,224329.0
2020-06-19,230432.0
2020-06-22,213138.0
2020-06-23,213772.0
2020-06-24,218941.0
2020-06-29,216540.0
2020-06-30,199586.0
2020-07-01,191116.0
2020-07-02,191481.0
2020-07-03,195317.0
2020-07-06,196569.0
2020-07-07,192071.0
2020-07-08,203531.0
2020-07-09,176435.0
2020-07-10,164014.0
2020-07-13,167966.0
2020-07-14,174856.0
2020-07-15,163187.0
2020-07-16,157701.0
2020-07-17,160575.0
2020-07-20,152077.0
2020-07-21,149501.0
2020-07-22,151210.0
2020-07-23,144124.0
2020-07-24,149208.0
2020-07-27,149885.0
2020-07-28,146134.0
2020-07-29,147165.0
2020-07-30,141088.0
2020-07-31,141583.0
2020-08-03,136957.0
2020-08-04,159576.0
2020-08-05,145847.0
2020-08-06,140726.0
2020-08-07,138521.0
2020-08-10,140055.0
2020-08-11,137515.0
2020-08-12,139527.0
2020-08-13,139895.0
2020-08-14,136334.0
2020-08-17,131083.0
2020-08-18,121802.0
2020-08-19,125383.0
2020-08-20,121127.0
2020-08-21,129282.0
2020-08-24,121733.0
2020-08-25,111995.0
2020-08-26,111558.0
2020-08-27,108066.0
2020-08-28,105263.0
2020-08-31,105927.0
2020-09-01,114375.0
2020-09-02,117760.0
2020-09-03,112386.0
2020-09-04,108835.0
2020-09-07,107223.0
2020-09-08,105698.0
2020-09-09,104198.0
2020-09-10,104505.0
2020-09-11,110291.0
2020-09-14,104589.0
2020-09-15,99269.0
2020-09-16,104707.0
2020-09-17,104101.0
2020-09-18,114927.0
2020-09-21,106874.0
2020-09-22,108363.0
2020-09-23,110422.0
2020-09-24,101910.0
2020-09-25,89097.0
2020-09-28,84762.0
2020-09-29,76950.0
2020-09-30,75252.0
2020-10-09,77951.0
2020-10-12,81775.0
2020-10-13,94994.0
2020-10-14,99143.0
2020-10-15,101093.0
2020-10-16,108960.0
2020-10-19,107144.0
2020-10-20,108356.0
2020-10-21,117213.0
2020-10-22,105390.0
2020-10-23,98387.0
2020-10-26,90969.0
2020-10-27,88330.0
2020-10-28,86573.0
2020-10-29,85561.0
2020-10-30,83583.0
2020-11-02,83948.0
2020-11-03,81608.0
2020-11-04,96068.0
2020-11-05,96482.0
2020-11-06,111599.0
2020-11-09,114369.0
2020-11-10,109382.0
2020-11-11,113525.0
2020-11-12,107825.0
2020-11-13,96288.0
2020-11-16,84366.0
2020-11-17,82155.0
2020-11-18,82247.0
2020-11-19,89438.0
2020-11-20,152449.0
2020-11-23,156896.0
2020-11-24,142852.0
2020-11-25,131993.0
2020-11-26,134040.0
2020-11-27,138570.0
2020-11-30,126336.0
2020-12-01,143355.0
2020-12-02,164207.0
2020-12-03,155564.0
2020-12-04,173167.0
2020-12-07,152400.0
2020-12-08,130371.0
2020-12-09,123580.0
2020-12-10,115069.0
2020-12-11,109455.0
2020-12-14,101281.0
2020-12-15,96046.0
2020-12-16,92673.0
2020-12-17,90230.0
2020-12-18,93426.0
2020-12-21,101522.0
2020-12-22,99447.0
2020-12-23,116762.0
2020-12-24,113058.0
2020-12-25,135650.0
2020-12-28,121044.0
2020-12-29,110497.0
2020-12-30,102645.0
2020-12-31,100765.0
2021-01-04,103586.0
2021-01-05,107769.0
2021-01-06,130940.0
2021-01-07,134321.0
2021-01-08,184310.0
2021-01-11,191675.0
2021-01-12,182391.0
2021-01-13,229758.0
2021-01-14,237588.0
2021-01-15,194726.0
2021-01-18,189447.0
2021-01-19,202126.0
2021-01-20,185380.0
2021-01-21,167006.0
2021-01-22,164721.0
2021-01-25,171480.0
2021-01-26,162193.0
2021-01-27,165589.0
2021-01-28,180529.0
2021-01-29,167565.0
2021-02-01,171403.0
2021-02-02,173853.0
2021-02-03,157897.0
2021-02-04,204984.0
2021-02-05,158996.0
2021-02-08,155941.0
2021-02-09,142411.0
2021-02-10,133091.0
2021-02-18,150572.0
2021-02-19,153955.0
2021-02-22,177149.0
2021-02-23,172169.0
2021-02-24,189186.0
2021-02-25,193949.0
2021-02-26,198590.0
2021-03-01,203137.0
2021-03-02,186660.0
2021-03-03,194211.0
2021-03-04,192144.0
2021-03-05,237075.0
2021-03-08,272259.0
2021-03-09,261762.0
2021-03-10,318142.0
2021-03-11,268091.0
2021-03-12,251248.0
2021-03-15,228815.0
2021-03-16,226139.0
2021-03-17,220564.0
2021-03-18,225874.0
2021-03-19,211086.0
2021-03-22,217319.0
2021-03-23,221721.0
2021-03-24,210757.0
2021-03-25,206678.0
2021-03-26,211917.0
2021-03-29,216557.0
2021-03-30,218009.0
2021-03-31,211848.0
2021-04-01,196186.0
2021-04-02,190847.0
2021-04-06,193066.0
2021-04-07,189832.0
2021-04-08,194681.0
2021-04-09,193348.0
2021-04-12,212331.0
2021-04-13,205753.0
2021-04-14,197217.0
2021-04-15,190827.0
2021-04-16,204887.0
2021-04-19,187111.0
2021-04-20,186754.0
2021-04-21,185543.0
2021-04-22,194888.0
2021-04-23,204696.0
2021-04-26,194402.0
2021-04-27,193373.0
2021-04-28,188695.0
2021-04-29,204084.0
2021-04-30,183731.0
2021-05-06,185703.0
2021-05-07,204747.0
2021-05-10,220928.0
2021-05-11,212317.0
2021-05-12,241096.0
2021-05-13,201127.0
2021-05-14,218702.0
2021-05-17,218701.0
2021-05-18,249938.0
2021-05-19,233556.0
2021-05-20,251816.0
2021-05-21,268209.0
2021-05-24,241642.0
2021-05-25,236584.0
2021-05-26,235458.0
2021-05-27,216052.0
2021-05-28,228826.0
2021-05-31,236405.0
2021-06-01,269246.0
2021-06-02,257605.0
2021-06-03,324706.0
2021-06-04,330663.0
2021-06-07,337317.0
2021-06-08,322298.0
2021-06-09,347413.0
2021-06-10,324574.0
2021-06-11,360004.0
2021-06-15,311795.0
2021-06-16,308168.0
2021-06-17,296640.0
2021-06-18,262179.0
2021-06-21,254845.0
2021-06-22,241319.0
2021-06-23,234455.0
2021-06-24,226202.0
2021-06-25,233706.0
2021-06-28,216102.0
2021-06-29,212217.0
2021-06-30,222331.0
2021-07-01,238134.0
2021-07-02,236848.0
2021-07-05,227190.0
2021-07-06,216712.0
2021-07-07,217008.0
2021-07-08,232939.0
2021-07-09,219939.0
2021-07-12,224648.0
2021-07-13,216256.0
2021-07-14,238684.0
2021-07-15,237818.0
2021-07-16,287042.0
2021-07-19,260430.0
2021-07-20,233832.0
2021-07-21,217895.0
2021-07-22,206644.0
2021-07-23,241382.0
2021-07-26,247868.0
2021-07-27,243758.0
2021-07-28,295018.0
2021-07-29,270787.0
2021-07-30,300267.0
2021-08-02,295145.0
2021-08-03,285289.0
2021-08-04,283183.0
2021-08-05,277688.0
2021-08-06,254937.0
2021-08-09,278850.0
2021-08-10,279202.0
2021-08-11,294855.0
2021-08-12,296139.0
2021-08-13,315525.0
2021-08-16,298152.0
2021-08-17,296090.0
2021-08-18,317471.0
2021-08-19,324098.0
2021-08-20,329574.0
2021-08-23,324779.0
2021-08-24,316219.0
2021-08-25,316041.0
2021-08-26,339859.0
2021-08-27,379658.0
2021-08-30,390896.0
2021-08-31,346225.0
2021-09-01,370732.0
2021-09-02,365624.0
2021-09-03,312507.0
2021-09-06,306193.0
2021-09-07,306558.0
2021-09-08,309510.0
2021-09-09,329030.0
2021-09-10,319314.0
2021-09-13,313416.0
2021-09-14,312977.0
2021-09-15,339926.0
2021-09-16,292537.0
2021-09-17,286366.0
2021-09-22,286201.0
2021-09-23,267490.0
2021-09-24,161882.0
2021-09-27,171030.0
2021-09-28,172136.0
2021-09-29,152697.0
2021-09-30,147282.0
2021-10-08,144632.0
2021-10-11,159032.0
2021-10-12,153481.0
2021-10-13,144988.0
2021-10-14,141903.0
2021-10-15,139495.0
2021-10-18,143126.0
2021-10-19,154304.0
2021-10-20,139190.0
2021-10-21,145746.0
2021-10-22,138425.0
2021-10-25,144418.0
2021-10-26,138289.0
2021-10-27,134575.0
2021-10-28,138184.0
2021-10-29,138953.0
2021-11-01,138604.0
2021-11-02,138640.0
2021-11-03,137925.0
2021-11-04,135483.0
2021-11-05,140250.0
2021-11-08,140040.0
2021-11-09,136980.0
2021-11-10,145349.0
2021-11-11,138374.0
2021-11-12,136050.0
2021-11-15,137230.0
2021-11-16,136921.0
2021-11-17,138288.0
2021-11-18,140736.0
2021-11-19,134791.0
2021-11-22,129019.0
2021-11-23,135477.0
2021-11-24,130835.0
2021-11-25,133343.0
2021-11-26,128419.0
2021-11-29,129687.0
2021-11-30,125425.0
2021-12-01,132331.0
2021-12-02,132976.0
2021-12-03,138165.0
2021-12-06,152020.0
2021-12-07,150018.0
2021-12-08,162619.0
2021-12-09,160005.0
2021-12-10,152538.0
2021-12-13,151883.0
2021-12-14,150142.0
2021-12-15,146478.0
2021-12-16,138524.0
2021-12-17,139193.0
2021-12-20,142130.0
2021-12-21,139446.0
2021-12-22,166475.0
2021-12-23,155172.0
2021-12-24,140293.0
2021-12-27,134048.0
2021-12-28,126553.0
2021-12-29,137364.0
2021-12-30,127927.0
2021-12-31,128426.0
2022-01-04,140260.0
2022-01-05,147138.0
2022-01-06,151393.0
2022-01-07,158459.0
2022-01-10,171983.0
2022-01-11,170637.0
2022-01-12,178358.0
2022-01-13,197071.0
2022-01-14,203156.0
2022-01-17,190160.0
2022-01-18,193100.0
2022-01-19,198593.0
2022-01-20,198986.0
2022-01-21,187892.0
2022-01-24,182779.0
2022-01-25,173420.0
2022-01-26,176866.0
2022-01-27,169774.0
2022-01-28,166494.0
2022-02-07,189216.0
2022-02-08,200249.0
2022-02-09,199548.0
2022-02-10,218399.0
2022-02-11,213218.0
2022-02-14,213963.0
2022-02-15,208688.0
2022-02-16,212109.0
2022-02-17,210472.0
2022-02-18,237230.0
2022-02-21,232791.0
2022-02-22,227089.0
2022-02-23,225484.0
2022-02-24,219113.0
2022-02-25,212921.0
2022-02-28,205225.0
2022-03-01,201833.0
2022-03-02,198929.0
2022-03-03,205839.0
2022-03-04,207104.0
2022-03-07,220053.0
2022-03-08,222335.0
2022-03-09,217696.0
2022-03-10,235182.0
2022-03-11,234489.0
2022-03-14,234937.0
2022-03-15,232191.0
2022-03-16,231243.0
2022-03-17,236932.0
2022-03-18,239050.0
2022-03-21,250373.0
2022-03-22,240435.0
2022-03-23,236162.0
2022-03-24,242178.0
2022-03-25,237813.0
2022-03-28,247349.0
2022-03-29,238519.0
2022-03-30,241186.0
2022-03-31,255303.0
2022-04-01,245317.0
2022-04-06,259397.0
2022-04-07,254923.0
2022-04-08,289129.0
2022-04-11,259490.0
2022-04-12,258638.0
2022-04-13,256770.0
2022-04-14,256756.0
2022-04-15,293143.0
2022-04-18,287042.0
2022-04-19,291950.0
2022-04-20,280115.0
2022-04-21,283744.0
2022-04-22,271708.0
2022-04-25,254926.0
2022-04-26,236272.0
2022-04-27,247010.0
2022-04-28,232781.0
2022-04-29,242160.0
2022-05-05,250992.0
2022-05-06,276229.0
2022-05-09,273781.0
2022-05-10,275733.0
2022-05-11,279248.0
2022-05-12,288905.0
2022-05-13,293144.0
2022-05-16,287225.0
2022-05-17,285842.0
2022-05-18,292263.0
2022-05-19,296370.0
2022-05-20,284255.0
2022-05-23,296742.0
2022-05-24,282347.0
2022-05-25,279619.0
2022-05-26,289697.0
2022-05-27,282371.0
2022-05-30,282356.0
2022-05-31,280653.0
2022-06-01,273126.0
2022-06-02,270887.0
2022-06-06,271821.0
2022-06-07,273852.0
2022-06-08,303668.0
2022-06-09,300009.0
2022-06-10,299908.0
2022-06-13,288391.0
2022-06-14,288979.0
2022-06-15,293911.0
2022-06-16,282674.0
2022-06-17,294251.0
2022-06-20,308630.0
2022-06-21,290329.0
2022-06-22,310609.0
2022-06-23,293278.0
2022-06-24,293965.0
2022-06-27,283201.0
2022-06-28,283036.0
2022-06-29,282739.0
2022-06-30,305754.0
2022-07-01,304281.0
2022-07-04,362969.0
2022-07-05,354380.0
2022-07-06,369483.0
2022-07-07,362875.0
2022-07-08,373008.0
2022-07-11,369271.0
2022-07-12,386014.0
2022-07-13,393415.0
2022-07-14,395040.0
2022-07-15,421206.0
2022-07-18,400930.0
2022-07-19,400509.0
2022-07-20,393038.0
2022-07-21,381212.0
2022-07-22,384974.0
2022-07-25,395710.0
2022-07-26,385722.0
2022-07-27,383310.0
2022-07-28,374672.0
2022-07-29,372071.0
2022-08-01,379862.0
2022-08-02,370054.0
2022-08-03,368357.0
2022-08-04,376747.0
2022-08-05,370686.0
2022-08-08,386970.0
2022-08-09,373415.0
2022-08-10,368221.0
2022-08-11,384152.0
2022-08-12,368091.0
2022-08-15,359941.0
2022-08-16,363921.0
2022-08-17,398892.0
2022-08-18,407291.0
2022-08-19,418048.0
2022-08-22,398967.0
2022-08-23,377432.0
2022-08-24,376807.0
2022-08-25,381889.0
2022-08-26,401168.0
2022-08-29,373178.0
2022-08-30,359425.0
2022-08-31,361627.0
2022-09-01,367145.0
2022-09-02,394707.0
2022-09-05,384221.0
2022-09-06,398863.0
2022-09-07,408493.0
2022-09-08,413224.0
2022-09-09,422113.0
2022-09-13,421987.0
2022-09-14,407988.0
2022-09-15,408887.0
2022-09-16,399238.0
2022-09-19,407353.0
2022-09-20,403897.0
2022-09-21,403505.0
2022-09-22,444495.0
2022-09-23,426763.0
2022-09-26,425506.0
2022-09-27,420097.0
2022-09-28,406881.0
2022-09-29,394796.0
2022-09-30,387954.0
2022-10-10,408839.0
2022-10-11,408250.0
2022-10-12,425763.0
2022-10-13,413204.0
2022-10-14,413187.0
2022-10-17,411656.0
2022-10-18,412105.0
2022-10-19,415245.0
2022-10-20,414956.0
2022-10-21,419775.0
2022-10-24,415280.0
2022-10-25,436995.0
2022-10-26,439188.0
2022-10-27,440018.0
2022-10-28,430620.0
2022-10-31,430682.0
2022-11-01,407104.0
2022-11-02,413937.0
2022-11-03,407778.0
2022-11-04,423960.0
2022-11-07,420970.0
2022-11-08,426165.0
2022-11-09,428992.0
2022-11-10,421076.0
2022-11-11,433932.0
