trading_date,NI_total_oi
2019-12-25,765162.0
2019-12-26,768722.0
2019-12-27,811094.0
2019-12-30,792112.0
2019-12-31,798728.0
2020-01-02,397261.0
2020-01-03,412216.0
2020-01-06,398777.0
2020-01-07,398586.0
2020-01-08,397765.0
2020-01-09,404737.0
2020-01-10,404909.0
2020-01-13,415557.0
2020-01-14,401906.0
2020-01-15,390791.0
2020-01-16,373800.0
2020-01-17,367525.0
2020-01-20,369086.0
2020-01-21,350511.0
2020-01-22,316623.0
2020-01-23,314113.0
2020-02-03,287691.0
2020-02-04,290876.0
2020-02-05,289963.0
2020-02-06,291877.0
2020-02-07,291478.0
2020-02-10,290052.0
2020-02-11,296389.0
2020-02-12,290992.0
2020-02-13,288888.0
2020-02-14,294609.0
2020-02-17,294441.0
2020-02-18,280656.0
2020-02-19,281211.0
2020-02-20,276632.0
2020-02-21,290007.0
2020-02-24,271385.0
2020-02-25,262904.0
2020-02-26,269199.0
2020-02-27,252031.0
2020-02-28,248271.0
2020-03-02,222370.0
2020-03-03,224177.0
2020-03-04,226164.0
2020-03-05,241570.0
2020-03-06,230077.0
2020-03-09,207095.0
2020-03-10,215069.0
2020-03-11,209064.0
2020-03-12,212649.0
2020-03-13,201879.0
2020-03-16,190938.0
2020-03-17,181745.0
2020-03-18,195469.0
2020-03-19,192045.0
2020-03-20,184048.0
2020-03-23,187081.0
2020-03-24,186171.0
2020-03-25,197742.0
2020-03-26,188200.0
2020-03-27,180790.0
2020-03-30,170680.0
2020-03-31,183884.0
2020-04-01,174534.0
2020-04-02,175939.0
2020-04-03,170215.0
2020-04-07,176140.0
2020-04-08,206836.0
2020-04-09,200148.0
2020-04-10,214599.0
2020-04-13,209311.0
2020-04-14,214457.0
2020-04-15,221786.0
2020-04-16,212207.0
2020-04-17,222992.0
2020-04-20,246206.0
2020-04-21,223892.0
2020-04-22,215108.0
2020-04-23,214601.0
2020-04-24,206524.0
2020-04-27,213886.0
2020-04-28,211583.0
2020-04-29,205353.0
2020-04-30,193239.0
2020-05-06,215781.0
2020-05-07,229634.0
2020-05-08,223662.0
2020-05-11,224689.0
2020-05-12,221985.0
2020-05-13,216306.0
2020-05-14,212818.0
2020-05-15,231918.0
2020-05-18,224795.0
2020-05-19,224737.0
2020-05-20,223686.0
2020-05-21,250686.0
2020-05-22,210912.0
2020-05-25,201189.0
2020-05-26,211073.0
2020-05-27,212879.0
2020-05-28,210543.0
2020-05-29,210536.0
2020-06-01,228892.0
2020-06-02,226325.0
2020-06-03,228932.0
2020-06-04,227081.0
2020-06-05,234156.0
2020-06-08,234640.0
2020-06-09,242281.0
2020-06-10,238117.0
2020-06-11,246677.0
2020-06-12,238249.0
2020-06-15,247563.0
2020-06-16,229045.0
2020-06-17,232700.0
2020-06-18,229710.0
2020-06-19,233484.0
2020-06-22,240478.0
2020-06-23,236776.0
2020-06-24,224549.0
2020-06-29,218067.0
2020-06-30,215959.0
2020-07-01,234294.0
2020-07-02,229266.0
2020-07-03,268329.0
2020-07-06,285158.0
2020-07-07,279406.0
2020-07-08,279950.0
2020-07-09,283119.0
2020-07-10,266356.0
2020-07-13,277676.0
2020-07-14,280763.0
2020-07-15,272870.0
2020-07-16,255840.0
2020-07-17,245507.0
2020-07-20,246781.0
2020-07-21,251621.0
2020-07-22,244298.0
2020-07-23,257074.0
2020-07-24,242570.0
2020-07-27,278770.0
2020-07-28,269335.0
2020-07-29,267597.0
2020-07-30,289583.0
2020-07-31,269073.0
2020-08-03,280005.0
2020-08-04,278039.0
2020-08-05,312562.0
2020-08-06,316739.0
2020-08-07,312607.0
2020-08-10,297355.0
2020-08-11,294022.0
2020-08-12,273188.0
2020-08-13,272061.0
2020-08-14,275368.0
2020-08-17,283468.0
2020-08-18,268175.0
2020-08-19,267224.0
2020-08-20,260779.0
2020-08-21,258275.0
2020-08-24,274291.0
2020-08-25,273245.0
2020-08-26,323285.0
2020-08-27,305734.0
2020-08-28,306291.0
2020-08-31,309291.0
2020-09-01,332931.0
2020-09-02,312322.0
2020-09-03,309791.0
2020-09-04,286019.0
2020-09-07,285550.0
2020-09-08,281243.0
2020-09-09,262944.0
2020-09-10,268761.0
2020-09-11,264896.0
2020-09-14,276574.0
2020-09-15,267604.0
2020-09-16,253466.0
2020-09-17,262670.0
2020-09-18,256994.0
2020-09-21,268222.0
2020-09-22,254291.0
2020-09-23,246850.0
2020-09-24,237905.0
2020-09-25,231337.0
2020-09-28,230100.0
2020-09-29,223678.0
2020-09-30,217871.0
2020-10-09,215318.0
2020-10-12,232732.0
2020-10-13,232323.0
2020-10-14,232071.0
2020-10-15,240990.0
2020-10-16,243380.0
2020-10-19,250353.0
2020-10-20,252478.0
2020-10-21,276834.0
2020-10-22,256269.0
2020-10-23,255473.0
2020-10-26,247241.0
2020-10-27,257853.0
2020-10-28,342603.0
2020-10-29,302304.0
2020-10-30,271204.0
2020-11-02,271932.0
2020-11-03,273408.0
2020-11-04,267593.0
2020-11-05,266843.0
2020-11-06,273993.0
2020-11-09,276026.0
2020-11-10,270886.0
2020-11-11,282730.0
2020-11-12,293557.0
2020-11-13,292019.0
2020-11-16,305513.0
2020-11-17,300691.0
2020-11-18,295100.0
2020-11-19,288937.0
2020-11-20,284781.0
2020-11-23,290337.0
2020-11-24,306643.0
2020-11-25,305992.0
2020-11-26,306632.0
2020-11-27,341844.0
2020-11-30,325532.0
2020-12-01,312896.0
2020-12-02,310690.0
2020-12-03,313354.0
2020-12-04,305052.0
2020-12-07,311611.0
2020-12-08,314953.0
2020-12-09,309108.0
2020-12-10,330560.0
2020-12-11,347804.0
2020-12-14,359022.0
2020-12-15,363082.0
2020-12-16,338204.0
2020-12-17,336903.0
2020-12-18,342059.0
2020-12-21,356051.0
2020-12-22,323724.0
2020-12-23,311625.0
2020-12-24,308777.0
2020-12-25,310636.0
2020-12-28,309887.0
2020-12-29,311853.0
2020-12-30,309977.0
2020-12-31,311876.0
2021-01-04,320461.0
2021-01-05,325790.0
2021-01-06,319874.0
2021-01-07,341045.0
2021-01-08,329333.0
2021-01-11,308319.0
2021-01-12,300896.0
2021-01-13,314090.0
2021-01-14,331538.0
2021-01-15,344833.0
2021-01-18,335795.0
2021-01-19,321570.0
2021-01-20,325914.0
2021-01-21,349360.0
2021-01-22,320684.0
2021-01-25,334443.0
2021-01-26,316302.0
2021-01-27,299130.0
2021-01-28,282017.0
2021-01-29,267093.0
2021-02-01,261904.0
2021-02-02,256316.0
2021-02-03,261682.0
2021-02-04,260258.0
2021-02-05,262369.0
2021-02-08,246720.0
2021-02-09,249242.0
2021-02-10,246057.0
2021-02-18,255077.0
2021-02-19,303756.0
2021-02-22,303340.0
2021-02-23,285502.0
2021-02-24,268323.0
2021-02-25,266521.0
2021-02-26,247445.0
2021-03-01,242577.0
2021-03-02,243951.0
2021-03-03,250742.0
2021-03-04,262003.0
2021-03-05,244441.0
2021-03-08,243133.0
2021-03-09,249981.0
2021-03-10,248318.0
2021-03-11,244239.0
2021-03-12,256321.0
2021-03-15,252222.0
2021-03-16,248072.0
2021-03-17,260963.0
2021-03-18,254389.0
2021-03-19,231783.0
2021-03-22,228131.0
2021-03-23,226996.0
2021-03-24,227641.0
2021-03-25,237222.0
2021-03-26,220506.0
2021-03-29,222106.0
2021-03-30,225979.0
2021-03-31,235858.0
2021-04-01,220568.0
2021-04-02,224189.0
2021-04-06,235629.0
2021-04-07,238647.0
2021-04-08,249740.0
2021-04-09,242025.0
2021-04-12,238068.0
2021-04-13,239607.0
2021-04-14,244019.0
2021-04-15,252056.0
2021-04-16,232985.0
2021-04-19,251021.0
2021-04-20,252717.0
2021-04-21,254316.0
2021-04-22,266516.0
2021-04-23,255714.0
2021-04-26,242002.0
2021-04-27,264681.0
2021-04-28,264291.0
2021-04-29,269743.0
2021-04-30,253375.0
2021-05-06,248052.0
2021-05-07,252379.0
2021-05-10,247868.0
2021-05-11,231447.0
2021-05-12,235304.0
2021-05-13,226257.0
2021-05-14,217959.0
2021-05-17,225631.0
2021-05-18,239134.0
2021-05-19,236325.0
2021-05-20,214289.0
2021-05-21,217286.0
2021-05-24,210161.0
2021-05-25,203876.0
2021-05-26,198636.0
2021-05-27,194687.0
2021-05-28,212157.0
2021-05-31,217089.0
2021-06-01,233443.0
2021-06-02,223431.0
2021-06-03,243560.0
2021-06-04,233003.0
2021-06-07,223196.0
2021-06-08,216178.0
2021-06-09,235355.0
2021-06-10,218176.0
2021-06-11,252488.0
2021-06-15,227631.0
2021-06-16,217838.0
2021-06-17,214492.0
2021-06-18,216227.0
2021-06-21,209892.0
2021-06-22,229113.0
2021-06-23,228591.0
2021-06-24,241070.0
2021-06-25,261351.0
2021-06-28,248101.0
2021-06-29,231360.0
2021-06-30,227738.0
2021-07-01,218964.0
2021-07-02,207769.0
2021-07-05,222168.0
2021-07-06,228198.0
2021-07-07,211718.0
2021-07-08,206680.0
2021-07-09,259708.0
2021-07-12,235152.0
2021-07-13,250304.0
2021-07-14,231488.0
2021-07-15,224750.0
2021-07-16,238889.0
2021-07-19,245695.0
2021-07-20,215763.0
2021-07-21,205780.0
2021-07-22,198043.0
2021-07-23,224088.0
2021-07-26,242559.0
2021-07-27,240163.0
2021-07-28,244201.0
2021-07-29,245737.0
2021-07-30,232980.0
2021-08-02,219908.0
2021-08-03,206443.0
2021-08-04,203060.0
2021-08-05,202480.0
2021-08-06,209225.0
2021-08-09,206171.0
2021-08-10,204720.0
2021-08-11,201413.0
2021-08-12,227540.0
2021-08-13,236087.0
2021-08-16,233324.0
2021-08-17,222235.0
2021-08-18,217920.0
2021-08-19,209424.0
2021-08-20,217942.0
2021-08-23,216658.0
2021-08-24,217746.0
2021-08-25,228141.0
2021-08-26,235626.0
2021-08-27,232837.0
2021-08-30,256526.0
2021-08-31,279918.0
2021-09-01,293043.0
2021-09-02,262922.0
2021-09-03,251643.0
2021-09-06,249167.0
2021-09-07,239136.0
2021-09-08,255207.0
2021-09-09,271804.0
2021-09-10,275496.0
2021-09-13,256974.0
2021-09-14,230071.0
2021-09-15,226403.0
2021-09-16,220729.0
2021-09-17,216953.0
2021-09-22,216573.0
2021-09-23,215775.0
2021-09-24,205231.0
2021-09-27,211355.0
2021-09-28,218626.0
2021-09-29,201844.0
2021-09-30,185422.0
2021-10-08,188638.0
2021-10-11,196050.0
2021-10-12,197396.0
2021-10-13,197699.0
2021-10-14,203323.0
2021-10-15,205698.0
2021-10-18,207074.0
2021-10-19,208604.0
2021-10-20,206532.0
2021-10-21,225131.0
2021-10-22,203967.0
2021-10-25,194288.0
2021-10-26,213623.0
2021-10-27,199837.0
2021-10-28,199997.0
2021-10-29,191003.0
2021-11-01,193519.0
2021-11-02,203053.0
2021-11-03,206746.0
2021-11-04,210324.0
2021-11-05,205002.0
2021-11-08,230582.0
2021-11-09,235136.0
2021-11-10,247158.0
2021-11-11,251916.0
2021-11-12,254025.0
2021-11-15,261954.0
2021-11-16,249161.0
2021-11-17,247188.0
2021-11-18,269016.0
2021-11-19,278013.0
2021-11-22,280282.0
2021-11-23,314823.0
2021-11-24,314623.0
2021-11-25,354446.0
2021-11-26,320685.0
2021-11-29,302734.0
2021-11-30,281914.0
2021-12-01,309596.0
2021-12-02,294007.0
2021-12-03,314894.0
2021-12-06,307799.0
2021-12-07,290413.0
2021-12-08,297065.0
2021-12-09,294974.0
2021-12-10,289845.0
2021-12-13,288654.0
2021-12-14,299883.0
2021-12-15,299779.0
2021-12-16,289039.0
2021-12-17,273082.0
2021-12-20,270699.0
2021-12-21,258502.0
2021-12-22,268174.0
2021-12-23,276347.0
2021-12-24,271968.0
2021-12-27,279298.0
2021-12-28,274376.0
2021-12-29,282491.0
2021-12-30,288831.0
2021-12-31,296290.0
2022-01-04,295153.0
2022-01-05,308473.0
2022-01-06,292547.0
2022-01-07,303254.0
2022-01-10,315832.0
2022-01-11,367254.0
2022-01-12,356574.0
2022-01-13,370257.0
2022-01-14,371284.0
2022-01-17,347970.0
2022-01-18,339667.0
2022-01-19,334103.0
2022-01-20,366636.0
2022-01-21,344655.0
2022-01-24,356056.0
2022-01-25,320038.0
2022-01-26,300534.0
2022-01-27,273207.0
2022-01-28,250607.0
2022-02-07,252655.0
2022-02-08,253514.0
2022-02-09,259753.0
2022-02-10,256553.0
2022-02-11,269272.0
2022-02-14,268598.0
2022-02-15,272468.0
2022-02-16,256073.0
2022-02-17,262715.0
2022-02-18,282555.0
2022-02-21,290325.0
2022-02-22,303431.0
2022-02-23,311071.0
2022-02-24,313630.0
2022-02-25,306799.0
2022-02-28,276987.0
2022-03-01,265736.0
2022-03-02,281055.0
2022-03-03,285984.0
2022-03-04,289843.0
2022-03-07,298044.0
2022-03-08,279883.0
2022-03-09,215215.0
2022-03-10,217806.0
2022-03-11,217774.0
2022-03-14,166978.0
2022-03-15,149628.0
2022-03-16,146465.0
2022-03-17,139195.0
2022-03-18,132767.0
2022-03-21,137485.0
2022-03-22,134372.0
2022-03-23,129637.0
2022-03-24,118328.0
2022-03-25,118287.0
2022-03-28,109354.0
2022-03-29,98169.0
2022-03-30,97948.0
2022-03-31,89620.0
2022-04-01,81305.0
2022-04-06,78840.0
2022-04-07,87043.0
2022-04-08,80020.0
2022-04-11,89246.0
2022-04-12,81081.0
2022-04-13,90656.0
2022-04-14,86367.0
2022-04-15,90888.0
2022-04-18,89091.0
2022-04-19,93359.0
2022-04-20,93767.0
2022-04-21,89461.0
2022-04-22,90219.0
2022-04-25,91061.0
2022-04-26,84432.0
2022-04-27,86457.0
2022-04-28,79700.0
2022-04-29,78921.0
2022-05-05,73327.0
2022-05-06,83458.0
2022-05-09,86656.0
2022-05-10,89500.0
2022-05-11,88663.0
2022-05-12,92680.0
2022-05-13,95262.0
2022-05-16,95594.0
2022-05-17,96610.0
2022-05-18,97506.0
2022-05-19,98632.0
2022-05-20,100293.0
2022-05-23,95491.0
2022-05-24,92691.0
2022-05-25,92810.0
2022-05-26,87837.0
2022-05-27,94243.0
2022-05-30,99969.0
2022-05-31,93135.0
2022-06-01,92977.0
2022-06-02,88413.0
2022-06-06,88126.0
2022-06-07,93800.0
2022-06-08,96148.0
2022-06-09,92151.0
2022-06-10,93761.0
2022-06-13,96551.0
2022-06-14,90601.0
2022-06-15,93721.0
2022-06-16,92534.0
2022-06-17,98464.0
2022-06-20,95218.0
2022-06-21,101394.0
2022-06-22,103690.0
2022-06-23,120281.0
2022-06-24,117676.0
2022-06-27,119736.0
2022-06-28,107247.0
2022-06-29,107362.0
2022-06-30,95914.0
2022-07-01,108608.0
2022-07-04,103452.0
2022-07-05,107480.0
2022-07-06,115270.0
2022-07-07,119000.0
2022-07-08,115363.0
2022-07-11,121612.0
2022-07-12,114799.0
2022-07-13,125425.0
2022-07-14,134710.0
2022-07-15,141619.0
2022-07-18,140472.0
2022-07-19,132389.0
2022-07-20,140321.0
2022-07-21,135868.0
2022-07-22,138109.0
2022-07-25,134067.0
2022-07-26,139724.0
2022-07-27,140320.0
2022-07-28,128998.0
2022-07-29,121452.0
2022-08-01,132389.0
2022-08-02,116646.0
2022-08-03,118164.0
2022-08-04,114396.0
2022-08-05,128743.0
2022-08-08,118211.0
2022-08-09,120473.0
2022-08-10,117015.0
2022-08-11,127820.0
2022-08-12,120452.0
2022-08-15,116931.0
2022-08-16,111386.0
2022-08-17,109574.0
2022-08-18,114788.0
2022-08-19,105557.0
2022-08-22,119345.0
2022-08-23,108417.0
2022-08-24,109808.0
2022-08-25,107210.0
2022-08-26,103281.0
2022-08-29,102118.0
2022-08-30,95443.0
2022-08-31,93649.0
2022-09-01,89244.0
2022-09-02,88713.0
2022-09-05,87000.0
2022-09-06,99442.0
2022-09-07,126261.0
2022-09-08,126343.0
2022-09-09,149208.0
2022-09-13,137290.0
2022-09-14,147240.0
2022-09-15,145558.0
2022-09-16,137826.0
2022-09-19,156004.0
2022-09-20,151061.0
2022-09-21,162895.0
2022-09-22,153941.0
2022-09-23,137243.0
2022-09-26,139861.0
2022-09-27,130341.0
2022-09-28,130363.0
2022-09-29,119424.0
2022-09-30,112165.0
2022-10-10,103672.0
2022-10-11,112104.0
2022-10-12,107702.0
2022-10-13,113638.0
2022-10-14,115702.0
2022-10-17,109552.0
2022-10-18,107596.0
2022-10-19,113166.0
2022-10-20,121741.0
2022-10-21,115415.0
2022-10-24,124065.0
2022-10-25,119061.0
2022-10-26,120821.0
2022-10-27,121613.0
2022-10-28,124948.0
2022-10-31,112342.0
2022-11-01,134029.0
2022-11-02,132686.0
2022-11-03,138011.0
2022-11-04,141074.0
2022-11-07,141017.0
2022-11-08,132483.0
2022-11-09,137424.0
2022-11-10,156778.0
2022-11-11,154502.0
