trading_date,BU_total_oi
2020-06-12,560717.0
2020-06-15,546406.0
2020-06-16,539168.0
2020-06-17,527123.0
2020-06-18,513665.0
2020-06-19,510685.0
2020-06-22,500076.0
2020-06-23,492706.0
2020-06-24,470885.0
2020-06-29,495766.0
2020-06-30,532960.0
2020-07-01,587633.0
2020-07-02,566110.0
2020-07-03,582985.0
2020-07-06,582869.0
2020-07-07,563563.0
2020-07-08,539279.0
2020-07-09,548933.0
2020-07-10,519259.0
2020-07-13,501747.0
2020-07-14,511569.0
2020-07-15,506487.0
2020-07-16,496262.0
2020-07-17,521953.0
2020-07-20,524540.0
2020-07-21,543878.0
2020-07-22,560419.0
2020-07-23,551599.0
2020-07-24,543639.0
2020-07-27,551678.0
2020-07-28,591953.0
2020-07-29,573719.0
2020-07-30,600586.0
2020-07-31,598526.0
2020-08-03,634676.0
2020-08-04,624431.0
2020-08-05,638375.0
2020-08-06,641324.0
2020-08-07,641352.0
2020-08-10,661582.0
2020-08-11,728866.0
2020-08-12,683907.0
2020-08-13,687595.0
2020-08-14,696606.0
2020-08-17,688244.0
2020-08-18,691810.0
2020-08-19,702472.0
2020-08-20,672626.0
2020-08-21,662095.0
2020-08-24,686334.0
2020-08-25,687772.0
2020-08-26,675960.0
2020-08-27,673412.0
2020-08-28,686314.0
2020-08-31,673884.0
2020-09-01,692206.0
2020-09-02,699679.0
2020-09-03,770075.0
2020-09-04,813707.0
2020-09-07,810612.0
2020-09-08,803564.0
2020-09-09,785800.0
2020-09-10,780530.0
2020-09-11,788540.0
2020-09-14,758755.0
2020-09-15,805430.0
2020-09-16,801270.0
2020-09-17,810825.0
2020-09-18,851272.0
2020-09-21,846943.0
2020-09-22,825266.0
2020-09-23,798042.0
2020-09-24,806437.0
2020-09-25,779701.0
2020-09-28,756818.0
2020-09-29,722682.0
2020-09-30,669522.0
2020-10-09,690188.0
2020-10-12,760592.0
2020-10-13,804955.0
2020-10-14,800456.0
2020-10-15,784944.0
2020-10-16,775191.0
2020-10-19,761511.0
2020-10-20,755496.0
2020-10-21,766571.0
2020-10-22,757605.0
2020-10-23,737373.0
2020-10-26,709034.0
2020-10-27,711908.0
2020-10-28,710572.0
2020-10-29,754572.0
2020-10-30,748348.0
2020-11-02,754085.0
2020-11-03,751428.0
2020-11-04,746792.0
2020-11-05,774832.0
2020-11-06,831349.0
2020-11-09,795097.0
2020-11-10,737980.0
2020-11-11,726872.0
2020-11-12,715347.0
2020-11-13,710732.0
2020-11-16,692167.0
2020-11-17,706194.0
2020-11-18,702721.0
2020-11-19,714233.0
2020-11-20,719097.0
2020-11-23,713188.0
2020-11-24,720032.0
2020-11-25,669145.0
2020-11-26,673051.0
2020-11-27,698427.0
2020-11-30,669663.0
2020-12-01,666815.0
2020-12-02,669975.0
2020-12-03,737826.0
2020-12-04,712520.0
2020-12-07,718043.0
2020-12-08,709825.0
2020-12-09,680433.0
2020-12-10,688656.0
2020-12-11,682215.0
2020-12-14,733259.0
2020-12-15,714567.0
2020-12-16,700413.0
2020-12-17,691724.0
2020-12-18,725414.0
2020-12-21,717292.0
2020-12-22,701396.0
2020-12-23,669889.0
2020-12-24,633368.0
2020-12-25,607609.0
2020-12-28,591569.0
2020-12-29,595117.0
2020-12-30,620019.0
2020-12-31,661666.0
2021-01-04,655337.0
2021-01-05,698055.0
2021-01-06,668967.0
2021-01-07,656331.0
2021-01-08,660724.0
2021-01-11,657023.0
2021-01-12,651172.0
2021-01-13,652869.0
2021-01-14,645446.0
2021-01-15,644759.0
2021-01-18,622156.0
2021-01-19,625431.0
2021-01-20,638065.0
2021-01-21,636995.0
2021-01-22,628833.0
2021-01-25,624982.0
2021-01-26,604764.0
2021-01-27,614093.0
2021-01-28,591542.0
2021-01-29,583672.0
2021-02-01,594293.0
2021-02-02,611178.0
2021-02-03,592952.0
2021-02-04,605116.0
2021-02-05,596987.0
2021-02-08,581922.0
2021-02-09,555050.0
2021-02-10,519290.0
2021-02-18,540060.0
2021-02-19,542253.0
2021-02-22,555721.0
2021-02-23,573274.0
2021-02-24,551268.0
2021-02-25,529810.0
2021-02-26,480245.0
2021-03-01,449454.0
2021-03-02,435995.0
2021-03-03,443123.0
2021-03-04,442130.0
2021-03-05,453567.0
2021-03-08,454953.0
2021-03-09,441278.0
2021-03-10,432856.0
2021-03-11,433760.0
2021-03-12,436153.0
2021-03-15,435393.0
2021-03-16,452303.0
2021-03-17,445861.0
2021-03-18,447700.0
2021-03-19,495845.0
2021-03-22,506028.0
2021-03-23,524220.0
2021-03-24,529427.0
2021-03-25,527772.0
2021-03-26,509388.0
2021-03-29,497949.0
2021-03-30,485790.0
2021-03-31,492147.0
2021-04-01,505170.0
2021-04-02,471002.0
2021-04-06,492609.0
2021-04-07,526995.0
2021-04-08,585100.0
2021-04-09,593830.0
2021-04-12,629302.0
2021-04-13,599227.0
2021-04-14,540701.0
2021-04-15,505085.0
2021-04-16,497991.0
2021-04-19,490221.0
2021-04-20,486003.0
2021-04-21,483770.0
2021-04-22,484266.0
2021-04-23,484481.0
2021-04-26,490991.0
2021-04-27,488580.0
2021-04-28,479686.0
2021-04-29,476206.0
2021-04-30,470649.0
2021-05-06,488821.0
2021-05-07,488326.0
2021-05-10,510560.0
2021-05-11,488167.0
2021-05-12,510188.0
2021-05-13,497090.0
2021-05-14,457230.0
2021-05-17,468003.0
2021-05-18,463985.0
2021-05-19,460257.0
2021-05-20,443457.0
2021-05-21,439334.0
2021-05-24,436814.0
2021-05-25,454043.0
2021-05-26,448326.0
2021-05-27,427739.0
2021-05-28,421324.0
2021-05-31,407019.0
2021-06-01,423039.0
2021-06-02,419727.0
2021-06-03,433286.0
2021-06-04,441077.0
2021-06-07,432851.0
2021-06-08,447287.0
2021-06-09,459896.0
2021-06-10,504792.0
2021-06-11,458868.0
2021-06-15,454130.0
2021-06-16,461143.0
2021-06-17,472390.0
2021-06-18,454814.0
2021-06-21,450533.0
2021-06-22,470639.0
2021-06-23,509050.0
2021-06-24,511099.0
2021-06-25,559115.0
2021-06-28,543885.0
2021-06-29,504237.0
2021-06-30,494079.0
2021-07-01,485800.0
2021-07-02,487593.0
2021-07-05,507176.0
2021-07-06,499741.0
2021-07-07,471346.0
2021-07-08,459308.0
2021-07-09,447217.0
2021-07-12,434848.0
2021-07-13,434894.0
2021-07-14,447978.0
2021-07-15,566480.0
2021-07-16,572135.0
2021-07-19,566230.0
2021-07-20,568662.0
2021-07-21,597129.0
2021-07-22,590546.0
2021-07-23,609889.0
2021-07-26,620694.0
2021-07-27,591704.0
2021-07-28,557638.0
2021-07-29,523260.0
2021-07-30,484991.0
2021-08-02,453859.0
2021-08-03,455338.0
2021-08-04,448276.0
2021-08-05,456841.0
2021-08-06,447651.0
2021-08-09,464415.0
2021-08-10,474324.0
2021-08-11,451214.0
2021-08-12,430267.0
2021-08-13,437384.0
2021-08-16,462226.0
2021-08-17,495236.0
2021-08-18,498007.0
2021-08-19,508978.0
2021-08-20,535571.0
2021-08-23,537492.0
2021-08-24,521478.0
2021-08-25,529854.0
2021-08-26,514349.0
2021-08-27,496550.0
2021-08-30,483564.0
2021-08-31,478146.0
2021-09-01,490089.0
2021-09-02,482959.0
2021-09-03,493145.0
2021-09-06,479936.0
2021-09-07,481628.0
2021-09-08,480417.0
2021-09-09,480417.0
2021-09-10,466721.0
2021-09-13,473317.0
2021-09-14,473932.0
2021-09-15,469171.0
2021-09-16,462694.0
2021-09-17,448864.0
2021-09-22,469986.0
2021-09-23,484448.0
2021-09-24,458871.0
2021-09-27,451933.0
2021-09-28,464472.0
2021-09-29,429119.0
2021-09-30,404555.0
2021-10-08,438175.0
2021-10-11,442879.0
2021-10-12,436267.0
2021-10-13,431659.0
2021-10-14,434791.0
2021-10-15,443472.0
2021-10-18,444935.0
2021-10-19,440318.0
2021-10-20,464235.0
2021-10-21,464156.0
2021-10-22,459973.0
2021-10-25,460489.0
2021-10-26,467694.0
2021-10-27,467111.0
2021-10-28,466188.0
2021-10-29,464594.0
2021-11-01,481286.0
2021-11-02,504492.0
2021-11-03,522566.0
2021-11-04,515652.0
2021-11-05,544923.0
2021-11-08,530525.0
2021-11-09,539144.0
2021-11-10,530268.0
2021-11-11,539130.0
2021-11-12,547534.0
2021-11-15,542344.0
2021-11-16,538266.0
2021-11-17,534357.0
2021-11-18,545827.0
2021-11-19,530212.0
2021-11-22,537462.0
2021-11-23,539018.0
2021-11-24,542864.0
2021-11-25,520152.0
2021-11-26,487519.0
2021-11-29,541490.0
2021-11-30,545838.0
2021-12-01,538181.0
2021-12-02,570547.0
2021-12-03,558259.0
2021-12-06,556185.0
2021-12-07,563287.0
2021-12-08,558253.0
2021-12-09,551041.0
2021-12-10,569976.0
2021-12-13,569326.0
2021-12-14,562905.0
2021-12-15,560887.0
2021-12-16,576436.0
2021-12-17,588360.0
2021-12-20,584870.0
2021-12-21,598413.0
2021-12-22,590510.0
2021-12-23,623419.0
2021-12-24,606385.0
2021-12-27,598747.0
2021-12-28,635634.0
2021-12-29,679320.0
2021-12-30,679758.0
2021-12-31,678755.0
2022-01-04,673882.0
2022-01-05,700777.0
2022-01-06,711523.0
2022-01-07,750604.0
2022-01-10,714451.0
2022-01-11,718715.0
2022-01-12,748003.0
2022-01-13,746158.0
2022-01-14,776534.0
2022-01-17,777023.0
2022-01-18,820904.0
2022-01-19,834933.0
2022-01-20,867310.0
2022-01-21,830089.0
2022-01-24,804182.0
2022-01-25,772647.0
2022-01-26,754813.0
2022-01-27,724844.0
2022-01-28,706456.0
2022-02-07,732199.0
2022-02-08,730059.0
2022-02-09,714104.0
2022-02-10,719790.0
2022-02-11,733225.0
2022-02-14,733512.0
2022-02-15,740230.0
2022-02-16,736080.0
2022-02-17,744241.0
2022-02-18,745808.0
2022-02-21,753360.0
2022-02-22,755165.0
2022-02-23,746692.0
2022-02-24,720365.0
2022-02-25,724083.0
2022-02-28,715286.0
2022-03-01,709554.0
2022-03-02,706438.0
2022-03-03,686547.0
2022-03-04,657536.0
2022-03-07,700339.0
2022-03-08,688076.0
2022-03-09,697472.0
2022-03-10,582207.0
2022-03-11,591499.0
2022-03-14,581515.0
2022-03-15,585261.0
2022-03-16,575473.0
2022-03-17,583787.0
2022-03-18,586567.0
2022-03-21,604163.0
2022-03-22,616488.0
2022-03-23,616479.0
2022-03-24,614856.0
2022-03-25,634345.0
2022-03-28,617358.0
2022-03-29,626793.0
2022-03-30,600048.0
2022-03-31,586210.0
2022-04-01,562787.0
2022-04-06,615022.0
2022-04-07,609165.0
2022-04-08,645966.0
2022-04-11,664566.0
2022-04-12,674678.0
2022-04-13,628203.0
2022-04-14,624352.0
2022-04-15,626473.0
2022-04-18,649842.0
2022-04-19,651184.0
2022-04-20,661704.0
2022-04-21,697692.0
2022-04-22,696557.0
2022-04-25,684869.0
2022-04-26,724069.0
2022-04-27,739949.0
2022-04-28,787119.0
2022-04-29,784917.0
2022-05-05,812092.0
2022-05-06,836748.0
2022-05-09,849145.0
2022-05-10,790357.0
2022-05-11,856639.0
2022-05-12,851267.0
2022-05-13,867022.0
2022-05-16,839059.0
2022-05-17,909777.0
2022-05-18,918650.0
2022-05-19,911075.0
2022-05-20,911038.0
2022-05-23,928985.0
2022-05-24,976855.0
2022-05-25,995012.0
2022-05-26,989104.0
2022-05-27,1049929.0
2022-05-30,1065252.0
2022-05-31,1029513.0
2022-06-01,963441.0
2022-06-02,982837.0
2022-06-06,1031676.0
2022-06-07,1040674.0
2022-06-08,1041716.0
2022-06-09,1019318.0
2022-06-10,999830.0
2022-06-13,976519.0
2022-06-14,998003.0
2022-06-15,935072.0
2022-06-16,915370.0
2022-06-17,901302.0
2022-06-20,823323.0
2022-06-21,833307.0
2022-06-22,827878.0
2022-06-23,837962.0
2022-06-24,823188.0
2022-06-27,860163.0
2022-06-28,881432.0
2022-06-29,872931.0
2022-06-30,904197.0
2022-07-01,885361.0
2022-07-04,923522.0
2022-07-05,931491.0
2022-07-06,913161.0
2022-07-07,928003.0
2022-07-08,936719.0
2022-07-11,951571.0
2022-07-12,961982.0
2022-07-13,955952.0
2022-07-14,958314.0
2022-07-15,965138.0
2022-07-18,945336.0
2022-07-19,933394.0
2022-07-20,928968.0
2022-07-21,932722.0
2022-07-22,943428.0
2022-07-25,964032.0
2022-07-26,983654.0
2022-07-27,990614.0
2022-07-28,981228.0
2022-07-29,944882.0
2022-08-01,929004.0
2022-08-02,919795.0
2022-08-03,931884.0
2022-08-04,951840.0
2022-08-05,961904.0
2022-08-08,978902.0
2022-08-09,989709.0
2022-08-10,1013897.0
2022-08-11,1033511.0
2022-08-12,1021508.0
2022-08-15,1001591.0
2022-08-16,992103.0
2022-08-17,999413.0
2022-08-18,1015124.0
2022-08-19,981666.0
2022-08-22,958547.0
2022-08-23,966037.0
2022-08-24,950434.0
2022-08-25,940056.0
2022-08-26,940855.0
2022-08-29,935034.0
2022-08-30,925982.0
2022-08-31,898651.0
2022-09-01,876337.0
2022-09-02,864032.0
2022-09-05,855670.0
2022-09-06,835683.0
2022-09-07,837572.0
2022-09-08,804691.0
2022-09-09,784318.0
2022-09-13,780907.0
2022-09-14,801780.0
2022-09-15,782058.0
2022-09-16,783462.0
2022-09-19,787812.0
2022-09-20,775374.0
2022-09-21,766151.0
2022-09-22,760121.0
2022-09-23,750830.0
2022-09-26,751501.0
2022-09-27,746687.0
2022-09-28,734883.0
2022-09-29,754592.0
2022-09-30,739502.0
2022-10-10,769052.0
2022-10-11,793074.0
2022-10-12,809901.0
2022-10-13,821750.0
2022-10-14,833492.0
2022-10-17,810478.0
2022-10-18,813882.0
2022-10-19,807850.0
2022-10-20,800493.0
2022-10-21,814665.0
2022-10-24,815256.0
2022-10-25,809826.0
2022-10-26,815263.0
2022-10-27,837047.0
2022-10-28,820913.0
2022-10-31,817249.0
2022-11-01,814842.0
2022-11-02,814177.0
2022-11-03,808545.0
2022-11-04,832937.0
2022-11-07,838104.0
2022-11-08,849813.0
2022-11-09,841899.0
2022-11-10,852113.0
2022-11-11,860940.0
