trading_date,J_total_oi
2018-08-03,434018.0
2018-08-06,437696.0
2018-08-07,440698.0
2018-08-08,426338.0
2018-08-09,424242.0
2018-08-10,450054.0
2018-08-13,414496.0
2018-08-14,425532.0
2018-08-15,416226.0
2018-08-16,474930.0
2018-08-17,458286.0
2018-08-20,409338.0
2018-08-21,411906.0
2018-08-22,394104.0
2018-08-23,401640.0
2018-08-24,379812.0
2018-08-27,389772.0
2018-08-28,391462.0
2018-08-29,434222.0
2018-08-30,433858.0
2018-08-31,393834.0
2018-09-03,392508.0
2018-09-04,377010.0
2018-09-05,418808.0
2018-09-06,372190.0
2018-09-07,421614.0
2018-09-10,360626.0
2018-09-11,432372.0
2018-09-12,379854.0
2018-09-13,384352.0
2018-09-14,359028.0
2018-09-17,375990.0
2018-09-18,360022.0
2018-09-19,360082.0
2018-09-20,341222.0
2018-09-21,369236.0
2018-09-25,328138.0
2018-09-26,355366.0
2018-09-27,322004.0
2018-09-28,334890.0
2018-10-08,346640.0
2018-10-09,387488.0
2018-10-10,408692.0
2018-10-11,406688.0
2018-10-12,419034.0
2018-10-15,397974.0
2018-10-16,381222.0
2018-10-17,416952.0
2018-10-18,414518.0
2018-10-19,398964.0
2018-10-22,399674.0
2018-10-23,384382.0
2018-10-24,393250.0
2018-10-25,414302.0
2018-10-26,381116.0
2018-10-29,414346.0
2018-10-30,404312.0
2018-10-31,421750.0
2018-11-01,428532.0
2018-11-02,425640.0
2018-11-05,434338.0
2018-11-06,447116.0
2018-11-07,444682.0
2018-11-08,499212.0
2018-11-09,444580.0
2018-11-12,513144.0
2018-11-13,476422.0
2018-11-14,494468.0
2018-11-15,478872.0
2018-11-16,504282.0
2018-11-19,493074.0
2018-11-20,490420.0
2018-11-21,522370.0
2018-11-22,477646.0
2018-11-23,535952.0
2018-11-26,561166.0
2018-11-27,573014.0
2018-11-28,575148.0
2018-11-29,546220.0
2018-11-30,522586.0
2018-12-03,530490.0
2018-12-04,533416.0
2018-12-05,551568.0
2018-12-06,545046.0
2018-12-07,568328.0
2018-12-10,525914.0
2018-12-11,480532.0
2018-12-12,503604.0
2018-12-13,486742.0
2018-12-14,468630.0
2018-12-17,480866.0
2018-12-18,465820.0
2018-12-19,451234.0
2018-12-20,473582.0
2018-12-21,437936.0
2018-12-24,424396.0
2018-12-25,488996.0
2018-12-26,422512.0
2018-12-27,446888.0
2018-12-28,351500.0
2019-01-02,380494.0
2019-01-03,423378.0
2019-01-04,384488.0
2019-01-07,408610.0
2019-01-08,384686.0
2019-01-09,406426.0
2019-01-10,417662.0
2019-01-11,431014.0
2019-01-14,410364.0
2019-01-15,416512.0
2019-01-16,430160.0
2019-01-17,409200.0
2019-01-18,442878.0
2019-01-21,410012.0
2019-01-22,427486.0
2019-01-23,390334.0
2019-01-24,423042.0
2019-01-25,401378.0
2019-01-28,421738.0
2019-01-29,376338.0
2019-01-30,426432.0
2019-01-31,370360.0
2019-02-01,377046.0
2019-02-11,377362.0
2019-02-12,385402.0
2019-02-13,385188.0
2019-02-14,375598.0
2019-02-15,376994.0
2019-02-18,402506.0
2019-02-19,398424.0
2019-02-20,420462.0
2019-02-21,383362.0
2019-02-22,382860.0
2019-02-25,404252.0
2019-02-26,363082.0
2019-02-27,364846.0
2019-02-28,356842.0
2019-03-01,349574.0
2019-03-04,361016.0
2019-03-05,343204.0
2019-03-06,357886.0
2019-03-07,330488.0
2019-03-08,394152.0
2019-03-11,396778.0
2019-03-12,369294.0
2019-03-13,386944.0
2019-03-14,385068.0
2019-03-15,412966.0
2019-03-18,399584.0
2019-03-19,430172.0
2019-03-20,412966.0
2019-03-21,412950.0
2019-03-22,471560.0
2019-03-25,433608.0
2019-03-26,430880.0
2019-03-27,458116.0
2019-03-28,427020.0
2019-03-29,422558.0
2019-04-01,391980.0
2019-04-02,377076.0
2019-04-03,393172.0
2019-04-04,346298.0
2019-04-08,379684.0
2019-04-09,362498.0
2019-04-10,361972.0
2019-04-11,365980.0
2019-04-12,398080.0
2019-04-15,355842.0
2019-04-16,367192.0
2019-04-17,341982.0
2019-04-18,359622.0
2019-04-19,329708.0
2019-04-22,331356.0
2019-04-23,299172.0
2019-04-24,309324.0
2019-04-25,303944.0
2019-04-26,305120.0
2019-04-29,267390.0
2019-04-30,257504.0
2019-05-06,274080.0
2019-05-07,346642.0
2019-05-08,361868.0
2019-05-09,379086.0
2019-05-10,364722.0
2019-05-13,346398.0
2019-05-14,316352.0
2019-05-15,301840.0
2019-05-16,314718.0
2019-05-17,326880.0
2019-05-20,304490.0
2019-05-21,377052.0
2019-05-22,376056.0
2019-05-23,349260.0
2019-05-24,383306.0
2019-05-27,398964.0
2019-05-28,369428.0
2019-05-29,347326.0
2019-05-30,384148.0
2019-05-31,365444.0
2019-06-03,367604.0
2019-06-04,336710.0
2019-06-05,325634.0
2019-06-06,375332.0
2019-06-10,331032.0
2019-06-11,344088.0
2019-06-12,325188.0
2019-06-13,334916.0
2019-06-14,336420.0
2019-06-17,381746.0
2019-06-18,351796.0
2019-06-19,396312.0
2019-06-20,346136.0
2019-06-21,389410.0
2019-06-24,375428.0
2019-06-25,370744.0
2019-06-26,386522.0
2019-06-27,414758.0
2019-06-28,358452.0
2019-07-01,399614.0
2019-07-02,354164.0
2019-07-03,382256.0
2019-07-04,412290.0
2019-07-05,380424.0
2019-07-08,365240.0
2019-07-09,383320.0
2019-07-10,379622.0
2019-07-11,385606.0
2019-07-12,381274.0
2019-07-15,405836.0
2019-07-16,385928.0
2019-07-17,448426.0
2019-07-18,403596.0
2019-07-19,406250.0
2019-07-22,371988.0
2019-07-23,372626.0
2019-07-24,399248.0
2019-07-25,355932.0
2019-07-26,406906.0
2019-07-29,384918.0
2019-07-30,398738.0
2019-07-31,380568.0
2019-08-01,397244.0
2019-08-02,451462.0
2019-08-05,403304.0
2019-08-06,413340.0
2019-08-07,393276.0
2019-08-08,401974.0
2019-08-09,440542.0
2019-08-12,388300.0
2019-08-13,367702.0
2019-08-14,400858.0
2019-08-15,353052.0
2019-08-16,351592.0
2019-08-19,347300.0
2019-08-20,329766.0
2019-08-21,385890.0
2019-08-22,362014.0
2019-08-23,352292.0
2019-08-26,411628.0
2019-08-27,389456.0
2019-08-28,400588.0
2019-08-29,367838.0
2019-08-30,356934.0
2019-09-02,336186.0
2019-09-03,332110.0
2019-09-04,339434.0
2019-09-05,348304.0
2019-09-06,330126.0
2019-09-09,366854.0
2019-09-10,317542.0
2019-09-11,322792.0
2019-09-12,306390.0
2019-09-16,315118.0
2019-09-17,317712.0
2019-09-18,313646.0
2019-09-19,368978.0
2019-09-20,357176.0
2019-09-23,348386.0
2019-09-24,398986.0
2019-09-25,367992.0
2019-09-26,406492.0
2019-09-27,345986.0
2019-09-30,344636.0
2019-10-08,327152.0
2019-10-09,410778.0
2019-10-10,383192.0
2019-10-11,401426.0
2019-10-14,455716.0
2019-10-15,458578.0
2019-10-16,469430.0
2019-10-17,431414.0
2019-10-18,472402.0
2019-10-21,458856.0
2019-10-22,451338.0
2019-10-23,434904.0
2019-10-24,428116.0
2019-10-25,429920.0
2019-10-28,479402.0
2019-10-29,430066.0
2019-10-30,493168.0
2019-10-31,444584.0
2019-11-01,462932.0
2019-11-04,435944.0
2019-11-05,452086.0
2019-11-06,428170.0
2019-11-07,432190.0
2019-11-08,409940.0
2019-11-11,501334.0
2019-11-12,437512.0
2019-11-13,429052.0
2019-11-14,438052.0
2019-11-15,396704.0
2019-11-18,450928.0
2019-11-19,450720.0
2019-11-20,448042.0
2019-11-21,418214.0
2019-11-22,421538.0
2019-11-25,476100.0
2019-11-26,426016.0
2019-11-27,426870.0
2019-11-28,433662.0
2019-11-29,425956.0
2019-12-02,442426.0
2019-12-03,411376.0
2019-12-04,442564.0
2019-12-05,406172.0
2019-12-06,399196.0
2019-12-09,461464.0
2019-12-10,396080.0
2019-12-11,393028.0
2019-12-12,435314.0
2019-12-13,381998.0
2019-12-16,437990.0
2019-12-17,410332.0
2019-12-18,389802.0
2019-12-19,414320.0
2019-12-20,384086.0
2019-12-23,384658.0
2019-12-24,385070.0
2019-12-25,357872.0
2019-12-26,365832.0
2019-12-27,352842.0
2019-12-30,326656.0
2019-12-31,366680.0
2020-01-02,166885.0
2020-01-03,157374.0
2020-01-06,154146.0
2020-01-07,152153.0
2020-01-08,168615.0
2020-01-09,154022.0
2020-01-10,146490.0
2020-01-13,157710.0
2020-01-14,138224.0
2020-01-15,147442.0
2020-01-16,141546.0
2020-01-17,146978.0
2020-01-20,130515.0
2020-01-21,136164.0
2020-01-22,137880.0
2020-01-23,122924.0
2020-02-03,136024.0
2020-02-04,127936.0
2020-02-05,128283.0
2020-02-06,136284.0
2020-02-07,125191.0
2020-02-10,138283.0
2020-02-11,146242.0
2020-02-12,140629.0
2020-02-13,139650.0
2020-02-14,133604.0
2020-02-17,146692.0
2020-02-18,145588.0
2020-02-19,146271.0
2020-02-20,149337.0
2020-02-21,139038.0
2020-02-24,156047.0
2020-02-25,145406.0
2020-02-26,158275.0
2020-02-27,162044.0
2020-02-28,166539.0
2020-03-02,150546.0
2020-03-03,145072.0
2020-03-04,146628.0
2020-03-05,141584.0
2020-03-06,166583.0
2020-03-09,159189.0
2020-03-10,145230.0
2020-03-11,138343.0
2020-03-12,147897.0
2020-03-13,151509.0
2020-03-16,135337.0
2020-03-17,133978.0
2020-03-18,139503.0
2020-03-19,145208.0
2020-03-20,144309.0
2020-03-23,145217.0
2020-03-24,132565.0
2020-03-25,125243.0
2020-03-26,127824.0
2020-03-27,132552.0
2020-03-30,139830.0
2020-03-31,151913.0
2020-04-01,189697.0
2020-04-02,164344.0
2020-04-03,160130.0
2020-04-07,148824.0
2020-04-08,150851.0
2020-04-09,136714.0
2020-04-10,141439.0
2020-04-13,138720.0
2020-04-14,133701.0
2020-04-15,146424.0
2020-04-16,130196.0
2020-04-17,141545.0
2020-04-20,130596.0
2020-04-21,150444.0
2020-04-22,138262.0
2020-04-23,149818.0
2020-04-24,140304.0
2020-04-27,135175.0
2020-04-28,168797.0
2020-04-29,144595.0
2020-04-30,133178.0
2020-05-06,122885.0
2020-05-07,140810.0
2020-05-08,133870.0
2020-05-11,134540.0
2020-05-12,124703.0
2020-05-13,132763.0
2020-05-14,147553.0
2020-05-15,142009.0
2020-05-18,147318.0
2020-05-19,146677.0
2020-05-20,139653.0
2020-05-21,157414.0
2020-05-22,153817.0
2020-05-25,169417.0
2020-05-26,176879.0
2020-05-27,159187.0
2020-05-28,159342.0
2020-05-29,154138.0
2020-06-01,182497.0
2020-06-02,176504.0
2020-06-03,183880.0
2020-06-04,202881.0
2020-06-05,178372.0
2020-06-08,190453.0
2020-06-09,179833.0
2020-06-10,182034.0
2020-06-11,171085.0
2020-06-12,185416.0
2020-06-15,168877.0
2020-06-16,156937.0
2020-06-17,165896.0
2020-06-18,167270.0
2020-06-19,161180.0
2020-06-22,177486.0
2020-06-23,148424.0
2020-06-24,148909.0
2020-06-29,166002.0
2020-06-30,156256.0
2020-07-01,160626.0
2020-07-02,150256.0
2020-07-03,148036.0
2020-07-06,164495.0
2020-07-07,135720.0
2020-07-08,152204.0
2020-07-09,131429.0
2020-07-10,150349.0
2020-07-13,145847.0
2020-07-14,131012.0
2020-07-15,130770.0
2020-07-16,144233.0
2020-07-17,148349.0
2020-07-20,144307.0
2020-07-21,148167.0
2020-07-22,148779.0
2020-07-23,169810.0
2020-07-24,145398.0
2020-07-27,133641.0
2020-07-28,129110.0
2020-07-29,132347.0
2020-07-30,136928.0
2020-07-31,150365.0
2020-08-03,148128.0
2020-08-04,136895.0
2020-08-05,157081.0
2020-08-06,140512.0
2020-08-07,154723.0
2020-08-10,146066.0
2020-08-11,149020.0
2020-08-12,135426.0
2020-08-13,122810.0
2020-08-14,131030.0
2020-08-17,141292.0
2020-08-18,117483.0
2020-08-19,135697.0
2020-08-20,136491.0
2020-08-21,131608.0
2020-08-24,122295.0
2020-08-25,137876.0
2020-08-26,126662.0
2020-08-27,130765.0
2020-08-28,142573.0
2020-08-31,125687.0
2020-09-01,134407.0
2020-09-02,140118.0
2020-09-03,149974.0
2020-09-04,143757.0
2020-09-07,147031.0
2020-09-08,133613.0
2020-09-09,138400.0
2020-09-10,131459.0
2020-09-11,127184.0
2020-09-14,116163.0
2020-09-15,136898.0
2020-09-16,148326.0
2020-09-17,143981.0
2020-09-18,141473.0
2020-09-21,139646.0
2020-09-22,151863.0
2020-09-23,145978.0
2020-09-24,148984.0
2020-09-25,143256.0
2020-09-28,150010.0
2020-09-29,138029.0
2020-09-30,127788.0
2020-10-09,140062.0
2020-10-12,154970.0
2020-10-13,177272.0
2020-10-14,158786.0
2020-10-15,174855.0
2020-10-16,170224.0
2020-10-19,182803.0
2020-10-20,166156.0
2020-10-21,190580.0
2020-10-22,180444.0
2020-10-23,188629.0
2020-10-26,186824.0
2020-10-27,201096.0
2020-10-28,197750.0
2020-10-29,190184.0
2020-10-30,196648.0
2020-11-02,199269.0
2020-11-03,190546.0
2020-11-04,217106.0
2020-11-05,201514.0
2020-11-06,222526.0
2020-11-09,214598.0
2020-11-10,206953.0
2020-11-11,191810.0
2020-11-12,199957.0
2020-11-13,206310.0
2020-11-16,209411.0
2020-11-17,188846.0
2020-11-18,205120.0
2020-11-19,187303.0
2020-11-20,213558.0
2020-11-23,196126.0
2020-11-24,188142.0
2020-11-25,193193.0
2020-11-26,189750.0
2020-11-27,199548.0
2020-11-30,199889.0
2020-12-01,205548.0
2020-12-02,194548.0
2020-12-03,193161.0
2020-12-04,190850.0
2020-12-07,198146.0
2020-12-08,184846.0
2020-12-09,196686.0
2020-12-10,199827.0
2020-12-11,204751.0
2020-12-14,188812.0
2020-12-15,192291.0
2020-12-16,191486.0
2020-12-17,185740.0
2020-12-18,203400.0
2020-12-21,207427.0
2020-12-22,200146.0
2020-12-23,196886.0
2020-12-24,207570.0
2020-12-25,229650.0
2020-12-28,238561.0
2020-12-29,233399.0
2020-12-30,239315.0
2020-12-31,211138.0
2021-01-04,227568.0
2021-01-05,236219.0
2021-01-06,236887.0
2021-01-07,230677.0
2021-01-08,228976.0
2021-01-11,221507.0
2021-01-12,205140.0
2021-01-13,201653.0
2021-01-14,186682.0
2021-01-15,205138.0
2021-01-18,193054.0
2021-01-19,207245.0
2021-01-20,197688.0
2021-01-21,219167.0
2021-01-22,205849.0
2021-01-25,203711.0
2021-01-26,205384.0
2021-01-27,188404.0
2021-01-28,203304.0
2021-01-29,184525.0
2021-02-01,180145.0
2021-02-02,179776.0
2021-02-03,187959.0
2021-02-04,180406.0
2021-02-05,178622.0
2021-02-08,159702.0
2021-02-09,152156.0
2021-02-10,142669.0
2021-02-18,164671.0
2021-02-19,159642.0
2021-02-22,184919.0
2021-02-23,171841.0
2021-02-24,185485.0
2021-02-25,175002.0
2021-02-26,184563.0
2021-03-01,193196.0
2021-03-02,191918.0
2021-03-03,180868.0
2021-03-04,183750.0
2021-03-05,195062.0
2021-03-08,192881.0
2021-03-09,194781.0
2021-03-10,184277.0
2021-03-11,177987.0
2021-03-12,197105.0
2021-03-15,188211.0
2021-03-16,187317.0
2021-03-17,193319.0
2021-03-18,180955.0
2021-03-19,197115.0
2021-03-22,211111.0
2021-03-23,199294.0
2021-03-24,202639.0
2021-03-25,192998.0
2021-03-26,191521.0
2021-03-29,205924.0
2021-03-30,185612.0
2021-03-31,198765.0
2021-04-01,174842.0
2021-04-02,200382.0
2021-04-06,195300.0
2021-04-07,212016.0
2021-04-08,194913.0
2021-04-09,223476.0
2021-04-12,219374.0
2021-04-13,214469.0
2021-04-14,236811.0
2021-04-15,224543.0
2021-04-16,226481.0
2021-04-19,230622.0
2021-04-20,224637.0
2021-04-21,221181.0
2021-04-22,226283.0
2021-04-23,223787.0
2021-04-26,237033.0
2021-04-27,228948.0
2021-04-28,234927.0
2021-04-29,241588.0
2021-04-30,222823.0
2021-05-06,216699.0
2021-05-07,219179.0
2021-05-10,229961.0
2021-05-11,219050.0
2021-05-12,233086.0
2021-05-13,231942.0
2021-05-14,224579.0
2021-05-17,226902.0
2021-05-18,219017.0
2021-05-19,235661.0
2021-05-20,240535.0
2021-05-21,250744.0
2021-05-24,258738.0
2021-05-25,240958.0
2021-05-26,263524.0
2021-05-27,268522.0
2021-05-28,262708.0
2021-05-31,264846.0
2021-06-01,261698.0
2021-06-02,259211.0
2021-06-03,278436.0
2021-06-04,261030.0
2021-06-07,254400.0
2021-06-08,259444.0
2021-06-09,259977.0
2021-06-10,257189.0
2021-06-11,265083.0
2021-06-15,278679.0
2021-06-16,271920.0
2021-06-17,288984.0
2021-06-18,282170.0
2021-06-21,277729.0
2021-06-22,279906.0
2021-06-23,303359.0
2021-06-24,298620.0
2021-06-25,300438.0
2021-06-28,292325.0
2021-06-29,266835.0
2021-06-30,271110.0
2021-07-01,280305.0
2021-07-02,286452.0
2021-07-05,275336.0
2021-07-06,278057.0
2021-07-07,272807.0
2021-07-08,312311.0
2021-07-09,291884.0
2021-07-12,309689.0
2021-07-13,287240.0
2021-07-14,291043.0
2021-07-15,296376.0
2021-07-16,279330.0
2021-07-19,275645.0
2021-07-20,289794.0
2021-07-21,288241.0
2021-07-22,301729.0
2021-07-23,303247.0
2021-07-26,326644.0
2021-07-27,305823.0
2021-07-28,338761.0
2021-07-29,331472.0
2021-07-30,331814.0
2021-08-02,331213.0
2021-08-03,314700.0
2021-08-04,340482.0
2021-08-05,355739.0
2021-08-06,359186.0
2021-08-09,363919.0
2021-08-10,362433.0
2021-08-11,370959.0
2021-08-12,374510.0
2021-08-13,388420.0
2021-08-16,390631.0
2021-08-17,392901.0
2021-08-18,393271.0
2021-08-19,401326.0
2021-08-20,342618.0
2021-08-23,318003.0
2021-08-24,287841.0
2021-08-25,294733.0
2021-08-26,293566.0
2021-08-27,276982.0
2021-08-30,275955.0
2021-08-31,247029.0
2021-09-01,210080.0
2021-09-02,218609.0
2021-09-03,200835.0
2021-09-06,181616.0
2021-09-07,170073.0
2021-09-08,152006.0
2021-09-09,146227.0
2021-09-10,133420.0
2021-09-13,125093.0
2021-09-14,119110.0
2021-09-15,112805.0
2021-09-16,108158.0
2021-09-17,101664.0
2021-09-22,100682.0
2021-09-23,100565.0
2021-09-24,98383.0
2021-09-27,96150.0
2021-09-28,94980.0
2021-09-29,91931.0
2021-09-30,89292.0
2021-10-08,89072.0
2021-10-11,90797.0
2021-10-12,92025.0
2021-10-13,92275.0
2021-10-14,91384.0
2021-10-15,100146.0
2021-10-18,102886.0
2021-10-19,100467.0
2021-10-20,93616.0
2021-10-21,92588.0
2021-10-22,84118.0
2021-10-25,90414.0
2021-10-26,93414.0
2021-10-27,85165.0
2021-10-28,62565.0
2021-10-29,55273.0
2021-11-01,54457.0
2021-11-02,51773.0
2021-11-03,50777.0
2021-11-04,49189.0
2021-11-05,48013.0
2021-11-08,47999.0
2021-11-09,45999.0
2021-11-10,43703.0
2021-11-11,43238.0
2021-11-12,41234.0
2021-11-15,39146.0
2021-11-16,38068.0
2021-11-17,37299.0
2021-11-18,36066.0
2021-11-19,35818.0
2021-11-22,36185.0
2021-11-23,35876.0
2021-11-24,37922.0
2021-11-25,36258.0
2021-11-26,33878.0
2021-11-29,32096.0
2021-11-30,32002.0
2021-12-01,32784.0
2021-12-02,32881.0
2021-12-03,33753.0
2021-12-06,33270.0
2021-12-07,36290.0
2021-12-08,35107.0
2021-12-09,35465.0
2021-12-10,35378.0
2021-12-13,35960.0
2021-12-14,36637.0
2021-12-15,39394.0
2021-12-16,41492.0
2021-12-17,40231.0
2021-12-20,39289.0
2021-12-21,38986.0
2021-12-22,39034.0
2021-12-23,39967.0
2021-12-24,42896.0
2021-12-27,38803.0
2021-12-28,36982.0
2021-12-29,34422.0
2021-12-30,34004.0
2021-12-31,32480.0
2022-01-04,33277.0
2022-01-05,36992.0
2022-01-06,38698.0
2022-01-07,37144.0
2022-01-10,37654.0
2022-01-11,35531.0
2022-01-12,35600.0
2022-01-13,35698.0
2022-01-14,33583.0
2022-01-17,32276.0
2022-01-18,30403.0
2022-01-19,30626.0
2022-01-20,31390.0
2022-01-21,31126.0
2022-01-24,31534.0
2022-01-25,30174.0
2022-01-26,29749.0
2022-01-27,28748.0
2022-01-28,27630.0
2022-02-07,29055.0
2022-02-08,32487.0
2022-02-09,31289.0
2022-02-10,31721.0
2022-02-11,33118.0
2022-02-14,34456.0
2022-02-15,33531.0
2022-02-16,38147.0
2022-02-17,40181.0
2022-02-18,43405.0
2022-02-21,44942.0
2022-02-22,42818.0
2022-02-23,45939.0
2022-02-24,42565.0
2022-02-25,35250.0
2022-02-28,36037.0
2022-03-01,37451.0
2022-03-02,37848.0
2022-03-03,37777.0
2022-03-04,38262.0
2022-03-07,37836.0
2022-03-08,36448.0
2022-03-09,37111.0
2022-03-10,36821.0
2022-03-11,35273.0
2022-03-14,33718.0
2022-03-15,31302.0
2022-03-16,31289.0
2022-03-17,30730.0
2022-03-18,31827.0
2022-03-21,31317.0
2022-03-22,31515.0
2022-03-23,31127.0
2022-03-24,30920.0
2022-03-25,32961.0
2022-03-28,32673.0
2022-03-29,35210.0
2022-03-30,35821.0
2022-03-31,37136.0
2022-04-01,37732.0
2022-04-06,39713.0
2022-04-07,40469.0
2022-04-08,40036.0
2022-04-11,38355.0
2022-04-12,40660.0
2022-04-13,39974.0
2022-04-14,43606.0
2022-04-15,44202.0
2022-04-18,43918.0
2022-04-19,40888.0
2022-04-20,39592.0
2022-04-21,39755.0
2022-04-22,37720.0
2022-04-25,33860.0
2022-04-26,31571.0
2022-04-27,31510.0
2022-04-28,30313.0
2022-04-29,28344.0
2022-05-05,29144.0
2022-05-06,30637.0
2022-05-09,31818.0
2022-05-10,32114.0
2022-05-11,30274.0
2022-05-12,32677.0
2022-05-13,32030.0
2022-05-16,31157.0
2022-05-17,29640.0
2022-05-18,30483.0
2022-05-19,30241.0
2022-05-20,30185.0
2022-05-23,30591.0
2022-05-24,31188.0
2022-05-25,32362.0
2022-05-26,32007.0
2022-05-27,29991.0
2022-05-30,30366.0
2022-05-31,30892.0
2022-06-01,32422.0
2022-06-02,32859.0
2022-06-06,32851.0
2022-06-07,33826.0
2022-06-08,35278.0
2022-06-09,34792.0
2022-06-10,36052.0
2022-06-13,36361.0
2022-06-14,35464.0
2022-06-15,34597.0
2022-06-16,34869.0
2022-06-17,34445.0
2022-06-20,37159.0
2022-06-21,37097.0
2022-06-22,37842.0
2022-06-23,37306.0
2022-06-24,35544.0
2022-06-27,35504.0
2022-06-28,34825.0
2022-06-29,33663.0
2022-06-30,35481.0
2022-07-01,34770.0
2022-07-04,35218.0
2022-07-05,34882.0
2022-07-06,35107.0
2022-07-07,34442.0
2022-07-08,34462.0
2022-07-11,35142.0
2022-07-12,38254.0
2022-07-13,37868.0
2022-07-14,38411.0
2022-07-15,39731.0
2022-07-18,38264.0
2022-07-19,37526.0
2022-07-20,37671.0
2022-07-21,39370.0
2022-07-22,39476.0
2022-07-25,38927.0
2022-07-26,39878.0
2022-07-27,40588.0
2022-07-28,41194.0
2022-07-29,40223.0
2022-08-01,43176.0
2022-08-02,42596.0
2022-08-03,42219.0
2022-08-04,40703.0
2022-08-05,40468.0
2022-08-08,42165.0
2022-08-09,41632.0
2022-08-10,40101.0
2022-08-11,39832.0
2022-08-12,40323.0
2022-08-15,40601.0
2022-08-16,40984.0
2022-08-17,40583.0
2022-08-19,38793.0
2022-08-22,36581.0
2022-08-23,34849.0
2022-08-24,34317.0
2022-08-25,32955.0
2022-08-26,32845.0
2022-08-29,35353.0
2022-08-30,38564.0
2022-08-31,39404.0
2022-09-01,41447.0
2022-09-02,40692.0
2022-09-05,38665.0
2022-09-06,38669.0
2022-09-07,40294.0
2022-09-08,37719.0
2022-09-09,35603.0
2022-09-13,35488.0
2022-09-14,34444.0
2022-09-15,36391.0
2022-09-16,36285.0
2022-09-19,37592.0
2022-09-20,38366.0
2022-09-21,39093.0
2022-09-22,40323.0
2022-09-23,39554.0
2022-09-26,39517.0
2022-09-27,40816.0
2022-09-28,40291.0
2022-09-29,41233.0
2022-09-30,39556.0
2022-10-10,42958.0
2022-10-11,42927.0
2022-10-12,42637.0
2022-10-13,42155.0
2022-10-14,42906.0
2022-10-17,43148.0
2022-10-18,42881.0
2022-10-19,42872.0
2022-10-20,44639.0
2022-10-21,43206.0
2022-10-24,41954.0
2022-10-25,40152.0
2022-10-26,38562.0
2022-10-27,39088.0
2022-10-28,40335.0
2022-10-31,42834.0
2022-11-01,40729.0
2022-11-02,39799.0
2022-11-03,39194.0
2022-11-04,38230.0
2022-11-07,35930.0
2022-11-08,36709.0
2022-11-09,37284.0
2022-11-10,35845.0
2022-11-11,37073.0
