trading_date,RM_total_oi
2018-05-16,921764.0
2018-05-17,897734.0
2018-05-18,907502.0
2018-05-21,934378.0
2018-05-22,926230.0
2018-05-23,956076.0
2018-05-24,999736.0
2018-05-25,956100.0
2018-05-28,954430.0
2018-05-29,962516.0
2018-05-30,958320.0
2018-05-31,967616.0
2018-06-01,956268.0
2018-06-04,953544.0
2018-06-05,951550.0
2018-06-06,949252.0
2018-06-07,968258.0
2018-06-08,1025418.0
2018-06-11,1013704.0
2018-06-12,1014128.0
2018-06-13,1024272.0
2018-06-14,990332.0
2018-06-15,951666.0
2018-06-19,879654.0
2018-06-20,868194.0
2018-06-21,869934.0
2018-06-22,880028.0
2018-06-25,853042.0
2018-06-26,837066.0
2018-06-27,860240.0
2018-06-28,831574.0
2018-06-29,833900.0
2018-07-02,885638.0
2018-07-03,870494.0
2018-07-04,847578.0
2018-07-05,877492.0
2018-07-06,866794.0
2018-07-09,870432.0
2018-07-10,904118.0
2018-07-11,932998.0
2018-07-12,941770.0
2018-07-13,938516.0
2018-07-16,961994.0
2018-07-17,985552.0
2018-07-18,992082.0
2018-07-19,983408.0
2018-07-20,963366.0
2018-07-23,978586.0
2018-07-24,989416.0
2018-07-25,996716.0
2018-07-26,997770.0
2018-07-27,990492.0
2018-07-30,975632.0
2018-07-31,968596.0
2018-08-01,963666.0
2018-08-02,938124.0
2018-08-03,936200.0
2018-08-06,895640.0
2018-08-07,881716.0
2018-08-08,898274.0
2018-08-09,885392.0
2018-08-10,879016.0
2018-08-13,851540.0
2018-08-14,860350.0
2018-08-15,858714.0
2018-08-16,826830.0
2018-08-17,812714.0
2018-08-20,803772.0
2018-08-21,798788.0
2018-08-22,833826.0
2018-08-23,877006.0
2018-08-24,898270.0
2018-08-27,978728.0
2018-08-28,973268.0
2018-08-29,980898.0
2018-08-30,974834.0
2018-08-31,971476.0
2018-09-03,1012286.0
2018-09-04,1050768.0
2018-09-05,1062558.0
2018-09-06,1082928.0
2018-09-07,1150992.0
2018-09-10,1139428.0
2018-09-11,1142462.0
2018-09-12,1157058.0
2018-09-13,1154992.0
2018-09-14,1115708.0
2018-09-17,1128944.0
2018-09-18,1188214.0
2018-09-19,1224884.0
2018-09-20,1243268.0
2018-09-21,1241104.0
2018-09-25,1270918.0
2018-09-26,1278752.0
2018-09-27,1263008.0
2018-09-28,1227030.0
2018-10-08,1217232.0
2018-10-09,1303756.0
2018-10-10,1340860.0
2018-10-11,1339546.0
2018-10-12,1367604.0
2018-10-15,1375966.0
2018-10-16,1351556.0
2018-10-17,1328110.0
2018-10-18,1328158.0
2018-10-19,1318176.0
2018-10-22,1347486.0
2018-10-23,1341682.0
2018-10-24,1349218.0
2018-10-25,1339568.0
2018-10-26,1377678.0
2018-10-29,1383016.0
2018-10-30,1344116.0
2018-10-31,1288866.0
2018-11-01,1251920.0
2018-11-02,1167436.0
2018-11-05,1086880.0
2018-11-06,1121046.0
2018-11-07,1120320.0
2018-11-08,1161646.0
2018-11-09,1166822.0
2018-11-12,1157028.0
2018-11-13,1145408.0
2018-11-14,1133544.0
2018-11-15,1115428.0
2018-11-16,1087792.0
2018-11-19,1066536.0
2018-11-20,1061486.0
2018-11-21,1058738.0
2018-11-22,1080904.0
2018-11-23,1065194.0
2018-11-26,1043312.0
2018-11-27,1042238.0
2018-11-28,1018356.0
2018-11-29,972094.0
2018-11-30,912136.0
2018-12-03,855120.0
2018-12-04,833548.0
2018-12-05,825606.0
2018-12-06,817294.0
2018-12-07,798238.0
2018-12-10,761206.0
2018-12-11,747586.0
2018-12-12,770470.0
2018-12-13,779894.0
2018-12-14,879580.0
2018-12-17,874316.0
2018-12-18,857496.0
2018-12-19,865268.0
2018-12-20,852596.0
2018-12-21,848898.0
2018-12-24,940338.0
2018-12-25,878516.0
2018-12-26,796746.0
2018-12-27,754234.0
2018-12-28,663484.0
2019-01-02,633894.0
2019-01-03,562804.0
2019-01-04,549118.0
2019-01-07,523852.0
2019-01-08,556616.0
2019-01-09,549536.0
2019-01-10,543862.0
2019-01-11,554640.0
2019-01-14,603074.0
2019-01-15,599854.0
2019-01-16,638334.0
2019-01-17,642768.0
2019-01-18,662770.0
2019-01-21,637144.0
2019-01-22,628640.0
2019-01-23,613764.0
2019-01-24,610842.0
2019-01-25,636674.0
2019-01-28,631798.0
2019-01-29,637790.0
2019-01-30,632714.0
2019-01-31,599990.0
2019-02-01,562680.0
2019-02-11,591582.0
2019-02-12,672270.0
2019-02-13,663628.0
2019-02-14,679120.0
2019-02-15,676556.0
2019-02-18,700814.0
2019-02-19,747638.0
2019-02-20,833254.0
2019-02-21,829624.0
2019-02-22,877734.0
2019-02-25,897732.0
2019-02-26,882874.0
2019-02-27,944384.0
2019-02-28,921002.0
2019-03-01,1052058.0
2019-03-04,947406.0
2019-03-05,966894.0
2019-03-06,976024.0
2019-03-07,906584.0
2019-03-08,990314.0
2019-03-11,905614.0
2019-03-12,829748.0
2019-03-13,837734.0
2019-03-14,785698.0
2019-03-15,778188.0
2019-03-18,756892.0
2019-03-19,771872.0
2019-03-20,767340.0
2019-03-21,763156.0
2019-03-22,792158.0
2019-03-25,768618.0
2019-03-26,745792.0
2019-03-27,800984.0
2019-03-28,777676.0
2019-03-29,752300.0
2019-04-01,762408.0
2019-04-02,697586.0
2019-04-03,692406.0
2019-04-04,678322.0
2019-04-08,674056.0
2019-04-09,706086.0
2019-04-10,710278.0
2019-04-11,697060.0
2019-04-12,733126.0
2019-04-15,695476.0
2019-04-16,686330.0
2019-04-17,689902.0
2019-04-18,691980.0
2019-04-19,708404.0
2019-04-22,713084.0
2019-04-23,709956.0
2019-04-24,729160.0
2019-04-25,754574.0
2019-04-26,740626.0
2019-04-29,721862.0
2019-04-30,702038.0
2019-05-06,658636.0
2019-05-07,646240.0
2019-05-08,652176.0
2019-05-09,629860.0
2019-05-10,609598.0
2019-05-13,671664.0
2019-05-14,652474.0
2019-05-15,676756.0
2019-05-16,751696.0
2019-05-17,759526.0
2019-05-20,810602.0
2019-05-21,876970.0
2019-05-22,841940.0
2019-05-23,836882.0
2019-05-24,832358.0
2019-05-27,827594.0
2019-05-28,846592.0
2019-05-29,915998.0
2019-05-30,792628.0
2019-05-31,776124.0
2019-06-03,786578.0
2019-06-04,809334.0
2019-06-05,798832.0
2019-06-06,750080.0
2019-06-10,748252.0
2019-06-11,752054.0
2019-06-12,740338.0
2019-06-13,779364.0
2019-06-14,775416.0
2019-06-17,778194.0
2019-06-18,774308.0
2019-06-19,731342.0
2019-06-20,782698.0
2019-06-21,891744.0
2019-06-24,1023954.0
2019-06-25,1089990.0
2019-06-26,1072050.0
2019-06-27,1031562.0
2019-06-28,1034392.0
2019-07-01,985944.0
2019-07-02,1014516.0
2019-07-03,1031240.0
2019-07-04,1040582.0
2019-07-05,1030296.0
2019-07-08,1058224.0
2019-07-09,1044388.0
2019-07-10,1038456.0
2019-07-11,1034118.0
2019-07-12,1015372.0
2019-07-15,1003324.0
2019-07-16,966682.0
2019-07-17,914848.0
2019-07-18,878656.0
2019-07-19,864132.0
2019-07-22,901034.0
2019-07-23,854712.0
2019-07-24,812912.0
2019-07-25,800914.0
2019-07-26,797858.0
2019-07-29,807120.0
2019-07-30,796720.0
2019-07-31,789058.0
2019-08-01,812096.0
2019-08-02,733298.0
2019-08-05,711492.0
2019-08-06,703758.0
2019-08-07,722634.0
2019-08-08,739824.0
2019-08-09,708830.0
2019-08-12,689664.0
2019-08-13,699432.0
2019-08-14,621678.0
2019-08-15,620316.0
2019-08-16,590634.0
2019-08-19,587050.0
2019-08-20,588392.0
2019-08-21,597918.0
2019-08-22,605210.0
2019-08-23,606466.0
2019-08-26,580942.0
2019-08-27,560580.0
2019-08-28,559994.0
2019-08-29,580396.0
2019-08-30,599320.0
2019-09-02,606548.0
2019-09-03,622006.0
2019-09-04,630734.0
2019-09-05,608588.0
2019-09-06,570494.0
2019-09-09,595000.0
2019-09-10,591536.0
2019-09-11,646436.0
2019-09-12,616860.0
2019-09-16,628172.0
2019-09-17,639444.0
2019-09-18,640456.0
2019-09-19,612676.0
2019-09-20,602630.0
2019-09-23,594854.0
2019-09-24,595094.0
2019-09-25,565156.0
2019-09-26,533162.0
2019-09-27,490842.0
2019-09-30,433986.0
2019-10-08,451622.0
2019-10-09,522376.0
2019-10-10,519640.0
2019-10-11,556258.0
2019-10-14,532754.0
2019-10-15,542124.0
2019-10-16,559036.0
2019-10-17,563842.0
2019-10-18,579866.0
2019-10-21,607786.0
2019-10-22,619816.0
2019-10-23,617054.0
2019-10-24,619232.0
2019-10-25,593042.0
2019-10-28,578018.0
2019-10-29,572350.0
2019-10-30,594250.0
2019-10-31,606246.0
2019-11-01,609734.0
2019-11-04,609378.0
2019-11-05,636008.0
2019-11-06,675258.0
2019-11-07,676856.0
2019-11-08,651816.0
2019-11-11,659498.0
2019-11-12,668734.0
2019-11-13,690762.0
2019-11-14,693758.0
2019-11-15,671554.0
2019-11-18,662612.0
2019-11-19,648610.0
2019-11-20,630414.0
2019-11-21,623030.0
2019-11-22,647606.0
2019-11-25,634292.0
2019-11-26,610430.0
2019-11-27,615358.0
2019-11-28,603970.0
2019-11-29,640252.0
2019-12-02,610658.0
2019-12-03,629622.0
2019-12-04,605178.0
2019-12-05,605514.0
2019-12-06,597942.0
2019-12-09,599780.0
2019-12-10,612250.0
2019-12-11,621596.0
2019-12-12,602182.0
2019-12-13,593758.0
2019-12-16,620504.0
2019-12-17,606908.0
2019-12-18,632420.0
2019-12-19,653382.0
2019-12-20,659822.0
2019-12-23,645992.0
2019-12-24,648026.0
2019-12-25,643194.0
2019-12-26,676638.0
2019-12-27,629046.0
2019-12-30,661538.0
2019-12-31,659908.0
2020-01-02,336310.0
2020-01-03,335641.0
2020-01-06,335267.0
2020-01-07,355576.0
2020-01-08,360529.0
2020-01-09,363953.0
2020-01-10,360561.0
2020-01-13,358248.0
2020-01-14,380006.0
2020-01-15,366413.0
2020-01-16,372781.0
2020-01-17,375541.0
2020-01-20,376646.0
2020-01-21,379762.0
2020-01-22,377950.0
2020-01-23,356519.0
2020-02-03,338480.0
2020-02-04,346858.0
2020-02-05,359083.0
2020-02-06,366901.0
2020-02-07,366750.0
2020-02-10,370752.0
2020-02-11,368525.0
2020-02-12,366428.0
2020-02-13,388688.0
2020-02-14,390596.0
2020-02-17,395936.0
2020-02-18,390029.0
2020-02-19,389095.0
2020-02-20,389986.0
2020-02-21,391556.0
2020-02-24,393850.0
2020-02-25,382604.0
2020-02-26,393310.0
2020-02-27,403903.0
2020-02-28,400346.0
2020-03-02,457519.0
2020-03-03,475627.0
2020-03-04,487530.0
2020-03-05,491928.0
2020-03-06,480174.0
2020-03-09,409411.0
2020-03-10,390007.0
2020-03-11,366271.0
2020-03-12,364067.0
2020-03-13,359322.0
2020-03-16,369266.0
2020-03-17,376898.0
2020-03-18,363988.0
2020-03-19,338247.0
2020-03-20,346264.0
2020-03-23,386055.0
2020-03-24,365788.0
2020-03-25,382938.0
2020-03-26,366645.0
2020-03-27,388294.0
2020-03-30,399801.0
2020-03-31,438422.0
2020-04-01,460398.0
2020-04-02,404750.0
2020-04-03,397995.0
2020-04-07,373964.0
2020-04-08,379156.0
2020-04-09,393880.0
2020-04-10,400899.0
2020-04-13,412195.0
2020-04-14,398924.0
2020-04-15,402380.0
2020-04-16,411990.0
2020-04-17,406271.0
2020-04-20,407137.0
2020-04-21,399767.0
2020-04-22,397619.0
2020-04-23,397776.0
2020-04-24,401796.0
2020-04-27,443382.0
2020-04-28,425474.0
2020-04-29,409965.0
2020-04-30,405811.0
2020-05-06,421339.0
2020-05-07,454655.0
2020-05-08,460191.0
2020-05-11,451936.0
2020-05-12,453362.0
2020-05-13,463221.0
2020-05-14,452420.0
2020-05-15,466020.0
2020-05-18,443459.0
2020-05-19,449243.0
2020-05-20,445255.0
2020-05-21,498966.0
2020-05-22,465314.0
2020-05-25,439745.0
2020-05-26,442237.0
2020-05-27,441849.0
2020-05-28,444398.0
2020-05-29,438648.0
2020-06-01,459009.0
2020-06-02,453645.0
2020-06-03,458144.0
2020-06-04,466349.0
2020-06-05,462303.0
2020-06-08,453116.0
2020-06-09,450945.0
2020-06-10,461543.0
2020-06-11,471773.0
2020-06-12,432347.0
2020-06-15,443185.0
2020-06-16,441136.0
2020-06-17,450202.0
2020-06-18,436243.0
2020-06-19,442471.0
2020-06-22,424940.0
2020-06-23,411384.0
2020-06-24,396320.0
2020-06-29,424936.0
2020-06-30,402772.0
2020-07-01,401087.0
2020-07-02,402190.0
2020-07-03,405015.0
2020-07-06,407796.0
2020-07-07,390981.0
2020-07-08,411685.0
2020-07-09,412685.0
2020-07-10,422128.0
2020-07-13,423860.0
2020-07-14,427085.0
2020-07-15,425346.0
2020-07-16,408627.0
2020-07-17,405194.0
2020-07-20,447379.0
2020-07-21,442832.0
2020-07-22,446793.0
2020-07-23,456305.0
2020-07-24,446911.0
2020-07-27,472892.0
2020-07-28,460266.0
2020-07-29,431644.0
2020-07-30,429724.0
2020-07-31,423668.0
2020-08-03,443914.0
2020-08-04,443758.0
2020-08-05,451958.0
2020-08-06,451938.0
2020-08-07,465396.0
2020-08-10,457988.0
2020-08-11,451788.0
2020-08-12,447662.0
2020-08-13,418483.0
2020-08-14,411223.0
2020-08-17,401804.0
2020-08-18,412093.0
2020-08-19,418483.0
2020-08-20,408638.0
2020-08-21,419178.0
2020-08-24,408820.0
2020-08-25,399015.0
2020-08-26,420757.0
2020-08-27,437816.0
2020-08-28,431631.0
2020-08-31,431558.0
2020-09-01,435452.0
2020-09-02,443326.0
2020-09-03,446746.0
2020-09-04,484139.0
2020-09-07,483044.0
2020-09-08,483093.0
2020-09-09,463789.0
2020-09-10,463195.0
2020-09-11,536577.0
2020-09-14,549733.0
2020-09-15,532831.0
2020-09-16,513767.0
2020-09-17,503078.0
2020-09-18,512284.0
2020-09-21,487861.0
2020-09-22,466057.0
2020-09-23,457085.0
2020-09-24,443196.0
2020-09-25,434103.0
2020-09-28,392740.0
2020-09-29,371161.0
2020-09-30,344181.0
2020-10-09,352352.0
2020-10-12,476705.0
2020-10-13,466840.0
2020-10-14,459024.0
2020-10-15,459715.0
2020-10-16,450015.0
2020-10-19,437802.0
2020-10-20,509377.0
2020-10-21,505145.0
2020-10-22,503348.0
2020-10-23,447818.0
2020-10-26,451106.0
2020-10-27,475502.0
2020-10-28,503317.0
2020-10-29,469372.0
2020-10-30,451363.0
2020-11-02,475162.0
2020-11-03,485891.0
2020-11-04,488900.0
2020-11-05,635127.0
2020-11-06,593007.0
2020-11-09,525811.0
2020-11-10,456120.0
2020-11-11,474020.0
2020-11-12,449760.0
2020-11-13,459441.0
2020-11-16,486331.0
2020-11-17,482259.0
2020-11-18,465882.0
2020-11-19,501351.0
2020-11-20,516479.0
2020-11-23,533468.0
2020-11-24,512608.0
2020-11-25,495731.0
2020-11-26,491263.0
2020-11-27,483467.0
2020-11-30,493729.0
2020-12-01,467638.0
2020-12-02,471118.0
2020-12-03,470284.0
2020-12-04,476535.0
2020-12-07,458086.0
2020-12-08,447863.0
2020-12-09,437333.0
2020-12-10,430805.0
2020-12-11,442891.0
2020-12-14,432027.0
2020-12-15,423076.0
2020-12-16,423797.0
2020-12-17,415192.0
2020-12-18,416808.0
2020-12-21,447667.0
2020-12-22,436120.0
2020-12-23,462903.0
2020-12-24,446019.0
2020-12-25,441647.0
2020-12-28,441325.0
2020-12-29,424634.0
2020-12-30,452964.0
2020-12-31,478995.0
2021-01-04,483364.0
2021-01-05,478268.0
2021-01-06,499947.0
2021-01-07,502121.0
2021-01-08,517279.0
2021-01-11,523612.0
2021-01-12,525208.0
2021-01-13,564807.0
2021-01-14,560451.0
2021-01-15,540890.0
2021-01-18,518303.0
2021-01-19,516006.0
2021-01-20,520298.0
2021-01-21,501521.0
2021-01-22,489095.0
2021-01-25,478731.0
2021-01-26,486996.0
2021-01-27,490569.0
2021-01-28,484231.0
2021-01-29,497901.0
2021-02-01,499904.0
2021-02-02,524378.0
2021-02-03,512775.0
2021-02-04,511862.0
2021-02-05,504464.0
2021-02-08,474936.0
2021-02-09,478357.0
2021-02-10,451485.0
2021-02-18,471997.0
2021-02-19,515932.0
2021-02-22,544801.0
2021-02-23,573113.0
2021-02-24,572570.0
2021-02-25,563840.0
2021-02-26,556703.0
2021-03-01,522159.0
2021-03-02,535863.0
2021-03-03,536621.0
2021-03-04,530595.0
2021-03-05,521450.0
2021-03-08,526747.0
2021-03-09,528865.0
2021-03-10,546469.0
2021-03-11,595317.0
2021-03-12,572612.0
2021-03-15,588874.0
2021-03-16,566316.0
2021-03-17,529309.0
2021-03-18,517675.0
2021-03-19,526527.0
2021-03-22,514578.0
2021-03-23,524800.0
2021-03-24,537632.0
2021-03-25,556609.0
2021-03-26,578395.0
2021-03-29,544718.0
2021-03-30,552802.0
2021-03-31,553821.0
2021-04-01,612871.0
2021-04-02,559207.0
2021-04-06,560817.0
2021-04-07,581679.0
2021-04-08,571381.0
2021-04-09,574932.0
2021-04-12,556006.0
2021-04-13,553824.0
2021-04-14,544941.0
2021-04-15,558245.0
2021-04-16,539600.0
2021-04-19,537929.0
2021-04-20,544196.0
2021-04-21,576420.0
2021-04-22,574347.0
2021-04-23,578632.0
2021-04-26,586414.0
2021-04-27,609089.0
2021-04-28,575493.0
2021-04-29,566485.0
2021-04-30,550357.0
2021-05-06,572431.0
2021-05-07,627656.0
2021-05-10,630671.0
2021-05-11,615670.0
2021-05-12,617433.0
2021-05-13,604720.0
2021-05-14,581763.0
2021-05-17,589788.0
2021-05-18,599265.0
2021-05-19,604342.0
2021-05-20,592024.0
2021-05-21,587344.0
2021-05-24,569217.0
2021-05-25,558792.0
2021-05-26,547788.0
2021-05-27,544165.0
2021-05-28,527585.0
2021-05-31,533156.0
2021-06-01,552239.0
2021-06-02,575609.0
2021-06-03,616985.0
2021-06-04,636815.0
2021-06-07,598002.0
2021-06-08,582707.0
2021-06-09,561899.0
2021-06-10,576934.0
2021-06-11,576943.0
2021-06-15,606327.0
2021-06-16,604490.0
2021-06-17,587012.0
2021-06-18,589575.0
2021-06-21,581147.0
2021-06-22,572481.0
2021-06-23,565848.0
2021-06-24,577106.0
2021-06-25,574733.0
2021-06-28,583095.0
2021-06-29,565788.0
2021-06-30,567262.0
2021-07-01,580872.0
2021-07-02,621436.0
2021-07-05,614509.0
2021-07-06,624491.0
2021-07-07,603452.0
2021-07-08,615744.0
2021-07-09,628881.0
2021-07-12,596524.0
2021-07-13,592478.0
2021-07-14,621925.0
2021-07-15,631898.0
2021-07-16,634448.0
2021-07-19,664556.0
2021-07-20,657591.0
2021-07-21,637612.0
2021-07-22,658187.0
2021-07-23,656732.0
2021-07-26,669374.0
2021-07-27,658956.0
2021-07-28,660230.0
2021-07-29,650990.0
2021-07-30,666804.0
2021-08-02,685042.0
2021-08-03,673124.0
2021-08-04,682094.0
2021-08-05,712291.0
2021-08-06,713666.0
2021-08-09,720189.0
2021-08-10,716296.0
2021-08-11,680850.0
2021-08-12,679442.0
2021-08-13,666499.0
2021-08-16,682999.0
2021-08-17,742832.0
2021-08-18,750664.0
2021-08-19,659871.0
2021-08-20,636248.0
2021-08-23,618827.0
2021-08-24,616859.0
2021-08-25,640026.0
2021-08-26,596452.0
2021-08-27,565373.0
2021-08-30,545007.0
2021-08-31,532701.0
2021-09-01,539450.0
2021-09-02,534023.0
2021-09-03,551578.0
2021-09-06,560925.0
2021-09-07,555635.0
2021-09-08,596550.0
2021-09-09,661277.0
2021-09-10,632328.0
2021-09-13,590263.0
2021-09-14,609725.0
2021-09-15,623047.0
2021-09-16,640545.0
2021-09-17,633483.0
2021-09-22,633045.0
2021-09-23,631231.0
2021-09-24,616762.0
2021-09-27,589337.0
2021-09-28,575661.0
2021-09-29,545265.0
2021-09-30,523732.0
2021-10-08,555613.0
2021-10-11,556577.0
2021-10-12,565921.0
2021-10-13,601785.0
2021-10-14,607572.0
2021-10-15,607138.0
2021-10-18,624962.0
2021-10-19,621212.0
2021-10-20,629391.0
2021-10-21,644055.0
2021-10-22,624602.0
2021-10-25,631710.0
2021-10-26,656817.0
2021-10-27,647236.0
2021-10-28,606840.0
2021-10-29,597217.0
2021-11-01,660833.0
2021-11-02,669886.0
2021-11-03,639237.0
2021-11-04,581115.0
2021-11-05,583384.0
2021-11-08,562100.0
2021-11-09,565920.0
2021-11-10,536366.0
2021-11-11,531854.0
2021-11-12,523604.0
2021-11-15,519404.0
2021-11-16,542123.0
2021-11-17,557373.0
2021-11-18,543213.0
2021-11-19,559019.0
2021-11-22,521123.0
2021-11-23,549213.0
2021-11-24,551777.0
2021-11-25,544233.0
2021-11-26,535627.0
2021-11-29,540880.0
2021-11-30,546480.0
2021-12-01,528842.0
2021-12-02,540542.0
2021-12-03,532078.0
2021-12-06,532069.0
2021-12-07,536414.0
2021-12-08,534156.0
2021-12-09,585269.0
2021-12-10,586442.0
2021-12-13,575047.0
2021-12-14,593393.0
2021-12-15,671656.0
2021-12-16,648192.0
2021-12-17,691150.0
2021-12-20,672823.0
2021-12-21,650377.0
2021-12-22,628780.0
2021-12-23,680345.0
2021-12-24,700120.0
2021-12-27,638700.0
2021-12-28,659294.0
2021-12-29,626656.0
2021-12-30,622376.0
2021-12-31,596926.0
2022-01-04,668968.0
2022-01-05,670074.0
2022-01-06,651027.0
2022-01-07,660364.0
2022-01-10,666234.0
2022-01-11,665117.0
2022-01-12,714180.0
2022-01-13,713771.0
2022-01-14,722063.0
2022-01-17,711763.0
2022-01-18,719538.0
2022-01-19,739358.0
2022-01-20,751119.0
2022-01-21,788785.0
2022-01-24,809406.0
2022-01-25,830496.0
2022-01-26,835698.0
2022-01-27,799669.0
2022-01-28,732739.0
2022-02-07,752460.0
2022-02-08,751181.0
2022-02-09,795689.0
2022-02-10,828285.0
2022-02-11,814823.0
2022-02-14,829296.0
2022-02-15,833313.0
2022-02-16,884659.0
2022-02-17,939095.0
2022-02-18,948592.0
2022-02-21,925697.0
2022-02-22,944495.0
2022-02-23,960383.0
2022-02-24,907759.0
2022-02-25,807211.0
2022-02-28,782311.0
2022-03-01,795328.0
2022-03-02,809277.0
2022-03-03,817215.0
2022-03-04,824602.0
2022-03-07,874493.0
2022-03-08,865382.0
2022-03-09,829574.0
2022-03-10,817404.0
2022-03-11,802770.0
2022-03-14,781314.0
2022-03-15,727404.0
2022-03-16,711953.0
2022-03-17,708434.0
2022-03-18,733613.0
2022-03-21,760228.0
2022-03-22,773921.0
2022-03-23,764793.0
2022-03-24,748801.0
2022-03-25,739125.0
2022-03-28,741223.0
2022-03-29,736497.0
2022-03-30,712736.0
2022-03-31,712076.0
2022-04-01,659756.0
2022-04-06,655909.0
2022-04-07,681020.0
2022-04-08,711185.0
2022-04-11,710730.0
2022-04-12,705048.0
2022-04-13,729194.0
2022-04-14,731931.0
2022-04-15,716320.0
2022-04-18,740040.0
2022-04-19,735509.0
2022-04-20,733742.0
2022-04-21,726707.0
2022-04-22,693310.0
2022-04-25,658380.0
2022-04-26,658618.0
2022-04-27,644584.0
2022-04-28,614553.0
2022-04-29,551793.0
2022-05-05,536579.0
2022-05-06,494382.0
2022-05-09,478357.0
2022-05-10,456990.0
2022-05-11,452902.0
2022-05-12,438789.0
2022-05-13,419937.0
2022-05-16,419248.0
2022-05-17,416262.0
2022-05-18,422137.0
2022-05-19,420051.0
2022-05-20,420436.0
2022-05-23,416080.0
2022-05-24,402719.0
2022-05-25,392570.0
2022-05-26,393368.0
2022-05-27,381894.0
2022-05-30,386482.0
2022-05-31,380539.0
2022-06-01,376517.0
2022-06-02,360543.0
2022-06-06,367960.0
2022-06-07,375995.0
2022-06-08,380221.0
2022-06-09,384586.0
2022-06-10,406735.0
2022-06-13,384103.0
2022-06-14,374442.0
2022-06-15,376064.0
2022-06-16,382802.0
2022-06-17,376453.0
2022-06-20,376866.0
2022-06-21,375564.0
2022-06-22,383005.0
2022-06-23,378839.0
2022-06-24,373697.0
2022-06-27,368191.0
2022-06-28,375602.0
2022-06-29,378099.0
2022-06-30,370553.0
2022-07-01,373503.0
2022-07-04,367870.0
2022-07-05,373144.0
2022-07-06,376152.0
2022-07-07,373886.0
2022-07-08,377251.0
2022-07-11,387319.0
2022-07-12,390439.0
2022-07-13,400232.0
2022-07-14,401991.0
2022-07-15,405252.0
2022-07-18,423454.0
2022-07-19,409227.0
2022-07-20,419281.0
2022-07-21,427521.0
2022-07-22,428570.0
2022-07-25,439992.0
2022-07-26,431871.0
2022-07-27,427330.0
2022-07-28,425287.0
2022-07-29,415153.0
2022-08-01,398195.0
2022-08-02,399818.0
2022-08-03,390429.0
2022-08-04,397319.0
2022-08-05,411361.0
2022-08-08,395614.0
2022-08-09,403643.0
2022-08-10,401674.0
2022-08-11,408880.0
2022-08-12,426354.0
2022-08-15,420613.0
2022-08-16,415011.0
2022-08-17,426557.0
2022-08-18,435382.0
2022-08-19,437490.0
2022-08-22,436049.0
2022-08-23,466421.0
2022-08-24,483721.0
2022-08-25,469503.0
2022-08-26,458710.0
2022-08-29,437930.0
2022-08-30,428727.0
2022-08-31,421286.0
2022-09-01,436205.0
2022-09-02,456423.0
2022-09-05,484488.0
2022-09-06,489015.0
2022-09-07,509204.0
2022-09-08,519350.0
2022-09-09,521227.0
2022-09-13,557994.0
2022-09-14,549225.0
2022-09-15,529061.0
2022-09-16,521006.0
2022-09-19,529279.0
2022-09-20,539195.0
2022-09-21,537389.0
2022-09-22,573405.0
2022-09-23,574196.0
2022-09-26,561682.0
2022-09-27,590965.0
2022-09-28,626492.0
2022-09-29,651664.0
2022-09-30,610814.0
2022-10-10,618275.0
2022-10-11,655265.0
2022-10-12,680569.0
2022-10-13,704309.0
2022-10-14,754548.0
2022-10-17,721683.0
2022-10-18,718464.0
2022-10-19,730007.0
2022-10-20,726609.0
2022-10-21,721156.0
2022-10-24,678254.0
2022-10-25,681960.0
2022-10-26,677905.0
2022-10-27,675819.0
2022-10-28,671563.0
2022-10-31,681451.0
2022-11-01,703914.0
2022-11-02,711622.0
2022-11-03,700426.0
2022-11-04,696652.0
2022-11-07,702868.0
2022-11-08,727333.0
2022-11-09,742616.0
2022-11-10,780252.0
2022-11-11,791654.0
