trading_date,RB_total_oi
2018-03-26,4051092.0
2018-03-27,3943926.0
2018-03-28,3768798.0
2018-03-29,3769056.0
2018-03-30,3740800.0
2018-04-02,3628694.0
2018-04-03,3587064.0
2018-04-04,3564364.0
2018-04-09,3668600.0
2018-04-10,3684834.0
2018-04-11,3605366.0
2018-04-12,3565282.0
2018-04-13,3675658.0
2018-04-16,3559104.0
2018-04-17,3577556.0
2018-04-18,3489082.0
2018-04-19,3370932.0
2018-04-20,3363324.0
2018-04-23,3278976.0
2018-04-24,3281116.0
2018-04-25,3339014.0
2018-04-26,3323360.0
2018-04-27,3196320.0
2018-05-02,3533034.0
2018-05-03,3367004.0
2018-05-04,3311356.0
2018-05-07,3256072.0
2018-05-08,3277918.0
2018-05-09,3469956.0
2018-05-10,3396188.0
2018-05-11,3333514.0
2018-05-14,3264804.0
2018-05-15,3218624.0
2018-05-16,3146950.0
2018-05-17,3230200.0
2018-05-18,3361768.0
2018-05-21,3455634.0
2018-05-22,3486090.0
2018-05-23,3522018.0
2018-05-24,3504278.0
2018-05-25,3454958.0
2018-05-28,3476286.0
2018-05-29,3428344.0
2018-05-30,3417242.0
2018-05-31,3543180.0
2018-06-01,3616396.0
2018-06-04,3619144.0
2018-06-05,3605142.0
2018-06-06,3764536.0
2018-06-07,3787894.0
2018-06-08,3762124.0
2018-06-11,3777008.0
2018-06-12,3781300.0
2018-06-13,3853404.0
2018-06-14,4009996.0
2018-06-15,3872410.0
2018-06-19,3611140.0
2018-06-20,3800334.0
2018-06-21,3918068.0
2018-06-22,3878584.0
2018-06-25,4041348.0
2018-06-26,4208548.0
2018-06-27,4251790.0
2018-06-28,4121420.0
2018-06-29,4051520.0
2018-07-02,3902700.0
2018-07-03,3834336.0
2018-07-04,3907818.0
2018-07-05,3832942.0
2018-07-06,3733938.0
2018-07-09,3906888.0
2018-07-10,4115792.0
2018-07-11,4204130.0
2018-07-12,4428662.0
2018-07-13,4372162.0
2018-07-16,4218832.0
2018-07-17,3925082.0
2018-07-18,3958260.0
2018-07-19,4081966.0
2018-07-20,4136986.0
2018-07-23,4247180.0
2018-07-24,4011214.0
2018-07-25,4139968.0
2018-07-26,4218114.0
2018-07-27,4365446.0
2018-07-30,4220896.0
2018-07-31,4179814.0
2018-08-01,3937558.0
2018-08-02,3887216.0
2018-08-03,3848548.0
2018-08-06,3895402.0
2018-08-07,3926032.0
2018-08-08,3977062.0
2018-08-09,3871842.0
2018-08-10,3819030.0
2018-08-13,3980422.0
2018-08-14,3806522.0
2018-08-15,3816484.0
2018-08-16,3766822.0
2018-08-17,3843634.0
2018-08-20,3859412.0
2018-08-21,3810210.0
2018-08-22,3752470.0
2018-08-23,3685376.0
2018-08-24,3871142.0
2018-08-27,3499538.0
2018-08-28,3446250.0
2018-08-29,3487178.0
2018-08-30,3415614.0
2018-08-31,3390822.0
2018-09-03,3581550.0
2018-09-04,3636920.0
2018-09-05,3619186.0
2018-09-06,3724404.0
2018-09-07,3723382.0
2018-09-10,3840398.0
2018-09-11,3679964.0
2018-09-12,3644088.0
2018-09-13,3497582.0
2018-09-14,3523914.0
2018-09-17,3478662.0
2018-09-18,3588654.0
2018-09-19,3517710.0
2018-09-20,3486826.0
2018-09-21,3321938.0
2018-09-25,3384454.0
2018-09-26,3347500.0
2018-09-27,3169250.0
2018-09-28,2925720.0
2018-10-08,2989144.0
2018-10-09,3037626.0
2018-10-10,3031634.0
2018-10-11,3067270.0
2018-10-12,3119418.0
2018-10-15,3266276.0
2018-10-16,3296380.0
2018-10-17,3500984.0
2018-10-18,3452752.0
2018-10-19,3432194.0
2018-10-22,3455210.0
2018-10-23,3471640.0
2018-10-24,3609294.0
2018-10-25,3628106.0
2018-10-26,3682588.0
2018-10-29,3581832.0
2018-10-30,3538450.0
2018-10-31,3559650.0
2018-11-01,3544476.0
2018-11-02,3511800.0
2018-11-05,3620260.0
2018-11-06,3859034.0
2018-11-07,3869494.0
2018-11-08,3819664.0
2018-11-09,3829462.0
2018-11-12,3868196.0
2018-11-13,3795946.0
2018-11-14,3784536.0
2018-11-15,3774096.0
2018-11-16,3717806.0
2018-11-19,3640742.0
2018-11-20,3744510.0
2018-11-21,3450676.0
2018-11-22,3432118.0
2018-11-23,3482174.0
2018-11-26,3428468.0
2018-11-27,3402900.0
2018-11-28,3491360.0
2018-11-29,3541058.0
2018-11-30,3597566.0
2018-12-03,3334310.0
2018-12-04,3380304.0
2018-12-05,3244272.0
2018-12-06,3247344.0
2018-12-07,3207190.0
2018-12-10,3425048.0
2018-12-11,3386716.0
2018-12-12,3402472.0
2018-12-13,3257784.0
2018-12-14,3224998.0
2018-12-17,3092534.0
2018-12-18,3006804.0
2018-12-19,3014720.0
2018-12-20,3229580.0
2018-12-21,3145068.0
2018-12-24,3046562.0
2018-12-25,2905490.0
2018-12-26,2939838.0
2018-12-27,2963714.0
2018-12-28,2815770.0
2019-01-02,2858542.0
2019-01-03,2900836.0
2019-01-04,2905602.0
2019-01-07,2957556.0
2019-01-08,2873350.0
2019-01-09,2870756.0
2019-01-10,3014324.0
2019-01-11,3037790.0
2019-01-14,3120294.0
2019-01-15,3085832.0
2019-01-16,3106110.0
2019-01-17,3162552.0
2019-01-18,3301726.0
2019-01-21,3281946.0
2019-01-22,3237934.0
2019-01-23,3278746.0
2019-01-24,3401944.0
2019-01-25,3425204.0
2019-01-28,3322472.0
2019-01-29,3264294.0
2019-01-30,3189922.0
2019-01-31,3076396.0
2019-02-01,2958326.0
2019-02-11,3230168.0
2019-02-12,3255500.0
2019-02-13,3279910.0
2019-02-14,3465580.0
2019-02-15,3615758.0
2019-02-18,3500688.0
2019-02-19,3500910.0
2019-02-20,3623998.0
2019-02-21,3528026.0
2019-02-22,3517844.0
2019-02-25,3603620.0
2019-02-26,3538884.0
2019-02-27,3574966.0
2019-02-28,3597510.0
2019-03-01,3588576.0
2019-03-04,3596142.0
2019-03-05,3328016.0
2019-03-06,3437972.0
2019-03-07,3381186.0
2019-03-08,3267008.0
2019-03-11,3417730.0
2019-03-12,3405138.0
2019-03-13,3458960.0
2019-03-14,3552908.0
2019-03-15,3556306.0
2019-03-18,3479398.0
2019-03-19,3523752.0
2019-03-20,3427404.0
2019-03-21,3416914.0
2019-03-22,3451396.0
2019-03-25,3802690.0
2019-03-26,3794282.0
2019-03-27,3763110.0
2019-03-28,3739216.0
2019-03-29,3450194.0
2019-04-01,3451458.0
2019-04-02,3264728.0
2019-04-03,3212272.0
2019-04-04,3279848.0
2019-04-08,3244438.0
2019-04-09,3296870.0
2019-04-10,3301330.0
2019-04-11,3346040.0
2019-04-12,3231392.0
2019-04-15,3348172.0
2019-04-16,3169872.0
2019-04-17,3149468.0
2019-04-18,3086540.0
2019-04-19,3109052.0
2019-04-22,3026564.0
2019-04-23,3150442.0
2019-04-24,3148764.0
2019-04-25,3089626.0
2019-04-26,3070054.0
2019-04-29,3019964.0
2019-04-30,2757650.0
2019-05-06,2719768.0
2019-05-07,2721674.0
2019-05-08,2865708.0
2019-05-09,2802602.0
2019-05-10,2760106.0
2019-05-13,2894268.0
2019-05-14,3005708.0
2019-05-15,3035124.0
2019-05-16,3081812.0
2019-05-17,2993976.0
2019-05-20,3000770.0
2019-05-21,3264666.0
2019-05-22,3131066.0
2019-05-23,3043104.0
2019-05-24,3012606.0
2019-05-27,3072492.0
2019-05-28,3081118.0
2019-05-29,3167422.0
2019-05-30,3313616.0
2019-05-31,3449046.0
2019-06-03,3521484.0
2019-06-04,3575980.0
2019-06-05,3587432.0
2019-06-06,3585094.0
2019-06-10,3727534.0
2019-06-11,3586658.0
2019-06-12,3483902.0
2019-06-13,3496884.0
2019-06-14,3526038.0
2019-06-17,3761044.0
2019-06-18,3838918.0
2019-06-19,3688046.0
2019-06-20,3738396.0
2019-06-21,3776656.0
2019-06-24,3552524.0
2019-06-25,3659962.0
2019-06-26,3481142.0
2019-06-27,3406096.0
2019-06-28,3535772.0
2019-07-01,3530884.0
2019-07-02,3450434.0
2019-07-03,3488570.0
2019-07-04,3467334.0
2019-07-05,3513864.0
2019-07-08,3411216.0
2019-07-09,3431076.0
2019-07-10,3429044.0
2019-07-11,3490544.0
2019-07-12,3611566.0
2019-07-15,3591718.0
2019-07-16,3508316.0
2019-07-17,3547392.0
2019-07-18,3548170.0
2019-07-19,3499602.0
2019-07-22,3569008.0
2019-07-23,3601906.0
2019-07-24,3742782.0
2019-07-25,3761918.0
2019-07-26,3727248.0
2019-07-29,4008286.0
2019-07-30,4030818.0
2019-07-31,3999746.0
2019-08-01,4242698.0
2019-08-02,4072408.0
2019-08-05,4145196.0
2019-08-06,4303898.0
2019-08-07,4221926.0
2019-08-08,4509624.0
2019-08-09,4459106.0
2019-08-12,4339076.0
2019-08-13,4381006.0
2019-08-14,4369068.0
2019-08-15,4220318.0
2019-08-16,4256962.0
2019-08-19,4174166.0
2019-08-20,4247274.0
2019-08-21,4278298.0
2019-08-22,4427484.0
2019-08-23,4398140.0
2019-08-26,4386834.0
2019-08-27,4693410.0
2019-08-28,4617664.0
2019-08-29,4700850.0
2019-08-30,4498164.0
2019-09-02,4364484.0
2019-09-03,4265332.0
2019-09-04,4119504.0
2019-09-05,4141592.0
2019-09-06,3976146.0
2019-09-09,4051300.0
2019-09-10,3906144.0
2019-09-11,3888712.0
2019-09-12,3894990.0
2019-09-16,3903336.0
2019-09-17,3805888.0
2019-09-18,3745806.0
2019-09-19,3883670.0
2019-09-20,3895634.0
2019-09-23,3772514.0
2019-09-24,3841952.0
2019-09-25,3754488.0
2019-09-26,3641626.0
2019-09-27,3485680.0
2019-09-30,3221012.0
2019-10-08,3480764.0
2019-10-09,3727510.0
2019-10-10,3763124.0
2019-10-11,3848918.0
2019-10-14,4053370.0
2019-10-15,4171796.0
2019-10-16,4242434.0
2019-10-17,4284640.0
2019-10-18,4394056.0
2019-10-21,4399264.0
2019-10-22,4456582.0
2019-10-23,4455308.0
2019-10-24,4469822.0
2019-10-25,4401502.0
2019-10-28,4325794.0
2019-10-29,4302568.0
2019-10-30,4344244.0
2019-10-31,4295656.0
2019-11-01,4230474.0
2019-11-04,4303006.0
2019-11-05,4485972.0
2019-11-06,4426196.0
2019-11-07,4380706.0
2019-11-08,4339608.0
2019-11-11,4302490.0
2019-11-12,4425520.0
2019-11-13,4325890.0
2019-11-14,4519798.0
2019-11-15,4528452.0
2019-11-18,4527682.0
2019-11-19,4580846.0
2019-11-20,4583520.0
2019-11-21,4473190.0
2019-11-22,4528914.0
2019-11-25,4485962.0
2019-11-26,4299898.0
2019-11-27,4272870.0
2019-11-28,4212926.0
2019-11-29,4183570.0
2019-12-02,4162716.0
2019-12-03,4140496.0
2019-12-04,4108914.0
2019-12-05,4095706.0
2019-12-06,4109102.0
2019-12-09,4042648.0
2019-12-10,3983378.0
2019-12-11,3996482.0
2019-12-12,3974434.0
2019-12-13,3928548.0
2019-12-16,3923278.0
2019-12-17,3877508.0
2019-12-18,3792162.0
2019-12-19,3761994.0
2019-12-20,3655162.0
2019-12-23,3713826.0
2019-12-24,3734834.0
2019-12-25,3723286.0
2019-12-26,3734240.0
2019-12-27,3747320.0
2019-12-30,3713490.0
2019-12-31,3577880.0
2020-01-02,1745654.0
2020-01-03,1688272.0
2020-01-06,1662205.0
2020-01-07,1669052.0
2020-01-08,1679703.0
2020-01-09,1607068.0
2020-01-10,1619900.0
2020-01-13,1585850.0
2020-01-14,1594106.0
2020-01-15,1590232.0
2020-01-16,1632609.0
2020-01-17,1712889.0
2020-01-20,1714567.0
2020-01-21,1652562.0
2020-01-22,1619667.0
2020-01-23,1649390.0
2020-02-03,1728737.0
2020-02-04,1799587.0
2020-02-05,1921598.0
2020-02-06,2026837.0
2020-02-07,2102235.0
2020-02-10,2133418.0
2020-02-11,2101688.0
2020-02-12,2108033.0
2020-02-13,2203717.0
2020-02-14,2252911.0
2020-02-17,2368054.0
2020-02-18,2365381.0
2020-02-19,2364279.0
2020-02-20,2365870.0
2020-02-21,2400620.0
2020-02-24,2343346.0
2020-02-25,2340114.0
2020-02-26,2390026.0
2020-02-27,2431250.0
2020-02-28,2449760.0
2020-03-02,2437532.0
2020-03-03,2481708.0
2020-03-04,2504902.0
2020-03-05,2528523.0
2020-03-06,2528039.0
2020-03-09,2509408.0
2020-03-10,2463760.0
2020-03-11,2456587.0
2020-03-12,2408634.0
2020-03-13,2334834.0
2020-03-16,2317649.0
2020-03-17,2237741.0
2020-03-18,2228132.0
2020-03-19,2137711.0
2020-03-20,2061011.0
2020-03-23,2124137.0
2020-03-24,2034987.0
2020-03-25,2033823.0
2020-03-26,2028963.0
2020-03-27,2041675.0
2020-03-30,2105363.0
2020-03-31,2107433.0
2020-04-01,2261182.0
2020-04-02,2135657.0
2020-04-03,2066129.0
2020-04-07,2079770.0
2020-04-08,2021510.0
2020-04-09,2015893.0
2020-04-10,1979577.0
2020-04-13,1997076.0
2020-04-14,1965295.0
2020-04-15,1963654.0
2020-04-16,1941130.0
2020-04-17,1903682.0
2020-04-20,1920802.0
2020-04-21,1900578.0
2020-04-22,1937879.0
2020-04-23,1897271.0
2020-04-24,1870635.0
2020-04-27,1850195.0
2020-04-28,1864154.0
2020-04-29,1868872.0
2020-04-30,1786134.0
2020-05-06,1760041.0
2020-05-07,1876223.0
2020-05-08,1854714.0
2020-05-11,1841072.0
2020-05-12,1865807.0
2020-05-13,1856770.0
2020-05-14,1877532.0
2020-05-15,1867834.0
2020-05-18,1784966.0
2020-05-19,1794818.0
2020-05-20,1780898.0
2020-05-21,1750871.0
2020-05-22,1686200.0
2020-05-25,1675449.0
2020-05-26,1663256.0
2020-05-27,1653336.0
2020-05-28,1622447.0
2020-05-29,1682688.0
2020-06-01,1610747.0
2020-06-02,1763646.0
2020-06-03,1733475.0
2020-06-04,1715665.0
2020-06-05,1669666.0
2020-06-08,1654784.0
2020-06-09,1681611.0
2020-06-10,1755892.0
2020-06-11,1708364.0
2020-06-12,1750944.0
2020-06-15,1757005.0
2020-06-16,1739514.0
2020-06-17,1773586.0
2020-06-18,1786073.0
2020-06-19,1842500.0
2020-06-22,1851753.0
2020-06-23,1822011.0
2020-06-24,1756558.0
2020-06-29,1822123.0
2020-06-30,1831375.0
2020-07-01,1854532.0
2020-07-02,1913902.0
2020-07-03,1926534.0
2020-07-06,1912882.0
2020-07-07,1923927.0
2020-07-08,1989858.0
2020-07-09,1973318.0
2020-07-10,1945844.0
2020-07-13,1942892.0
2020-07-14,1955919.0
2020-07-15,1978285.0
2020-07-16,1988652.0
2020-07-17,1965266.0
2020-07-20,1994176.0
2020-07-21,2019696.0
2020-07-22,2063677.0
2020-07-23,2075978.0
2020-07-24,2072848.0
2020-07-27,2039471.0
2020-07-28,2044291.0
2020-07-29,2066937.0
2020-07-30,2056203.0
2020-07-31,2045964.0
2020-08-03,2068714.0
2020-08-04,2075525.0
2020-08-05,2048999.0
2020-08-06,2066154.0
2020-08-07,2024815.0
2020-08-10,2029942.0
2020-08-11,1990803.0
2020-08-12,2008746.0
2020-08-13,1985428.0
2020-08-14,1972694.0
2020-08-17,2000722.0
2020-08-18,1992593.0
2020-08-19,1943694.0
2020-08-20,1901823.0
2020-08-21,1883407.0
2020-08-24,1870340.0
2020-08-25,1912921.0
2020-08-26,1887322.0
2020-08-27,1889762.0
2020-08-28,1860271.0
2020-08-31,1867674.0
2020-09-01,1861706.0
2020-09-02,1846033.0
2020-09-03,1871876.0
2020-09-04,1805590.0
2020-09-07,1793237.0
2020-09-08,1797734.0
2020-09-09,1787679.0
2020-09-10,1811875.0
2020-09-11,1804993.0
2020-09-14,1795600.0
2020-09-15,1893662.0
2020-09-16,1886887.0
2020-09-17,1840791.0
2020-09-18,1803416.0
2020-09-21,1852849.0
2020-09-22,1803712.0
2020-09-23,1807576.0
2020-09-24,1783308.0
2020-09-25,1779430.0
2020-09-28,1754935.0
2020-09-29,1719455.0
2020-09-30,1604887.0
2020-10-09,1571937.0
2020-10-12,1596625.0
2020-10-13,1609323.0
2020-10-14,1631081.0
2020-10-15,1696472.0
2020-10-16,1722534.0
2020-10-19,1781081.0
2020-10-20,1768520.0
2020-10-21,1793525.0
2020-10-22,1761343.0
2020-10-23,1784084.0
2020-10-26,1808119.0
2020-10-27,1813811.0
2020-10-28,1803584.0
2020-10-29,1799735.0
2020-10-30,1826958.0
2020-11-02,1839658.0
2020-11-03,1843287.0
2020-11-04,1902806.0
2020-11-05,1888806.0
2020-11-06,1937808.0
2020-11-09,1932576.0
2020-11-10,1911210.0
2020-11-11,1910084.0
2020-11-12,1947587.0
2020-11-13,1951846.0
2020-11-16,1947106.0
2020-11-17,1991674.0
2020-11-18,1970718.0
2020-11-19,1995750.0
2020-11-20,2017692.0
2020-11-23,1929296.0
2020-11-24,1916035.0
2020-11-25,1879903.0
2020-11-26,1863415.0
2020-11-27,1901215.0
2020-11-30,1808172.0
2020-12-01,1782215.0
2020-12-02,1756987.0
2020-12-03,1761000.0
2020-12-04,1736341.0
2020-12-07,1718205.0
2020-12-08,1719059.0
2020-12-09,1817289.0
2020-12-10,1743578.0
2020-12-11,1626435.0
2020-12-14,1634763.0
2020-12-15,1680986.0
2020-12-16,1741708.0
2020-12-17,1758232.0
2020-12-18,1809932.0
2020-12-21,1753690.0
2020-12-22,1597930.0
2020-12-23,1579951.0
2020-12-24,1603655.0
2020-12-25,1643007.0
2020-12-28,1590192.0
2020-12-29,1566198.0
2020-12-30,1546323.0
2020-12-31,1575426.0
2021-01-04,1592040.0
2021-01-05,1638109.0
2021-01-06,1616361.0
2021-01-07,1700809.0
2021-01-08,1705424.0
2021-01-11,1616337.0
2021-01-12,1555557.0
2021-01-13,1539702.0
2021-01-14,1531230.0
2021-01-15,1633318.0
2021-01-18,1650989.0
2021-01-19,1631890.0
2021-01-20,1634279.0
2021-01-21,1702450.0
2021-01-22,1626693.0
2021-01-25,1641751.0
2021-01-26,1673439.0
2021-01-27,1769725.0
2021-01-28,1630438.0
2021-01-29,1610144.0
2021-02-01,1659196.0
2021-02-02,1725445.0
2021-02-03,1701150.0
2021-02-04,1639845.0
2021-02-05,1589096.0
2021-02-08,1596751.0
2021-02-09,1593548.0
2021-02-10,1542229.0
2021-02-18,1648711.0
2021-02-19,1698446.0
2021-02-22,1711363.0
2021-02-23,1731445.0
2021-02-24,1788214.0
2021-02-25,1819826.0
2021-02-26,1822547.0
2021-03-01,1806314.0
2021-03-02,1888883.0
2021-03-03,1912486.0
2021-03-04,1887942.0
2021-03-05,1795386.0
2021-03-08,1798923.0
2021-03-09,1778888.0
2021-03-10,1791251.0
2021-03-11,1798169.0
2021-03-12,1795190.0
2021-03-15,1797812.0
2021-03-16,1739330.0
2021-03-17,1818750.0
2021-03-18,1770943.0
2021-03-19,1729495.0
2021-03-22,1770717.0
2021-03-23,1829660.0
2021-03-24,1921409.0
2021-03-25,1860172.0
2021-03-26,1952673.0
2021-03-29,1913107.0
2021-03-30,1866605.0
2021-03-31,1767471.0
2021-04-01,1848371.0
2021-04-02,2015320.0
2021-04-06,2044783.0
2021-04-07,1974405.0
2021-04-08,1974217.0
2021-04-09,1895172.0
2021-04-12,1737560.0
2021-04-13,1840702.0
2021-04-14,1877748.0
2021-04-15,1841555.0
2021-04-16,1789592.0
2021-04-19,1755485.0
2021-04-20,1850656.0
2021-04-21,1902106.0
2021-04-22,1898625.0
2021-04-23,2018554.0
2021-04-26,1933027.0
2021-04-27,1907850.0
2021-04-28,1805192.0
2021-04-29,1880918.0
2021-04-30,1735639.0
2021-05-06,1785476.0
2021-05-07,1751638.0
2021-05-10,1594117.0
2021-05-11,1420575.0
2021-05-12,1470214.0
2021-05-13,1397155.0
2021-05-14,1344496.0
2021-05-17,1358382.0
2021-05-18,1380956.0
2021-05-19,1409234.0
2021-05-20,1357906.0
2021-05-21,1330835.0
2021-05-24,1372795.0
2021-05-25,1374605.0
2021-05-26,1523344.0
2021-05-27,1413124.0
2021-05-28,1396086.0
2021-05-31,1355030.0
2021-06-01,1335010.0
2021-06-02,1328252.0
2021-06-03,1366791.0
2021-06-04,1431038.0
2021-06-07,1464711.0
2021-06-08,1431101.0
2021-06-09,1393422.0
2021-06-10,1553776.0
2021-06-11,1478285.0
2021-06-15,1417474.0
2021-06-16,1465112.0
2021-06-17,1466329.0
2021-06-18,1465451.0
2021-06-21,1562278.0
2021-06-22,1587445.0
2021-06-23,1595571.0
2021-06-24,1541828.0
2021-06-25,1524416.0
2021-06-28,1530817.0
2021-06-29,1543748.0
2021-06-30,1605933.0
2021-07-01,1631097.0
2021-07-02,1608102.0
2021-07-05,1728137.0
2021-07-06,1801589.0
2021-07-07,2002078.0
2021-07-08,2018562.0
2021-07-09,2048241.0
2021-07-12,2000510.0
2021-07-13,1954482.0
2021-07-14,2009154.0
2021-07-15,1942711.0
2021-07-16,1937988.0
2021-07-19,1923171.0
2021-07-20,1953662.0
2021-07-21,1972710.0
2021-07-22,2174890.0
2021-07-23,2161535.0
2021-07-26,2173444.0
2021-07-27,2154911.0
2021-07-28,2139384.0
2021-07-29,2136395.0
2021-07-30,2127708.0
2021-08-02,1934181.0
2021-08-03,1854567.0
2021-08-04,1892482.0
2021-08-05,1828946.0
2021-08-06,1787860.0
2021-08-09,1768468.0
2021-08-10,1829734.0
2021-08-11,1866301.0
2021-08-12,1854169.0
2021-08-13,1830122.0
2021-08-16,1812612.0
2021-08-17,1795026.0
2021-08-18,1865389.0
2021-08-19,1844079.0
2021-08-20,1841695.0
2021-08-23,1798032.0
2021-08-24,1748792.0
2021-08-25,1678092.0
2021-08-26,1658408.0
2021-08-27,1630937.0
2021-08-30,1634615.0
2021-08-31,1628206.0
2021-09-01,1645068.0
2021-09-02,1610482.0
2021-09-03,1682641.0
2021-09-06,1719653.0
2021-09-07,1701167.0
2021-09-08,1655576.0
2021-09-09,1833422.0
2021-09-10,1860826.0
2021-09-13,1894188.0
2021-09-14,1783998.0
2021-09-15,1736759.0
2021-09-16,1744189.0
2021-09-17,1630124.0
2021-09-22,1724772.0
2021-09-23,1752874.0
2021-09-24,1663489.0
2021-09-27,1620269.0
2021-09-28,1609226.0
2021-09-29,1574038.0
2021-09-30,1522257.0
2021-10-08,1571314.0
2021-10-11,1721833.0
2021-10-12,1696694.0
2021-10-13,1621044.0
2021-10-14,1619231.0
2021-10-15,1617510.0
2021-10-18,1657859.0
2021-10-19,1663743.0
2021-10-20,1724285.0
2021-10-21,1947614.0
2021-10-22,2034430.0
2021-10-25,2199621.0
2021-10-26,2265872.0
2021-10-27,2398077.0
2021-10-28,2308285.0
2021-10-29,2371520.0
2021-11-01,2580640.0
2021-11-02,2653859.0
2021-11-03,2636838.0
2021-11-04,2795238.0
2021-11-05,2738890.0
2021-11-08,2705621.0
2021-11-09,2791190.0
2021-11-10,2762842.0
2021-11-11,2708082.0
2021-11-12,2812783.0
2021-11-15,2907973.0
2021-11-16,2944976.0
2021-11-17,3008592.0
2021-11-18,3078474.0
2021-11-19,3023316.0
2021-11-22,3052182.0
2021-11-23,3033467.0
2021-11-24,2944124.0
2021-11-25,2890214.0
2021-11-26,3014096.0
2021-11-29,2925125.0
2021-11-30,2952841.0
2021-12-01,2940160.0
2021-12-02,2975549.0
2021-12-03,2985565.0
2021-12-06,2980434.0
2021-12-07,2927343.0
2021-12-08,2984586.0
2021-12-09,2953519.0
2021-12-10,2886331.0
2021-12-13,2934608.0
2021-12-14,2865496.0
2021-12-15,2944751.0
2021-12-16,2930139.0
2021-12-17,2896101.0
2021-12-20,2880242.0
2021-12-21,2833983.0
2021-12-22,2808038.0
2021-12-23,2832633.0
2021-12-24,2827393.0
2021-12-27,2857592.0
2021-12-28,2735733.0
2021-12-29,2689817.0
2021-12-30,2669333.0
2021-12-31,2553290.0
2022-01-04,2571219.0
2022-01-05,2586450.0
2022-01-06,2617898.0
2022-01-07,2592200.0
2022-01-10,2544566.0
2022-01-11,2665732.0
2022-01-12,2620830.0
2022-01-13,2600493.0
2022-01-14,2528246.0
2022-01-17,2519292.0
2022-01-18,2458145.0
2022-01-19,2459508.0
2022-01-20,2422150.0
2022-01-21,2380327.0
2022-01-24,2371657.0
2022-01-25,2261181.0
2022-01-26,2205100.0
2022-01-27,2149023.0
2022-01-28,2093075.0
2022-02-07,2105403.0
2022-02-08,2196407.0
2022-02-09,2266256.0
2022-02-10,2384275.0
2022-02-11,2463503.0
2022-02-14,2518141.0
2022-02-15,2606191.0
2022-02-16,2609309.0
2022-02-17,2744186.0
2022-02-18,2736404.0
2022-02-21,2784812.0
2022-02-22,2807868.0
2022-02-23,2818909.0
2022-02-24,2977347.0
2022-02-25,3066967.0
2022-02-28,2992648.0
2022-03-01,2901445.0
2022-03-02,2901032.0
2022-03-03,2883402.0
2022-03-04,2862791.0
2022-03-07,2807293.0
2022-03-08,2599809.0
2022-03-09,2581414.0
2022-03-10,2574700.0
2022-03-11,2538698.0
2022-03-14,2634275.0
2022-03-15,2666973.0
2022-03-16,2735463.0
2022-03-17,2762859.0
2022-03-18,2739268.0
2022-03-21,2765530.0
2022-03-22,2714644.0
2022-03-23,2782320.0
2022-03-24,2722454.0
2022-03-25,2695516.0
2022-03-28,2685826.0
2022-03-29,2670903.0
2022-03-30,2528664.0
2022-03-31,2442275.0
2022-04-01,2472654.0
2022-04-06,2449593.0
2022-04-07,2445894.0
2022-04-08,2393993.0
2022-04-11,2403523.0
2022-04-12,2427996.0
2022-04-13,2436055.0
2022-04-14,2405879.0
2022-04-15,2420660.0
2022-04-18,2436429.0
2022-04-19,2456777.0
2022-04-20,2494868.0
2022-04-21,2427163.0
2022-04-22,2399407.0
2022-04-25,2363615.0
2022-04-26,2334057.0
2022-04-27,2325326.0
2022-04-28,2303012.0
2022-04-29,2212606.0
2022-05-05,2191321.0
2022-05-06,2433924.0
2022-05-09,2507503.0
2022-05-10,2587102.0
2022-05-11,2540176.0
2022-05-12,2549207.0
2022-05-13,2524174.0
2022-05-16,2575530.0
2022-05-17,2545309.0
2022-05-18,2751274.0
2022-05-19,2705405.0
2022-05-20,2610155.0
2022-05-23,2620278.0
2022-05-24,2758606.0
2022-05-25,2693713.0
2022-05-26,2783550.0
2022-05-27,2669670.0
2022-05-30,2619107.0
2022-05-31,2578681.0
2022-06-01,2562136.0
2022-06-02,2517571.0
2022-06-06,2505390.0
2022-06-07,2513921.0
2022-06-08,2528319.0
2022-06-09,2535973.0
2022-06-10,2587801.0
2022-06-13,2538296.0
2022-06-14,2523356.0
2022-06-15,2511252.0
2022-06-16,2532811.0
2022-06-17,2581789.0
2022-06-20,2669538.0
2022-06-21,2648168.0
2022-06-22,2676134.0
2022-06-23,2685867.0
2022-06-24,2691898.0
2022-06-27,2674536.0
2022-06-28,2720392.0
2022-06-29,2728699.0
2022-06-30,2776424.0
2022-07-01,2771599.0
2022-07-04,2783669.0
2022-07-05,2801550.0
2022-07-06,2775018.0
2022-07-07,2830706.0
2022-07-08,2853551.0
2022-07-11,2863376.0
2022-07-12,2926408.0
2022-07-13,2916443.0
2022-07-14,2867790.0
2022-07-15,2940599.0
2022-07-18,2842162.0
2022-07-19,2855827.0
2022-07-20,2851609.0
2022-07-21,2881206.0
2022-07-22,2890687.0
2022-07-25,2891208.0
2022-07-26,2944784.0
2022-07-27,3033204.0
2022-07-28,2986367.0
2022-07-29,2995125.0
2022-08-01,3015094.0
2022-08-02,3018583.0
2022-08-03,3001430.0
2022-08-04,3015248.0
2022-08-05,3045491.0
2022-08-08,3045332.0
2022-08-09,3048775.0
2022-08-10,3060666.0
2022-08-11,3072022.0
2022-08-12,3117544.0
2022-08-15,3169564.0
2022-08-16,3165169.0
2022-08-17,3163728.0
2022-08-18,3226668.0
2022-08-19,3119909.0
2022-08-22,3105355.0
2022-08-23,3050807.0
2022-08-24,2976532.0
