trading_date,PP_total_oi
2019-03-26,586340.0
2019-03-27,584204.0
2019-03-28,636488.0
2019-03-29,608208.0
2019-04-01,622812.0
2019-04-02,604828.0
2019-04-03,616992.0
2019-04-04,596490.0
2019-04-08,599804.0
2019-04-09,627120.0
2019-04-10,648246.0
2019-04-11,656622.0
2019-04-12,625588.0
2019-04-15,602230.0
2019-04-16,576562.0
2019-04-17,586412.0
2019-04-18,579850.0
2019-04-19,561780.0
2019-04-22,567828.0
2019-04-23,577262.0
2019-04-24,572844.0
2019-04-25,574414.0
2019-04-26,559108.0
2019-04-29,537814.0
2019-04-30,514270.0
2019-05-06,498496.0
2019-05-07,527338.0
2019-05-08,556072.0
2019-05-09,604570.0
2019-05-10,580048.0
2019-05-13,624354.0
2019-05-14,715652.0
2019-05-15,709182.0
2019-05-16,713788.0
2019-05-17,712688.0
2019-05-20,693006.0
2019-05-21,682996.0
2019-05-22,681866.0
2019-05-23,698052.0
2019-05-24,704306.0
2019-05-27,720288.0
2019-05-28,731908.0
2019-05-29,713168.0
2019-05-30,704596.0
2019-05-31,722242.0
2019-06-03,778238.0
2019-06-04,828736.0
2019-06-05,909304.0
2019-06-06,883962.0
2019-06-10,867680.0
2019-06-11,862278.0
2019-06-12,890912.0
2019-06-13,896622.0
2019-06-14,898274.0
2019-06-17,900034.0
2019-06-18,891474.0
2019-06-19,871084.0
2019-06-20,887912.0
2019-06-21,868666.0
2019-06-24,860506.0
2019-06-25,841380.0
2019-06-26,880376.0
2019-06-27,844334.0
2019-06-28,832046.0
2019-07-01,877354.0
2019-07-02,869974.0
2019-07-03,841808.0
2019-07-04,824298.0
2019-07-05,808492.0
2019-07-08,831420.0
2019-07-09,839082.0
2019-07-10,879660.0
2019-07-11,852272.0
2019-07-12,841480.0
2019-07-15,909430.0
2019-07-16,876912.0
2019-07-17,849098.0
2019-07-18,822754.0
2019-07-19,806892.0
2019-07-22,792260.0
2019-07-23,808148.0
2019-07-24,802092.0
2019-07-25,816028.0
2019-07-26,827370.0
2019-07-29,861598.0
2019-07-30,867704.0
2019-07-31,838444.0
2019-08-01,851286.0
2019-08-02,831108.0
2019-08-05,854436.0
2019-08-06,833886.0
2019-08-07,847752.0
2019-08-08,858420.0
2019-08-09,826140.0
2019-08-12,821300.0
2019-08-13,827618.0
2019-08-14,818192.0
2019-08-15,837084.0
2019-08-16,814068.0
2019-08-19,832176.0
2019-08-20,855712.0
2019-08-21,845698.0
2019-08-22,903494.0
2019-08-23,935150.0
2019-08-26,889252.0
2019-08-27,896188.0
2019-08-28,906126.0
2019-08-29,945392.0
2019-08-30,901002.0
2019-09-02,883068.0
2019-09-03,862338.0
2019-09-04,855332.0
2019-09-05,901654.0
2019-09-06,902840.0
2019-09-09,910120.0
2019-09-10,910936.0
2019-09-11,898316.0
2019-09-12,903234.0
2019-09-16,814810.0
2019-09-17,826332.0
2019-09-18,797594.0
2019-09-19,835586.0
2019-09-20,839128.0
2019-09-23,854868.0
2019-09-24,833552.0
2019-09-25,808276.0
2019-09-26,783378.0
2019-09-27,763454.0
2019-09-30,724220.0
2019-10-08,742268.0
2019-10-09,782658.0
2019-10-10,807500.0
2019-10-11,813728.0
2019-10-14,868792.0
2019-10-15,848142.0
2019-10-16,861000.0
2019-10-17,916026.0
2019-10-18,906550.0
2019-10-21,903894.0
2019-10-22,931402.0
2019-10-23,910420.0
2019-10-24,896792.0
2019-10-25,860636.0
2019-10-28,899930.0
2019-10-29,916202.0
2019-10-30,911238.0
2019-10-31,929186.0
2019-11-01,902472.0
2019-11-04,901964.0
2019-11-05,893768.0
2019-11-06,881452.0
2019-11-07,895252.0
2019-11-08,901106.0
2019-11-11,899304.0
2019-11-12,909112.0
2019-11-13,881478.0
2019-11-14,877914.0
2019-11-15,923118.0
2019-11-18,929288.0
2019-11-19,948134.0
2019-11-20,936282.0
2019-11-21,918674.0
2019-11-22,869366.0
2019-11-25,873260.0
2019-11-26,892642.0
2019-11-27,895064.0
2019-11-28,882962.0
2019-11-29,897638.0
2019-12-02,911880.0
2019-12-03,915756.0
2019-12-04,894886.0
2019-12-05,902016.0
2019-12-06,872688.0
2019-12-09,840138.0
2019-12-10,823730.0
2019-12-11,856734.0
2019-12-12,833788.0
2019-12-13,812236.0
2019-12-16,790762.0
2019-12-17,851054.0
2019-12-18,897150.0
2019-12-19,842428.0
2019-12-20,807958.0
2019-12-23,804570.0
2019-12-24,808290.0
2019-12-25,811426.0
2019-12-26,764054.0
2019-12-27,723894.0
2019-12-30,721144.0
2019-12-31,698302.0
2020-01-02,358759.0
2020-01-03,371565.0
2020-01-06,367605.0
2020-01-07,391319.0
2020-01-08,373565.0
2020-01-09,384064.0
2020-01-10,413074.0
2020-01-13,429465.0
2020-01-14,411909.0
2020-01-15,395240.0
2020-01-16,402085.0
2020-01-17,400257.0
2020-01-20,389364.0
2020-01-21,402548.0
2020-01-22,412514.0
2020-01-23,383602.0
2020-02-03,370410.0
2020-02-04,344594.0
2020-02-05,401063.0
2020-02-06,409601.0
2020-02-07,445405.0
2020-02-10,468287.0
2020-02-11,462117.0
2020-02-12,468354.0
2020-02-13,497270.0
2020-02-14,483497.0
2020-02-17,475355.0
2020-02-18,466976.0
2020-02-19,463393.0
2020-02-20,469317.0
2020-02-21,471504.0
2020-02-24,478116.0
2020-02-25,482161.0
2020-02-26,486771.0
2020-02-27,489711.0
2020-02-28,463224.0
2020-03-02,457246.0
2020-03-03,451379.0
2020-03-04,445270.0
2020-03-05,442827.0
2020-03-06,447208.0
2020-03-09,421790.0
2020-03-10,372845.0
2020-03-11,384511.0
2020-03-12,387554.0
2020-03-13,387433.0
2020-03-16,428322.0
2020-03-17,432287.0
2020-03-18,439490.0
2020-03-19,412828.0
2020-03-20,406741.0
2020-03-23,412969.0
2020-03-24,434667.0
2020-03-25,443404.0
2020-03-26,463144.0
2020-03-27,489884.0
2020-03-30,505078.0
2020-03-31,493963.0
2020-04-01,513228.0
2020-04-02,506833.0
2020-04-03,455149.0
2020-04-07,461776.0
2020-04-08,440492.0
2020-04-09,442251.0
2020-04-10,500136.0
2020-04-13,607493.0
2020-04-14,583202.0
2020-04-15,556315.0
2020-04-16,547893.0
2020-04-17,514611.0
2020-04-20,509946.0
2020-04-21,497030.0
2020-04-22,519749.0
2020-04-23,514875.0
2020-04-24,504377.0
2020-04-27,498172.0
2020-04-28,481437.0
2020-04-29,462432.0
2020-04-30,476064.0
2020-05-06,495218.0
2020-05-07,486220.0
2020-05-08,480824.0
2020-05-11,502929.0
2020-05-12,500264.0
2020-05-13,508097.0
2020-05-14,496501.0
2020-05-15,499670.0
2020-05-18,488852.0
2020-05-19,483128.0
2020-05-20,534724.0
2020-05-21,517644.0
2020-05-22,483384.0
2020-05-25,511946.0
2020-05-26,482864.0
2020-05-27,496178.0
2020-05-28,487091.0
2020-05-29,509908.0
2020-06-01,582480.0
2020-06-02,569275.0
2020-06-03,571581.0
2020-06-04,527588.0
2020-06-05,524500.0
2020-06-08,504993.0
2020-06-09,541101.0
2020-06-10,503591.0
2020-06-11,488363.0
2020-06-12,483967.0
2020-06-15,466458.0
2020-06-16,495488.0
2020-06-17,520276.0
2020-06-18,500102.0
2020-06-19,487607.0
2020-06-22,479874.0
2020-06-23,491865.0
2020-06-24,455416.0
2020-06-29,451963.0
2020-06-30,450277.0
2020-07-01,447963.0
2020-07-02,472091.0
2020-07-03,496315.0
2020-07-06,528002.0
2020-07-07,510821.0
2020-07-08,472363.0
2020-07-09,478141.0
2020-07-10,448904.0
2020-07-13,444880.0
2020-07-14,440721.0
2020-07-15,441180.0
2020-07-16,421105.0
2020-07-17,402340.0
2020-07-20,398573.0
2020-07-21,404608.0
2020-07-22,392961.0
2020-07-23,397292.0
2020-07-24,411636.0
2020-07-27,402206.0
2020-07-28,428174.0
2020-07-29,413863.0
2020-07-30,404206.0
2020-07-31,388513.0
2020-08-03,385043.0
2020-08-04,414718.0
2020-08-05,398800.0
2020-08-06,388567.0
2020-08-07,381615.0
2020-08-10,370686.0
2020-08-11,360280.0
2020-08-12,342934.0
2020-08-13,342410.0
2020-08-14,341046.0
2020-08-17,346044.0
2020-08-18,396221.0
2020-08-19,370621.0
2020-08-20,400135.0
2020-08-21,345146.0
2020-08-24,351941.0
2020-08-25,398587.0
2020-08-26,382603.0
2020-08-27,406011.0
2020-08-28,382746.0
2020-08-31,369699.0
2020-09-01,357991.0
2020-09-02,378666.0
2020-09-03,380165.0
2020-09-04,361464.0
2020-09-07,342357.0
2020-09-08,343782.0
2020-09-09,345891.0
2020-09-10,340836.0
2020-09-11,345124.0
2020-09-14,344241.0
2020-09-15,352989.0
2020-09-16,364263.0
2020-09-17,364207.0
2020-09-18,344693.0
2020-09-21,358501.0
2020-09-22,344228.0
2020-09-23,347821.0
2020-09-24,348187.0
2020-09-25,354357.0
2020-09-28,351031.0
2020-09-29,344465.0
2020-09-30,310610.0
2020-10-09,332695.0
2020-10-12,378253.0
2020-10-13,382616.0
2020-10-14,409059.0
2020-10-15,406177.0
2020-10-16,394175.0
2020-10-19,367034.0
2020-10-20,362270.0
2020-10-21,366955.0
2020-10-22,363974.0
2020-10-23,375628.0
2020-10-26,375013.0
2020-10-27,390669.0
2020-10-28,371332.0
2020-10-29,373325.0
2020-10-30,355457.0
2020-11-02,440548.0
2020-11-03,438560.0
2020-11-04,419535.0
2020-11-05,378752.0
2020-11-06,369329.0
2020-11-09,363666.0
2020-11-10,368602.0
2020-11-11,382498.0
2020-11-12,393193.0
2020-11-13,426930.0
2020-11-16,433225.0
2020-11-17,411307.0
2020-11-18,449619.0
2020-11-19,448052.0
2020-11-20,434678.0
2020-11-23,468103.0
2020-11-24,450939.0
2020-11-25,448473.0
2020-11-26,450219.0
2020-11-27,443418.0
2020-11-30,430495.0
2020-12-01,405696.0
2020-12-02,404635.0
2020-12-03,394937.0
2020-12-04,376983.0
2020-12-07,375548.0
2020-12-08,359761.0
2020-12-09,356554.0
2020-12-10,348002.0
2020-12-11,381264.0
2020-12-14,348623.0
2020-12-15,360158.0
2020-12-16,352816.0
2020-12-17,336803.0
2020-12-18,320054.0
2020-12-21,316794.0
2020-12-22,302875.0
2020-12-23,307180.0
2020-12-24,315356.0
2020-12-25,336643.0
2020-12-28,338155.0
2020-12-29,327761.0
2020-12-30,318494.0
2020-12-31,300284.0
2021-01-04,310849.0
2021-01-05,324427.0
2021-01-06,348704.0
2021-01-07,360149.0
2021-01-08,390221.0
2021-01-11,370710.0
2021-01-12,366980.0
2021-01-13,369808.0
2021-01-14,358291.0
2021-01-15,357375.0
2021-01-18,370317.0
2021-01-19,351437.0
2021-01-20,351650.0
2021-01-21,359123.0
2021-01-22,370564.0
2021-01-25,336798.0
2021-01-26,335626.0
2021-01-27,350929.0
2021-01-28,371990.0
2021-01-29,380791.0
2021-02-01,349404.0
2021-02-02,342061.0
2021-02-03,342904.0
2021-02-04,365415.0
2021-02-05,377321.0
2021-02-08,354020.0
2021-02-09,320742.0
2021-02-10,301899.0
2021-02-18,345823.0
2021-02-19,391310.0
2021-02-22,381520.0
2021-02-23,367340.0
2021-02-24,371524.0
2021-02-25,377113.0
2021-02-26,393667.0
2021-03-01,362433.0
2021-03-02,369970.0
2021-03-03,372947.0
2021-03-04,379872.0
2021-03-05,385745.0
2021-03-08,415240.0
2021-03-09,385520.0
2021-03-10,388277.0
2021-03-11,388807.0
2021-03-12,400189.0
2021-03-15,397366.0
2021-03-16,407131.0
2021-03-17,387277.0
2021-03-18,400135.0
2021-03-19,410933.0
2021-03-22,403015.0
2021-03-23,414427.0
2021-03-24,411612.0
2021-03-25,406503.0
2021-03-26,401728.0
2021-03-29,405042.0
2021-03-30,398017.0
2021-03-31,404810.0
2021-04-01,385647.0
2021-04-02,387911.0
2021-04-06,381847.0
2021-04-07,383316.0
2021-04-08,398434.0
2021-04-09,398499.0
2021-04-12,420940.0
2021-04-13,428861.0
2021-04-14,443748.0
2021-04-15,432965.0
2021-04-16,424536.0
2021-04-19,429888.0
2021-04-20,425077.0
2021-04-21,466164.0
2021-04-22,457004.0
2021-04-23,434750.0
2021-04-26,412077.0
2021-04-27,425928.0
2021-04-28,428715.0
2021-04-29,427827.0
2021-04-30,408368.0
2021-05-06,443291.0
2021-05-07,476159.0
2021-05-10,482091.0
2021-05-11,476156.0
2021-05-12,515296.0
2021-05-13,516277.0
2021-05-14,512727.0
2021-05-17,515432.0
2021-05-18,516466.0
2021-05-19,489137.0
2021-05-20,472064.0
2021-05-21,457015.0
2021-05-24,449606.0
2021-05-25,475186.0
2021-05-26,492284.0
2021-05-27,496232.0
2021-05-28,517456.0
2021-05-31,510587.0
2021-06-01,496433.0
2021-06-02,496686.0
2021-06-03,501220.0
2021-06-04,541191.0
2021-06-07,605520.0
2021-06-08,600996.0
2021-06-09,583032.0
2021-06-10,569958.0
2021-06-11,535912.0
2021-06-15,533953.0
2021-06-16,527792.0
2021-06-17,506833.0
2021-06-18,499029.0
2021-06-21,489698.0
2021-06-22,513971.0
2021-06-23,549914.0
2021-06-24,573551.0
2021-06-25,595036.0
2021-06-28,608473.0
2021-06-29,603527.0
2021-06-30,621957.0
2021-07-01,637008.0
2021-07-02,651684.0
2021-07-05,686261.0
2021-07-06,693413.0
2021-07-07,630299.0
2021-07-08,609570.0
2021-07-09,597471.0
2021-07-12,628296.0
2021-07-13,634183.0
2021-07-14,644189.0
2021-07-15,683089.0
2021-07-16,676238.0
2021-07-19,668094.0
2021-07-20,640289.0
2021-07-21,662408.0
2021-07-22,666662.0
2021-07-23,655738.0
2021-07-26,635805.0
2021-07-27,660077.0
2021-07-28,646374.0
2021-07-29,616232.0
2021-07-30,624989.0
2021-08-02,624475.0
2021-08-03,706952.0
2021-08-04,723894.0
2021-08-05,741359.0
2021-08-06,733798.0
2021-08-09,722119.0
2021-08-10,703800.0
2021-08-11,675261.0
2021-08-12,689179.0
2021-08-13,691984.0
2021-08-16,697474.0
2021-08-17,694227.0
2021-08-18,702709.0
2021-08-19,692548.0
2021-08-20,710848.0
2021-08-23,742151.0
2021-08-24,715574.0
2021-08-25,731968.0
2021-08-26,824808.0
2021-08-27,822160.0
2021-08-30,799841.0
2021-08-31,797713.0
2021-09-01,750881.0
2021-09-02,724338.0
2021-09-03,734003.0
2021-09-06,729953.0
2021-09-07,794552.0
2021-09-08,815171.0
2021-09-09,813498.0
2021-09-10,834440.0
2021-09-13,842975.0
2021-09-14,852374.0
2021-09-15,928597.0
2021-09-16,878013.0
2021-09-17,808686.0
2021-09-22,835909.0
2021-09-23,869399.0
2021-09-24,860186.0
2021-09-27,863019.0
2021-09-28,848530.0
2021-09-29,782345.0
2021-09-30,752552.0
2021-10-08,731286.0
2021-10-11,776334.0
2021-10-12,762216.0
2021-10-13,744252.0
2021-10-14,712332.0
2021-10-15,709458.0
2021-10-18,710244.0
2021-10-19,686376.0
2021-10-20,676682.0
2021-10-21,655188.0
2021-10-22,639857.0
2021-10-25,658154.0
2021-10-26,643375.0
2021-10-27,639831.0
2021-10-28,604636.0
2021-10-29,619030.0
2021-11-01,619781.0
2021-11-02,630131.0
2021-11-03,636145.0
2021-11-04,652398.0
2021-11-05,659597.0
2021-11-08,655941.0
2021-11-09,652314.0
2021-11-10,651741.0
2021-11-11,651439.0
2021-11-12,647222.0
2021-11-15,715802.0
2021-11-16,697247.0
2021-11-17,688022.0
2021-11-18,684074.0
2021-11-19,699724.0
2021-11-22,703431.0
2021-11-23,693141.0
2021-11-24,678488.0
2021-11-25,698477.0
2021-11-26,707507.0
2021-11-29,716850.0
2021-11-30,762536.0
2021-12-01,723975.0
2021-12-02,742810.0
2021-12-03,800836.0
2021-12-06,773159.0
2021-12-07,758377.0
2021-12-08,759074.0
2021-12-09,780292.0
2021-12-10,812977.0
2021-12-13,804945.0
2021-12-14,787438.0
2021-12-15,782081.0
2021-12-16,769741.0
2021-12-17,735078.0
2021-12-20,731967.0
2021-12-21,723309.0
2021-12-22,733110.0
2021-12-23,725970.0
2021-12-24,726472.0
2021-12-27,728192.0
2021-12-28,738718.0
2021-12-29,667427.0
2021-12-30,649121.0
2021-12-31,614498.0
2022-01-04,627227.0
2022-01-05,604096.0
2022-01-06,607434.0
2022-01-07,616495.0
2022-01-10,607092.0
2022-01-11,598732.0
2022-01-12,594193.0
2022-01-13,605717.0
2022-01-14,623295.0
2022-01-17,619062.0
2022-01-18,628065.0
2022-01-19,637702.0
2022-01-20,644688.0
2022-01-21,632826.0
2022-01-24,629302.0
2022-01-25,622418.0
2022-01-26,639568.0
2022-01-27,599309.0
2022-01-28,569272.0
2022-02-07,609386.0
2022-02-08,589940.0
2022-02-09,608187.0
2022-02-10,613736.0
2022-02-11,628390.0
2022-02-14,633470.0
2022-02-15,621752.0
2022-02-16,633505.0
2022-02-17,663413.0
2022-02-18,664917.0
2022-02-21,686940.0
2022-02-22,692016.0
2022-02-23,685410.0
2022-02-24,692669.0
2022-02-25,687231.0
2022-02-28,685000.0
2022-03-01,694707.0
2022-03-02,701206.0
2022-03-03,711238.0
2022-03-04,704071.0
2022-03-07,715035.0
2022-03-08,693142.0
2022-03-09,698587.0
2022-03-10,656609.0
2022-03-11,650966.0
2022-03-14,653727.0
2022-03-15,651183.0
2022-03-16,656551.0
2022-03-17,666064.0
2022-03-18,677249.0
2022-03-21,681363.0
2022-03-22,694472.0
2022-03-23,686398.0
2022-03-24,678210.0
2022-03-25,679485.0
2022-03-28,667924.0
2022-03-29,653353.0
2022-03-30,631465.0
2022-03-31,614547.0
2022-04-01,592551.0
2022-04-06,601005.0
2022-04-07,601486.0
2022-04-08,624480.0
2022-04-11,652889.0
2022-04-12,649586.0
2022-04-13,659484.0
2022-04-14,651800.0
2022-04-15,691084.0
2022-04-18,646203.0
2022-04-19,624585.0
2022-04-20,623910.0
2022-04-21,614987.0
2022-04-22,602995.0
2022-04-25,627157.0
2022-04-26,633389.0
2022-04-27,622405.0
2022-04-28,596864.0
2022-04-29,560126.0
2022-05-05,551674.0
2022-05-06,576031.0
2022-05-09,585521.0
2022-05-10,602446.0
2022-05-11,605411.0
2022-05-12,624740.0
2022-05-13,628084.0
2022-05-16,624367.0
2022-05-17,610307.0
2022-05-18,638009.0
2022-05-19,663028.0
2022-05-20,716593.0
2022-05-23,721244.0
2022-05-24,731359.0
2022-05-25,716308.0
2022-05-26,693545.0
2022-05-27,666532.0
2022-05-30,674608.0
2022-05-31,682931.0
2022-06-01,689401.0
2022-06-02,699764.0
2022-06-06,706047.0
2022-06-07,718868.0
2022-06-08,727500.0
2022-06-09,723911.0
2022-06-10,715625.0
2022-06-13,702861.0
2022-06-14,692877.0
2022-06-15,686046.0
2022-06-16,686387.0
2022-06-17,691974.0
2022-06-20,699194.0
2022-06-21,702501.0
2022-06-22,722732.0
2022-06-23,743999.0
2022-06-24,769065.0
2022-06-27,755284.0
2022-06-28,741445.0
2022-06-29,733455.0
2022-06-30,724970.0
2022-07-01,739233.0
2022-07-04,710336.0
2022-07-05,699201.0
2022-07-06,745344.0
2022-07-07,737407.0
2022-07-08,703360.0
2022-07-11,728516.0
2022-07-12,734389.0
2022-07-13,741608.0
2022-07-14,734405.0
2022-07-15,747973.0
2022-07-18,713311.0
2022-07-19,702986.0
2022-07-20,706911.0
2022-07-21,757882.0
2022-07-22,758233.0
2022-07-25,737272.0
2022-07-26,725678.0
2022-07-27,718382.0
2022-07-28,701996.0
2022-07-29,698565.0
2022-08-01,694763.0
2022-08-02,704784.0
2022-08-03,702976.0
2022-08-04,718871.0
2022-08-05,734944.0
2022-08-08,711487.0
2022-08-09,730543.0
2022-08-10,737304.0
2022-08-11,724684.0
2022-08-12,718679.0
2022-08-15,726134.0
2022-08-16,744971.0
2022-08-17,791577.0
2022-08-18,800272.0
2022-08-19,795883.0
2022-08-22,758813.0
2022-08-23,756631.0
2022-08-24,743638.0
2022-08-25,733008.0
2022-08-26,726794.0
2022-08-29,731580.0
2022-08-30,726428.0
2022-08-31,707717.0
2022-09-01,698041.0
2022-09-02,689178.0
2022-09-05,725750.0
2022-09-06,752442.0
2022-09-07,745412.0
2022-09-08,744094.0
2022-09-09,756375.0
2022-09-13,756477.0
2022-09-14,757425.0
2022-09-15,760443.0
2022-09-16,750744.0
2022-09-19,762868.0
2022-09-20,751269.0
2022-09-21,746370.0
2022-09-22,759965.0
2022-09-23,760301.0
2022-09-26,771983.0
2022-09-27,764679.0
2022-09-28,763161.0
2022-09-29,738160.0
2022-09-30,706600.0
2022-10-10,734509.0
2022-10-11,731719.0
2022-10-12,721171.0
2022-10-13,756657.0
2022-10-14,775491.0
2022-10-17,791909.0
2022-10-18,807881.0
2022-10-19,848565.0
2022-10-20,857655.0
2022-10-21,864027.0
2022-10-24,860083.0
2022-10-25,884112.0
2022-10-26,870070.0
2022-10-27,886080.0
2022-10-28,880329.0
2022-10-31,928763.0
2022-11-01,894361.0
2022-11-02,878688.0
2022-11-03,878584.0
2022-11-04,877447.0
2022-11-07,854725.0
2022-11-08,869442.0
2022-11-09,840171.0
2022-11-10,838116.0
2022-11-11,819087.0
