trading_date,JM_total_oi
2018-08-03,276500.0
2018-08-06,298274.0
2018-08-07,294558.0
2018-08-08,285640.0
2018-08-09,282184.0
2018-08-10,283882.0
2018-08-13,277622.0
2018-08-14,277668.0
2018-08-15,286976.0
2018-08-16,257432.0
2018-08-17,314380.0
2018-08-20,316084.0
2018-08-21,296052.0
2018-08-22,333434.0
2018-08-23,276464.0
2018-08-24,291720.0
2018-08-27,272580.0
2018-08-28,252284.0
2018-08-29,285494.0
2018-08-30,278246.0
2018-08-31,249446.0
2018-09-03,250574.0
2018-09-04,220866.0
2018-09-05,239190.0
2018-09-06,281008.0
2018-09-07,255038.0
2018-09-10,279424.0
2018-09-11,268560.0
2018-09-12,293780.0
2018-09-13,289876.0
2018-09-14,272534.0
2018-09-17,269720.0
2018-09-18,245904.0
2018-09-19,259108.0
2018-09-20,250426.0
2018-09-21,229482.0
2018-09-25,221164.0
2018-09-26,225890.0
2018-09-27,204250.0
2018-09-28,190094.0
2018-10-08,231430.0
2018-10-09,238178.0
2018-10-10,295664.0
2018-10-11,274146.0
2018-10-12,288350.0
2018-10-15,263498.0
2018-10-16,310198.0
2018-10-17,367764.0
2018-10-18,341836.0
2018-10-19,325586.0
2018-10-22,304688.0
2018-10-23,333246.0
2018-10-24,327962.0
2018-10-25,351116.0
2018-10-26,357736.0
2018-10-29,310618.0
2018-10-30,323874.0
2018-10-31,319132.0
2018-11-01,371748.0
2018-11-02,324600.0
2018-11-05,354616.0
2018-11-06,351112.0
2018-11-07,341464.0
2018-11-08,332670.0
2018-11-09,326158.0
2018-11-12,360008.0
2018-11-13,346260.0
2018-11-14,341270.0
2018-11-15,354820.0
2018-11-16,348966.0
2018-11-19,347558.0
2018-11-20,348492.0
2018-11-21,367820.0
2018-11-22,341512.0
2018-11-23,389314.0
2018-11-26,452740.0
2018-11-27,456572.0
2018-11-28,467136.0
2018-11-29,494674.0
2018-11-30,474396.0
2018-12-03,459298.0
2018-12-04,409650.0
2018-12-05,429932.0
2018-12-06,405438.0
2018-12-07,423024.0
2018-12-10,386120.0
2018-12-11,395052.0
2018-12-12,378934.0
2018-12-13,405086.0
2018-12-14,404340.0
2018-12-17,390436.0
2018-12-18,372744.0
2018-12-19,386254.0
2018-12-20,367050.0
2018-12-21,366186.0
2018-12-24,336634.0
2018-12-25,345900.0
2018-12-26,312034.0
2018-12-27,302630.0
2018-12-28,258140.0
2019-01-02,284058.0
2019-01-03,281016.0
2019-01-04,284920.0
2019-01-07,272704.0
2019-01-08,276884.0
2019-01-09,275488.0
2019-01-10,288966.0
2019-01-11,333184.0
2019-01-14,340468.0
2019-01-15,341306.0
2019-01-16,346046.0
2019-01-17,326936.0
2019-01-18,352032.0
2019-01-21,368530.0
2019-01-22,340768.0
2019-01-23,345740.0
2019-01-24,339632.0
2019-01-25,364628.0
2019-01-28,324362.0
2019-01-29,325300.0
2019-01-30,319738.0
2019-01-31,380526.0
2019-02-01,307868.0
2019-02-11,312906.0
2019-02-12,309778.0
2019-02-13,315750.0
2019-02-14,292650.0
2019-02-15,298644.0
2019-02-18,303558.0
2019-02-19,303372.0
2019-02-20,317282.0
2019-02-21,320120.0
2019-02-22,330962.0
2019-02-25,354452.0
2019-02-26,343950.0
2019-02-27,360582.0
2019-02-28,324930.0
2019-03-01,361930.0
2019-03-04,335250.0
2019-03-05,317168.0
2019-03-06,303916.0
2019-03-07,288908.0
2019-03-08,297778.0
2019-03-11,291070.0
2019-03-12,283232.0
2019-03-13,288774.0
2019-03-14,273472.0
2019-03-15,311320.0
2019-03-18,293858.0
2019-03-19,316240.0
2019-03-20,292986.0
2019-03-21,291624.0
2019-03-22,286416.0
2019-03-25,273786.0
2019-03-26,283046.0
2019-03-27,287438.0
2019-03-28,274596.0
2019-03-29,290758.0
2019-04-01,261550.0
2019-04-02,265010.0
2019-04-03,255516.0
2019-04-04,225904.0
2019-04-08,247738.0
2019-04-09,255572.0
2019-04-10,261930.0
2019-04-11,260474.0
2019-04-12,256474.0
2019-04-15,234938.0
2019-04-16,243442.0
2019-04-17,216446.0
2019-04-18,235648.0
2019-04-19,201900.0
2019-04-22,199734.0
2019-04-23,184852.0
2019-04-24,201304.0
2019-04-25,176252.0
2019-04-26,197020.0
2019-04-29,182500.0
2019-04-30,178464.0
2019-05-06,177144.0
2019-05-07,200388.0
2019-05-08,183244.0
2019-05-09,181520.0
2019-05-10,175222.0
2019-05-13,179272.0
2019-05-14,166248.0
2019-05-15,166660.0
2019-05-16,168578.0
2019-05-17,190746.0
2019-05-20,187406.0
2019-05-21,234094.0
2019-05-22,240044.0
2019-05-23,216692.0
2019-05-24,255676.0
2019-05-27,221686.0
2019-05-28,218704.0
2019-05-29,206684.0
2019-05-30,246938.0
2019-05-31,231964.0
2019-06-03,231652.0
2019-06-04,220808.0
2019-06-05,228666.0
2019-06-06,229942.0
2019-06-10,243550.0
2019-06-11,275638.0
2019-06-12,236480.0
2019-06-13,213442.0
2019-06-14,210738.0
2019-06-17,199232.0
2019-06-18,201084.0
2019-06-19,200340.0
2019-06-20,191358.0
2019-06-21,201074.0
2019-06-24,221842.0
2019-06-25,213126.0
2019-06-26,206402.0
2019-06-27,224592.0
2019-06-28,205764.0
2019-07-01,211944.0
2019-07-02,195928.0
2019-07-03,208096.0
2019-07-04,219954.0
2019-07-05,224996.0
2019-07-08,207478.0
2019-07-09,184386.0
2019-07-10,189950.0
2019-07-11,203502.0
2019-07-12,193188.0
2019-07-15,188704.0
2019-07-16,195308.0
2019-07-17,195210.0
2019-07-18,187834.0
2019-07-19,178854.0
2019-07-22,167796.0
2019-07-23,163958.0
2019-07-24,177862.0
2019-07-25,172808.0
2019-07-26,168550.0
2019-07-29,162786.0
2019-07-30,168052.0
2019-07-31,155252.0
2019-08-01,171254.0
2019-08-02,186470.0
2019-08-05,175358.0
2019-08-06,179506.0
2019-08-07,187902.0
2019-08-08,179316.0
2019-08-09,194264.0
2019-08-12,178178.0
2019-08-13,163498.0
2019-08-14,181428.0
2019-08-15,163736.0
2019-08-16,152176.0
2019-08-19,143616.0
2019-08-20,139726.0
2019-08-21,175664.0
2019-08-22,146314.0
2019-08-23,145424.0
2019-08-26,180914.0
2019-08-27,176782.0
2019-08-28,188556.0
2019-08-29,172548.0
2019-08-30,161816.0
2019-09-02,145830.0
2019-09-03,141340.0
2019-09-04,145798.0
2019-09-05,147684.0
2019-09-06,136114.0
2019-09-09,145996.0
2019-09-10,133380.0
2019-09-11,161518.0
2019-09-12,149232.0
2019-09-16,148904.0
2019-09-17,151200.0
2019-09-18,154726.0
2019-09-19,158320.0
2019-09-20,212690.0
2019-09-23,195500.0
2019-09-24,266184.0
2019-09-25,249952.0
2019-09-26,249912.0
2019-09-27,226798.0
2019-09-30,232060.0
2019-10-08,221232.0
2019-10-09,251840.0
2019-10-10,232032.0
2019-10-11,247356.0
2019-10-14,246764.0
2019-10-15,263118.0
2019-10-16,283984.0
2019-10-17,267256.0
2019-10-18,253196.0
2019-10-21,242000.0
2019-10-22,247058.0
2019-10-23,238054.0
2019-10-24,219862.0
2019-10-25,227612.0
2019-10-28,233312.0
2019-10-29,229648.0
2019-10-30,219844.0
2019-10-31,247762.0
2019-11-01,241242.0
2019-11-04,286808.0
2019-11-05,264182.0
2019-11-06,261784.0
2019-11-07,252456.0
2019-11-08,256024.0
2019-11-11,272968.0
2019-11-12,250768.0
2019-11-13,286944.0
2019-11-14,258146.0
2019-11-15,250152.0
2019-11-18,267340.0
2019-11-19,275396.0
2019-11-20,258984.0
2019-11-21,254486.0
2019-11-22,246492.0
2019-11-25,280618.0
2019-11-26,254324.0
2019-11-27,233672.0
2019-11-28,234182.0
2019-11-29,237712.0
2019-12-02,228392.0
2019-12-03,230722.0
2019-12-04,228832.0
2019-12-05,218998.0
2019-12-06,211048.0
2019-12-09,244774.0
2019-12-10,220678.0
2019-12-11,224310.0
2019-12-12,209680.0
2019-12-13,194866.0
2019-12-16,208334.0
2019-12-17,198978.0
2019-12-18,208526.0
2019-12-19,239042.0
2019-12-20,214538.0
2019-12-23,213898.0
2019-12-24,226678.0
2019-12-25,216130.0
2019-12-26,230654.0
2019-12-27,220322.0
2019-12-30,207226.0
2019-12-31,180864.0
2020-01-02,93204.0
2020-01-03,87305.0
2020-01-06,85355.0
2020-01-07,91370.0
2020-01-08,92853.0
2020-01-09,94843.0
2020-01-10,96414.0
2020-01-13,98923.0
2020-01-14,97154.0
2020-01-15,91193.0
2020-01-16,98259.0
2020-01-17,93634.0
2020-01-20,94543.0
2020-01-21,93973.0
2020-01-22,95202.0
2020-01-23,84312.0
2020-02-03,85520.0
2020-02-04,88907.0
2020-02-05,85092.0
2020-02-06,100836.0
2020-02-07,94054.0
2020-02-10,92564.0
2020-02-11,106159.0
2020-02-12,103003.0
2020-02-13,105811.0
2020-02-14,104571.0
2020-02-17,108621.0
2020-02-18,105824.0
2020-02-19,110127.0
2020-02-20,114019.0
2020-02-21,105814.0
2020-02-24,114819.0
2020-02-25,110904.0
2020-02-26,110577.0
2020-02-27,122899.0
2020-02-28,121035.0
2020-03-02,122100.0
2020-03-03,119536.0
2020-03-04,117162.0
2020-03-05,117483.0
2020-03-06,115371.0
2020-03-09,118234.0
2020-03-10,107961.0
2020-03-11,106808.0
2020-03-12,119887.0
2020-03-13,112856.0
2020-03-16,103661.0
2020-03-17,112133.0
2020-03-18,103957.0
2020-03-19,110711.0
2020-03-20,101377.0
2020-03-23,107606.0
2020-03-24,99048.0
2020-03-25,104019.0
2020-03-26,100997.0
2020-03-27,103371.0
2020-03-30,105687.0
2020-03-31,107028.0
2020-04-01,122310.0
2020-04-02,111755.0
2020-04-03,119590.0
2020-04-07,118243.0
2020-04-08,114066.0
2020-04-09,114137.0
2020-04-10,106521.0
2020-04-13,101979.0
2020-04-14,93790.0
2020-04-15,94574.0
2020-04-16,89822.0
2020-04-17,99621.0
2020-04-20,92497.0
2020-04-21,98571.0
2020-04-22,94964.0
2020-04-23,103468.0
2020-04-24,100800.0
2020-04-27,101729.0
2020-04-28,123636.0
2020-04-29,117344.0
2020-04-30,106769.0
2020-05-06,95313.0
2020-05-07,100869.0
2020-05-08,96853.0
2020-05-11,107184.0
2020-05-12,105502.0
2020-05-13,96233.0
2020-05-14,102736.0
2020-05-15,96135.0
2020-05-18,100794.0
2020-05-19,101148.0
2020-05-20,102922.0
2020-05-21,100017.0
2020-05-22,106811.0
2020-05-25,107838.0
2020-05-26,104692.0
2020-05-27,107024.0
2020-05-28,100148.0
2020-05-29,99549.0
2020-06-01,110317.0
2020-06-02,109185.0
2020-06-03,109450.0
2020-06-04,106016.0
2020-06-05,108310.0
2020-06-08,119344.0
2020-06-09,109116.0
2020-06-10,110826.0
2020-06-11,101166.0
2020-06-12,104228.0
2020-06-15,100607.0
2020-06-16,96487.0
2020-06-17,96534.0
2020-06-18,104701.0
2020-06-19,97754.0
2020-06-22,96757.0
2020-06-23,92304.0
2020-06-24,91587.0
2020-06-29,94923.0
2020-06-30,85583.0
2020-07-01,88801.0
2020-07-02,98429.0
2020-07-03,89890.0
2020-07-06,94094.0
2020-07-07,84892.0
2020-07-08,100732.0
2020-07-09,109334.0
2020-07-10,99847.0
2020-07-13,97542.0
2020-07-14,98670.0
2020-07-15,89739.0
2020-07-16,94322.0
2020-07-17,89297.0
2020-07-20,85665.0
2020-07-21,109112.0
2020-07-22,96847.0
2020-07-23,100047.0
2020-07-24,94876.0
2020-07-27,92123.0
2020-07-28,86553.0
2020-07-29,86825.0
2020-07-30,88987.0
2020-07-31,82958.0
2020-08-03,90840.0
2020-08-04,86570.0
2020-08-05,89948.0
2020-08-06,81207.0
2020-08-07,81797.0
2020-08-10,78360.0
2020-08-11,76007.0
2020-08-12,79738.0
2020-08-13,73795.0
2020-08-14,76559.0
2020-08-17,77918.0
2020-08-18,70714.0
2020-08-19,88408.0
2020-08-20,77907.0
2020-08-21,69558.0
2020-08-24,77575.0
2020-08-25,76117.0
2020-08-26,73205.0
2020-08-27,74591.0
2020-08-28,82951.0
2020-08-31,78640.0
2020-09-01,101707.0
2020-09-02,103678.0
2020-09-03,107667.0
2020-09-04,107278.0
2020-09-07,104188.0
2020-09-08,106211.0
2020-09-09,101551.0
2020-09-10,104311.0
2020-09-11,89728.0
2020-09-14,98509.0
2020-09-15,89900.0
2020-09-16,92853.0
2020-09-17,89818.0
2020-09-18,99057.0
2020-09-21,89411.0
2020-09-22,101115.0
2020-09-23,103694.0
2020-09-24,93243.0
2020-09-25,88058.0
2020-09-28,93947.0
2020-09-29,84737.0
2020-09-30,84090.0
2020-10-09,99264.0
2020-10-12,104300.0
2020-10-13,118132.0
2020-10-14,110329.0
2020-10-15,113207.0
2020-10-16,112664.0
2020-10-19,106196.0
2020-10-20,106264.0
2020-10-21,106602.0
2020-10-22,120265.0
2020-10-23,105191.0
2020-10-26,116323.0
2020-10-27,108728.0
2020-10-28,114391.0
2020-10-29,110975.0
2020-10-30,118140.0
2020-11-02,123363.0
2020-11-03,124610.0
2020-11-04,112570.0
2020-11-05,120334.0
2020-11-06,111063.0
2020-11-09,125675.0
2020-11-10,114443.0
2020-11-11,128482.0
2020-11-12,114738.0
2020-11-13,125538.0
2020-11-16,117087.0
2020-11-17,123118.0
2020-11-18,111498.0
2020-11-19,124222.0
2020-11-20,120798.0
2020-11-23,132231.0
2020-11-24,143262.0
2020-11-25,144394.0
2020-11-26,144621.0
2020-11-27,138025.0
2020-11-30,147585.0
2020-12-01,151593.0
2020-12-02,159290.0
2020-12-03,151670.0
2020-12-04,145645.0
2020-12-07,147506.0
2020-12-08,134401.0
2020-12-09,156988.0
2020-12-10,147287.0
2020-12-11,136065.0
2020-12-14,139854.0
2020-12-15,121077.0
2020-12-16,140243.0
2020-12-17,138578.0
2020-12-18,143206.0
2020-12-21,146474.0
2020-12-22,137220.0
2020-12-23,134408.0
2020-12-24,129128.0
2020-12-25,139118.0
2020-12-28,152634.0
2020-12-29,143632.0
2020-12-30,149716.0
2020-12-31,128868.0
2021-01-04,135359.0
2021-01-05,133108.0
2021-01-06,134474.0
2021-01-07,134311.0
2021-01-08,163298.0
2021-01-11,157680.0
2021-01-12,150060.0
2021-01-13,142788.0
2021-01-14,143182.0
2021-01-15,155280.0
2021-01-18,153578.0
2021-01-19,148282.0
2021-01-20,146000.0
2021-01-21,136051.0
2021-01-22,141339.0
2021-01-25,143249.0
2021-01-26,140147.0
2021-01-27,142923.0
2021-01-28,140298.0
2021-01-29,142646.0
2021-02-01,133151.0
2021-02-02,137373.0
2021-02-03,139030.0
2021-02-04,146204.0
2021-02-05,136399.0
2021-02-08,131736.0
2021-02-09,115336.0
2021-02-10,112119.0
2021-02-18,119566.0
2021-02-19,123774.0
2021-02-22,145314.0
2021-02-23,143544.0
2021-02-24,147664.0
2021-02-25,148314.0
2021-02-26,146877.0
2021-03-01,161820.0
2021-03-02,158480.0
2021-03-03,154626.0
2021-03-04,146727.0
2021-03-05,152306.0
2021-03-08,155289.0
2021-03-09,138728.0
2021-03-10,151429.0
2021-03-11,153112.0
2021-03-12,145786.0
2021-03-15,134679.0
2021-03-16,149614.0
2021-03-17,159595.0
2021-03-18,160271.0
2021-03-19,178424.0
2021-03-22,167998.0
2021-03-23,155028.0
2021-03-24,154922.0
2021-03-25,149619.0
2021-03-26,153017.0
2021-03-29,174558.0
2021-03-30,184845.0
2021-03-31,182535.0
2021-04-01,192485.0
2021-04-02,176313.0
2021-04-06,180790.0
2021-04-07,183692.0
2021-04-08,180985.0
2021-04-09,174979.0
2021-04-12,192226.0
2021-04-13,186212.0
2021-04-14,187611.0
2021-04-15,184154.0
2021-04-16,213997.0
2021-04-19,203551.0
2021-04-20,196443.0
2021-04-21,191483.0
2021-04-22,194960.0
2021-04-23,189506.0
2021-04-26,201599.0
2021-04-27,195363.0
2021-04-28,204647.0
2021-04-29,203736.0
2021-04-30,199457.0
2021-05-06,196840.0
2021-05-07,205312.0
2021-05-10,203784.0
2021-05-11,194129.0
2021-05-12,227945.0
2021-05-13,218840.0
2021-05-14,214277.0
2021-05-17,233931.0
2021-05-18,218059.0
2021-05-19,238421.0
2021-05-20,227976.0
2021-05-21,230116.0
2021-05-24,211485.0
2021-05-25,229947.0
2021-05-26,230019.0
2021-05-27,257111.0
2021-05-28,230778.0
2021-05-31,253755.0
2021-06-01,240599.0
2021-06-02,246532.0
2021-06-03,250133.0
2021-06-04,249845.0
2021-06-07,242777.0
2021-06-08,256690.0
2021-06-09,250468.0
2021-06-10,256850.0
2021-06-11,273949.0
2021-06-15,256651.0
2021-06-16,274791.0
2021-06-17,290663.0
2021-06-18,295770.0
2021-06-21,280898.0
2021-06-22,288151.0
2021-06-23,302336.0
2021-06-24,307377.0
2021-06-25,304158.0
2021-06-28,299966.0
2021-06-29,281963.0
2021-06-30,285554.0
2021-07-01,277509.0
2021-07-02,303201.0
2021-07-05,292046.0
2021-07-06,306461.0
2021-07-07,289185.0
2021-07-08,315272.0
2021-07-09,301021.0
2021-07-12,321408.0
2021-07-13,328168.0
2021-07-14,337033.0
2021-07-15,340304.0
2021-07-16,352623.0
2021-07-19,350114.0
2021-07-20,356066.0
2021-07-21,364292.0
2021-07-22,367041.0
2021-07-23,379510.0
2021-07-26,384632.0
2021-07-27,375802.0
2021-07-28,391365.0
2021-07-29,411556.0
2021-07-30,431046.0
2021-08-02,421876.0
2021-08-03,402550.0
2021-08-04,428803.0
2021-08-05,449354.0
2021-08-06,472583.0
2021-08-09,473860.0
2021-08-10,460171.0
2021-08-11,473888.0
2021-08-12,475348.0
2021-08-13,501524.0
2021-08-16,492908.0
2021-08-17,498885.0
2021-08-18,512746.0
2021-08-19,566498.0
2021-08-20,469945.0
2021-08-23,445023.0
2021-08-24,403655.0
2021-08-25,418101.0
2021-08-26,415123.0
2021-08-27,405608.0
2021-08-30,385704.0
2021-08-31,356688.0
2021-09-01,327939.0
2021-09-02,336889.0
2021-09-03,323588.0
2021-09-06,283994.0
2021-09-07,259762.0
2021-09-08,233607.0
2021-09-09,223407.0
2021-09-10,202979.0
2021-09-13,188996.0
2021-09-14,179967.0
2021-09-15,170518.0
2021-09-16,166513.0
2021-09-17,160810.0
2021-09-22,162424.0
2021-09-23,159392.0
2021-09-24,150373.0
2021-09-27,150190.0
2021-09-28,148803.0
2021-09-29,145168.0
2021-09-30,142212.0
2021-10-08,137712.0
2021-10-11,140635.0
2021-10-12,140013.0
2021-10-13,136398.0
2021-10-14,135464.0
2021-10-15,136180.0
2021-10-18,130843.0
2021-10-19,125444.0
2021-10-20,118462.0
2021-10-21,111825.0
2021-10-22,97075.0
2021-10-25,98343.0
2021-10-26,98300.0
2021-10-27,99242.0
2021-10-28,69079.0
2021-10-29,63361.0
2021-11-01,61692.0
2021-11-02,57345.0
2021-11-03,58089.0
2021-11-04,58797.0
2021-11-05,57933.0
2021-11-08,55279.0
2021-11-09,53742.0
2021-11-10,51843.0
2021-11-11,51134.0
2021-11-12,52230.0
2021-11-15,53493.0
2021-11-16,54016.0
2021-11-17,53950.0
2021-11-18,55143.0
2021-11-19,54041.0
2021-11-22,53370.0
2021-11-23,50242.0
2021-11-24,48088.0
2021-11-25,46134.0
2021-11-26,46190.0
2021-11-29,45919.0
2021-11-30,46668.0
2021-12-01,46441.0
2021-12-02,45829.0
2021-12-03,45410.0
2021-12-06,44529.0
2021-12-07,46543.0
2021-12-08,47902.0
2021-12-09,47909.0
2021-12-10,47432.0
2021-12-13,45195.0
2021-12-14,46709.0
2021-12-15,47204.0
2021-12-16,51616.0
2021-12-17,52818.0
2021-12-20,52294.0
2021-12-21,53069.0
2021-12-22,52111.0
2021-12-23,53823.0
2021-12-24,55412.0
2021-12-27,49290.0
2021-12-28,47579.0
2021-12-29,47815.0
2021-12-30,47873.0
2021-12-31,48363.0
2022-01-04,48727.0
2022-01-05,48981.0
2022-01-06,48245.0
2022-01-07,45556.0
2022-01-10,45265.0
2022-01-11,45813.0
2022-01-12,45857.0
2022-01-13,44528.0
2022-01-14,44563.0
2022-01-17,39597.0
2022-01-18,40953.0
2022-01-19,40518.0
2022-01-20,40128.0
2022-01-21,38691.0
2022-01-24,38390.0
2022-01-25,37710.0
2022-01-26,36688.0
2022-01-27,36069.0
2022-01-28,32823.0
2022-02-07,35887.0
2022-02-08,42717.0
2022-02-09,41039.0
2022-02-10,40433.0
2022-02-11,41111.0
2022-02-14,42677.0
2022-02-15,42471.0
2022-02-16,45397.0
2022-02-17,46358.0
2022-02-18,53592.0
2022-02-21,56578.0
2022-02-22,54433.0
2022-02-23,57947.0
2022-02-24,53415.0
2022-02-25,48271.0
2022-02-28,50353.0
2022-03-01,53826.0
2022-03-02,53961.0
2022-03-03,54833.0
2022-03-04,55472.0
2022-03-07,54051.0
2022-03-08,52957.0
2022-03-09,53655.0
2022-03-10,55963.0
2022-03-11,55600.0
2022-03-14,52767.0
2022-03-15,50684.0
2022-03-16,51617.0
2022-03-17,51291.0
2022-03-18,57114.0
2022-03-21,56921.0
2022-03-22,55491.0
2022-03-23,54332.0
2022-03-24,55529.0
2022-03-25,58803.0
2022-03-28,58577.0
2022-03-29,61332.0
2022-03-30,60088.0
2022-03-31,59481.0
2022-04-01,58695.0
2022-04-06,58981.0
2022-04-07,59578.0
2022-04-08,58123.0
2022-04-11,56283.0
2022-04-12,56273.0
2022-04-13,55605.0
2022-04-14,57436.0
2022-04-15,58531.0
2022-04-18,57150.0
2022-04-19,51039.0
2022-04-20,50930.0
2022-04-21,49853.0
2022-04-22,48299.0
2022-04-25,45033.0
2022-04-26,43984.0
2022-04-27,42960.0
2022-04-28,40986.0
2022-04-29,39063.0
2022-05-05,39817.0
2022-05-06,41040.0
2022-05-09,41197.0
2022-05-10,40109.0
2022-05-11,39886.0
2022-05-12,40913.0
2022-05-13,40091.0
2022-05-16,40286.0
2022-05-17,39263.0
2022-05-18,38878.0
2022-05-19,38573.0
2022-05-20,39726.0
2022-05-23,42355.0
2022-05-24,46255.0
2022-05-25,46536.0
2022-05-26,46866.0
2022-05-27,44094.0
2022-05-30,44533.0
2022-05-31,43693.0
2022-06-01,45874.0
2022-06-02,44197.0
2022-06-06,45288.0
2022-06-07,45382.0
2022-06-08,46698.0
2022-06-09,45563.0
2022-06-10,46025.0
2022-06-13,46183.0
2022-06-14,47315.0
2022-06-15,48275.0
2022-06-16,47816.0
2022-06-17,47854.0
2022-06-20,48568.0
2022-06-21,47057.0
2022-06-22,48652.0
2022-06-23,47091.0
2022-06-24,46201.0
2022-06-27,44955.0
2022-06-28,44806.0
2022-06-29,44747.0
2022-06-30,48334.0
2022-07-01,49225.0
2022-07-04,51863.0
2022-07-05,51129.0
2022-07-06,49908.0
2022-07-07,49450.0
2022-07-08,52636.0
2022-07-11,53126.0
2022-07-12,56182.0
2022-07-13,55479.0
2022-07-14,57113.0
2022-07-15,59559.0
2022-07-18,59389.0
2022-07-19,58765.0
2022-07-20,62886.0
2022-07-21,68035.0
2022-07-22,65096.0
2022-07-25,62784.0
2022-07-26,62609.0
2022-07-27,63125.0
2022-07-28,64003.0
2022-07-29,62704.0
2022-08-01,62566.0
2022-08-02,64051.0
2022-08-03,64439.0
2022-08-04,64850.0
2022-08-05,64437.0
2022-08-08,63824.0
2022-08-09,63641.0
2022-08-10,64422.0
2022-08-11,63021.0
2022-08-12,64486.0
2022-08-15,63916.0
2022-08-16,64705.0
2022-08-17,65893.0
2022-08-18,64758.0
2022-08-19,62707.0
2022-08-22,59004.0
2022-08-23,58689.0
2022-08-24,59185.0
2022-08-25,57170.0
2022-08-26,61560.0
2022-08-29,58710.0
2022-08-30,62223.0
2022-08-31,60838.0
2022-09-01,65079.0
2022-09-02,63826.0
2022-09-05,62619.0
2022-09-06,64180.0
2022-09-07,66620.0
2022-09-08,64299.0
2022-09-09,61552.0
2022-09-13,63151.0
2022-09-14,62526.0
2022-09-15,66236.0
2022-09-16,68675.0
2022-09-19,72421.0
2022-09-20,69993.0
2022-09-21,72138.0
2022-09-22,75219.0
2022-09-23,76534.0
2022-09-26,76311.0
2022-09-27,77580.0
2022-09-28,75951.0
2022-09-29,73345.0
2022-09-30,69617.0
2022-10-10,74313.0
2022-10-11,75102.0
2022-10-12,75750.0
2022-10-13,76475.0
2022-10-14,76649.0
2022-10-17,77769.0
2022-10-18,77779.0
2022-10-19,77973.0
2022-10-20,80729.0
2022-10-21,78922.0
2022-10-24,78912.0
2022-10-25,80922.0
2022-10-26,80263.0
2022-10-27,81161.0
2022-10-28,81286.0
2022-10-31,83054.0
2022-11-01,81184.0
2022-11-02,80238.0
2022-11-03,80496.0
2022-11-04,82033.0
2022-11-07,80900.0
2022-11-08,81702.0
2022-11-09,84567.0
2022-11-10,83730.0
2022-11-11,82962.0
