trading_date,SM_total_oi
2019-06-20,174378.0
2019-06-21,193366.0
2019-06-24,179112.0
2019-06-25,193032.0
2019-06-26,198360.0
2019-06-27,190102.0
2019-06-28,176570.0
2019-07-01,171252.0
2019-07-02,164894.0
2019-07-03,162686.0
2019-07-04,163086.0
2019-07-05,160502.0
2019-07-08,151420.0
2019-07-09,142708.0
2019-07-10,138640.0
2019-07-11,134800.0
2019-07-12,129216.0
2019-07-15,126858.0
2019-07-16,122840.0
2019-07-17,129996.0
2019-07-18,128344.0
2019-07-19,124360.0
2019-07-22,116926.0
2019-07-23,120318.0
2019-07-24,120566.0
2019-07-25,118444.0
2019-07-26,118594.0
2019-07-29,118132.0
2019-07-30,118388.0
2019-07-31,115184.0
2019-08-01,119928.0
2019-08-02,125482.0
2019-08-05,130618.0
2019-08-06,133090.0
2019-08-07,127490.0
2019-08-08,124618.0
2019-08-09,129486.0
2019-08-12,125886.0
2019-08-13,128562.0
2019-08-14,131920.0
2019-08-15,130000.0
2019-08-16,124170.0
2019-08-19,114806.0
2019-08-20,115588.0
2019-08-21,116406.0
2019-08-22,118482.0
2019-08-23,119568.0
2019-08-26,135164.0
2019-08-27,133832.0
2019-08-28,136554.0
2019-08-29,159644.0
2019-08-30,143140.0
2019-09-02,126686.0
2019-09-03,127962.0
2019-09-04,121518.0
2019-09-05,123614.0
2019-09-06,123622.0
2019-09-09,129496.0
2019-09-10,126632.0
2019-09-11,139598.0
2019-09-12,143482.0
2019-09-16,140554.0
2019-09-17,134196.0
2019-09-18,142500.0
2019-09-19,145076.0
2019-09-20,172058.0
2019-09-23,169684.0
2019-09-24,169686.0
2019-09-25,166458.0
2019-09-26,160840.0
2019-09-27,172984.0
2019-09-30,159494.0
2019-10-08,165458.0
2019-10-09,183928.0
2019-10-10,187018.0
2019-10-11,206700.0
2019-10-14,206094.0
2019-10-15,206816.0
2019-10-16,207936.0
2019-10-17,200458.0
2019-10-18,190288.0
2019-10-21,195524.0
2019-10-22,200226.0
2019-10-23,201770.0
2019-10-24,212070.0
2019-10-25,226044.0
2019-10-28,237542.0
2019-10-29,237020.0
2019-10-30,248044.0
2019-10-31,263976.0
2019-11-01,264388.0
2019-11-04,282466.0
2019-11-05,279152.0
2019-11-06,275180.0
2019-11-07,268072.0
2019-11-08,281948.0
2019-11-11,283296.0
2019-11-12,284674.0
2019-11-13,299136.0
2019-11-14,289964.0
2019-11-15,278872.0
2019-11-18,259138.0
2019-11-19,249566.0
2019-11-20,244516.0
2019-11-21,233236.0
2019-11-22,232614.0
2019-11-25,231644.0
2019-11-26,228802.0
2019-11-27,232990.0
2019-11-28,233012.0
2019-11-29,228578.0
2019-12-02,221092.0
2019-12-03,219536.0
2019-12-04,221340.0
2019-12-05,225786.0
2019-12-06,233246.0
2019-12-09,242460.0
2019-12-10,236302.0
2019-12-11,243512.0
2019-12-12,230984.0
2019-12-13,222926.0
2019-12-16,213036.0
2019-12-17,213070.0
2019-12-18,237750.0
2019-12-19,226304.0
2019-12-20,228356.0
2019-12-23,215966.0
2019-12-24,201290.0
2019-12-25,201608.0
2019-12-26,193826.0
2019-12-27,194874.0
2019-12-30,181000.0
2019-12-31,170814.0
2020-01-02,82468.0
2020-01-03,82439.0
2020-01-06,74411.0
2020-01-07,75335.0
2020-01-08,72962.0
2020-01-09,75111.0
2020-01-10,73982.0
2020-01-13,76214.0
2020-01-14,77053.0
2020-01-15,77186.0
2020-01-16,74669.0
2020-01-17,69139.0
2020-01-20,73265.0
2020-01-21,67778.0
2020-01-22,67815.0
2020-01-23,61740.0
2020-02-03,71768.0
2020-02-04,78489.0
2020-02-05,79661.0
2020-02-06,78984.0
2020-02-07,80424.0
2020-02-10,80261.0
2020-02-11,82658.0
2020-02-12,72226.0
2020-02-13,71269.0
2020-02-14,71333.0
2020-02-17,74789.0
2020-02-18,77420.0
2020-02-19,76493.0
2020-02-20,81320.0
2020-02-21,84006.0
2020-02-24,95145.0
2020-02-25,105232.0
2020-02-26,106206.0
2020-02-27,107779.0
2020-02-28,105509.0
2020-03-02,105505.0
2020-03-03,106905.0
2020-03-04,106918.0
2020-03-05,106342.0
2020-03-06,103940.0
2020-03-09,111188.0
2020-03-10,110807.0
2020-03-11,114091.0
2020-03-12,115101.0
2020-03-13,109515.0
2020-03-16,101009.0
2020-03-17,96974.0
2020-03-18,100310.0
2020-03-19,90874.0
2020-03-20,91398.0
2020-03-23,94469.0
2020-03-24,105349.0
2020-03-25,111510.0
2020-03-26,131748.0
2020-03-27,101837.0
2020-03-30,105639.0
2020-03-31,103301.0
2020-04-01,104641.0
2020-04-02,108494.0
2020-04-03,107179.0
2020-04-07,108759.0
2020-04-08,109626.0
2020-04-09,114714.0
2020-04-10,140930.0
2020-04-13,126871.0
2020-04-14,133137.0
2020-04-15,141512.0
2020-04-16,154135.0
2020-04-17,158120.0
2020-04-20,160878.0
2020-04-21,166321.0
2020-04-22,167748.0
2020-04-23,165030.0
2020-04-24,165713.0
2020-04-27,162186.0
2020-04-28,166077.0
2020-04-29,162873.0
2020-04-30,151949.0
2020-05-06,160349.0
2020-05-07,160805.0
2020-05-08,166645.0
2020-05-11,169888.0
2020-05-12,179052.0
2020-05-13,176018.0
2020-05-14,168527.0
2020-05-15,169070.0
2020-05-18,175727.0
2020-05-19,172959.0
2020-05-20,165259.0
2020-05-21,162157.0
2020-05-22,154559.0
2020-05-25,178667.0
2020-05-26,176258.0
2020-05-27,176903.0
2020-05-28,173711.0
2020-05-29,173610.0
2020-06-01,166169.0
2020-06-02,167149.0
2020-06-03,172849.0
2020-06-04,184997.0
2020-06-05,174718.0
2020-06-08,170558.0
2020-06-09,178572.0
2020-06-10,175291.0
2020-06-11,150426.0
2020-06-12,141346.0
2020-06-15,136383.0
2020-06-16,141209.0
2020-06-17,139563.0
2020-06-18,136712.0
2020-06-19,138066.0
2020-06-22,133031.0
2020-06-23,128495.0
2020-06-24,133268.0
2020-06-29,140188.0
2020-06-30,131690.0
2020-07-01,126088.0
2020-07-02,127838.0
2020-07-03,137362.0
2020-07-06,133611.0
2020-07-07,142001.0
2020-07-08,140394.0
2020-07-09,145691.0
2020-07-10,140961.0
2020-07-13,144620.0
2020-07-14,144342.0
2020-07-15,138868.0
2020-07-16,154548.0
2020-07-17,148701.0
2020-07-20,141793.0
2020-07-21,141280.0
2020-07-22,144575.0
2020-07-23,140584.0
2020-07-24,156963.0
2020-07-27,156253.0
2020-07-28,163323.0
2020-07-29,154526.0
2020-07-30,153563.0
2020-07-31,145986.0
2020-08-03,152522.0
2020-08-04,145715.0
2020-08-05,144376.0
2020-08-06,134191.0
2020-08-07,128187.0
2020-08-10,133626.0
2020-08-11,132525.0
2020-08-12,138340.0
2020-08-13,133738.0
2020-08-14,130858.0
2020-08-17,123531.0
2020-08-18,126566.0
2020-08-19,128221.0
2020-08-20,128402.0
2020-08-21,132835.0
2020-08-24,131847.0
2020-08-25,125637.0
2020-08-26,126795.0
2020-08-27,122695.0
2020-08-28,125553.0
2020-08-31,125804.0
2020-09-01,132469.0
2020-09-02,136142.0
2020-09-03,144140.0
2020-09-04,145067.0
2020-09-07,142433.0
2020-09-08,141036.0
2020-09-09,138828.0
2020-09-10,132927.0
2020-09-11,135506.0
2020-09-14,138456.0
2020-09-15,129409.0
2020-09-16,130193.0
2020-09-17,133811.0
2020-09-18,139299.0
2020-09-21,152355.0
2020-09-22,152464.0
2020-09-23,171277.0
2020-09-24,167497.0
2020-09-25,161749.0
2020-09-28,152530.0
2020-09-29,145617.0
2020-09-30,144926.0
2020-10-09,159961.0
2020-10-12,150373.0
2020-10-13,154257.0
2020-10-14,155929.0
2020-10-15,157814.0
2020-10-16,158550.0
2020-10-19,155896.0
2020-10-20,151558.0
2020-10-21,153484.0
2020-10-22,162067.0
2020-10-23,168278.0
2020-10-26,175726.0
2020-10-27,177971.0
2020-10-28,169976.0
2020-10-29,168928.0
2020-10-30,147416.0
2020-11-02,144846.0
2020-11-03,150458.0
2020-11-04,151875.0
2020-11-05,153644.0
2020-11-06,146050.0
2020-11-09,174759.0
2020-11-10,166348.0
2020-11-11,175153.0
2020-11-12,170384.0
2020-11-13,177785.0
2020-11-16,154219.0
2020-11-17,154362.0
2020-11-18,161550.0
2020-11-19,161627.0
2020-11-20,163347.0
2020-11-23,152934.0
2020-11-24,151250.0
2020-11-25,151944.0
2020-11-26,159610.0
2020-11-27,161204.0
2020-11-30,175305.0
2020-12-01,160326.0
2020-12-02,166351.0
2020-12-03,166291.0
2020-12-04,192922.0
2020-12-07,191224.0
2020-12-08,182170.0
2020-12-09,168522.0
2020-12-10,170015.0
2020-12-11,159493.0
2020-12-14,162436.0
2020-12-15,163987.0
2020-12-16,173386.0
2020-12-17,176937.0
2020-12-18,185226.0
2020-12-21,188478.0
2020-12-22,167961.0
2020-12-23,168952.0
2020-12-24,169455.0
2020-12-25,169144.0
2020-12-28,166117.0
2020-12-29,160974.0
2020-12-30,160737.0
2020-12-31,150532.0
2021-01-04,154086.0
2021-01-05,171318.0
2021-01-06,189966.0
2021-01-07,213766.0
2021-01-08,196695.0
2021-01-11,185148.0
2021-01-12,188993.0
2021-01-13,191429.0
2021-01-14,191045.0
2021-01-15,181984.0
2021-01-18,165856.0
2021-01-19,165977.0
2021-01-20,168945.0
2021-01-21,158782.0
2021-01-22,152137.0
2021-01-25,153477.0
2021-01-26,159161.0
2021-01-27,156794.0
2021-01-28,154540.0
2021-01-29,154837.0
2021-02-01,149519.0
2021-02-02,148637.0
2021-02-03,148725.0
2021-02-04,154354.0
2021-02-05,156031.0
2021-02-08,158168.0
2021-02-09,141716.0
2021-02-10,135322.0
2021-02-18,142435.0
2021-02-19,145591.0
2021-02-22,155901.0
2021-02-23,159008.0
2021-02-24,167770.0
2021-02-25,172666.0
2021-02-26,164513.0
2021-03-01,169510.0
2021-03-02,163443.0
2021-03-03,169587.0
2021-03-04,168488.0
2021-03-05,175060.0
2021-03-08,187836.0
2021-03-09,177709.0
2021-03-10,174001.0
2021-03-11,168438.0
2021-03-12,171884.0
2021-03-15,162302.0
2021-03-16,163307.0
2021-03-17,169108.0
2021-03-18,159391.0
2021-03-19,177534.0
2021-03-22,171761.0
2021-03-23,180129.0
2021-03-24,197693.0
2021-03-25,179610.0
2021-03-26,188179.0
2021-03-29,198743.0
2021-03-30,212801.0
2021-03-31,228468.0
2021-04-01,217229.0
2021-04-02,205962.0
2021-04-06,218661.0
2021-04-07,204895.0
2021-04-08,216513.0
2021-04-09,243072.0
2021-04-12,247441.0
2021-04-13,219013.0
2021-04-14,205608.0
2021-04-15,197417.0
2021-04-16,194369.0
2021-04-19,189052.0
2021-04-20,187869.0
2021-04-21,185148.0
2021-04-22,198751.0
2021-04-23,228211.0
2021-04-26,220497.0
2021-04-27,212897.0
2021-04-28,207061.0
2021-04-29,218148.0
2021-04-30,198902.0
2021-05-06,197370.0
2021-05-07,217631.0
2021-05-10,233725.0
2021-05-11,226493.0
2021-05-12,251996.0
2021-05-13,243392.0
2021-05-14,223331.0
2021-05-17,218337.0
2021-05-18,209725.0
2021-05-19,202449.0
2021-05-20,214918.0
2021-05-21,210206.0
2021-05-24,193435.0
2021-05-25,204592.0
2021-05-26,203545.0
2021-05-27,200987.0
2021-05-28,182877.0
2021-05-31,225506.0
2021-06-01,232252.0
2021-06-02,225117.0
2021-06-03,232008.0
2021-06-04,233342.0
2021-06-07,238552.0
2021-06-08,221190.0
2021-06-09,213765.0
2021-06-10,212219.0
2021-06-11,223646.0
2021-06-15,221082.0
2021-06-16,211833.0
2021-06-17,215611.0
2021-06-18,223398.0
2021-06-21,213883.0
2021-06-22,207347.0
2021-06-23,200079.0
2021-06-24,185129.0
2021-06-25,188362.0
2021-06-28,199370.0
2021-06-29,196659.0
2021-06-30,196650.0
2021-07-01,208689.0
2021-07-02,221230.0
2021-07-05,218207.0
2021-07-06,201661.0
2021-07-07,189945.0
2021-07-08,200421.0
2021-07-09,206911.0
2021-07-12,211579.0
2021-07-13,224326.0
2021-07-14,202848.0
2021-07-15,228374.0
2021-07-16,235931.0
2021-07-19,235623.0
2021-07-20,231500.0
2021-07-21,212539.0
2021-07-22,200153.0
2021-07-23,196506.0
2021-07-26,205144.0
2021-07-27,201787.0
2021-07-28,245022.0
2021-07-29,245437.0
2021-07-30,241844.0
2021-08-02,238152.0
2021-08-03,222458.0
2021-08-04,223460.0
2021-08-05,217680.0
2021-08-06,210403.0
2021-08-09,233077.0
2021-08-10,234467.0
2021-08-11,227601.0
2021-08-12,233548.0
2021-08-13,225888.0
2021-08-16,228317.0
2021-08-17,206406.0
2021-08-18,215016.0
2021-08-19,230178.0
2021-08-20,236825.0
2021-08-23,264209.0
2021-08-24,239833.0
2021-08-25,221487.0
2021-08-26,209664.0
2021-08-27,209267.0
2021-08-30,231649.0
2021-08-31,247595.0
2021-09-01,264972.0
2021-09-02,279080.0
2021-09-03,278750.0
2021-09-06,270170.0
2021-09-07,273599.0
2021-09-08,269537.0
2021-09-09,277652.0
2021-09-10,268784.0
2021-09-13,284096.0
2021-09-14,305442.0
2021-09-15,320962.0
2021-09-16,264597.0
2021-09-17,261958.0
2021-09-22,262205.0
2021-09-23,238576.0
2021-09-24,170773.0
2021-09-27,173891.0
2021-09-28,193785.0
2021-09-29,155805.0
2021-09-30,150926.0
2021-10-08,154853.0
2021-10-11,164299.0
2021-10-12,156731.0
2021-10-13,147460.0
2021-10-14,144783.0
2021-10-15,152795.0
2021-10-18,153486.0
2021-10-19,158207.0
2021-10-20,148676.0
2021-10-21,144788.0
2021-10-22,139222.0
2021-10-25,147368.0
2021-10-26,145482.0
2021-10-27,137153.0
2021-10-28,129580.0
2021-10-29,122816.0
2021-11-01,123260.0
2021-11-02,138977.0
2021-11-03,131011.0
2021-11-04,136077.0
2021-11-05,142043.0
2021-11-08,141597.0
2021-11-09,136445.0
2021-11-10,136328.0
2021-11-11,131344.0
2021-11-12,127861.0
2021-11-15,146960.0
2021-11-16,139785.0
2021-11-17,143958.0
2021-11-18,150178.0
2021-11-19,150023.0
2021-11-22,149182.0
2021-11-23,141774.0
2021-11-24,137769.0
2021-11-25,135622.0
2021-11-26,147554.0
2021-11-29,140631.0
2021-11-30,142462.0
2021-12-01,149778.0
2021-12-02,150077.0
2021-12-03,153423.0
2021-12-06,169560.0
2021-12-07,171807.0
2021-12-08,175879.0
2021-12-09,166088.0
2021-12-10,158706.0
2021-12-13,161058.0
2021-12-14,160252.0
2021-12-15,173651.0
2021-12-16,184486.0
2021-12-17,176504.0
2021-12-20,172022.0
2021-12-21,171376.0
2021-12-22,171596.0
2021-12-23,163897.0
2021-12-24,163702.0
2021-12-27,154404.0
2021-12-28,146636.0
2021-12-29,182785.0
2021-12-30,169346.0
2021-12-31,161937.0
2022-01-04,176915.0
2022-01-05,181543.0
2022-01-06,172546.0
2022-01-07,171734.0
2022-01-10,192643.0
2022-01-11,185277.0
2022-01-12,198051.0
2022-01-13,229137.0
2022-01-14,232150.0
2022-01-17,246079.0
2022-01-18,233998.0
2022-01-19,229303.0
2022-01-20,233632.0
2022-01-21,268036.0
2022-01-24,244008.0
2022-01-25,248523.0
2022-01-26,250739.0
2022-01-27,248646.0
2022-01-28,229792.0
2022-02-07,230392.0
2022-02-08,235746.0
2022-02-09,237839.0
2022-02-10,243624.0
2022-02-11,264341.0
2022-02-14,274564.0
2022-02-15,274375.0
2022-02-16,267913.0
2022-02-17,266335.0
2022-02-18,256960.0
2022-02-21,256026.0
2022-02-22,258681.0
2022-02-23,261926.0
2022-02-24,260340.0
2022-02-25,268481.0
2022-02-28,245728.0
2022-03-01,259365.0
2022-03-02,259544.0
2022-03-03,271400.0
2022-03-04,277481.0
2022-03-07,296502.0
2022-03-08,294858.0
2022-03-09,279924.0
2022-03-10,285891.0
2022-03-11,283458.0
2022-03-14,293922.0
2022-03-15,266392.0
2022-03-16,274856.0
2022-03-17,269662.0
2022-03-18,272654.0
2022-03-21,268497.0
2022-03-22,273317.0
2022-03-23,274442.0
2022-03-24,267384.0
2022-03-25,267750.0
2022-03-28,265344.0
2022-03-29,263762.0
2022-03-30,262674.0
2022-03-31,263420.0
2022-04-01,260179.0
2022-04-06,265569.0
2022-04-07,276807.0
2022-04-08,270993.0
2022-04-11,288457.0
2022-04-12,292739.0
2022-04-13,291827.0
2022-04-14,271138.0
2022-04-15,292379.0
2022-04-18,322365.0
2022-04-19,303458.0
2022-04-20,296810.0
2022-04-21,292827.0
2022-04-22,278585.0
2022-04-25,269883.0
2022-04-26,268779.0
2022-04-27,266841.0
2022-04-28,249473.0
2022-04-29,248045.0
2022-05-05,244936.0
2022-05-06,274413.0
2022-05-09,287305.0
2022-05-10,299567.0
2022-05-11,299812.0
2022-05-12,313908.0
2022-05-13,303938.0
2022-05-16,296180.0
2022-05-17,278579.0
2022-05-18,278075.0
2022-05-19,282362.0
2022-05-20,281057.0
2022-05-23,265315.0
2022-05-24,261314.0
2022-05-25,257143.0
2022-05-26,266780.0
2022-05-27,260282.0
2022-05-30,258572.0
2022-05-31,260015.0
2022-06-01,251638.0
2022-06-02,254006.0
2022-06-06,253674.0
2022-06-07,254154.0
2022-06-08,265864.0
2022-06-09,279517.0
2022-06-10,268823.0
2022-06-13,263428.0
2022-06-14,270198.0
2022-06-15,276422.0
2022-06-16,288230.0
2022-06-17,311114.0
2022-06-20,317409.0
2022-06-21,324081.0
2022-06-22,329603.0
2022-06-23,330292.0
2022-06-24,332752.0
2022-06-27,309929.0
2022-06-28,306005.0
2022-06-29,296385.0
2022-06-30,291389.0
2022-07-01,293069.0
2022-07-04,314685.0
2022-07-05,311248.0
2022-07-06,304730.0
2022-07-07,310989.0
2022-07-08,302644.0
2022-07-11,304510.0
2022-07-12,328356.0
2022-07-13,332049.0
2022-07-14,337498.0
2022-07-15,333198.0
2022-07-18,329220.0
2022-07-19,320215.0
2022-07-20,308545.0
2022-07-21,305916.0
2022-07-22,309477.0
2022-07-25,319956.0
2022-07-26,317659.0
2022-07-27,318826.0
2022-07-28,319864.0
2022-07-29,313547.0
2022-08-01,308598.0
2022-08-02,306932.0
2022-08-03,310528.0
2022-08-04,310824.0
2022-08-05,320552.0
2022-08-08,320914.0
2022-08-09,320507.0
2022-08-10,315542.0
2022-08-11,322150.0
2022-08-12,321936.0
2022-08-15,312752.0
2022-08-16,312159.0
2022-08-17,309326.0
2022-08-18,318122.0
2022-08-19,336745.0
2022-08-22,356438.0
2022-08-23,329048.0
2022-08-24,315355.0
2022-08-25,313582.0
2022-08-26,315570.0
2022-08-29,314052.0
2022-08-30,302604.0
2022-08-31,302865.0
2022-09-01,313815.0
2022-09-02,347597.0
2022-09-05,359124.0
2022-09-06,369925.0
2022-09-07,371528.0
2022-09-08,386553.0
2022-09-09,351253.0
2022-09-13,347141.0
2022-09-14,328896.0
2022-09-15,337166.0
2022-09-16,321012.0
2022-09-19,325392.0
2022-09-20,329914.0
2022-09-21,346238.0
2022-09-22,368656.0
2022-09-23,364589.0
2022-09-26,359938.0
2022-09-27,357274.0
2022-09-28,347018.0
2022-09-29,345239.0
2022-09-30,341330.0
2022-10-10,350619.0
2022-10-11,340041.0
2022-10-12,328981.0
2022-10-13,335519.0
2022-10-14,329870.0
2022-10-17,332836.0
2022-10-18,338509.0
2022-10-19,358446.0
2022-10-20,376917.0
2022-10-21,378856.0
2022-10-24,378565.0
2022-10-25,377882.0
2022-10-26,395528.0
2022-10-27,402441.0
2022-10-28,394579.0
2022-10-31,411114.0
2022-11-01,415003.0
2022-11-02,416447.0
2022-11-03,387639.0
2022-11-04,366591.0
2022-11-07,358767.0
2022-11-08,356045.0
2022-11-09,355307.0
2022-11-10,352504.0
2022-11-11,362723.0
