trading_date,PB_total_oi
2021-04-27,76703.0
2021-04-28,77638.0
2021-04-29,80176.0
2021-04-30,80657.0
2021-05-06,88123.0
2021-05-07,97228.0
2021-05-10,97434.0
2021-05-11,98018.0
2021-05-12,101712.0
2021-05-13,102727.0
2021-05-14,102954.0
2021-05-17,106900.0
2021-05-18,104700.0
2021-05-19,98803.0
2021-05-20,96656.0
2021-05-21,96563.0
2021-05-24,94968.0
2021-05-25,99991.0
2021-05-26,95384.0
2021-05-27,98757.0
2021-05-28,99186.0
2021-05-31,98450.0
2021-06-01,102553.0
2021-06-02,107903.0
2021-06-03,111674.0
2021-06-04,126109.0
2021-06-07,136963.0
2021-06-08,136066.0
2021-06-09,118197.0
2021-06-10,114454.0
2021-06-11,107407.0
2021-06-15,109602.0
2021-06-16,105048.0
2021-06-17,98944.0
2021-06-18,111620.0
2021-06-21,95567.0
2021-06-22,93889.0
2021-06-23,93183.0
2021-06-24,94520.0
2021-06-25,102137.0
2021-06-28,110869.0
2021-06-29,117496.0
2021-06-30,125292.0
2021-07-01,115116.0
2021-07-02,111103.0
2021-07-05,116549.0
2021-07-06,116848.0
2021-07-07,119887.0
2021-07-08,117784.0
2021-07-09,121021.0
2021-07-12,124326.0
2021-07-13,128695.0
2021-07-14,134722.0
2021-07-15,126371.0
2021-07-16,118923.0
2021-07-19,114827.0
2021-07-20,119986.0
2021-07-21,111005.0
2021-07-22,113816.0
2021-07-23,126005.0
2021-07-26,118734.0
2021-07-27,120999.0
2021-07-28,120192.0
2021-07-29,122594.0
2021-07-30,124388.0
2021-08-02,119734.0
2021-08-03,121720.0
2021-08-04,119319.0
2021-08-05,126151.0
2021-08-06,128964.0
2021-08-09,136819.0
2021-08-10,136997.0
2021-08-11,140149.0
2021-08-12,139824.0
2021-08-13,143422.0
2021-08-16,145457.0
2021-08-17,140501.0
2021-08-18,145689.0
2021-08-19,135091.0
2021-08-20,141166.0
2021-08-23,125540.0
2021-08-24,121852.0
2021-08-25,122288.0
2021-08-26,129191.0
2021-08-27,124869.0
2021-08-30,132506.0
2021-08-31,142565.0
2021-09-01,147528.0
2021-09-02,148743.0
2021-09-03,139561.0
2021-09-06,136958.0
2021-09-07,144184.0
2021-09-08,146133.0
2021-09-09,139555.0
2021-09-10,133959.0
2021-09-13,134702.0
2021-09-14,140224.0
2021-09-15,154228.0
2021-09-16,145713.0
2021-09-17,140810.0
2021-09-22,152299.0
2021-09-23,151298.0
2021-09-24,139546.0
2021-09-27,124185.0
2021-09-28,122243.0
2021-09-29,121865.0
2021-09-30,119055.0
2021-10-08,113590.0
2021-10-11,112435.0
2021-10-12,108576.0
2021-10-13,109466.0
2021-10-14,108235.0
2021-10-15,105400.0
2021-10-18,99393.0
2021-10-19,103594.0
2021-10-20,97478.0
2021-10-21,97322.0
2021-10-22,95491.0
2021-10-25,97194.0
2021-10-26,94767.0
2021-10-27,93953.0
2021-10-28,95479.0
2021-10-29,94953.0
2021-11-01,95215.0
2021-11-02,95426.0
2021-11-03,96110.0
2021-11-04,93211.0
2021-11-05,98576.0
2021-11-08,100768.0
2021-11-09,97412.0
2021-11-10,98928.0
2021-11-11,103271.0
2021-11-12,99618.0
2021-11-15,109652.0
2021-11-16,105653.0
2021-11-17,111008.0
2021-11-18,105356.0
2021-11-19,111230.0
2021-11-22,113761.0
2021-11-23,114315.0
2021-11-24,110360.0
2021-11-25,103382.0
2021-11-26,98451.0
2021-11-29,90969.0
2021-11-30,85745.0
2021-12-01,83709.0
2021-12-02,83487.0
2021-12-03,82257.0
2021-12-06,94102.0
2021-12-07,90065.0
2021-12-08,86255.0
2021-12-09,89524.0
2021-12-10,85637.0
2021-12-13,88472.0
2021-12-14,89051.0
2021-12-15,83997.0
2021-12-16,73422.0
2021-12-17,80791.0
2021-12-20,76076.0
2021-12-21,79877.0
2021-12-22,81009.0
2021-12-23,86584.0
2021-12-24,82013.0
2021-12-27,81581.0
2021-12-28,80163.0
2021-12-29,76348.0
2021-12-30,79023.0
2021-12-31,76871.0
2022-01-04,75452.0
2022-01-05,86549.0
2022-01-06,95951.0
2022-01-07,83729.0
2022-01-10,97462.0
2022-01-11,94603.0
2022-01-12,93180.0
2022-01-13,88867.0
2022-01-14,92267.0
2022-01-17,99818.0
2022-01-18,97450.0
2022-01-19,91431.0
2022-01-20,99931.0
2022-01-21,98090.0
2022-01-24,101581.0
2022-01-25,97971.0
2022-01-26,97442.0
2022-01-27,94745.0
2022-01-28,96567.0
2022-02-07,108166.0
2022-02-08,116778.0
2022-02-09,113988.0
2022-02-10,104782.0
2022-02-11,95904.0
2022-02-14,90034.0
2022-02-15,90250.0
2022-02-16,85501.0
2022-02-17,88336.0
2022-02-18,93110.0
2022-02-21,90422.0
2022-02-22,95849.0
2022-02-23,98944.0
2022-02-24,97514.0
2022-02-25,98895.0
2022-02-28,101224.0
2022-03-01,104025.0
2022-03-02,109765.0
2022-03-03,116822.0
2022-03-04,113794.0
2022-03-07,109267.0
2022-03-08,106448.0
2022-03-09,106946.0
2022-03-10,106781.0
2022-03-11,103952.0
2022-03-14,102572.0
2022-03-15,106434.0
2022-03-16,98658.0
2022-03-17,91681.0
2022-03-18,90069.0
2022-03-21,90545.0
2022-03-22,89352.0
2022-03-23,85233.0
2022-03-24,84271.0
2022-03-25,83422.0
2022-03-28,79681.0
2022-03-29,81417.0
2022-03-30,83162.0
2022-03-31,92961.0
2022-04-01,88720.0
2022-04-06,86877.0
2022-04-07,84005.0
2022-04-08,83513.0
2022-04-11,84664.0
2022-04-12,85969.0
2022-04-13,86142.0
2022-04-14,94954.0
2022-04-15,85847.0
2022-04-18,76992.0
2022-04-19,78848.0
2022-04-20,83493.0
2022-04-21,83863.0
2022-04-22,91556.0
2022-04-25,88654.0
2022-04-26,82408.0
2022-04-27,82258.0
2022-04-28,83704.0
2022-04-29,73777.0
2022-05-05,82792.0
2022-05-06,84071.0
2022-05-09,75839.0
2022-05-10,81686.0
2022-05-11,95157.0
2022-05-12,106802.0
2022-05-13,102721.0
2022-05-16,120989.0
2022-05-17,120702.0
2022-05-18,130808.0
2022-05-19,122079.0
2022-05-20,118550.0
2022-05-23,108890.0
2022-05-24,99035.0
2022-05-25,92835.0
2022-05-26,102260.0
2022-05-27,94900.0
2022-05-30,90167.0
2022-05-31,88290.0
2022-06-01,85881.0
2022-06-02,86206.0
2022-06-06,96439.0
2022-06-07,87904.0
2022-06-08,91530.0
2022-06-09,90405.0
2022-06-10,96160.0
2022-06-13,104463.0
2022-06-14,107012.0
2022-06-15,115068.0
2022-06-16,115595.0
2022-06-17,105793.0
2022-06-20,109657.0
2022-06-21,98501.0
2022-06-22,92325.0
2022-06-23,91656.0
2022-06-24,92245.0
2022-06-27,86978.0
2022-06-28,83425.0
2022-06-29,85193.0
2022-06-30,95843.0
2022-07-01,85953.0
2022-07-04,85157.0
2022-07-05,89008.0
2022-07-06,91507.0
2022-07-07,88205.0
2022-07-08,92879.0
2022-07-11,100905.0
2022-07-12,94924.0
2022-07-13,97296.0
2022-07-14,112105.0
2022-07-15,120263.0
2022-07-18,95124.0
2022-07-19,90020.0
2022-07-20,86503.0
2022-07-21,86094.0
2022-07-22,83980.0
2022-07-25,93352.0
2022-07-26,92778.0
2022-07-27,90314.0
2022-07-28,90320.0
2022-07-29,90152.0
2022-08-01,84107.0
2022-08-02,86835.0
2022-08-03,85214.0
2022-08-04,83311.0
2022-08-05,86657.0
2022-08-08,89820.0
2022-08-09,95309.0
2022-08-10,89378.0
2022-08-11,87520.0
2022-08-12,91721.0
2022-08-15,85677.0
2022-08-16,79877.0
2022-08-17,75321.0
2022-08-18,79978.0
2022-08-19,79139.0
2022-08-22,74514.0
2022-08-23,74539.0
2022-08-24,75620.0
2022-08-25,77022.0
2022-08-26,77784.0
2022-08-29,84681.0
2022-08-30,90917.0
2022-08-31,88953.0
2022-09-01,95800.0
2022-09-02,92124.0
2022-09-05,92272.0
2022-09-06,83809.0
2022-09-07,81103.0
2022-09-08,76789.0
2022-09-09,76714.0
2022-09-13,76272.0
2022-09-14,73802.0
2022-09-15,72452.0
2022-09-16,74395.0
2022-09-19,85873.0
2022-09-20,82839.0
2022-09-21,79257.0
2022-09-22,72448.0
2022-09-23,82427.0
2022-09-26,73714.0
2022-09-27,85116.0
2022-09-28,86738.0
2022-09-29,76851.0
2022-09-30,71720.0
2022-10-10,76567.0
2022-10-11,80458.0
2022-10-12,86143.0
2022-10-13,94756.0
2022-10-14,99495.0
2022-10-17,99986.0
2022-10-18,99399.0
2022-10-19,99014.0
2022-10-20,101433.0
2022-10-21,116129.0
2022-10-24,107297.0
2022-10-25,106403.0
2022-10-26,102617.0
2022-10-27,96674.0
2022-10-28,93029.0
2022-10-31,91801.0
2022-11-01,86794.0
2022-11-02,85614.0
2022-11-03,80056.0
2022-11-04,79185.0
2022-11-07,76358.0
2022-11-08,76479.0
2022-11-09,82680.0
2022-11-10,105832.0
2022-11-11,114574.0
