trading_date,CF_total_oi
2018-07-30,879608.0
2018-07-31,995158.0
2018-08-01,951400.0
2018-08-02,939622.0
2018-08-03,889964.0
2018-08-06,887260.0
2018-08-07,920448.0
2018-08-08,913928.0
2018-08-09,963800.0
2018-08-10,924320.0
2018-08-13,940712.0
2018-08-14,876560.0
2018-08-15,871728.0
2018-08-16,786028.0
2018-08-17,773614.0
2018-08-20,771130.0
2018-08-21,787896.0
2018-08-22,780054.0
2018-08-23,775402.0
2018-08-24,755442.0
2018-08-27,841742.0
2018-08-28,786244.0
2018-08-29,795144.0
2018-08-30,776214.0
2018-08-31,782946.0
2018-09-03,757606.0
2018-09-04,765010.0
2018-09-05,744582.0
2018-09-06,768518.0
2018-09-07,767804.0
2018-09-10,744060.0
2018-09-11,732366.0
2018-09-12,720310.0
2018-09-13,709114.0
2018-09-14,738564.0
2018-09-17,679278.0
2018-09-18,706156.0
2018-09-19,751926.0
2018-09-20,708230.0
2018-09-21,691284.0
2018-09-25,678348.0
2018-09-26,679672.0
2018-09-27,688834.0
2018-09-28,634476.0
2018-10-08,665320.0
2018-10-09,679084.0
2018-10-10,694640.0
2018-10-11,709878.0
2018-10-12,673466.0
2018-10-15,698426.0
2018-10-16,686762.0
2018-10-17,691740.0
2018-10-18,703074.0
2018-10-19,718548.0
2018-10-22,702578.0
2018-10-23,708674.0
2018-10-24,695516.0
2018-10-25,718438.0
2018-10-26,704442.0
2018-10-29,711838.0
2018-10-30,680120.0
2018-10-31,674938.0
2018-11-01,689106.0
2018-11-02,688994.0
2018-11-05,680306.0
2018-11-06,713492.0
2018-11-07,696600.0
2018-11-08,693648.0
2018-11-09,675800.0
2018-11-12,682934.0
2018-11-13,669170.0
2018-11-14,640528.0
2018-11-15,619032.0
2018-11-16,608606.0
2018-11-19,603720.0
2018-11-20,602842.0
2018-11-21,622172.0
2018-11-22,601886.0
2018-11-23,588702.0
2018-11-26,575652.0
2018-11-27,568268.0
2018-11-28,545026.0
2018-11-29,529628.0
2018-11-30,524866.0
2018-12-03,531528.0
2018-12-04,510142.0
2018-12-05,507410.0
2018-12-06,506728.0
2018-12-07,506430.0
2018-12-10,516576.0
2018-12-11,519966.0
2018-12-12,515292.0
2018-12-13,514992.0
2018-12-14,511852.0
2018-12-17,515512.0
2018-12-18,506844.0
2018-12-19,504070.0
2018-12-20,498154.0
2018-12-21,501106.0
2018-12-24,521740.0
2018-12-25,516804.0
2018-12-26,506290.0
2018-12-27,496138.0
2018-12-28,493270.0
2019-01-02,490194.0
2019-01-03,493748.0
2019-01-04,500728.0
2019-01-07,496298.0
2019-01-08,502284.0
2019-01-09,517046.0
2019-01-10,517030.0
2019-01-11,521570.0
2019-01-14,512638.0
2019-01-15,516836.0
2019-01-16,537244.0
2019-01-17,568396.0
2019-01-18,569766.0
2019-01-21,607440.0
2019-01-22,580326.0
2019-01-23,584238.0
2019-01-24,577848.0
2019-01-25,579198.0
2019-01-28,580152.0
2019-01-29,575374.0
2019-01-30,562770.0
2019-01-31,553238.0
2019-02-01,542378.0
2019-02-11,546598.0
2019-02-12,595530.0
2019-02-13,596156.0
2019-02-14,599032.0
2019-02-15,598194.0
2019-02-18,583980.0
2019-02-19,592338.0
2019-02-20,615744.0
2019-02-21,640222.0
2019-02-22,767154.0
2019-02-25,743942.0
2019-02-26,719232.0
2019-02-27,702564.0
2019-02-28,696964.0
2019-03-01,694398.0
2019-03-04,694962.0
2019-03-05,698174.0
2019-03-06,694092.0
2019-03-07,721098.0
2019-03-08,699164.0
2019-03-11,699082.0
2019-03-12,684538.0
2019-03-13,687528.0
2019-03-14,688032.0
2019-03-15,680986.0
2019-03-18,681680.0
2019-03-19,690516.0
2019-03-20,716112.0
2019-03-21,725738.0
2019-03-22,724212.0
2019-03-25,724360.0
2019-03-26,731424.0
2019-03-27,731042.0
2019-03-28,752610.0
2019-03-29,756970.0
2019-04-01,766554.0
2019-04-02,773972.0
2019-04-03,774196.0
2019-04-04,768406.0
2019-04-08,780216.0
2019-04-09,811762.0
2019-04-10,901692.0
2019-04-11,915408.0
2019-04-12,913042.0
2019-04-15,1075792.0
2019-04-16,1045132.0
2019-04-17,1036056.0
2019-04-18,1016434.0
2019-04-19,996636.0
2019-04-22,998190.0
2019-04-23,991252.0
2019-04-24,1014356.0
2019-04-25,987500.0
2019-04-26,962096.0
2019-04-29,947322.0
2019-04-30,912670.0
2019-05-06,876044.0
2019-05-07,874126.0
2019-05-08,877360.0
2019-05-09,887000.0
2019-05-10,873214.0
2019-05-13,861230.0
2019-05-14,749496.0
2019-05-15,699118.0
2019-05-16,733384.0
2019-05-17,711878.0
2019-05-20,714586.0
2019-05-21,711860.0
2019-05-22,735076.0
2019-05-23,739248.0
2019-05-24,734672.0
2019-05-27,727588.0
2019-05-28,721316.0
2019-05-29,738188.0
2019-05-30,755262.0
2019-05-31,746884.0
2019-06-03,771710.0
2019-06-04,765980.0
2019-06-05,777188.0
2019-06-06,793312.0
2019-06-10,800264.0
2019-06-11,802242.0
2019-06-12,819122.0
2019-06-13,800758.0
2019-06-14,798846.0
2019-06-17,822988.0
2019-06-18,809324.0
2019-06-19,834790.0
2019-06-20,834670.0
2019-06-21,827052.0
2019-06-24,826826.0
2019-06-25,829324.0
2019-06-26,826596.0
2019-06-27,835996.0
2019-06-28,837784.0
2019-07-01,819138.0
2019-07-02,825632.0
2019-07-03,810460.0
2019-07-04,811864.0
2019-07-05,804970.0
2019-07-08,810854.0
2019-07-09,811374.0
2019-07-10,763830.0
2019-07-11,771336.0
2019-07-12,759926.0
2019-07-15,763276.0
2019-07-16,762344.0
2019-07-17,769640.0
2019-07-18,781654.0
2019-07-19,784614.0
2019-07-22,789904.0
2019-07-23,796386.0
2019-07-24,801428.0
2019-07-25,803782.0
2019-07-26,800236.0
2019-07-29,814706.0
2019-07-30,816304.0
2019-07-31,823396.0
2019-08-01,834248.0
2019-08-02,840702.0
2019-08-05,881662.0
2019-08-06,857310.0
2019-08-07,875422.0
2019-08-08,874790.0
2019-08-09,874188.0
2019-08-12,844034.0
2019-08-13,836830.0
2019-08-14,811496.0
2019-08-15,814020.0
2019-08-16,810100.0
2019-08-19,805264.0
2019-08-20,806696.0
2019-08-21,827640.0
2019-08-22,806476.0
2019-08-23,812120.0
2019-08-26,839412.0
2019-08-27,801404.0
2019-08-28,786082.0
2019-08-29,782360.0
2019-08-30,771640.0
2019-09-02,778866.0
2019-09-03,768172.0
2019-09-04,794116.0
2019-09-05,796114.0
2019-09-06,788484.0
2019-09-09,795806.0
2019-09-10,777620.0
2019-09-11,749732.0
2019-09-12,723798.0
2019-09-16,733928.0
2019-09-17,711928.0
2019-09-18,749212.0
2019-09-19,736150.0
2019-09-20,738436.0
2019-09-23,765836.0
2019-09-24,792288.0
2019-09-25,792950.0
2019-09-26,798936.0
2019-09-27,780758.0
2019-09-30,788402.0
2019-10-08,825568.0
2019-10-09,878132.0
2019-10-10,887640.0
2019-10-11,900244.0
2019-10-14,985396.0
2019-10-15,981024.0
2019-10-16,1002844.0
2019-10-17,1011166.0
2019-10-18,1012526.0
2019-10-21,1028308.0
2019-10-22,1036646.0
2019-10-23,1054126.0
2019-10-24,1064192.0
2019-10-25,1062982.0
2019-10-28,1103034.0
2019-10-29,1164468.0
2019-10-30,1192352.0
2019-10-31,1194112.0
2019-11-01,1174422.0
2019-11-04,1176452.0
2019-11-05,1204526.0
2019-11-06,1187266.0
2019-11-07,1197250.0
2019-11-08,1191958.0
2019-11-11,1187516.0
2019-11-12,1175506.0
2019-11-13,1214798.0
2019-11-14,1204720.0
2019-11-15,1204420.0
2019-11-18,1238696.0
2019-11-19,1247718.0
2019-11-20,1224722.0
2019-11-21,1278200.0
2019-11-22,1264276.0
2019-11-25,1214472.0
2019-11-26,1211514.0
2019-11-27,1200138.0
2019-11-28,1186750.0
2019-11-29,1158606.0
2019-12-02,1185592.0
2019-12-03,1189818.0
2019-12-04,1164972.0
2019-12-05,1139476.0
2019-12-06,1123708.0
2019-12-09,1148372.0
2019-12-10,1139268.0
2019-12-11,1143594.0
2019-12-12,1166516.0
2019-12-13,1176686.0
2019-12-16,1165874.0
2019-12-17,1173846.0
2019-12-18,1202086.0
2019-12-19,1198634.0
2019-12-20,1194244.0
2019-12-23,1199436.0
2019-12-24,1190640.0
2019-12-25,1179544.0
2019-12-26,1167620.0
2019-12-27,1358162.0
2019-12-30,1462646.0
2019-12-31,1434454.0
2020-01-02,694322.0
2020-01-03,682997.0
2020-01-06,684460.0
2020-01-07,699936.0
2020-01-08,697257.0
2020-01-09,708020.0
2020-01-10,708078.0
2020-01-13,711248.0
2020-01-14,698503.0
2020-01-15,682127.0
2020-01-16,679511.0
2020-01-17,672708.0
2020-01-20,667736.0
2020-01-21,646552.0
2020-01-22,617531.0
2020-01-23,598921.0
2020-02-03,576413.0
2020-02-04,580312.0
2020-02-05,601200.0
2020-02-06,631888.0
2020-02-07,636075.0
2020-02-10,646624.0
2020-02-11,649934.0
2020-02-12,640120.0
2020-02-13,634319.0
2020-02-14,634565.0
2020-02-17,684315.0
2020-02-18,653908.0
2020-02-19,650955.0
2020-02-20,657507.0
2020-02-21,655140.0
2020-02-24,657759.0
2020-02-25,669408.0
2020-02-26,665645.0
2020-02-27,654996.0
2020-02-28,633975.0
2020-03-02,625957.0
2020-03-03,638950.0
2020-03-04,640901.0
2020-03-05,643914.0
2020-03-06,645234.0
2020-03-09,636178.0
2020-03-10,637083.0
2020-03-11,630238.0
2020-03-12,644130.0
2020-03-13,659307.0
2020-03-16,672678.0
2020-03-17,665147.0
2020-03-18,629994.0
2020-03-19,630900.0
2020-03-20,614001.0
2020-03-23,632524.0
2020-03-24,640530.0
2020-03-25,651230.0
2020-03-26,643096.0
2020-03-27,633915.0
2020-03-30,628667.0
2020-03-31,608008.0
2020-04-01,598433.0
2020-04-02,598413.0
2020-04-03,595772.0
2020-04-07,591425.0
2020-04-08,621880.0
2020-04-09,625928.0
2020-04-10,627065.0
2020-04-13,626157.0
2020-04-14,625570.0
2020-04-15,622205.0
2020-04-16,604374.0
2020-04-17,607920.0
2020-04-20,605097.0
2020-04-21,600977.0
2020-04-22,596663.0
2020-04-23,589377.0
2020-04-24,585764.0
2020-04-27,586454.0
2020-04-28,592116.0
2020-04-29,577713.0
2020-04-30,524526.0
2020-05-06,541381.0
2020-05-07,555751.0
2020-05-08,566861.0
2020-05-11,566484.0
2020-05-12,544322.0
2020-05-13,535434.0
2020-05-14,529441.0
2020-05-15,518573.0
2020-05-18,520794.0
2020-05-19,534098.0
2020-05-20,504922.0
2020-05-21,505616.0
2020-05-22,497826.0
2020-05-25,484463.0
2020-05-26,486319.0
2020-05-27,490345.0
2020-05-28,501906.0
2020-05-29,509488.0
2020-06-01,474188.0
2020-06-02,477709.0
2020-06-03,480326.0
2020-06-04,480965.0
2020-06-05,519929.0
2020-06-08,516371.0
2020-06-09,520284.0
2020-06-10,512412.0
2020-06-11,499516.0
2020-06-12,491684.0
2020-06-15,489031.0
2020-06-16,478996.0
2020-06-17,476456.0
2020-06-18,468057.0
2020-06-19,471576.0
2020-06-22,508609.0
2020-06-23,519167.0
2020-06-24,511048.0
2020-06-29,509441.0
2020-06-30,503643.0
2020-07-01,493326.0
2020-07-02,487933.0
2020-07-03,487939.0
2020-07-06,493622.0
2020-07-07,480155.0
2020-07-08,489234.0
2020-07-09,486216.0
2020-07-10,477644.0
2020-07-13,480044.0
2020-07-14,472646.0
2020-07-15,454449.0
2020-07-16,450813.0
2020-07-17,448168.0
2020-07-20,443484.0
2020-07-21,443667.0
2020-07-22,480786.0
2020-07-23,470042.0
2020-07-24,454154.0
2020-07-27,467536.0
2020-07-28,468747.0
2020-07-29,464951.0
2020-07-30,460433.0
2020-07-31,460057.0
2020-08-03,472173.0
2020-08-04,478135.0
2020-08-05,473895.0
2020-08-06,493606.0
2020-08-07,518652.0
2020-08-10,500362.0
2020-08-11,499843.0
2020-08-12,498435.0
2020-08-13,493695.0
2020-08-14,486405.0
2020-08-17,498474.0
2020-08-18,497977.0
2020-08-19,491091.0
2020-08-20,480462.0
2020-08-21,481520.0
2020-08-24,477782.0
2020-08-25,479528.0
2020-08-26,477223.0
2020-08-27,479397.0
2020-08-28,479122.0
2020-08-31,487301.0
2020-09-01,483356.0
2020-09-02,486606.0
2020-09-03,470193.0
2020-09-04,473820.0
2020-09-07,465836.0
2020-09-08,466213.0
2020-09-09,473209.0
2020-09-10,454241.0
2020-09-11,450663.0
2020-09-14,450752.0
2020-09-15,420314.0
2020-09-16,422251.0
2020-09-17,423583.0
2020-09-18,418972.0
2020-09-21,417702.0
2020-09-22,414091.0
2020-09-23,406988.0
2020-09-24,411323.0
2020-09-25,411513.0
2020-09-28,394174.0
2020-09-29,394142.0
2020-09-30,383592.0
2020-10-09,406973.0
2020-10-12,457613.0
2020-10-13,466264.0
2020-10-14,514106.0
2020-10-15,530836.0
2020-10-16,561747.0
2020-10-19,587361.0
2020-10-20,570889.0
2020-10-21,567934.0
2020-10-22,566333.0
2020-10-23,562234.0
2020-10-26,554081.0
2020-10-27,556266.0
2020-10-28,578557.0
2020-10-29,564002.0
2020-10-30,543170.0
2020-11-02,530368.0
2020-11-03,542905.0
2020-11-04,527821.0
2020-11-05,533370.0
2020-11-06,539498.0
2020-11-09,507827.0
2020-11-10,508210.0
2020-11-11,519707.0
2020-11-12,517687.0
2020-11-13,519811.0
2020-11-16,506311.0
2020-11-17,514777.0
2020-11-18,516604.0
2020-11-19,519683.0
2020-11-20,548173.0
2020-11-23,557121.0
2020-11-24,590602.0
2020-11-25,586492.0
2020-11-26,575977.0
2020-11-27,583788.0
2020-11-30,581251.0
2020-12-01,581132.0
2020-12-02,572020.0
2020-12-03,558411.0
2020-12-04,553391.0
2020-12-07,582950.0
2020-12-08,583859.0
2020-12-09,565961.0
2020-12-10,564998.0
2020-12-11,634188.0
2020-12-14,662276.0
2020-12-15,662663.0
2020-12-16,650992.0
2020-12-17,645552.0
2020-12-18,667814.0
2020-12-21,687452.0
2020-12-22,631884.0
2020-12-23,617022.0
2020-12-24,613620.0
2020-12-25,621211.0
2020-12-28,612659.0
2020-12-29,601397.0
2020-12-30,629104.0
2020-12-31,642692.0
2021-01-04,706063.0
2021-01-05,723211.0
2021-01-06,727963.0
2021-01-07,752786.0
2021-01-08,750279.0
2021-01-11,702268.0
2021-01-12,673616.0
2021-01-13,674801.0
2021-01-14,652185.0
2021-01-15,646117.0
2021-01-18,634834.0
2021-01-19,629082.0
2021-01-20,618864.0
2021-01-21,622625.0
2021-01-22,618812.0
2021-01-25,619576.0
2021-01-26,618954.0
2021-01-27,605356.0
2021-01-28,606653.0
2021-01-29,604182.0
2021-02-01,588642.0
2021-02-02,584591.0
2021-02-03,593187.0
2021-02-04,609482.0
2021-02-05,638156.0
2021-02-08,643657.0
2021-02-09,646482.0
2021-02-10,642991.0
2021-02-18,684697.0
2021-02-19,708776.0
2021-02-22,766061.0
2021-02-23,772376.0
2021-02-24,759595.0
2021-02-25,785317.0
2021-02-26,746926.0
2021-03-01,773456.0
2021-03-02,765677.0
2021-03-03,758794.0
2021-03-04,723654.0
2021-03-05,699269.0
2021-03-08,728594.0
2021-03-09,725172.0
2021-03-10,682975.0
2021-03-11,692571.0
2021-03-12,709464.0
2021-03-15,716675.0
2021-03-16,713283.0
2021-03-17,719068.0
2021-03-18,722237.0
2021-03-19,727669.0
2021-03-22,723726.0
2021-03-23,721462.0
2021-03-24,713275.0
2021-03-25,701026.0
2021-03-26,706854.0
2021-03-29,714594.0
2021-03-30,710274.0
2021-03-31,698550.0
2021-04-01,688349.0
2021-04-02,691662.0
2021-04-06,696928.0
2021-04-07,692112.0
2021-04-08,686824.0
2021-04-09,691007.0
2021-04-12,680030.0
2021-04-13,672913.0
2021-04-14,665126.0
2021-04-15,656163.0
2021-04-16,660582.0
2021-04-19,661802.0
2021-04-20,681448.0
2021-04-21,670337.0
2021-04-22,689096.0
2021-04-23,729403.0
2021-04-26,712719.0
2021-04-27,714748.0
2021-04-28,731030.0
2021-04-29,718620.0
2021-04-30,668999.0
2021-05-06,673012.0
2021-05-07,697655.0
2021-05-10,696422.0
2021-05-11,669930.0
2021-05-12,702710.0
2021-05-13,674027.0
2021-05-14,652304.0
2021-05-17,658243.0
2021-05-18,651609.0
2021-05-19,656046.0
2021-05-20,628383.0
2021-05-21,634485.0
2021-05-24,626575.0
2021-05-25,633899.0
2021-05-26,642612.0
2021-05-27,638762.0
2021-05-28,635178.0
2021-05-31,624170.0
2021-06-01,619651.0
2021-06-02,603934.0
2021-06-03,610690.0
2021-06-04,606862.0
2021-06-07,596678.0
2021-06-08,596997.0
2021-06-09,613696.0
2021-06-10,603954.0
2021-06-11,614119.0
2021-06-15,589736.0
2021-06-16,581898.0
2021-06-17,576781.0
2021-06-18,586614.0
2021-06-21,597273.0
2021-06-22,593054.0
2021-06-23,576399.0
2021-06-24,568031.0
2021-06-25,575224.0
2021-06-28,580482.0
2021-06-29,586529.0
2021-06-30,594703.0
2021-07-01,578424.0
2021-07-02,632796.0
2021-07-05,663933.0
2021-07-06,678248.0
2021-07-07,646625.0
2021-07-08,641707.0
2021-07-09,642251.0
2021-07-12,637594.0
2021-07-13,664695.0
2021-07-14,692071.0
2021-07-15,690621.0
2021-07-16,682930.0
2021-07-19,675247.0
2021-07-20,642985.0
2021-07-21,641415.0
2021-07-22,675240.0
2021-07-23,688574.0
2021-07-26,677868.0
2021-07-27,693142.0
2021-07-28,697838.0
2021-07-29,699073.0
2021-07-30,677001.0
2021-08-02,669486.0
2021-08-03,652324.0
2021-08-04,646162.0
2021-08-05,629956.0
2021-08-06,661233.0
2021-08-09,662232.0
2021-08-10,658290.0
2021-08-11,636783.0
2021-08-12,627989.0
2021-08-13,632109.0
2021-08-16,651414.0
2021-08-17,652000.0
2021-08-18,640105.0
2021-08-19,617470.0
2021-08-20,572159.0
2021-08-23,556722.0
2021-08-24,548983.0
2021-08-25,546901.0
2021-08-26,536325.0
2021-08-27,531539.0
2021-08-30,530629.0
2021-08-31,527289.0
2021-09-01,517461.0
2021-09-02,517994.0
2021-09-03,515021.0
2021-09-06,519508.0
2021-09-07,532936.0
2021-09-08,549920.0
2021-09-09,557437.0
2021-09-10,556649.0
2021-09-13,556659.0
2021-09-14,552671.0
2021-09-15,535872.0
2021-09-16,525668.0
2021-09-17,526351.0
2021-09-22,526692.0
2021-09-23,528132.0
2021-09-24,522035.0
2021-09-27,543836.0
2021-09-28,548367.0
2021-09-29,559628.0
2021-09-30,577657.0
2021-10-08,552034.0
2021-10-11,589866.0
2021-10-12,638743.0
2021-10-13,591951.0
2021-10-14,629816.0
2021-10-15,685537.0
2021-10-18,674921.0
2021-10-19,693007.0
2021-10-20,680782.0
2021-10-21,690326.0
2021-10-22,692754.0
2021-10-25,693760.0
2021-10-26,687336.0
2021-10-27,688736.0
2021-10-28,671204.0
2021-10-29,671841.0
2021-11-01,677186.0
2021-11-02,672322.0
2021-11-03,672433.0
2021-11-04,677791.0
2021-11-05,674634.0
2021-11-08,678936.0
2021-11-09,669526.0
2021-11-10,667335.0
2021-11-11,671121.0
2021-11-12,681522.0
2021-11-15,677101.0
2021-11-16,679707.0
2021-11-17,699052.0
2021-11-18,693138.0
2021-11-19,684121.0
2021-11-22,685874.0
2021-11-23,699488.0
2021-11-24,698194.0
2021-11-25,710112.0
2021-11-26,727254.0
2021-11-29,733773.0
2021-11-30,732193.0
2021-12-01,700805.0
2021-12-02,697260.0
2021-12-03,672678.0
2021-12-06,671978.0
2021-12-07,661428.0
2021-12-08,673388.0
2021-12-09,656572.0
2021-12-10,656622.0
2021-12-13,643637.0
2021-12-14,642396.0
2021-12-15,632788.0
2021-12-16,609555.0
2021-12-17,592121.0
2021-12-20,587930.0
2021-12-21,582668.0
2021-12-22,580351.0
2021-12-23,580220.0
2021-12-24,577960.0
2021-12-27,578088.0
2021-12-28,578398.0
2021-12-29,578492.0
2021-12-30,579874.0
2021-12-31,577599.0
2022-01-04,577410.0
2022-01-05,575441.0
2022-01-06,572492.0
2022-01-07,579101.0
2022-01-10,585196.0
2022-01-11,572002.0
2022-01-12,574659.0
2022-01-13,571553.0
2022-01-14,569642.0
2022-01-17,587103.0
2022-01-18,552847.0
2022-01-19,559440.0
2022-01-20,554722.0
2022-01-21,547106.0
2022-01-24,540917.0
2022-01-25,546668.0
2022-01-26,541345.0
2022-01-27,536238.0
2022-01-28,505518.0
2022-02-07,517642.0
2022-02-08,517502.0
2022-02-09,516981.0
2022-02-10,521682.0
2022-02-11,517026.0
2022-02-14,510448.0
2022-02-15,519840.0
2022-02-16,530628.0
2022-02-17,527729.0
2022-02-18,526485.0
2022-02-21,523493.0
2022-02-22,518581.0
2022-02-23,520573.0
2022-02-24,515539.0
2022-02-25,533385.0
2022-02-28,534288.0
2022-03-01,525870.0
2022-03-02,508417.0
2022-03-03,505371.0
2022-03-04,509043.0
2022-03-07,499496.0
2022-03-08,499877.0
2022-03-09,498014.0
2022-03-10,474416.0
2022-03-11,466183.0
2022-03-14,466921.0
2022-03-15,469163.0
2022-03-16,473894.0
2022-03-17,475168.0
2022-03-18,488092.0
2022-03-21,495810.0
2022-03-22,500554.0
2022-03-23,489120.0
2022-03-24,493833.0
2022-03-25,512868.0
2022-03-28,524190.0
2022-03-29,516520.0
2022-03-30,517218.0
2022-03-31,516085.0
2022-04-01,511544.0
2022-04-06,515904.0
2022-04-07,510967.0
2022-04-08,508158.0
2022-04-11,506092.0
2022-04-12,509937.0
2022-04-13,515807.0
2022-04-14,508543.0
2022-04-15,521506.0
2022-04-18,514375.0
2022-04-19,511194.0
2022-04-20,497960.0
2022-04-21,483809.0
2022-04-22,486254.0
2022-04-25,470659.0
2022-04-26,463522.0
2022-04-27,455650.0
2022-04-28,498038.0
2022-04-29,485468.0
2022-05-05,501392.0
2022-05-06,451199.0
2022-05-09,440708.0
2022-05-10,443203.0
2022-05-11,440383.0
2022-05-12,438584.0
2022-05-13,441441.0
2022-05-16,443041.0
2022-05-17,454364.0
2022-05-18,450305.0
2022-05-19,449960.0
2022-05-20,451750.0
2022-05-23,489139.0
2022-05-24,499015.0
2022-05-25,505974.0
2022-05-26,508320.0
2022-05-27,505878.0
2022-05-30,515668.0
2022-05-31,488243.0
2022-06-01,480315.0
2022-06-02,484762.0
2022-06-06,482075.0
2022-06-07,489759.0
2022-06-08,493042.0
2022-06-09,489100.0
2022-06-10,490920.0
2022-06-13,501026.0
2022-06-14,498217.0
2022-06-15,526959.0
2022-06-16,530115.0
2022-06-17,527443.0
2022-06-20,513531.0
2022-06-21,522996.0
2022-06-22,533793.0
2022-06-23,523574.0
2022-06-24,528395.0
2022-06-27,526170.0
2022-06-28,525629.0
2022-06-29,514994.0
2022-06-30,510507.0
2022-07-01,529698.0
2022-07-04,531216.0
2022-07-05,564607.0
2022-07-06,622943.0
2022-07-07,628565.0
2022-07-08,675025.0
2022-07-11,701534.0
2022-07-12,718261.0
2022-07-13,717693.0
2022-07-14,720092.0
2022-07-15,734848.0
2022-07-18,743950.0
2022-07-19,744685.0
2022-07-20,744520.0
2022-07-21,756854.0
2022-07-22,743932.0
2022-07-25,741380.0
2022-07-26,737840.0
2022-07-27,739249.0
2022-07-28,751312.0
2022-07-29,752480.0
2022-08-01,777363.0
2022-08-02,780926.0
2022-08-03,784781.0
2022-08-04,819640.0
2022-08-05,822577.0
2022-08-08,829267.0
2022-08-09,829132.0
2022-08-10,831246.0
2022-08-11,821765.0
2022-08-12,822932.0
2022-08-15,816386.0
2022-08-16,809667.0
2022-08-17,836139.0
2022-08-18,864682.0
2022-08-19,859709.0
2022-08-22,884800.0
2022-08-23,869197.0
2022-08-24,880231.0
2022-08-25,886143.0
2022-08-26,890483.0
2022-08-29,879720.0
2022-08-30,873814.0
2022-08-31,874483.0
2022-09-01,870568.0
2022-09-02,890725.0
2022-09-05,879794.0
2022-09-06,867686.0
2022-09-07,857386.0
2022-09-08,860590.0
2022-09-09,861848.0
2022-09-13,875303.0
2022-09-14,873856.0
2022-09-15,879326.0
2022-09-16,847588.0
2022-09-19,872428.0
2022-09-20,895030.0
2022-09-21,920753.0
2022-09-22,924561.0
2022-09-23,981084.0
2022-09-26,1016876.0
2022-09-27,1020680.0
2022-09-28,1036352.0
2022-09-29,977091.0
2022-09-30,925066.0
2022-10-10,929193.0
2022-10-11,933007.0
2022-10-12,927384.0
2022-10-13,944080.0
2022-10-14,945675.0
2022-10-17,950941.0
2022-10-18,972697.0
2022-10-19,993293.0
2022-10-20,1034865.0
2022-10-21,1034193.0
2022-10-24,1037298.0
2022-10-25,1045195.0
2022-10-26,1047427.0
2022-10-27,1087235.0
2022-10-28,1075055.0
2022-10-31,1082898.0
2022-11-01,1108095.0
2022-11-02,1070448.0
2022-11-03,1073417.0
2022-11-04,1074789.0
2022-11-07,1083053.0
2022-11-08,1087975.0
2022-11-09,1095901.0
2022-11-10,1091955.0
2022-11-11,1095768.0
