trading_date,SN_total_oi
2021-10-12,46656.0
2021-10-13,46867.0
2021-10-14,47563.0
2021-10-15,46670.0
2021-10-18,49890.0
2021-10-19,49834.0
2021-10-20,50403.0
2021-10-21,51875.0
2021-10-22,52534.0
2021-10-25,51836.0
2021-10-26,55181.0
2021-10-27,55050.0
2021-10-28,60476.0
2021-10-29,63261.0
2021-11-01,65496.0
2021-11-02,67962.0
2021-11-03,67645.0
2021-11-04,67972.0
2021-11-05,74063.0
2021-11-08,73012.0
2021-11-09,70682.0
2021-11-10,71585.0
2021-11-11,78906.0
2021-11-12,75038.0
2021-11-15,74915.0
2021-11-16,71049.0
2021-11-17,71835.0
2021-11-18,71880.0
2021-11-19,73325.0
2021-11-22,75028.0
2021-11-23,73440.0
2021-11-24,75702.0
2021-11-25,81164.0
2021-11-26,76350.0
2021-11-29,75425.0
2021-11-30,75792.0
2021-12-01,74172.0
2021-12-02,72379.0
2021-12-03,70302.0
2021-12-06,72207.0
2021-12-07,69454.0
2021-12-08,66070.0
2021-12-09,66178.0
2021-12-10,68292.0
2021-12-13,65717.0
2021-12-14,69559.0
2021-12-15,70471.0
2021-12-16,65742.0
2021-12-17,66089.0
2021-12-20,63594.0
2021-12-21,67086.0
2021-12-22,71214.0
2021-12-23,70646.0
2021-12-24,76210.0
2021-12-27,72886.0
2021-12-28,73795.0
2021-12-29,74062.0
2021-12-30,78761.0
2021-12-31,77180.0
2022-01-04,69956.0
2022-01-05,74959.0
2022-01-06,76057.0
2022-01-07,77013.0
2022-01-10,75794.0
2022-01-11,74219.0
2022-01-12,76047.0
2022-01-13,71205.0
2022-01-14,70916.0
2022-01-17,76239.0
2022-01-18,83546.0
2022-01-19,79170.0
2022-01-20,83075.0
2022-01-21,78175.0
2022-01-24,86549.0
2022-01-25,74604.0
2022-01-26,68334.0
2022-01-27,70456.0
2022-01-28,60517.0
2022-02-07,59568.0
2022-02-08,61970.0
2022-02-09,61801.0
2022-02-10,64840.0
2022-02-11,63260.0
2022-02-14,62802.0
2022-02-15,64887.0
2022-02-16,61969.0
2022-02-17,64279.0
2022-02-18,67094.0
2022-02-21,65089.0
2022-02-22,64889.0
2022-02-23,63490.0
2022-02-24,70060.0
2022-02-25,61818.0
2022-02-28,59400.0
2022-03-01,64695.0
2022-03-02,60856.0
2022-03-03,59516.0
2022-03-04,58813.0
2022-03-07,60235.0
2022-03-08,51420.0
2022-03-09,44025.0
2022-03-10,46067.0
2022-03-11,45143.0
2022-03-14,43226.0
2022-03-15,46589.0
2022-03-16,44363.0
2022-03-17,44739.0
2022-03-18,48432.0
2022-03-21,49686.0
2022-03-22,48490.0
2022-03-23,49776.0
2022-03-24,54179.0
2022-03-25,50646.0
2022-03-28,47931.0
2022-03-29,48923.0
2022-03-30,48986.0
2022-03-31,49715.0
2022-04-01,46854.0
2022-04-06,46343.0
2022-04-07,46494.0
2022-04-08,46918.0
2022-04-11,44227.0
2022-04-12,45008.0
2022-04-13,46880.0
2022-04-14,45303.0
2022-04-15,44612.0
2022-04-18,43501.0
2022-04-19,44389.0
2022-04-20,43454.0
2022-04-21,44207.0
2022-04-22,43526.0
2022-04-25,50649.0
2022-04-26,50052.0
2022-04-27,46900.0
2022-04-28,44436.0
2022-04-29,41788.0
2022-05-05,41168.0
2022-05-06,43613.0
2022-05-09,48411.0
2022-05-10,50505.0
2022-05-11,54417.0
2022-05-12,56256.0
2022-05-13,57393.0
2022-05-16,55378.0
2022-05-17,52701.0
2022-05-18,57991.0
2022-05-19,57669.0
2022-05-20,53205.0
2022-05-23,52055.0
2022-05-24,52158.0
2022-05-25,55832.0
2022-05-26,62699.0
2022-05-27,56031.0
2022-05-30,58370.0
2022-05-31,50709.0
2022-06-01,53660.0
2022-06-02,49889.0
2022-06-06,53110.0
2022-06-07,53870.0
2022-06-08,60169.0
2022-06-09,53850.0
2022-06-10,55356.0
2022-06-13,59886.0
2022-06-14,64709.0
2022-06-15,64116.0
2022-06-16,58334.0
2022-06-17,59025.0
2022-06-20,56050.0
2022-06-21,58752.0
2022-06-22,62908.0
2022-06-23,62437.0
2022-06-24,69023.0
2022-06-27,86866.0
2022-06-28,73549.0
2022-06-29,87709.0
2022-06-30,75618.0
2022-07-01,83695.0
2022-07-04,83656.0
2022-07-05,92249.0
2022-07-06,101876.0
2022-07-07,108235.0
2022-07-08,116874.0
2022-07-11,112206.0
2022-07-12,116796.0
2022-07-13,109853.0
2022-07-14,121353.0
2022-07-15,113061.0
2022-07-18,117756.0
2022-07-19,111794.0
2022-07-20,114798.0
2022-07-21,111536.0
2022-07-22,114523.0
2022-07-25,108391.0
2022-07-26,112806.0
2022-07-27,109565.0
2022-07-28,110144.0
2022-07-29,117516.0
2022-08-01,119902.0
2022-08-02,109712.0
2022-08-03,108531.0
2022-08-04,109617.0
2022-08-05,112252.0
2022-08-08,109165.0
2022-08-09,114801.0
2022-08-10,105895.0
2022-08-11,114870.0
2022-08-12,104186.0
2022-08-15,106914.0
2022-08-16,96694.0
2022-08-17,98798.0
2022-08-18,94120.0
2022-08-19,91260.0
2022-08-22,90835.0
2022-08-23,90049.0
2022-08-24,88743.0
2022-08-25,87530.0
2022-08-26,84922.0
2022-08-29,89260.0
2022-08-30,86077.0
2022-08-31,82002.0
2022-09-01,94337.0
2022-09-02,97281.0
2022-09-05,94231.0
2022-09-06,89727.0
2022-09-07,91587.0
2022-09-08,88434.0
2022-09-09,87244.0
2022-09-13,86466.0
2022-09-14,99111.0
2022-09-15,90357.0
2022-09-16,88889.0
2022-09-19,89157.0
2022-09-20,86422.0
2022-09-21,86893.0
2022-09-22,85641.0
2022-09-23,101079.0
2022-09-26,106187.0
2022-09-27,94704.0
2022-09-28,93925.0
2022-09-29,85515.0
2022-09-30,86196.0
2022-10-10,81200.0
2022-10-11,87316.0
2022-10-12,88034.0
2022-10-13,96860.0
2022-10-14,90074.0
2022-10-17,93980.0
2022-10-18,95118.0
2022-10-19,88841.0
2022-10-20,88543.0
2022-10-21,102038.0
2022-10-24,94881.0
2022-10-25,87484.0
2022-10-26,85957.0
2022-10-27,87231.0
2022-10-28,101619.0
2022-10-31,95159.0
2022-11-01,94804.0
2022-11-02,92462.0
2022-11-03,96282.0
2022-11-04,95674.0
2022-11-07,87996.0
2022-11-08,86482.0
2022-11-09,86304.0
2022-11-10,86315.0
2022-11-11,88047.0
