trading_date,CY_total_oi
2022-10-24,3698.0
2022-10-25,3788.0
2022-10-26,3876.0
2022-10-27,3853.0
2022-10-28,4185.0
2022-10-31,4423.0
2022-11-01,4465.0
2022-11-02,4213.0
2022-11-03,3969.0
2022-11-04,3764.0
2022-11-07,3417.0
2022-11-08,3595.0
2022-11-09,3582.0
2022-11-10,3553.0
2022-11-11,3648.0
