trading_date,CU_total_oi
2018-08-03,576010.0
2018-08-06,569742.0
2018-08-07,576716.0
2018-08-08,588478.0
2018-08-09,604656.0
2018-08-10,598604.0
2018-08-13,599686.0
2018-08-14,589326.0
2018-08-15,606760.0
2018-08-16,619780.0
2018-08-17,624614.0
2018-08-20,607492.0
2018-08-21,596228.0
2018-08-22,590248.0
2018-08-23,589004.0
2018-08-24,586750.0
2018-08-27,577274.0
2018-08-28,574066.0
2018-08-29,575360.0
2018-08-30,576514.0
2018-08-31,584512.0
2018-09-03,602750.0
2018-09-04,626442.0
2018-09-05,658452.0
2018-09-06,657916.0
2018-09-07,663416.0
2018-09-10,655998.0
2018-09-11,646934.0
2018-09-12,649874.0
2018-09-13,632788.0
2018-09-14,620032.0
2018-09-17,633126.0
2018-09-18,645538.0
2018-09-19,633550.0
2018-09-20,637668.0
2018-09-21,647964.0
2018-09-25,632266.0
2018-09-26,620360.0
2018-09-27,594990.0
2018-09-28,570042.0
2018-10-08,567944.0
2018-10-09,571204.0
2018-10-10,571306.0
2018-10-11,561440.0
2018-10-12,572836.0
2018-10-15,562698.0
2018-10-16,542198.0
2018-10-17,541216.0
2018-10-18,534418.0
2018-10-19,527408.0
2018-10-22,533760.0
2018-10-23,519152.0
2018-10-24,510454.0
2018-10-25,495476.0
2018-10-26,493964.0
2018-10-29,492614.0
2018-10-30,498082.0
2018-10-31,514936.0
2018-11-01,519944.0
2018-11-02,516840.0
2018-11-05,531200.0
2018-11-06,528592.0
2018-11-07,535462.0
2018-11-08,538546.0
2018-11-09,546464.0
2018-11-12,546194.0
2018-11-13,534954.0
2018-11-14,532108.0
2018-11-15,524252.0
2018-11-16,506492.0
2018-11-19,503786.0
2018-11-20,505888.0
2018-11-21,515116.0
2018-11-22,515292.0
2018-11-23,519236.0
2018-11-26,518592.0
2018-11-27,529012.0
2018-11-28,523374.0
2018-11-29,518516.0
2018-11-30,509084.0
2018-12-03,511072.0
2018-12-04,499384.0
2018-12-05,486970.0
2018-12-06,492692.0
2018-12-07,483948.0
2018-12-10,490716.0
2018-12-11,485758.0
2018-12-12,483788.0
2018-12-13,477154.0
2018-12-14,481944.0
2018-12-17,471224.0
2018-12-18,466500.0
2018-12-19,507486.0
2018-12-20,505070.0
2018-12-21,491052.0
2018-12-24,504724.0
2018-12-25,511604.0
2018-12-26,508900.0
2018-12-27,488626.0
2018-12-28,484946.0
2019-01-02,499178.0
2019-01-03,513168.0
2019-01-04,535872.0
2019-01-07,519554.0
2019-01-08,513136.0
2019-01-09,499174.0
2019-01-10,499388.0
2019-01-11,512980.0
2019-01-14,537584.0
2019-01-15,542558.0
2019-01-16,567770.0
2019-01-17,572412.0
2019-01-18,566248.0
2019-01-21,561864.0
2019-01-22,567082.0
2019-01-23,574730.0
2019-01-24,585550.0
2019-01-25,600216.0
2019-01-28,586828.0
2019-01-29,591236.0
2019-01-30,592670.0
2019-01-31,586634.0
2019-02-01,579288.0
2019-02-11,572580.0
2019-02-12,584178.0
2019-02-13,593632.0
2019-02-14,610170.0
2019-02-15,614002.0
2019-02-18,627182.0
2019-02-19,632104.0
2019-02-20,649564.0
2019-02-21,655152.0
2019-02-22,663706.0
2019-02-25,677742.0
2019-02-26,680400.0
2019-02-27,678166.0
2019-02-28,672212.0
2019-03-01,671370.0
2019-03-04,669786.0
2019-03-05,674966.0
2019-03-06,679308.0
2019-03-07,675222.0
2019-03-08,676692.0
2019-03-11,674498.0
2019-03-12,682796.0
2019-03-13,668998.0
2019-03-14,680698.0
2019-03-15,667280.0
2019-03-18,621694.0
2019-03-19,615228.0
2019-03-20,608330.0
2019-03-21,612438.0
2019-03-22,605438.0
2019-03-25,616234.0
2019-03-26,605596.0
2019-03-27,587788.0
2019-03-28,585216.0
2019-03-29,577516.0
2019-04-01,555170.0
2019-04-02,541760.0
2019-04-03,549004.0
2019-04-04,555878.0
2019-04-08,541096.0
2019-04-09,570214.0
2019-04-10,562868.0
2019-04-11,567586.0
2019-04-12,563412.0
2019-04-15,561752.0
2019-04-16,537408.0
2019-04-17,544278.0
2019-04-18,538854.0
2019-04-19,527882.0
2019-04-22,521910.0
2019-04-23,517646.0
2019-04-24,514744.0
2019-04-25,507206.0
2019-04-26,503398.0
2019-04-29,510710.0
2019-04-30,500346.0
2019-05-06,527538.0
2019-05-07,519534.0
2019-05-08,534650.0
2019-05-09,548616.0
2019-05-10,545970.0
2019-05-13,535702.0
2019-05-14,546096.0
2019-05-15,570864.0
2019-05-16,553516.0
2019-05-17,545096.0
2019-05-20,546280.0
2019-05-21,546888.0
2019-05-22,566092.0
2019-05-23,592214.0
2019-05-24,588326.0
2019-05-27,587716.0
2019-05-28,583100.0
2019-05-29,582586.0
2019-05-30,615394.0
2019-05-31,624306.0
2019-06-03,618258.0
2019-06-04,614074.0
2019-06-05,604042.0
2019-06-06,615228.0
2019-06-10,617192.0
2019-06-11,611944.0
2019-06-12,608328.0
2019-06-13,619616.0
2019-06-14,606666.0
2019-06-17,617872.0
2019-06-18,605138.0
2019-06-19,588662.0
2019-06-20,591088.0
2019-06-21,588438.0
2019-06-24,585838.0
2019-06-25,593674.0
2019-06-26,594114.0
2019-06-27,595140.0
2019-06-28,593842.0
2019-07-01,589630.0
2019-07-02,608814.0
2019-07-03,620102.0
2019-07-04,608464.0
2019-07-05,620352.0
2019-07-08,611720.0
2019-07-09,614634.0
2019-07-10,625124.0
2019-07-11,593544.0
2019-07-12,582710.0
2019-07-15,592978.0
2019-07-16,575764.0
2019-07-17,572644.0
2019-07-18,567598.0
2019-07-19,621238.0
2019-07-22,573224.0
2019-07-23,576042.0
2019-07-24,578614.0
2019-07-25,573996.0
2019-07-26,569776.0
2019-07-29,576342.0
2019-07-30,566814.0
2019-07-31,592164.0
2019-08-01,600204.0
2019-08-02,607176.0
2019-08-05,640860.0
2019-08-06,646114.0
2019-08-07,657744.0
2019-08-08,640310.0
2019-08-09,624712.0
2019-08-12,618808.0
2019-08-13,616520.0
2019-08-14,621692.0
2019-08-15,628864.0
2019-08-16,617534.0
2019-08-19,622710.0
2019-08-20,615760.0
2019-08-21,622696.0
2019-08-22,631310.0
2019-08-23,631464.0
2019-08-26,649984.0
2019-08-27,635542.0
2019-08-28,622708.0
2019-08-29,615936.0
2019-08-30,606824.0
2019-09-02,619698.0
2019-09-03,631560.0
2019-09-04,648040.0
2019-09-05,628108.0
2019-09-06,606250.0
2019-09-09,605610.0
2019-09-10,603380.0
2019-09-11,602522.0
2019-09-12,595028.0
2019-09-16,583152.0
2019-09-17,576634.0
2019-09-18,586584.0
2019-09-19,593524.0
2019-09-20,588216.0
2019-09-23,580538.0
2019-09-24,569518.0
2019-09-25,567136.0
2019-09-26,552206.0
2019-09-27,545044.0
2019-09-30,535188.0
2019-10-08,544922.0
2019-10-09,557468.0
2019-10-10,571010.0
2019-10-11,548946.0
2019-10-14,551630.0
2019-10-15,559320.0
2019-10-16,550042.0
2019-10-17,567790.0
2019-10-18,571390.0
2019-10-21,547718.0
2019-10-22,540480.0
2019-10-23,540314.0
2019-10-24,542724.0
2019-10-25,541408.0
2019-10-28,541716.0
2019-10-29,539880.0
2019-10-30,545328.0
2019-10-31,535080.0
2019-11-01,537948.0
2019-11-04,539682.0
2019-11-05,543802.0
2019-11-06,542126.0
2019-11-07,538240.0
2019-11-08,529086.0
2019-11-11,519044.0
2019-11-12,522540.0
2019-11-13,533118.0
2019-11-14,534572.0
2019-11-15,539868.0
2019-11-18,534998.0
2019-11-19,542674.0
2019-11-20,538580.0
2019-11-21,529316.0
2019-11-22,539200.0
2019-11-25,533112.0
2019-11-26,528344.0
2019-11-27,534960.0
2019-11-28,530614.0
2019-11-29,516734.0
2019-12-02,514604.0
2019-12-03,512886.0
2019-12-04,525524.0
2019-12-05,518992.0
2019-12-06,517688.0
2019-12-09,583740.0
2019-12-10,614032.0
2019-12-11,630074.0
2019-12-12,620532.0
2019-12-13,612422.0
2019-12-16,614432.0
2019-12-17,620142.0
2019-12-18,613602.0
2019-12-19,612674.0
2019-12-20,607336.0
2019-12-23,611394.0
2019-12-24,637316.0
2019-12-25,645102.0
2019-12-26,654358.0
2019-12-27,666656.0
2019-12-30,653268.0
2019-12-31,629604.0
2020-01-02,311300.0
2020-01-03,293581.0
2020-01-06,293494.0
2020-01-07,296486.0
2020-01-08,296775.0
2020-01-09,300895.0
2020-01-10,303893.0
2020-01-13,301120.0
2020-01-14,306490.0
2020-01-15,304520.0
2020-01-16,298950.0
2020-01-17,296234.0
2020-01-20,293883.0
2020-01-21,283424.0
2020-01-22,277051.0
2020-01-23,270950.0
2020-02-03,269483.0
2020-02-04,289972.0
2020-02-05,306090.0
2020-02-06,312172.0
2020-02-07,315410.0
2020-02-10,328901.0
2020-02-11,336465.0
2020-02-12,338643.0
2020-02-13,349659.0
2020-02-14,352386.0
2020-02-17,360820.0
2020-02-18,341744.0
2020-02-19,346264.0
2020-02-20,351912.0
2020-02-21,357328.0
2020-02-24,359790.0
2020-02-25,363256.0
2020-02-26,364132.0
2020-02-27,363827.0
2020-02-28,368871.0
2020-03-02,369474.0
2020-03-03,365180.0
2020-03-04,368618.0
2020-03-05,373790.0
2020-03-06,383772.0
2020-03-09,392229.0
2020-03-10,394559.0
2020-03-11,402519.0
2020-03-12,410239.0
2020-03-13,404849.0
2020-03-16,410560.0
2020-03-17,375932.0
2020-03-18,384707.0
2020-03-19,374558.0
2020-03-20,357339.0
2020-03-23,353173.0
2020-03-24,348616.0
2020-03-25,344458.0
2020-03-26,343470.0
2020-03-27,341795.0
2020-03-30,342659.0
2020-03-31,338219.0
2020-04-01,341447.0
2020-04-02,334039.0
2020-04-03,330402.0
2020-04-07,333754.0
2020-04-08,334843.0
2020-04-09,333104.0
2020-04-10,334424.0
2020-04-13,333666.0
2020-04-14,332445.0
2020-04-15,334927.0
2020-04-16,320660.0
2020-04-17,317698.0
2020-04-20,321386.0
2020-04-21,325857.0
2020-04-22,337472.0
2020-04-23,326811.0
2020-04-24,323588.0
2020-04-27,327550.0
2020-04-28,327075.0
2020-04-29,329672.0
2020-04-30,329802.0
2020-05-06,336470.0
2020-05-07,340860.0
2020-05-08,342412.0
2020-05-11,344513.0
2020-05-12,347634.0
2020-05-13,348918.0
2020-05-14,343503.0
2020-05-15,339441.0
2020-05-18,337339.0
2020-05-19,336660.0
2020-05-20,336700.0
2020-05-21,340330.0
2020-05-22,331925.0
2020-05-25,325485.0
2020-05-26,325434.0
2020-05-27,326620.0
2020-05-28,322617.0
2020-05-29,319593.0
2020-06-01,328778.0
2020-06-02,324207.0
2020-06-03,324570.0
2020-06-04,319367.0
2020-06-05,322099.0
2020-06-08,324510.0
2020-06-09,327393.0
2020-06-10,328766.0
2020-06-11,321208.0
2020-06-12,320375.0
2020-06-15,323211.0
2020-06-16,323263.0
2020-06-17,323936.0
2020-06-18,327517.0
2020-06-19,340935.0
2020-06-22,338211.0
2020-06-23,341795.0
2020-06-24,340216.0
2020-06-29,349827.0
2020-06-30,353610.0
2020-07-01,360301.0
2020-07-02,350668.0
2020-07-03,339819.0
2020-07-06,330726.0
2020-07-07,328163.0
2020-07-08,334258.0
2020-07-09,341692.0
2020-07-10,332906.0
2020-07-13,340439.0
2020-07-14,337870.0
2020-07-15,338977.0
2020-07-16,327469.0
2020-07-17,331733.0
2020-07-20,328723.0
2020-07-21,334597.0
2020-07-22,336375.0
2020-07-23,326709.0
2020-07-24,322448.0
2020-07-27,322290.0
2020-07-28,321542.0
2020-07-29,324573.0
2020-07-30,324470.0
2020-07-31,316789.0
2020-08-03,324583.0
2020-08-04,319187.0
2020-08-05,320485.0
2020-08-06,321055.0
2020-08-07,322354.0
2020-08-10,320153.0
2020-08-11,312469.0
2020-08-12,299801.0
2020-08-13,300374.0
2020-08-14,298993.0
2020-08-17,309633.0
2020-08-18,311171.0
2020-08-19,331325.0
2020-08-20,331815.0
2020-08-21,325331.0
2020-08-24,315300.0
2020-08-25,310814.0
2020-08-26,307856.0
2020-08-27,309017.0
2020-08-28,313001.0
2020-08-31,313442.0
2020-09-01,326967.0
2020-09-02,312046.0
2020-09-03,309712.0
2020-09-04,306540.0
2020-09-07,313756.0
2020-09-08,316639.0
2020-09-09,309633.0
2020-09-10,312826.0
2020-09-11,305914.0
2020-09-14,310660.0
2020-09-15,313952.0
2020-09-16,308250.0
2020-09-17,312359.0
2020-09-18,316868.0
2020-09-21,317977.0
2020-09-22,309093.0
2020-09-23,319467.0
2020-09-24,321006.0
2020-09-25,314739.0
2020-09-28,305647.0
2020-09-29,298424.0
2020-09-30,291894.0
2020-10-09,288411.0
2020-10-12,302667.0
2020-10-13,301727.0
2020-10-14,303592.0
2020-10-15,298983.0
2020-10-16,294033.0
2020-10-19,295974.0
2020-10-20,295551.0
2020-10-21,317773.0
2020-10-22,326619.0
2020-10-23,318425.0
2020-10-26,315693.0
2020-10-27,308893.0
2020-10-28,305493.0
2020-10-29,304441.0
2020-10-30,303093.0
2020-11-02,297491.0
2020-11-03,299848.0
2020-11-04,296203.0
2020-11-05,294476.0
2020-11-06,293819.0
2020-11-09,299773.0
2020-11-10,298185.0
2020-11-11,300225.0
2020-11-12,298633.0
2020-11-13,303002.0
2020-11-16,347252.0
2020-11-17,329390.0
2020-11-18,324841.0
2020-11-19,322115.0
2020-11-20,341382.0
2020-11-23,351184.0
2020-11-24,366791.0
2020-11-25,359478.0
2020-11-26,372419.0
2020-11-27,377460.0
2020-11-30,362835.0
2020-12-01,341826.0
2020-12-02,343817.0
2020-12-03,339654.0
2020-12-04,343387.0
2020-12-07,331810.0
2020-12-08,323029.0
2020-12-09,328684.0
2020-12-10,323738.0
2020-12-11,323596.0
2020-12-14,321280.0
2020-12-15,317340.0
2020-12-16,319335.0
2020-12-17,335094.0
2020-12-18,344110.0
2020-12-21,344504.0
2020-12-22,320712.0
2020-12-23,317643.0
2020-12-24,319626.0
2020-12-25,319910.0
2020-12-28,327496.0
2020-12-29,324088.0
2020-12-30,322826.0
2020-12-31,314841.0
2021-01-04,298891.0
2021-01-05,296080.0
2021-01-06,300378.0
2021-01-07,306782.0
2021-01-08,319380.0
2021-01-11,297086.0
2021-01-12,295061.0
2021-01-13,294214.0
2021-01-14,291651.0
2021-01-15,293360.0
2021-01-18,294927.0
2021-01-19,292178.0
2021-01-20,294174.0
2021-01-21,297888.0
2021-01-22,287274.0
2021-01-25,286738.0
2021-01-26,283906.0
2021-01-27,281180.0
2021-01-28,282190.0
2021-01-29,281872.0
2021-02-01,279240.0
2021-02-02,279400.0
2021-02-03,279001.0
2021-02-04,278930.0
2021-02-05,276896.0
2021-02-08,277294.0
2021-02-09,284567.0
2021-02-10,301195.0
2021-02-18,325693.0
2021-02-19,345109.0
2021-02-22,365072.0
2021-02-23,368138.0
2021-02-24,378064.0
2021-02-25,388516.0
2021-02-26,378401.0
2021-03-01,361512.0
2021-03-02,355080.0
2021-03-03,356620.0
2021-03-04,355404.0
2021-03-05,360658.0
2021-03-08,356203.0
2021-03-09,355255.0
2021-03-10,350439.0
2021-03-11,369446.0
2021-03-12,365190.0
2021-03-15,372686.0
2021-03-16,353491.0
2021-03-17,348483.0
2021-03-18,346429.0
2021-03-19,349598.0
2021-03-22,346386.0
2021-03-23,348132.0
2021-03-24,350802.0
2021-03-25,356647.0
2021-03-26,345990.0
2021-03-29,346162.0
2021-03-30,344465.0
2021-03-31,346926.0
2021-04-01,348617.0
2021-04-02,343858.0
2021-04-06,349313.0
2021-04-07,352264.0
2021-04-08,347529.0
2021-04-09,342936.0
2021-04-12,338202.0
2021-04-13,334482.0
2021-04-14,332651.0
2021-04-15,363059.0
2021-04-16,367420.0
2021-04-19,379436.0
2021-04-20,381018.0
2021-04-21,366526.0
2021-04-22,371625.0
2021-04-23,376965.0
2021-04-26,393513.0
2021-04-27,394614.0
2021-04-28,385545.0
2021-04-29,386828.0
2021-04-30,371601.0
2021-05-06,373227.0
2021-05-07,372458.0
2021-05-10,360218.0
2021-05-11,349042.0
2021-05-12,351877.0
2021-05-13,347971.0
2021-05-14,338379.0
2021-05-17,338230.0
2021-05-18,337233.0
2021-05-19,329542.0
2021-05-20,324757.0
2021-05-21,324247.0
2021-05-24,326509.0
2021-05-25,322783.0
2021-05-26,323065.0
2021-05-27,328231.0
2021-05-28,334663.0
2021-05-31,333063.0
2021-06-01,339082.0
2021-06-02,336867.0
2021-06-03,330302.0
2021-06-04,331517.0
2021-06-07,328160.0
2021-06-08,318570.0
2021-06-09,320772.0
2021-06-10,320637.0
2021-06-11,319775.0
2021-06-15,325353.0
2021-06-16,325728.0
2021-06-17,315744.0
2021-06-18,317371.0
2021-06-21,315501.0
2021-06-22,311892.0
2021-06-23,302254.0
2021-06-24,303110.0
2021-06-25,301170.0
2021-06-28,301741.0
2021-06-29,298765.0
2021-06-30,291641.0
2021-07-01,290179.0
2021-07-02,290529.0
2021-07-05,291739.0
2021-07-06,295464.0
2021-07-07,287588.0
2021-07-08,282245.0
2021-07-09,284141.0
2021-07-12,286403.0
2021-07-13,285248.0
2021-07-14,285659.0
2021-07-15,289213.0
2021-07-16,282214.0
2021-07-19,277943.0
2021-07-20,283385.0
2021-07-21,280948.0
2021-07-22,283073.0
2021-07-23,295381.0
2021-07-26,310197.0
2021-07-27,316786.0
2021-07-28,319332.0
2021-07-29,313034.0
2021-07-30,308094.0
2021-08-02,311472.0
2021-08-03,302235.0
2021-08-04,297286.0
2021-08-05,294225.0
2021-08-06,295813.0
2021-08-09,291439.0
2021-08-10,298676.0
2021-08-11,298803.0
2021-08-12,298802.0
2021-08-13,299271.0
2021-08-16,307481.0
2021-08-17,301093.0
2021-08-18,309729.0
2021-08-19,336621.0
2021-08-20,341976.0
2021-08-23,334942.0
2021-08-24,324623.0
2021-08-25,325277.0
2021-08-26,324129.0
2021-08-27,316872.0
2021-08-30,319005.0
2021-08-31,323198.0
2021-09-01,323146.0
2021-09-02,316046.0
2021-09-03,312907.0
2021-09-06,309575.0
2021-09-07,302837.0
2021-09-08,298245.0
2021-09-09,296681.0
2021-09-10,299491.0
2021-09-13,315756.0
2021-09-14,297306.0
2021-09-15,299049.0
2021-09-16,295013.0
2021-09-17,289802.0
2021-09-22,294743.0
2021-09-23,292271.0
2021-09-24,291388.0
2021-09-27,291742.0
2021-09-28,289752.0
2021-09-29,282461.0
2021-09-30,280328.0
2021-10-08,280378.0
2021-10-11,307997.0
2021-10-12,315643.0
2021-10-13,310337.0
2021-10-14,350538.0
2021-10-15,369055.0
2021-10-18,376950.0
2021-10-19,380973.0
2021-10-20,374714.0
2021-10-21,370293.0
2021-10-22,360656.0
2021-10-25,359517.0
2021-10-26,362306.0
2021-10-27,345173.0
2021-10-28,349448.0
2021-10-29,344189.0
2021-11-01,345917.0
2021-11-02,351012.0
2021-11-03,368806.0
2021-11-04,370803.0
2021-11-05,373687.0
2021-11-08,366655.0
2021-11-09,366434.0
2021-11-10,365557.0
2021-11-11,363635.0
2021-11-12,360321.0
2021-11-15,367006.0
2021-11-16,366899.0
2021-11-17,369241.0
2021-11-18,403904.0
2021-11-19,406612.0
2021-11-22,402127.0
2021-11-23,412257.0
2021-11-24,410826.0
2021-11-25,423653.0
2021-11-26,403166.0
2021-11-29,389141.0
2021-11-30,385880.0
2021-12-01,388457.0
2021-12-02,392490.0
2021-12-03,385426.0
2021-12-06,386253.0
2021-12-07,380555.0
2021-12-08,373977.0
2021-12-09,374806.0
2021-12-10,370567.0
2021-12-13,368242.0
2021-12-14,372866.0
2021-12-15,392620.0
2021-12-16,383003.0
2021-12-17,365421.0
2021-12-20,364676.0
2021-12-21,360373.0
2021-12-22,359141.0
2021-12-23,360107.0
2021-12-24,354441.0
2021-12-27,348642.0
2021-12-28,354512.0
2021-12-29,348426.0
2021-12-30,339528.0
2021-12-31,332180.0
2022-01-04,325162.0
2022-01-05,332063.0
2022-01-06,325670.0
2022-01-07,322468.0
2022-01-10,314543.0
2022-01-11,313726.0
2022-01-12,341405.0
2022-01-13,362254.0
2022-01-14,365410.0
2022-01-17,340561.0
2022-01-18,335047.0
2022-01-19,333286.0
2022-01-20,351064.0
2022-01-21,354296.0
2022-01-24,340346.0
2022-01-25,331164.0
2022-01-26,329430.0
2022-01-27,323178.0
2022-01-28,321046.0
2022-02-07,321802.0
2022-02-08,321578.0
2022-02-09,322139.0
2022-02-10,370146.0
2022-02-11,369061.0
2022-02-14,352767.0
2022-02-15,346371.0
2022-02-16,346210.0
2022-02-17,343207.0
2022-02-18,354861.0
2022-02-21,349938.0
2022-02-22,341767.0
2022-02-23,341897.0
2022-02-24,332147.0
2022-02-25,328218.0
2022-02-28,321192.0
2022-03-01,321827.0
2022-03-02,333705.0
2022-03-03,358756.0
2022-03-04,357874.0
2022-03-07,380609.0
2022-03-08,357246.0
2022-03-09,337827.0
2022-03-10,321669.0
2022-03-11,316657.0
2022-03-14,316415.0
2022-03-15,318361.0
2022-03-16,313037.0
2022-03-17,320600.0
2022-03-18,341921.0
2022-03-21,358602.0
2022-03-22,368998.0
2022-03-23,367371.0
2022-03-24,372836.0
2022-03-25,369858.0
2022-03-28,358373.0
2022-03-29,363954.0
2022-03-30,375368.0
2022-03-31,355965.0
2022-04-01,346355.0
2022-04-06,348747.0
2022-04-07,346628.0
2022-04-08,350344.0
2022-04-11,341486.0
2022-04-12,338088.0
2022-04-13,348692.0
2022-04-14,350689.0
2022-04-15,368830.0
2022-04-18,358168.0
2022-04-19,364979.0
2022-04-20,352183.0
2022-04-21,347521.0
2022-04-22,363927.0
2022-04-25,348558.0
2022-04-26,340291.0
2022-04-27,334169.0
2022-04-28,334361.0
2022-04-29,334147.0
2022-05-05,333311.0
2022-05-06,338223.0
2022-05-09,338473.0
2022-05-10,338935.0
2022-05-11,336263.0
2022-05-12,342582.0
2022-05-13,345992.0
2022-05-16,339579.0
2022-05-17,328877.0
2022-05-18,327227.0
2022-05-19,326493.0
2022-05-20,322618.0
2022-05-23,319975.0
2022-05-24,324611.0
2022-05-25,320504.0
2022-05-26,322628.0
2022-05-27,322288.0
2022-05-30,319440.0
2022-05-31,324419.0
2022-06-01,322642.0
2022-06-02,322798.0
2022-06-06,330716.0
2022-06-07,332106.0
2022-06-08,338001.0
2022-06-09,337705.0
2022-06-10,330632.0
2022-06-13,320051.0
2022-06-14,313796.0
2022-06-15,316725.0
2022-06-16,313600.0
2022-06-17,323557.0
2022-06-20,340105.0
2022-06-21,337276.0
2022-06-22,344548.0
2022-06-23,346626.0
2022-06-24,360625.0
2022-06-27,354723.0
2022-06-28,341691.0
2022-06-29,353822.0
2022-06-30,346697.0
2022-07-01,365770.0
2022-07-04,369634.0
2022-07-05,370019.0
2022-07-06,390806.0
2022-07-07,377690.0
2022-07-08,371215.0
2022-07-11,373490.0
2022-07-12,378336.0
2022-07-13,389740.0
2022-07-14,391537.0
2022-07-15,395001.0
2022-07-18,389481.0
2022-07-19,386911.0
2022-07-20,387331.0
2022-07-21,392216.0
2022-07-22,407235.0
2022-07-25,406992.0
2022-07-26,422189.0
2022-07-27,425369.0
2022-07-28,424169.0
2022-07-29,419415.0
2022-08-01,421731.0
2022-08-02,417181.0
2022-08-03,419348.0
2022-08-04,423435.0
2022-08-05,430391.0
2022-08-08,429061.0
2022-08-09,426762.0
2022-08-10,423895.0
2022-08-11,423755.0
2022-08-12,418218.0
2022-08-15,417853.0
2022-08-16,418757.0
2022-08-17,416950.0
2022-08-18,425664.0
2022-08-19,431000.0
2022-08-22,432429.0
2022-08-23,427237.0
2022-08-24,432773.0
2022-08-25,432839.0
2022-08-26,436766.0
2022-08-29,430725.0
2022-08-30,422760.0
2022-08-31,421147.0
2022-09-01,434770.0
2022-09-02,438677.0
2022-09-05,437264.0
2022-09-06,432613.0
2022-09-07,434806.0
2022-09-08,426822.0
2022-09-09,425244.0
2022-09-13,420069.0
2022-09-14,415108.0
2022-09-15,413499.0
2022-09-16,409222.0
2022-09-19,411212.0
2022-09-20,410433.0
2022-09-21,415530.0
2022-09-22,418327.0
2022-09-23,419786.0
2022-09-26,435797.0
2022-09-27,427368.0
2022-09-28,424801.0
2022-09-29,424119.0
2022-09-30,421195.0
2022-10-10,422143.0
2022-10-11,436041.0
2022-10-12,439251.0
2022-10-13,440653.0
2022-10-14,454074.0
2022-10-17,444565.0
2022-10-18,429750.0
2022-10-19,428025.0
2022-10-20,426426.0
2022-10-21,434755.0
2022-10-24,452408.0
2022-10-25,461772.0
2022-10-26,458561.0
2022-10-27,463403.0
2022-10-28,463140.0
2022-10-31,461449.0
2022-11-01,464966.0
2022-11-02,472525.0
2022-11-03,470735.0
2022-11-04,475195.0
2022-11-07,493181.0
2022-11-08,492886.0
2022-11-09,497107.0
2022-11-10,492572.0
2022-11-11,493548.0
