trading_date,P_total_oi
2018-10-19,592016.0
2018-10-22,572772.0
2018-10-23,576432.0
2018-10-24,576266.0
2018-10-25,594030.0
2018-10-26,603766.0
2018-10-29,599072.0
2018-10-30,598152.0
2018-10-31,584486.0
2018-11-01,580362.0
2018-11-02,589566.0
2018-11-05,560072.0
2018-11-06,564354.0
2018-11-07,569430.0
2018-11-08,572128.0
2018-11-09,592994.0
2018-11-12,607198.0
2018-11-13,603098.0
2018-11-14,600910.0
2018-11-15,608252.0
2018-11-16,602496.0
2018-11-19,621968.0
2018-11-20,630674.0
2018-11-21,648950.0
2018-11-22,651738.0
2018-11-23,641766.0
2018-11-26,636914.0
2018-11-27,642548.0
2018-11-28,635536.0
2018-11-29,626000.0
2018-11-30,627074.0
2018-12-03,630122.0
2018-12-04,622002.0
2018-12-05,641066.0
2018-12-06,635974.0
2018-12-07,645092.0
2018-12-10,653104.0
2018-12-11,648544.0
2018-12-12,643282.0
2018-12-13,644876.0
2018-12-14,621848.0
2018-12-17,618296.0
2018-12-18,631928.0
2018-12-19,604630.0
2018-12-20,579832.0
2018-12-21,561098.0
2018-12-24,544772.0
2018-12-25,527280.0
2018-12-26,519626.0
2018-12-27,511520.0
2018-12-28,490684.0
2019-01-02,494554.0
2019-01-03,490564.0
2019-01-04,482090.0
2019-01-07,497604.0
2019-01-08,526064.0
2019-01-09,531518.0
2019-01-10,522212.0
2019-01-11,523934.0
2019-01-14,528748.0
2019-01-15,513234.0
2019-01-16,518030.0
2019-01-17,503032.0
2019-01-18,497368.0
2019-01-21,496116.0
2019-01-22,472280.0
2019-01-23,496268.0
2019-01-24,544638.0
2019-01-25,545280.0
2019-01-28,596482.0
2019-01-29,578510.0
2019-01-30,572106.0
2019-01-31,542154.0
2019-02-01,505964.0
2019-02-11,512490.0
2019-02-12,522190.0
2019-02-13,532128.0
2019-02-14,550578.0
2019-02-15,523348.0
2019-02-18,582242.0
2019-02-19,603418.0
2019-02-20,584974.0
2019-02-21,597466.0
2019-02-22,596536.0
2019-02-25,601542.0
2019-02-26,629570.0
2019-02-27,624790.0
2019-02-28,630932.0
2019-03-01,640390.0
2019-03-04,667646.0
2019-03-05,684904.0
2019-03-06,702666.0
2019-03-07,711866.0
2019-03-08,712526.0
2019-03-11,737062.0
2019-03-12,749122.0
2019-03-13,807870.0
2019-03-14,840274.0
2019-03-15,863850.0
2019-03-18,838704.0
2019-03-19,892792.0
2019-03-20,879350.0
2019-03-21,874678.0
2019-03-22,862046.0
2019-03-25,876486.0
2019-03-26,865366.0
2019-03-27,888172.0
2019-03-28,884760.0
2019-03-29,868020.0
2019-04-01,834190.0
2019-04-02,802710.0
2019-04-03,740652.0
2019-04-04,714652.0
2019-04-08,703718.0
2019-04-09,686382.0
2019-04-10,697156.0
2019-04-11,725394.0
2019-04-12,710560.0
2019-04-15,721230.0
2019-04-16,722530.0
2019-04-17,731570.0
2019-04-18,733084.0
2019-04-19,711506.0
2019-04-22,673616.0
2019-04-23,667700.0
2019-04-24,664880.0
2019-04-25,637854.0
2019-04-26,646848.0
2019-04-29,634026.0
2019-04-30,614064.0
2019-05-06,628012.0
2019-05-07,647480.0
2019-05-08,659258.0
2019-05-09,663692.0
2019-05-10,667702.0
2019-05-13,676908.0
2019-05-14,676332.0
2019-05-15,679272.0
2019-05-16,685830.0
2019-05-17,666804.0
2019-05-20,665852.0
2019-05-21,675720.0
2019-05-22,659162.0
2019-05-23,650238.0
2019-05-24,640446.0
2019-05-27,663298.0
2019-05-28,690166.0
2019-05-29,736090.0
2019-05-30,736652.0
2019-05-31,740172.0
2019-06-03,716002.0
2019-06-04,754370.0
2019-06-05,747370.0
2019-06-06,724026.0
2019-06-10,722746.0
2019-06-11,748930.0
2019-06-12,756490.0
2019-06-13,757830.0
2019-06-14,753782.0
2019-06-17,783264.0
2019-06-18,795016.0
2019-06-19,796480.0
2019-06-20,838434.0
2019-06-21,866370.0
2019-06-24,886344.0
2019-06-25,874808.0
2019-06-26,869046.0
2019-06-27,858732.0
2019-06-28,842764.0
2019-07-01,844158.0
2019-07-02,865324.0
2019-07-03,887226.0
2019-07-04,892876.0
2019-07-05,936926.0
2019-07-08,907324.0
2019-07-09,883702.0
2019-07-10,861258.0
2019-07-11,879794.0
2019-07-12,893412.0
2019-07-15,908732.0
2019-07-16,913238.0
2019-07-17,893010.0
2019-07-18,893848.0
2019-07-19,888490.0
2019-07-22,886922.0
2019-07-23,874180.0
2019-07-24,893680.0
2019-07-25,863256.0
2019-07-26,852244.0
2019-07-29,826812.0
2019-07-30,796456.0
2019-07-31,788554.0
2019-08-01,782574.0
2019-08-02,792818.0
2019-08-05,799666.0
2019-08-06,766962.0
2019-08-07,754620.0
2019-08-08,733264.0
2019-08-09,718350.0
2019-08-12,699138.0
2019-08-13,707754.0
2019-08-14,653804.0
2019-08-15,648566.0
2019-08-16,621528.0
2019-08-19,604748.0
2019-08-20,596802.0
2019-08-21,603422.0
2019-08-22,640762.0
2019-08-23,646300.0
2019-08-26,666200.0
2019-08-27,603704.0
2019-08-28,598952.0
2019-08-29,588752.0
2019-08-30,575142.0
2019-09-02,581916.0
2019-09-03,602732.0
2019-09-04,632164.0
2019-09-05,646256.0
2019-09-06,647390.0
2019-09-09,646788.0
2019-09-10,628754.0
2019-09-11,642604.0
2019-09-12,657760.0
2019-09-16,664728.0
2019-09-17,763570.0
2019-09-18,745830.0
2019-09-19,703624.0
2019-09-20,690774.0
2019-09-23,690360.0
2019-09-24,700610.0
2019-09-25,706090.0
2019-09-26,680266.0
2019-09-27,622848.0
2019-09-30,578240.0
2019-10-08,584552.0
2019-10-09,618726.0
2019-10-10,629646.0
2019-10-11,656128.0
2019-10-14,661324.0
2019-10-15,665788.0
2019-10-16,698806.0
2019-10-17,678294.0
2019-10-18,665160.0
2019-10-21,715340.0
2019-10-22,727142.0
2019-10-23,784338.0
2019-10-24,827114.0
2019-10-25,915738.0
2019-10-28,994250.0
2019-10-29,987470.0
2019-10-30,1114360.0
2019-10-31,1098528.0
2019-11-01,1116944.0
2019-11-04,1215944.0
2019-11-05,1307944.0
2019-11-06,1321522.0
2019-11-07,1200362.0
2019-11-08,1202966.0
2019-11-11,1374074.0
2019-11-12,1376596.0
2019-11-13,1344002.0
2019-11-14,1305872.0
2019-11-15,1292804.0
2019-11-18,1280026.0
2019-11-19,1357332.0
2019-11-20,1426944.0
2019-11-21,1357962.0
2019-11-22,1365444.0
2019-11-25,1423890.0
2019-11-26,1182670.0
2019-11-27,1181742.0
2019-11-28,1197054.0
2019-11-29,1319456.0
2019-12-02,1356658.0
2019-12-03,1376042.0
2019-12-04,1451554.0
2019-12-05,1474076.0
2019-12-06,1550626.0
2019-12-09,1539646.0
2019-12-10,1533162.0
2019-12-11,1501880.0
2019-12-12,1511584.0
2019-12-13,1527242.0
2019-12-16,1513518.0
2019-12-17,1587574.0
2019-12-18,1543154.0
2019-12-19,1525450.0
2019-12-20,1616770.0
2019-12-23,1592784.0
2019-12-24,1617254.0
2019-12-25,1598188.0
2019-12-26,1695368.0
2019-12-27,1805300.0
2019-12-30,1821694.0
2019-12-31,1776760.0
2020-01-02,916168.0
2020-01-03,910946.0
2020-01-06,913382.0
2020-01-07,908375.0
2020-01-08,881841.0
2020-01-09,900495.0
2020-01-10,929797.0
2020-01-13,869526.0
2020-01-14,788340.0
2020-01-15,756102.0
2020-01-16,695116.0
2020-01-17,676527.0
2020-01-20,635446.0
2020-01-21,589731.0
2020-01-22,573435.0
2020-01-23,517590.0
2020-02-03,443132.0
2020-02-04,414212.0
2020-02-05,468179.0
2020-02-06,513154.0
2020-02-07,516779.0
2020-02-10,499315.0
2020-02-11,517659.0
2020-02-12,513203.0
2020-02-13,509896.0
2020-02-14,540784.0
2020-02-17,538712.0
2020-02-18,541061.0
2020-02-19,569621.0
2020-02-20,518068.0
2020-02-21,506961.0
2020-02-24,503253.0
2020-02-25,511963.0
2020-02-26,487200.0
2020-02-27,527393.0
2020-02-28,512306.0
2020-03-02,498330.0
2020-03-03,560196.0
2020-03-04,530965.0
2020-03-05,514896.0
2020-03-06,491144.0
2020-03-09,481727.0
2020-03-10,456717.0
2020-03-11,461611.0
2020-03-12,451559.0
2020-03-13,434511.0
2020-03-16,446943.0
2020-03-17,472073.0
2020-03-18,451401.0
2020-03-19,443529.0
2020-03-20,411554.0
2020-03-23,404786.0
2020-03-24,397726.0
2020-03-25,428073.0
2020-03-26,410347.0
2020-03-27,403334.0
2020-03-30,413621.0
2020-03-31,389228.0
2020-04-01,394166.0
2020-04-02,392020.0
2020-04-03,378667.0
2020-04-07,376079.0
2020-04-08,386000.0
2020-04-09,376227.0
2020-04-10,385869.0
2020-04-13,390477.0
2020-04-14,403311.0
2020-04-15,403539.0
2020-04-16,424311.0
2020-04-17,375328.0
2020-04-20,379319.0
2020-04-21,408182.0
2020-04-22,394480.0
2020-04-23,438507.0
2020-04-24,471615.0
2020-04-27,465768.0
2020-04-28,475685.0
2020-04-29,446818.0
2020-04-30,398291.0
2020-05-06,454347.0
2020-05-07,505684.0
2020-05-08,520534.0
2020-05-11,509760.0
2020-05-12,550619.0
2020-05-13,558320.0
2020-05-14,548575.0
2020-05-15,534941.0
2020-05-18,514586.0
2020-05-19,496309.0
2020-05-20,504693.0
2020-05-21,510631.0
2020-05-22,507000.0
2020-05-25,499235.0
2020-05-26,502591.0
2020-05-27,532283.0
2020-05-28,518246.0
2020-05-29,499368.0
2020-06-01,512075.0
2020-06-02,496828.0
2020-06-03,508504.0
2020-06-04,514609.0
2020-06-05,500607.0
2020-06-08,499914.0
2020-06-09,551100.0
2020-06-10,522307.0
2020-06-11,503688.0
2020-06-12,488599.0
2020-06-15,487984.0
2020-06-16,523979.0
2020-06-17,554462.0
2020-06-18,537649.0
2020-06-19,591920.0
2020-06-22,573247.0
2020-06-23,559108.0
2020-06-24,538560.0
2020-06-29,513712.0
2020-06-30,496649.0
2020-07-01,494018.0
2020-07-02,482236.0
2020-07-03,484916.0
2020-07-06,479148.0
2020-07-07,480958.0
2020-07-08,469778.0
2020-07-09,465694.0
2020-07-10,472963.0
2020-07-13,450002.0
2020-07-14,487459.0
2020-07-15,491837.0
2020-07-16,505315.0
2020-07-17,528646.0
2020-07-20,545487.0
2020-07-21,515263.0
2020-07-22,506091.0
2020-07-23,525234.0
2020-07-24,497271.0
2020-07-27,492943.0
2020-07-28,466033.0
2020-07-29,456833.0
2020-07-30,465743.0
2020-07-31,444319.0
2020-08-03,496222.0
2020-08-04,516452.0
2020-08-05,497078.0
2020-08-06,497928.0
2020-08-07,482431.0
2020-08-10,478595.0
2020-08-11,477591.0
2020-08-12,469066.0
2020-08-13,486503.0
2020-08-14,494149.0
2020-08-17,508323.0
2020-08-18,502590.0
2020-08-19,515849.0
2020-08-20,478193.0
2020-08-21,464847.0
2020-08-24,463901.0
2020-08-25,470925.0
2020-08-26,458361.0
2020-08-27,460637.0
2020-08-28,464070.0
2020-08-31,479254.0
2020-09-01,499315.0
2020-09-02,522505.0
2020-09-03,527598.0
2020-09-04,479883.0
2020-09-07,476732.0
2020-09-08,503130.0
2020-09-09,485904.0
2020-09-10,500816.0
2020-09-11,509284.0
2020-09-14,572614.0
2020-09-15,563569.0
2020-09-16,580042.0
2020-09-17,605753.0
2020-09-18,600214.0
2020-09-21,617357.0
2020-09-22,558930.0
2020-09-23,545655.0
2020-09-24,523990.0
2020-09-25,509196.0
2020-09-28,493059.0
2020-09-29,462116.0
2020-09-30,436450.0
2020-10-09,437223.0
2020-10-12,479657.0
2020-10-13,497839.0
2020-10-14,524397.0
2020-10-15,501074.0
2020-10-16,478565.0
2020-10-19,490895.0
2020-10-20,501288.0
2020-10-21,508265.0
2020-10-22,533158.0
2020-10-23,527114.0
2020-10-26,516192.0
2020-10-27,532686.0
2020-10-28,541468.0
2020-10-29,555971.0
2020-10-30,525601.0
2020-11-02,506100.0
2020-11-03,519531.0
2020-11-04,519529.0
2020-11-05,570035.0
2020-11-06,570859.0
2020-11-09,538744.0
2020-11-10,530445.0
2020-11-11,581579.0
2020-11-12,589427.0
2020-11-13,610313.0
2020-11-16,601601.0
2020-11-17,650333.0
2020-11-18,616023.0
2020-11-19,635617.0
2020-11-20,591426.0
2020-11-23,573361.0
2020-11-24,536943.0
2020-11-25,525821.0
2020-11-26,520599.0
2020-11-27,521587.0
2020-11-30,519381.0
2020-12-01,497494.0
2020-12-02,500183.0
2020-12-03,497263.0
2020-12-04,492166.0
2020-12-07,488748.0
2020-12-08,453319.0
2020-12-09,465528.0
2020-12-10,453314.0
2020-12-11,493600.0
2020-12-14,502001.0
2020-12-15,492033.0
2020-12-16,517358.0
2020-12-17,505316.0
2020-12-18,485391.0
2020-12-21,478926.0
2020-12-22,436514.0
2020-12-23,440961.0
2020-12-24,496014.0
2020-12-25,515720.0
2020-12-28,446718.0
2020-12-29,441568.0
2020-12-30,442512.0
2020-12-31,416392.0
2021-01-04,428513.0
2021-01-05,421379.0
2021-01-06,469096.0
2021-01-07,464695.0
2021-01-08,444590.0
2021-01-11,427165.0
2021-01-12,427397.0
2021-01-13,438736.0
2021-01-14,437085.0
2021-01-15,431430.0
2021-01-18,426947.0
2021-01-19,443905.0
2021-01-20,464432.0
2021-01-21,463737.0
2021-01-22,482630.0
2021-01-25,487498.0
2021-01-26,495132.0
2021-01-27,511299.0
2021-01-28,488212.0
2021-01-29,480890.0
2021-02-01,468569.0
2021-02-02,466779.0
2021-02-03,486116.0
2021-02-04,482158.0
2021-02-05,467102.0
2021-02-08,460981.0
2021-02-09,460491.0
2021-02-10,434333.0
2021-02-18,449635.0
2021-02-19,475888.0
2021-02-22,484323.0
2021-02-23,486786.0
2021-02-24,504803.0
2021-02-25,483495.0
2021-02-26,475492.0
2021-03-01,465362.0
2021-03-02,455714.0
2021-03-03,455600.0
2021-03-04,458338.0
2021-03-05,457156.0
2021-03-08,474368.0
2021-03-09,468567.0
2021-03-10,496043.0
2021-03-11,523092.0
2021-03-12,523384.0
2021-03-15,506712.0
2021-03-16,501829.0
2021-03-17,488359.0
2021-03-18,505361.0
2021-03-19,481968.0
2021-03-22,492552.0
2021-03-23,510884.0
2021-03-24,507547.0
2021-03-25,505072.0
2021-03-26,469136.0
2021-03-29,457712.0
2021-03-30,457860.0
2021-03-31,444929.0
2021-04-01,449568.0
2021-04-02,460880.0
2021-04-06,469190.0
2021-04-07,472562.0
2021-04-08,482413.0
2021-04-09,487816.0
2021-04-12,489972.0
2021-04-13,498948.0
2021-04-14,500281.0
2021-04-15,491494.0
2021-04-16,489710.0
2021-04-19,484400.0
2021-04-20,499991.0
2021-04-21,515522.0
2021-04-22,526162.0
2021-04-23,537251.0
2021-04-26,501639.0
2021-04-27,482336.0
2021-04-28,467402.0
2021-04-29,471927.0
2021-04-30,443531.0
2021-05-06,495699.0
2021-05-07,514345.0
2021-05-10,514288.0
2021-05-11,520545.0
2021-05-12,533417.0
2021-05-13,536766.0
2021-05-14,510139.0
2021-05-17,508999.0
2021-05-18,513686.0
2021-05-19,513179.0
2021-05-20,512687.0
2021-05-21,483553.0
2021-05-24,481967.0
2021-05-25,487873.0
2021-05-26,486487.0
2021-05-27,487942.0
2021-05-28,497279.0
2021-05-31,512037.0
2021-06-01,513631.0
2021-06-02,537148.0
2021-06-03,563198.0
2021-06-04,558754.0
2021-06-07,550701.0
2021-06-08,554916.0
2021-06-09,546404.0
2021-06-10,541585.0
2021-06-11,569529.0
2021-06-15,590799.0
2021-06-16,612043.0
2021-06-17,610622.0
2021-06-18,615705.0
2021-06-21,612452.0
2021-06-22,614033.0
2021-06-23,615697.0
2021-06-24,631161.0
2021-06-25,618144.0
2021-06-28,625392.0
2021-06-29,610235.0
2021-06-30,610614.0
2021-07-01,637165.0
2021-07-02,653985.0
2021-07-05,655385.0
2021-07-06,671017.0
2021-07-07,652689.0
2021-07-08,648292.0
2021-07-09,690273.0
2021-07-12,668094.0
2021-07-13,667972.0
2021-07-14,663703.0
2021-07-15,675105.0
2021-07-16,684234.0
2021-07-19,679893.0
2021-07-20,694526.0
2021-07-21,668592.0
2021-07-22,674278.0
2021-07-23,717320.0
2021-07-26,711340.0
2021-07-27,722026.0
2021-07-28,694136.0
2021-07-29,691213.0
2021-07-30,702106.0
2021-08-02,682302.0
2021-08-03,668954.0
2021-08-04,692556.0
2021-08-05,695081.0
2021-08-06,693782.0
2021-08-09,706071.0
2021-08-10,720150.0
2021-08-11,760373.0
2021-08-12,759239.0
2021-08-13,741626.0
2021-08-16,724285.0
2021-08-17,729013.0
2021-08-18,653152.0
2021-08-19,659834.0
2021-08-20,641435.0
2021-08-23,659753.0
2021-08-24,659838.0
2021-08-25,676859.0
2021-08-26,679351.0
2021-08-27,697534.0
2021-08-30,686343.0
2021-08-31,671304.0
2021-09-01,614374.0
2021-09-02,609647.0
2021-09-03,626724.0
2021-09-06,613500.0
2021-09-07,619465.0
2021-09-08,651937.0
2021-09-09,646902.0
2021-09-10,644750.0
2021-09-13,624930.0
2021-09-14,624036.0
2021-09-15,647269.0
2021-09-16,665709.0
2021-09-17,608867.0
2021-09-22,612592.0
2021-09-23,681743.0
2021-09-24,711709.0
2021-09-27,693602.0
2021-09-28,666748.0
2021-09-29,642722.0
2021-09-30,651856.0
2021-10-08,663472.0
2021-10-11,657706.0
2021-10-12,648744.0
2021-10-13,667765.0
2021-10-14,618252.0
2021-10-15,612253.0
2021-10-18,628820.0
2021-10-19,633634.0
2021-10-20,644476.0
2021-10-21,633445.0
2021-10-22,552617.0
2021-10-25,573379.0
2021-10-26,589564.0
2021-10-27,592139.0
2021-10-28,572724.0
2021-10-29,611187.0
2021-11-01,623406.0
2021-11-02,615172.0
2021-11-03,643534.0
2021-11-04,594689.0
2021-11-05,599196.0
2021-11-08,593777.0
2021-11-09,594403.0
2021-11-10,606649.0
2021-11-11,603145.0
2021-11-12,620321.0
2021-11-15,623097.0
2021-11-16,628062.0
2021-11-17,643186.0
2021-11-18,645858.0
2021-11-19,682296.0
2021-11-22,646621.0
2021-11-23,649717.0
2021-11-24,651938.0
2021-11-25,663422.0
2021-11-26,639099.0
2021-11-29,631856.0
2021-11-30,623430.0
2021-12-01,628759.0
2021-12-02,642761.0
2021-12-03,641891.0
2021-12-06,631532.0
2021-12-07,644709.0
2021-12-08,628576.0
2021-12-09,621161.0
2021-12-10,616876.0
2021-12-13,623113.0
2021-12-14,635231.0
2021-12-15,642626.0
2021-12-16,632495.0
2021-12-17,621998.0
2021-12-20,627828.0
2021-12-21,623994.0
2021-12-22,618546.0
2021-12-23,606690.0
2021-12-24,637798.0
2021-12-27,625332.0
2021-12-28,614575.0
2021-12-29,600104.0
2021-12-30,605942.0
2021-12-31,608154.0
2022-01-04,634741.0
2022-01-05,640951.0
2022-01-06,651983.0
2022-01-07,662201.0
2022-01-10,675367.0
2022-01-11,673160.0
2022-01-12,690771.0
2022-01-13,696782.0
2022-01-14,706084.0
2022-01-17,725722.0
2022-01-18,768020.0
2022-01-19,756897.0
2022-01-20,751934.0
2022-01-21,752926.0
2022-01-24,750720.0
2022-01-25,735897.0
2022-01-26,747753.0
2022-01-27,733791.0
2022-01-28,682702.0
2022-02-07,683165.0
2022-02-08,673732.0
2022-02-09,653183.0
2022-02-10,686424.0
2022-02-11,711139.0
2022-02-14,741900.0
2022-02-15,784410.0
2022-02-16,782824.0
2022-02-17,769743.0
2022-02-18,817329.0
2022-02-21,804238.0
2022-02-22,789313.0
2022-02-23,781308.0
2022-02-24,736953.0
2022-02-25,725071.0
2022-02-28,698918.0
2022-03-01,701949.0
2022-03-02,665845.0
2022-03-03,638987.0
2022-03-04,613131.0
2022-03-07,601034.0
2022-03-08,590478.0
2022-03-09,595283.0
2022-03-10,597829.0
2022-03-11,593480.0
2022-03-14,582074.0
2022-03-15,587764.0
2022-03-16,596779.0
2022-03-17,625962.0
2022-03-18,641260.0
2022-03-21,636780.0
2022-03-22,644160.0
2022-03-23,663029.0
2022-03-24,662445.0
2022-03-25,663481.0
2022-03-28,651130.0
2022-03-29,653171.0
2022-03-30,637100.0
2022-03-31,597873.0
2022-04-01,512870.0
2022-04-06,498865.0
2022-04-07,495515.0
2022-04-08,504469.0
2022-04-11,501900.0
2022-04-12,527434.0
2022-04-13,518074.0
2022-04-14,523638.0
2022-04-15,538411.0
2022-04-18,513981.0
2022-04-19,519203.0
2022-04-20,501647.0
2022-04-21,504183.0
2022-04-22,499116.0
2022-04-25,477709.0
2022-04-26,479882.0
2022-04-27,487527.0
2022-04-28,485301.0
2022-04-29,481190.0
2022-05-05,471901.0
2022-05-06,469628.0
2022-05-09,467045.0
2022-05-10,476128.0
2022-05-11,495662.0
2022-05-12,489832.0
2022-05-13,493635.0
2022-05-16,490833.0
2022-05-17,501742.0
2022-05-18,500813.0
2022-05-19,505151.0
2022-05-20,538695.0
2022-05-23,534711.0
2022-05-24,565620.0
2022-05-25,551924.0
2022-05-26,531288.0
2022-05-27,572191.0
2022-05-30,543462.0
2022-05-31,553318.0
2022-06-01,551369.0
2022-06-02,580672.0
2022-06-06,593541.0
2022-06-07,606304.0
2022-06-08,611097.0
2022-06-09,576244.0
2022-06-10,572278.0
2022-06-13,569483.0
2022-06-14,560204.0
2022-06-15,545728.0
2022-06-16,554726.0
2022-06-17,557795.0
2022-06-20,573192.0
2022-06-21,575875.0
2022-06-22,572341.0
2022-06-23,584289.0
2022-06-24,594009.0
2022-06-27,580430.0
2022-06-28,557308.0
2022-06-29,564838.0
2022-06-30,548709.0
2022-07-01,560393.0
2022-07-04,574752.0
2022-07-05,593569.0
2022-07-06,591007.0
2022-07-07,596044.0
2022-07-08,564667.0
2022-07-11,582375.0
2022-07-12,586966.0
2022-07-13,583487.0
2022-07-14,608778.0
2022-07-15,604747.0
2022-07-18,616464.0
2022-07-19,609491.0
2022-07-20,603665.0
2022-07-21,603186.0
2022-07-22,614687.0
2022-07-25,620303.0
2022-07-26,635211.0
2022-07-27,639517.0
2022-07-28,638037.0
2022-07-29,630472.0
2022-08-01,632610.0
2022-08-02,628851.0
2022-08-03,633252.0
2022-08-04,660789.0
2022-08-05,653997.0
2022-08-08,661099.0
2022-08-09,655092.0
2022-08-10,646642.0
2022-08-11,644810.0
2022-08-12,646477.0
2022-08-15,633581.0
2022-08-16,641871.0
2022-08-17,630896.0
2022-08-18,620820.0
2022-08-19,607036.0
2022-08-22,606354.0
2022-08-23,590551.0
2022-08-24,599420.0
2022-08-25,581284.0
2022-08-26,572410.0
2022-08-29,569394.0
2022-08-30,558618.0
2022-08-31,568918.0
2022-09-01,594629.0
2022-09-02,608679.0
2022-09-05,618870.0
2022-09-06,646191.0
2022-09-07,676738.0
2022-09-08,675613.0
2022-09-09,672358.0
2022-09-13,647301.0
2022-09-14,639954.0
2022-09-15,652817.0
2022-09-16,659108.0
2022-09-19,643108.0
2022-09-20,661849.0
2022-09-21,646855.0
2022-09-22,658010.0
2022-09-23,683014.0
2022-09-26,738945.0
2022-09-27,745852.0
2022-09-28,766581.0
2022-09-29,743578.0
2022-09-30,715353.0
2022-10-10,673748.0
2022-10-11,675456.0
2022-10-12,674315.0
2022-10-13,686652.0
2022-10-14,705289.0
2022-10-17,698485.0
2022-10-18,726351.0
2022-10-19,746786.0
2022-10-20,749218.0
2022-10-21,757944.0
2022-10-24,735384.0
2022-10-25,752961.0
2022-10-26,759653.0
2022-10-27,773372.0
2022-10-28,751528.0
2022-10-31,764082.0
2022-11-01,797721.0
2022-11-02,797763.0
2022-11-03,814150.0
2022-11-04,816121.0
2022-11-07,797067.0
2022-11-08,798570.0
2022-11-09,780882.0
2022-11-10,775773.0
2022-11-11,784807.0
