trading_date,A_total_oi
2018-08-03,328352.0
2018-08-06,307564.0
2018-08-07,306182.0
2018-08-08,334026.0
2018-08-09,329484.0
2018-08-10,319100.0
2018-08-13,320090.0
2018-08-14,325336.0
2018-08-15,333148.0
2018-08-16,304856.0
2018-08-17,299338.0
2018-08-20,301402.0
2018-08-21,298718.0
2018-08-22,296190.0
2018-08-23,295950.0
2018-08-24,302470.0
2018-08-27,295934.0
2018-08-28,299652.0
2018-08-29,304810.0
2018-08-30,298208.0
2018-08-31,293332.0
2018-09-03,290230.0
2018-09-04,310178.0
2018-09-05,322822.0
2018-09-06,314132.0
2018-09-07,295360.0
2018-09-10,339294.0
2018-09-11,316174.0
2018-09-12,301368.0
2018-09-13,275852.0
2018-09-14,268550.0
2018-09-17,256502.0
2018-09-18,262264.0
2018-09-19,259072.0
2018-09-20,259974.0
2018-09-21,265414.0
2018-09-25,269158.0
2018-09-26,269858.0
2018-09-27,280880.0
2018-09-28,277704.0
2018-10-08,288318.0
2018-10-09,301232.0
2018-10-10,305386.0
2018-10-11,305680.0
2018-10-12,334124.0
2018-10-15,326230.0
2018-10-16,303758.0
2018-10-17,298148.0
2018-10-18,284602.0
2018-10-19,289822.0
2018-10-22,305186.0
2018-10-23,314012.0
2018-10-24,317138.0
2018-10-25,314526.0
2018-10-26,304906.0
2018-10-29,312632.0
2018-10-30,316030.0
2018-10-31,315802.0
2018-11-01,319800.0
2018-11-02,314076.0
2018-11-05,296906.0
2018-11-06,294570.0
2018-11-07,293940.0
2018-11-08,293384.0
2018-11-09,286530.0
2018-11-12,285354.0
2018-11-13,284158.0
2018-11-14,277492.0
2018-11-15,280068.0
2018-11-16,274386.0
2018-11-19,283364.0
2018-11-20,286128.0
2018-11-21,274920.0
2018-11-22,279452.0
2018-11-23,276080.0
2018-11-26,272346.0
2018-11-27,278510.0
2018-11-28,275984.0
2018-11-29,273150.0
2018-11-30,261854.0
2018-12-03,271474.0
2018-12-04,289458.0
2018-12-05,296100.0
2018-12-06,297966.0
2018-12-07,308450.0
2018-12-10,305656.0
2018-12-11,292782.0
2018-12-12,295166.0
2018-12-13,299896.0
2018-12-14,294124.0
2018-12-17,274168.0
2018-12-18,274980.0
2018-12-19,266574.0
2018-12-20,256292.0
2018-12-21,263572.0
2018-12-24,255456.0
2018-12-25,231542.0
2018-12-26,227160.0
2018-12-27,214704.0
2018-12-28,186578.0
2019-01-02,160846.0
2019-01-03,159184.0
2019-01-04,157368.0
2019-01-07,163244.0
2019-01-08,162210.0
2019-01-09,159492.0
2019-01-10,158640.0
2019-01-11,170702.0
2019-01-14,173366.0
2019-01-15,168176.0
2019-01-16,189052.0
2019-01-17,185164.0
2019-01-18,181766.0
2019-01-21,177760.0
2019-01-22,172718.0
2019-01-23,167500.0
2019-01-24,165770.0
2019-01-25,160546.0
2019-01-28,157616.0
2019-01-29,155442.0
2019-01-30,159414.0
2019-01-31,150012.0
2019-02-01,141194.0
2019-02-11,160984.0
2019-02-12,165002.0
2019-02-13,169586.0
2019-02-14,163358.0
2019-02-15,158054.0
2019-02-18,159294.0
2019-02-19,156632.0
2019-02-20,157686.0
2019-02-21,164412.0
2019-02-22,174884.0
2019-02-25,181632.0
2019-02-26,187922.0
2019-02-27,197154.0
2019-02-28,191432.0
2019-03-01,187842.0
2019-03-04,196478.0
2019-03-05,196022.0
2019-03-06,196944.0
2019-03-07,197302.0
2019-03-08,209150.0
2019-03-11,211450.0
2019-03-12,199534.0
2019-03-13,199586.0
2019-03-14,198338.0
2019-03-15,212828.0
2019-03-18,215146.0
2019-03-19,223310.0
2019-03-20,230834.0
2019-03-21,233400.0
2019-03-22,234378.0
2019-03-25,243174.0
2019-03-26,242070.0
2019-03-27,238262.0
2019-03-28,234402.0
2019-03-29,243826.0
2019-04-01,239298.0
2019-04-02,234290.0
2019-04-03,230790.0
2019-04-04,238714.0
2019-04-08,238834.0
2019-04-09,252892.0
2019-04-10,235488.0
2019-04-11,259382.0
2019-04-12,268390.0
2019-04-15,250296.0
2019-04-16,246302.0
2019-04-17,255380.0
2019-04-18,251366.0
2019-04-19,240988.0
2019-04-22,240118.0
2019-04-23,221054.0
2019-04-24,215466.0
2019-04-25,213238.0
2019-04-26,229430.0
2019-04-29,224640.0
2019-04-30,223578.0
2019-05-06,205508.0
2019-05-07,190718.0
2019-05-08,185826.0
2019-05-09,167700.0
2019-05-10,157642.0
2019-05-13,159550.0
2019-05-14,163556.0
2019-05-15,161570.0
2019-05-16,165334.0
2019-05-17,162174.0
2019-05-20,180552.0
2019-05-21,176800.0
2019-05-22,166854.0
2019-05-23,170396.0
2019-05-24,166756.0
2019-05-27,175238.0
2019-05-28,174734.0
2019-05-29,192646.0
2019-05-30,180432.0
2019-05-31,174248.0
2019-06-03,173872.0
2019-06-04,181102.0
2019-06-05,177322.0
2019-06-06,171614.0
2019-06-10,171284.0
2019-06-11,178346.0
2019-06-12,182622.0
2019-06-13,185246.0
2019-06-14,197016.0
2019-06-17,200812.0
2019-06-18,207980.0
2019-06-19,209274.0
2019-06-20,201038.0
2019-06-21,197604.0
2019-06-24,206776.0
2019-06-25,197898.0
2019-06-26,205696.0
2019-06-27,213946.0
2019-06-28,202564.0
2019-07-01,224134.0
2019-07-02,229070.0
2019-07-03,216688.0
2019-07-04,211208.0
2019-07-05,206042.0
2019-07-08,219890.0
2019-07-09,226204.0
2019-07-10,220556.0
2019-07-11,223758.0
2019-07-12,219726.0
2019-07-15,211398.0
2019-07-16,225416.0
2019-07-17,243426.0
2019-07-18,252072.0
2019-07-19,239736.0
2019-07-22,230608.0
2019-07-23,216160.0
2019-07-24,219856.0
2019-07-25,218418.0
2019-07-26,242072.0
2019-07-29,247488.0
2019-07-30,247190.0
2019-07-31,240080.0
2019-08-01,248472.0
2019-08-02,253032.0
2019-08-05,229056.0
2019-08-06,223294.0
2019-08-07,223778.0
2019-08-08,218538.0
2019-08-09,222650.0
2019-08-12,219470.0
2019-08-13,215760.0
2019-08-14,210944.0
2019-08-15,207240.0
2019-08-16,211568.0
2019-08-19,222210.0
2019-08-20,213618.0
2019-08-21,215536.0
2019-08-22,228532.0
2019-08-23,240846.0
2019-08-26,237382.0
2019-08-27,238020.0
2019-08-28,230904.0
2019-08-29,227776.0
2019-08-30,228062.0
2019-09-02,235692.0
2019-09-03,221874.0
2019-09-04,220406.0
2019-09-05,219754.0
2019-09-06,219870.0
2019-09-09,234194.0
2019-09-10,238266.0
2019-09-11,256538.0
2019-09-12,257806.0
2019-09-16,266950.0
2019-09-17,271986.0
2019-09-18,272180.0
2019-09-19,263056.0
2019-09-20,270650.0
2019-09-23,275260.0
2019-09-24,285072.0
2019-09-25,281376.0
2019-09-26,291072.0
2019-09-27,288790.0
2019-09-30,287286.0
2019-10-08,286120.0
2019-10-09,288646.0
2019-10-10,272496.0
2019-10-11,258930.0
2019-10-14,252926.0
2019-10-15,257094.0
2019-10-16,257284.0
2019-10-17,270090.0
2019-10-18,260802.0
2019-10-21,261588.0
2019-10-22,271742.0
2019-10-23,295796.0
2019-10-24,299412.0
2019-10-25,296228.0
2019-10-28,318332.0
2019-10-29,301950.0
2019-10-30,301192.0
2019-10-31,305802.0
2019-11-01,298426.0
2019-11-04,315398.0
2019-11-05,325704.0
2019-11-06,339226.0
2019-11-07,305824.0
2019-11-08,304814.0
2019-11-11,285138.0
2019-11-12,267110.0
2019-11-13,259604.0
2019-11-14,255660.0
2019-11-15,244716.0
2019-11-18,245520.0
2019-11-19,239594.0
2019-11-20,246532.0
2019-11-21,248712.0
2019-11-22,234980.0
2019-11-25,247650.0
2019-11-26,262098.0
2019-11-27,267920.0
2019-11-28,263080.0
2019-11-29,275050.0
2019-12-02,259434.0
2019-12-03,262158.0
2019-12-04,271628.0
2019-12-05,277654.0
2019-12-06,276972.0
2019-12-09,264910.0
2019-12-10,264048.0
2019-12-11,251686.0
2019-12-12,251054.0
2019-12-13,246618.0
2019-12-16,241422.0
2019-12-17,240398.0
2019-12-18,232550.0
2019-12-19,225478.0
2019-12-20,215506.0
2019-12-23,218778.0
2019-12-24,211972.0
2019-12-25,209008.0
2019-12-26,206052.0
2019-12-27,201492.0
2019-12-30,199152.0
2019-12-31,196408.0
2020-01-02,92210.0
2020-01-03,92398.0
2020-01-06,92709.0
2020-01-07,95697.0
2020-01-08,99234.0
2020-01-09,115860.0
2020-01-10,127726.0
2020-01-13,131640.0
2020-01-14,141431.0
2020-01-15,144500.0
2020-01-16,146726.0
2020-01-17,148705.0
2020-01-20,147457.0
2020-01-21,130728.0
2020-01-22,129247.0
2020-01-23,115208.0
2020-02-03,110428.0
2020-02-04,111924.0
2020-02-05,112479.0
2020-02-06,113929.0
2020-02-07,114452.0
2020-02-10,139742.0
2020-02-11,136986.0
2020-02-12,136130.0
2020-02-13,136016.0
2020-02-14,136087.0
2020-02-17,137735.0
2020-02-18,140528.0
2020-02-19,147267.0
2020-02-20,140260.0
2020-02-21,144876.0
2020-02-24,144670.0
2020-02-25,143629.0
2020-02-26,153881.0
2020-02-27,151228.0
2020-02-28,143912.0
2020-03-02,143392.0
2020-03-03,143141.0
2020-03-04,153144.0
2020-03-05,175240.0
2020-03-06,167134.0
2020-03-09,146766.0
2020-03-10,146006.0
2020-03-11,145335.0
2020-03-12,141414.0
2020-03-13,131534.0
2020-03-16,142996.0
2020-03-17,151387.0
2020-03-18,154733.0
2020-03-19,143974.0
2020-03-20,134646.0
2020-03-23,136581.0
2020-03-24,147674.0
2020-03-25,155093.0
2020-03-26,176253.0
2020-03-27,165115.0
2020-03-30,178471.0
2020-03-31,176778.0
2020-04-01,178420.0
2020-04-02,179054.0
2020-04-03,173403.0
2020-04-07,183634.0
2020-04-08,192257.0
2020-04-09,189627.0
2020-04-10,186923.0
2020-04-13,187107.0
2020-04-14,198228.0
2020-04-15,213655.0
2020-04-16,174316.0
2020-04-17,180664.0
2020-04-20,178053.0
2020-04-21,174125.0
2020-04-22,169796.0
2020-04-23,161968.0
2020-04-24,156872.0
2020-04-27,151513.0
2020-04-28,145344.0
2020-04-29,136742.0
2020-04-30,144859.0
2020-05-06,153079.0
2020-05-07,153862.0
2020-05-08,152829.0
2020-05-11,153552.0
2020-05-12,149449.0
2020-05-13,143181.0
2020-05-14,169894.0
2020-05-15,173419.0
2020-05-18,171763.0
2020-05-19,159564.0
2020-05-20,162932.0
2020-05-21,156398.0
2020-05-22,149548.0
2020-05-25,142930.0
2020-05-26,147765.0
2020-05-27,164536.0
2020-05-28,151951.0
2020-05-29,148040.0
2020-06-01,137091.0
2020-06-02,134134.0
2020-06-03,147591.0
2020-06-04,146911.0
2020-06-05,152984.0
2020-06-08,147981.0
2020-06-09,139299.0
2020-06-10,175589.0
2020-06-11,176166.0
2020-06-12,170224.0
2020-06-15,192963.0
2020-06-16,204968.0
2020-06-17,213658.0
2020-06-18,236346.0
2020-06-19,229992.0
2020-06-22,214004.0
2020-06-23,211375.0
2020-06-24,201505.0
2020-06-29,221952.0
2020-06-30,237394.0
2020-07-01,232469.0
2020-07-02,244035.0
2020-07-03,246969.0
2020-07-06,230030.0
2020-07-07,230319.0
2020-07-08,221093.0
2020-07-09,230283.0
2020-07-10,201992.0
2020-07-13,217942.0
2020-07-14,212510.0
2020-07-15,232293.0
2020-07-16,221336.0
2020-07-17,199677.0
2020-07-20,199857.0
2020-07-21,194052.0
2020-07-22,198377.0
2020-07-23,210502.0
2020-07-24,196228.0
2020-07-27,188525.0
2020-07-28,182925.0
2020-07-29,186968.0
2020-07-30,181480.0
2020-07-31,204795.0
2020-08-03,190328.0
2020-08-04,196078.0
2020-08-05,184398.0
2020-08-06,161088.0
2020-08-07,183407.0
2020-08-10,156311.0
2020-08-11,172440.0
2020-08-12,151417.0
2020-08-13,145284.0
2020-08-14,156153.0
2020-08-17,166861.0
2020-08-18,159793.0
2020-08-19,194066.0
2020-08-20,189637.0
2020-08-21,180467.0
2020-08-24,163513.0
2020-08-25,157145.0
2020-08-26,147377.0
2020-08-27,144446.0
2020-08-28,146562.0
2020-08-31,143778.0
2020-09-01,143008.0
2020-09-02,143817.0
2020-09-03,143911.0
2020-09-04,156108.0
2020-09-07,149991.0
2020-09-08,151546.0
2020-09-09,144537.0
2020-09-10,145208.0
2020-09-11,141801.0
2020-09-14,150572.0
2020-09-15,173000.0
2020-09-16,160465.0
2020-09-17,168043.0
2020-09-18,173765.0
2020-09-21,171251.0
2020-09-22,155115.0
2020-09-23,143463.0
2020-09-24,144258.0
2020-09-25,142413.0
2020-09-28,139502.0
2020-09-29,145127.0
2020-09-30,133544.0
2020-10-09,126279.0
2020-10-12,131500.0
2020-10-13,128314.0
2020-10-14,127379.0
2020-10-15,131045.0
2020-10-16,167321.0
2020-10-19,135701.0
2020-10-20,147385.0
2020-10-21,137610.0
2020-10-22,139542.0
2020-10-23,133326.0
2020-10-26,132520.0
2020-10-27,132986.0
2020-10-28,159899.0
2020-10-29,158245.0
2020-10-30,166375.0
2020-11-02,153241.0
2020-11-03,153779.0
2020-11-04,160893.0
2020-11-05,172804.0
2020-11-06,160495.0
2020-11-09,151136.0
2020-11-10,162324.0
2020-11-11,170986.0
2020-11-12,169237.0
2020-11-13,165153.0
2020-11-16,154351.0
2020-11-17,166940.0
2020-11-18,154899.0
2020-11-19,150619.0
2020-11-20,143835.0
2020-11-23,153757.0
2020-11-24,160399.0
2020-11-25,170503.0
2020-11-26,186399.0
2020-11-27,195468.0
2020-11-30,190305.0
2020-12-01,188425.0
2020-12-02,192258.0
2020-12-03,164885.0
2020-12-04,140329.0
2020-12-07,132072.0
2020-12-08,124834.0
2020-12-09,121487.0
2020-12-10,116911.0
2020-12-11,122353.0
2020-12-14,113032.0
2020-12-15,112933.0
2020-12-16,111230.0
2020-12-17,106743.0
2020-12-18,102140.0
2020-12-21,94118.0
2020-12-22,99946.0
2020-12-23,98674.0
2020-12-24,112030.0
2020-12-25,112512.0
2020-12-28,102869.0
2020-12-29,108695.0
2020-12-30,114114.0
2020-12-31,107489.0
2021-01-04,103050.0
2021-01-05,101453.0
2021-01-06,109392.0
2021-01-07,104306.0
2021-01-08,104305.0
2021-01-11,109602.0
2021-01-12,105977.0
2021-01-13,106017.0
2021-01-14,106080.0
2021-01-15,98273.0
2021-01-18,95289.0
2021-01-19,101552.0
2021-01-20,103519.0
2021-01-21,100634.0
2021-01-22,95564.0
2021-01-25,104667.0
2021-01-26,99092.0
2021-01-27,97595.0
2021-01-28,92400.0
2021-01-29,94959.0
2021-02-01,100061.0
2021-02-02,116723.0
2021-02-03,113489.0
2021-02-04,102982.0
2021-02-05,101987.0
2021-02-08,96287.0
2021-02-09,96976.0
2021-02-10,85901.0
2021-02-18,90041.0
2021-02-19,97682.0
2021-02-22,93210.0
2021-02-23,98895.0
2021-02-24,110631.0
2021-02-25,110592.0
2021-02-26,105700.0
2021-03-01,118999.0
2021-03-02,131583.0
2021-03-03,152511.0
2021-03-04,150473.0
2021-03-05,152524.0
2021-03-08,124249.0
2021-03-09,112851.0
2021-03-10,109605.0
2021-03-11,107508.0
2021-03-12,107643.0
2021-03-15,105597.0
2021-03-16,103916.0
2021-03-17,111934.0
2021-03-18,128600.0
2021-03-19,121570.0
2021-03-22,122947.0
2021-03-23,118313.0
2021-03-24,113564.0
2021-03-25,118582.0
2021-03-26,134469.0
2021-03-29,133078.0
2021-03-30,131939.0
2021-03-31,124732.0
2021-04-01,118191.0
2021-04-02,116225.0
2021-04-06,122609.0
2021-04-07,131109.0
2021-04-08,135124.0
2021-04-09,159930.0
2021-04-12,158389.0
2021-04-13,144106.0
2021-04-14,137923.0
2021-04-15,136071.0
2021-04-16,134063.0
2021-04-19,132923.0
2021-04-20,131863.0
2021-04-21,125125.0
2021-04-22,136504.0
2021-04-23,144574.0
2021-04-26,140133.0
2021-04-27,140514.0
2021-04-28,138862.0
2021-04-29,132114.0
2021-04-30,131456.0
2021-05-06,135675.0
2021-05-07,140345.0
2021-05-10,133795.0
2021-05-11,139963.0
2021-05-12,156101.0
2021-05-13,150936.0
2021-05-14,146984.0
2021-05-17,150539.0
2021-05-18,148835.0
2021-05-19,147119.0
2021-05-20,146423.0
2021-05-21,143871.0
2021-05-24,144302.0
2021-05-25,154112.0
2021-05-26,170215.0
2021-05-27,174563.0
2021-05-28,171073.0
2021-05-31,174710.0
2021-06-01,169718.0
2021-06-02,160383.0
2021-06-03,150739.0
2021-06-04,144348.0
2021-06-07,141294.0
2021-06-08,148185.0
2021-06-09,155588.0
2021-06-10,170237.0
2021-06-11,177301.0
2021-06-15,185851.0
2021-06-16,193220.0
2021-06-17,186714.0
2021-06-18,177662.0
2021-06-21,173113.0
2021-06-22,161256.0
2021-06-23,154560.0
2021-06-24,166114.0
2021-06-25,176966.0
2021-06-28,194466.0
2021-06-29,223476.0
2021-06-30,230784.0
2021-07-01,213643.0
2021-07-02,202211.0
2021-07-05,205440.0
2021-07-06,201667.0
2021-07-07,200076.0
2021-07-08,201548.0
2021-07-09,206513.0
2021-07-12,203536.0
2021-07-13,201475.0
2021-07-14,196909.0
2021-07-15,193453.0
2021-07-16,194742.0
2021-07-19,188308.0
2021-07-20,198210.0
2021-07-21,207537.0
2021-07-22,218337.0
2021-07-23,223628.0
2021-07-26,221552.0
2021-07-27,213947.0
2021-07-28,211163.0
2021-07-29,217714.0
2021-07-30,237722.0
2021-08-02,227596.0
2021-08-03,206132.0
2021-08-04,199036.0
2021-08-05,191469.0
2021-08-06,188546.0
2021-08-09,203241.0
2021-08-10,210601.0
2021-08-11,203003.0
2021-08-12,216115.0
2021-08-13,224437.0
2021-08-16,194972.0
2021-08-17,189193.0
2021-08-18,184647.0
2021-08-19,183056.0
2021-08-20,222006.0
2021-08-23,242065.0
2021-08-24,208353.0
2021-08-25,205861.0
2021-08-26,218911.0
2021-08-27,222492.0
2021-08-30,203049.0
2021-08-31,207080.0
2021-09-01,214216.0
2021-09-02,216332.0
2021-09-03,222963.0
2021-09-06,217154.0
2021-09-07,215606.0
2021-09-08,210013.0
2021-09-09,227058.0
2021-09-10,234100.0
2021-09-13,233961.0
2021-09-14,231675.0
2021-09-15,226354.0
2021-09-16,237475.0
2021-09-17,239842.0
2021-09-22,246231.0
2021-09-23,259254.0
2021-09-24,263771.0
2021-09-27,234661.0
2021-09-28,223839.0
2021-09-29,206541.0
2021-09-30,188035.0
2021-10-08,207301.0
2021-10-11,215300.0
2021-10-12,220824.0
2021-10-13,212742.0
2021-10-14,203558.0
2021-10-15,201376.0
2021-10-18,196349.0
2021-10-19,194733.0
2021-10-20,190946.0
2021-10-21,203915.0
2021-10-22,202139.0
2021-10-25,222263.0
2021-10-26,221603.0
2021-10-27,208283.0
2021-10-28,198809.0
2021-10-29,219145.0
2021-11-01,227670.0
2021-11-02,225790.0
2021-11-03,232897.0
2021-11-04,258188.0
2021-11-05,272779.0
2021-11-08,228486.0
2021-11-09,219855.0
2021-11-10,234561.0
2021-11-11,233718.0
2021-11-12,223604.0
2021-11-15,218467.0
2021-11-16,216950.0
2021-11-17,215017.0
2021-11-18,212067.0
2021-11-19,209611.0
2021-11-22,201786.0
2021-11-23,203182.0
2021-11-24,200397.0
2021-11-25,201908.0
2021-11-26,193888.0
2021-11-29,215563.0
2021-11-30,213120.0
2021-12-01,203736.0
2021-12-02,206210.0
2021-12-03,209451.0
2021-12-06,218600.0
2021-12-07,193874.0
2021-12-08,217788.0
2021-12-09,221081.0
2021-12-10,238100.0
2021-12-13,225163.0
2021-12-14,233851.0
2021-12-15,240387.0
2021-12-16,217309.0
2021-12-17,204528.0
2021-12-20,191717.0
2021-12-21,198993.0
2021-12-22,206716.0
2021-12-23,201645.0
2021-12-24,223783.0
2021-12-27,208067.0
2021-12-28,199289.0
2021-12-29,229528.0
2021-12-30,254199.0
2021-12-31,247683.0
2022-01-04,242140.0
2022-01-05,227325.0
2022-01-06,220122.0
2022-01-07,214535.0
2022-01-10,228172.0
2022-01-11,242059.0
2022-01-12,260044.0
2022-01-13,283837.0
2022-01-14,263487.0
2022-01-17,243980.0
2022-01-18,235900.0
2022-01-19,219731.0
2022-01-20,206561.0
2022-01-21,201184.0
2022-01-24,204094.0
2022-01-25,204382.0
2022-01-26,199361.0
2022-01-27,178429.0
2022-01-28,164317.0
2022-02-07,169802.0
2022-02-08,166014.0
2022-02-09,190114.0
2022-02-10,190072.0
2022-02-11,193820.0
2022-02-14,187732.0
2022-02-15,190348.0
2022-02-16,185516.0
2022-02-17,180481.0
2022-02-18,173546.0
2022-02-21,181418.0
2022-02-22,165746.0
2022-02-23,161335.0
2022-02-24,168922.0
2022-02-25,182420.0
2022-02-28,169002.0
2022-03-01,181701.0
2022-03-02,176306.0
2022-03-03,182784.0
2022-03-04,172452.0
2022-03-07,176620.0
2022-03-08,169888.0
2022-03-09,167482.0
2022-03-10,152889.0
2022-03-11,152978.0
2022-03-14,152016.0
2022-03-15,157813.0
2022-03-16,161552.0
2022-03-17,166412.0
2022-03-18,166460.0
2022-03-21,166434.0
2022-03-22,182513.0
2022-03-23,179503.0
2022-03-24,173224.0
2022-03-25,170264.0
2022-03-28,175007.0
2022-03-29,174436.0
2022-03-30,164549.0
2022-03-31,197585.0
2022-04-01,176524.0
2022-04-06,166184.0
2022-04-07,149805.0
2022-04-08,145335.0
2022-04-11,155144.0
2022-04-12,145889.0
2022-04-13,147429.0
2022-04-14,159536.0
2022-04-15,151421.0
2022-04-18,161210.0
2022-04-19,161004.0
2022-04-20,160344.0
2022-04-21,166326.0
2022-04-22,163894.0
2022-04-25,168095.0
2022-04-26,171245.0
2022-04-27,179204.0
2022-04-28,167358.0
2022-04-29,163372.0
2022-05-05,157093.0
2022-05-06,161664.0
2022-05-09,158572.0
2022-05-10,162052.0
2022-05-11,163140.0
2022-05-12,169990.0
2022-05-13,186334.0
2022-05-16,193524.0
2022-05-17,195384.0
2022-05-18,193360.0
2022-05-19,200963.0
2022-05-20,209486.0
2022-05-23,216759.0
2022-05-24,235007.0
2022-05-25,231497.0
2022-05-26,227251.0
2022-05-27,224893.0
2022-05-30,214998.0
2022-05-31,202836.0
2022-06-01,197420.0
2022-06-02,197672.0
2022-06-06,188088.0
2022-06-07,184525.0
2022-06-08,187438.0
2022-06-09,184136.0
2022-06-10,180006.0
2022-06-13,173201.0
2022-06-14,168218.0
2022-06-15,174089.0
2022-06-16,163656.0
2022-06-17,158027.0
2022-06-20,158699.0
2022-06-21,172956.0
2022-06-22,178217.0
2022-06-23,190228.0
2022-06-24,208512.0
2022-06-27,205978.0
2022-06-28,190329.0
2022-06-29,188930.0
2022-06-30,190090.0
2022-07-01,180253.0
2022-07-04,184698.0
2022-07-05,175630.0
2022-07-06,174103.0
2022-07-07,166511.0
2022-07-08,163812.0
2022-07-11,164817.0
2022-07-12,173922.0
2022-07-13,178876.0
2022-07-14,173030.0
2022-07-15,163801.0
2022-07-18,163611.0
2022-07-19,168852.0
2022-07-20,167650.0
2022-07-21,165899.0
2022-07-22,186125.0
2022-07-25,185961.0
2022-07-26,170206.0
2022-07-27,161598.0
2022-07-28,155963.0
2022-07-29,154852.0
2022-08-01,161600.0
2022-08-02,166443.0
2022-08-03,173674.0
2022-08-04,172488.0
2022-08-05,172299.0
2022-08-08,176291.0
2022-08-09,176907.0
2022-08-10,181002.0
2022-08-11,197083.0
2022-08-12,190116.0
2022-08-15,184571.0
2022-08-16,174818.0
2022-08-17,169957.0
2022-08-18,171170.0
2022-08-19,159564.0
2022-08-22,161102.0
2022-08-23,160623.0
2022-08-24,149406.0
2022-08-25,141649.0
2022-08-26,149400.0
2022-08-29,140687.0
2022-08-30,137392.0
2022-08-31,132535.0
2022-09-01,134459.0
2022-09-02,137868.0
2022-09-05,147592.0
2022-09-06,155619.0
2022-09-07,156247.0
2022-09-08,149628.0
2022-09-09,171461.0
2022-09-13,145666.0
2022-09-14,141537.0
2022-09-15,145342.0
2022-09-16,149545.0
2022-09-19,155356.0
2022-09-20,158007.0
2022-09-21,183136.0
2022-09-22,188654.0
2022-09-23,198668.0
2022-09-26,193801.0
2022-09-27,193949.0
2022-09-28,192705.0
2022-09-29,201239.0
2022-09-30,188617.0
2022-10-10,181654.0
2022-10-11,172895.0
2022-10-12,172781.0
2022-10-13,175989.0
2022-10-14,170094.0
2022-10-17,170167.0
2022-10-18,170026.0
2022-10-19,177901.0
2022-10-20,215920.0
2022-10-21,228508.0
2022-10-24,237627.0
2022-10-25,237792.0
2022-10-26,243364.0
2022-10-27,242480.0
2022-10-28,239909.0
2022-10-31,229492.0
2022-11-01,220548.0
2022-11-02,217660.0
2022-11-03,222183.0
2022-11-04,225529.0
2022-11-07,234301.0
2022-11-08,247795.0
2022-11-09,234926.0
2022-11-10,192706.0
2022-11-11,180211.0
