trading_date,ZN_total_oi
2015-03-18,342158.0
2015-03-19,346048.0
2015-03-20,343324.0
2015-03-23,320194.0
2015-03-24,296574.0
2015-03-25,289090.0
2015-03-26,283900.0
2015-03-27,261718.0
2015-03-30,256562.0
2015-03-31,248656.0
2015-04-01,246628.0
2015-04-02,241028.0
2015-04-03,249224.0
2015-04-07,249510.0
2015-04-08,239532.0
2015-04-09,234608.0
2015-04-10,242700.0
2015-04-13,247266.0
2015-04-14,234988.0
2015-04-15,256662.0
2015-04-16,252784.0
2015-04-17,262082.0
2015-04-20,245318.0
2015-04-21,238752.0
2015-04-22,250000.0
2015-04-23,253316.0
2015-04-24,253002.0
2015-04-27,283828.0
2015-04-28,296124.0
2015-04-29,289976.0
2015-04-30,309822.0
2015-05-04,317140.0
2015-05-05,313542.0
2015-05-06,348258.0
2015-05-07,338676.0
2015-05-08,319146.0
2015-05-11,318964.0
2015-05-12,300890.0
2015-05-13,315520.0
2015-05-14,303890.0
2015-05-15,286942.0
2015-05-18,271466.0
2015-05-19,270478.0
2015-05-20,250014.0
2015-05-21,235578.0
2015-05-22,234082.0
2015-05-25,235614.0
2015-05-26,240082.0
2015-05-27,254122.0
2015-05-28,281610.0
2015-05-29,272732.0
2015-06-01,269588.0
2015-06-02,279052.0
2015-06-03,280006.0
2015-06-04,272540.0
2015-06-05,260770.0
2015-06-08,259070.0
2015-06-09,259618.0
2015-06-10,255172.0
2015-06-11,258850.0
2015-06-12,260648.0
2015-06-15,263122.0
2015-06-16,257828.0
2015-06-17,264750.0
2015-06-18,261348.0
2015-06-19,257980.0
2015-06-23,264666.0
2015-06-24,266362.0
2015-06-25,273982.0
2015-06-26,276936.0
2015-06-29,275946.0
2015-06-30,276242.0
2015-07-01,273518.0
2015-07-02,264226.0
2015-07-03,270506.0
2015-07-06,267064.0
2015-07-07,270158.0
2015-07-08,263384.0
2015-07-09,239724.0
2015-07-10,250238.0
2015-07-13,253938.0
2015-07-14,249138.0
2015-07-15,247490.0
2015-07-16,235808.0
2015-07-17,237470.0
2015-07-20,236704.0
2015-07-21,235526.0
2015-07-22,243442.0
2015-07-23,247516.0
2015-07-24,266048.0
2015-07-27,276704.0
2015-07-28,281802.0
2015-07-29,275868.0
2015-07-30,283118.0
2015-07-31,285740.0
2015-08-03,304634.0
2015-08-04,315198.0
2015-08-05,319828.0
2015-08-06,331660.0
2015-08-07,352082.0
2015-08-10,347962.0
2015-08-11,333134.0
2015-08-12,322942.0
2015-08-13,315082.0
2015-08-14,316832.0
2015-08-17,315558.0
2015-08-18,311694.0
2015-08-19,318358.0
2015-08-20,318998.0
2015-08-21,317002.0
2015-08-24,315112.0
2015-08-25,316308.0
2015-08-26,318374.0
2015-08-27,329920.0
2015-08-28,309084.0
2015-08-31,300948.0
2015-09-01,292430.0
2015-09-02,286000.0
2015-09-07,285282.0
2015-09-08,293352.0
2015-09-09,283680.0
2015-09-10,286564.0
2015-09-11,292290.0
2015-09-14,287188.0
2015-09-15,307848.0
2015-09-16,310358.0
2015-09-17,308974.0
2015-09-18,328666.0
2015-09-21,396944.0
2015-09-22,421026.0
2015-09-23,418462.0
2015-09-24,392164.0
2015-09-25,376722.0
2015-09-28,369278.0
2015-09-29,354592.0
2015-09-30,336434.0
2015-10-08,328634.0
2015-10-09,335374.0
2015-10-12,336536.0
2015-10-13,340086.0
2015-10-14,337388.0
2015-10-15,338570.0
2015-10-16,330984.0
2015-10-19,329040.0
2015-10-20,327318.0
2015-10-21,332162.0
2015-10-22,335972.0
2015-10-23,328966.0
2015-10-26,333606.0
2015-10-27,335296.0
2015-10-28,326452.0
2015-10-29,323802.0
2015-10-30,332842.0
2015-11-02,329964.0
2015-11-03,339698.0
2015-11-04,324610.0
2015-11-05,332838.0
2015-11-06,333530.0
2015-11-09,339012.0
2015-11-10,361858.0
2015-11-11,413090.0
2015-11-12,408678.0
2015-11-13,400010.0
2015-11-16,411934.0
2015-11-17,413734.0
2015-11-18,426446.0
2015-11-19,462330.0
2015-11-20,497958.0
2015-11-23,578450.0
2015-11-24,559484.0
2015-11-25,457274.0
2015-11-26,433706.0
2015-11-27,426140.0
2015-11-30,443778.0
2015-12-01,438410.0
2015-12-02,458198.0
2015-12-03,451440.0
2015-12-04,470854.0
2015-12-07,451682.0
2015-12-08,445564.0
2015-12-09,456488.0
2015-12-10,448304.0
2015-12-11,433622.0
2015-12-14,432304.0
2015-12-15,431776.0
2015-12-16,423262.0
2015-12-17,421808.0
2015-12-18,419616.0
2015-12-21,406236.0
2015-12-22,405736.0
2015-12-23,408962.0
2015-12-24,414670.0
2015-12-25,429086.0
2015-12-28,423002.0
2015-12-29,416550.0
2015-12-30,419632.0
2015-12-31,411124.0
2016-01-04,392614.0
2016-01-05,396152.0
2016-01-06,381830.0
2016-01-07,369662.0
2016-01-08,374648.0
2016-01-11,386210.0
2016-01-12,391974.0
2016-01-13,377104.0
2016-01-14,373602.0
2016-01-15,368172.0
2016-01-18,342162.0
2016-01-19,341194.0
2016-01-20,343544.0
2016-01-21,353874.0
2016-01-22,351344.0
2016-01-25,347664.0
2016-01-26,342808.0
2016-01-27,351284.0
2016-01-28,357896.0
2016-01-29,348234.0
2016-02-01,331768.0
2016-02-02,342600.0
2016-02-03,362066.0
2016-02-04,357092.0
2016-02-05,335806.0
2016-02-15,342272.0
2016-02-16,333442.0
2016-02-17,338310.0
2016-02-18,342366.0
2016-02-19,365456.0
2016-02-22,387304.0
2016-02-23,392210.0
2016-02-24,373382.0
2016-02-25,391926.0
2016-02-26,382964.0
2016-02-29,379702.0
2016-03-01,380570.0
2016-03-02,399002.0
2016-03-03,421910.0
2016-03-04,403476.0
2016-03-07,406484.0
2016-03-08,380728.0
2016-03-09,362646.0
2016-03-10,370992.0
2016-03-11,366486.0
2016-03-14,377428.0
2016-03-15,370488.0
2016-03-16,334140.0
2016-03-17,333020.0
2016-03-18,347282.0
2016-03-21,346810.0
2016-03-22,354792.0
2016-03-23,334104.0
2016-03-24,327378.0
2016-03-25,318754.0
2016-03-28,314850.0
2016-03-29,310574.0
2016-03-30,301866.0
2016-03-31,298708.0
2016-04-01,312624.0
2016-04-05,319070.0
2016-04-06,316468.0
2016-04-07,301846.0
2016-04-08,318790.0
2016-04-11,316582.0
2016-04-12,326280.0
2016-04-13,362792.0
2016-04-14,364526.0
2016-04-15,369196.0
2016-04-18,363480.0
2016-04-19,369872.0
2016-04-20,370528.0
2016-04-21,386724.0
2016-04-22,339264.0
2016-04-25,334490.0
2016-04-26,324796.0
2016-04-27,322188.0
2016-04-28,303728.0
2016-04-29,326782.0
2016-05-03,325462.0
2016-05-04,308066.0
2016-05-05,320130.0
2016-05-06,319936.0
2016-05-09,343340.0
2016-05-10,321580.0
2016-05-11,333378.0
2016-05-12,342172.0
2016-05-13,332556.0
2016-05-16,346774.0
2016-05-17,328092.0
2016-05-18,311934.0
2016-05-19,306504.0
2016-05-20,309882.0
2016-05-23,303280.0
2016-05-24,332314.0
2016-05-25,329546.0
2016-05-26,319196.0
2016-05-27,320602.0
2016-05-30,322302.0
2016-05-31,312868.0
2016-06-01,317678.0
2016-06-02,416908.0
2016-06-03,410174.0
2016-06-06,432506.0
2016-06-07,437878.0
2016-06-08,418370.0
2016-06-13,440108.0
2016-06-14,437578.0
2016-06-15,417636.0
2016-06-16,379658.0
2016-06-17,369220.0
2016-06-20,370082.0
2016-06-21,366328.0
2016-06-22,371568.0
2016-06-23,375372.0
2016-06-24,356484.0
2016-06-27,362506.0
2016-06-28,392408.0
2016-06-29,418524.0
2016-06-30,426302.0
2016-07-01,445758.0
2016-07-04,466854.0
2016-07-05,437912.0
2016-07-06,435282.0
2016-07-07,429256.0
2016-07-08,437938.0
2016-07-11,458948.0
2016-07-12,458476.0
2016-07-13,472972.0
2016-07-14,467996.0
2016-07-15,474728.0
2016-07-18,469172.0
2016-07-19,507840.0
2016-07-20,511586.0
2016-07-21,535958.0
2016-07-22,553208.0
2016-07-25,562894.0
2016-07-26,554526.0
2016-07-27,548212.0
2016-07-28,501222.0
2016-07-29,503278.0
2016-08-01,515490.0
2016-08-02,524248.0
2016-08-03,529930.0
2016-08-04,536554.0
2016-08-05,539226.0
2016-08-08,553350.0
2016-08-09,538342.0
2016-08-10,596454.0
2016-08-11,589800.0
2016-08-12,571852.0
2016-08-15,539230.0
2016-08-16,529010.0
2016-08-17,519876.0
2016-08-18,548920.0
2016-08-19,534194.0
2016-08-22,533330.0
2016-08-23,548284.0
2016-08-24,551800.0
2016-08-25,558394.0
2016-08-26,649852.0
2016-08-29,653480.0
2016-08-30,642606.0
2016-08-31,666530.0
2016-09-01,717910.0
2016-09-02,726156.0
2016-09-05,683680.0
2016-09-06,653308.0
2016-09-07,634610.0
2016-09-08,624368.0
2016-09-09,622056.0
2016-09-12,574782.0
2016-09-13,557654.0
2016-09-14,539078.0
2016-09-19,538692.0
2016-09-20,534264.0
2016-09-21,525180.0
2016-09-22,519820.0
2016-09-23,502886.0
2016-09-26,506600.0
2016-09-27,510226.0
2016-09-28,508246.0
2016-09-29,501446.0
2016-09-30,498736.0
2016-10-10,499972.0
2016-10-11,492884.0
2016-10-12,487362.0
2016-10-13,498272.0
2016-10-14,491512.0
2016-10-17,487914.0
2016-10-18,481472.0
2016-10-19,480374.0
2016-10-20,494216.0
2016-10-21,488504.0
2016-10-24,484932.0
2016-10-25,518562.0
2016-10-26,512192.0
2016-10-27,518768.0
2016-10-28,533694.0
2016-10-31,537664.0
2016-11-01,552732.0
2016-11-02,532054.0
2016-11-03,544534.0
2016-11-04,529044.0
2016-11-07,526946.0
2016-11-08,502748.0
2016-11-09,489488.0
2016-11-10,516698.0
2016-11-11,490496.0
2016-11-14,473644.0
2016-11-15,495054.0
2016-11-16,469480.0
2016-11-17,445186.0
2016-11-18,441278.0
2016-11-21,467268.0
2016-11-22,471644.0
2016-11-23,453442.0
2016-11-24,465306.0
2016-11-25,472898.0
2016-11-28,485108.0
2016-11-29,462548.0
2016-11-30,427502.0
2016-12-01,435482.0
2016-12-02,433344.0
2016-12-05,464830.0
2016-12-06,480928.0
2016-12-07,491228.0
2016-12-08,477306.0
2016-12-09,464954.0
2016-12-12,466162.0
2016-12-13,452048.0
2016-12-14,458466.0
2016-12-15,473044.0
2016-12-16,443662.0
2016-12-19,438118.0
2016-12-20,427702.0
2016-12-21,432634.0
2016-12-22,439358.0
2016-12-23,450458.0
2016-12-26,417886.0
2016-12-27,404218.0
2016-12-28,406240.0
2016-12-29,420602.0
2016-12-30,413046.0
2017-01-03,399928.0
2017-01-04,402768.0
2017-01-05,406242.0
2017-01-06,398944.0
2017-01-09,424948.0
2017-01-10,435910.0
2017-01-11,427638.0
2017-01-12,418994.0
2017-01-13,406050.0
2017-01-16,408248.0
2017-01-17,387626.0
2017-01-18,380270.0
2017-01-19,376028.0
2017-01-20,365954.0
2017-01-23,372282.0
2017-01-24,365734.0
2017-01-25,362896.0
2017-01-26,363998.0
2017-02-03,366202.0
2017-02-06,376706.0
2017-02-07,372340.0
2017-02-08,382488.0
2017-02-09,386174.0
2017-02-10,410570.0
2017-02-13,418972.0
2017-02-14,409928.0
2017-02-15,399132.0
2017-02-16,385820.0
2017-02-17,390278.0
2017-02-20,380854.0
2017-02-21,384558.0
2017-02-22,397300.0
2017-02-23,397912.0
2017-02-24,391966.0
2017-02-27,388078.0
2017-02-28,378166.0
2017-03-01,378536.0
2017-03-02,377766.0
2017-03-03,387244.0
2017-03-06,423232.0
2017-03-07,437766.0
2017-03-08,450810.0
2017-03-09,457570.0
2017-03-10,464342.0
2017-03-13,465024.0
2017-03-14,468400.0
2017-03-15,447090.0
2017-03-16,433340.0
2017-03-17,451728.0
2017-03-20,465296.0
2017-03-21,468280.0
2017-03-22,472114.0
2017-03-23,474946.0
2017-03-24,470886.0
2017-03-27,491126.0
2017-03-28,490576.0
2017-03-29,504138.0
2017-03-30,500386.0
2017-03-31,483212.0
2017-04-05,465870.0
2017-04-06,460810.0
2017-04-07,489694.0
2017-04-10,511038.0
2017-04-11,544554.0
2017-04-12,553440.0
2017-04-13,552488.0
2017-04-14,563646.0
2017-04-17,553502.0
2017-04-18,574048.0
2017-04-19,604580.0
2017-04-20,598588.0
2017-04-21,583986.0
2017-04-24,591190.0
2017-04-25,605004.0
2017-04-26,601684.0
2017-04-27,600902.0
2017-04-28,598190.0
2017-05-02,580714.0
2017-05-03,581206.0
2017-05-04,580974.0
2017-05-05,597998.0
2017-05-08,614926.0
2017-05-09,621008.0
2017-05-10,620640.0
2017-05-11,626694.0
2017-05-12,646138.0
2017-05-15,630932.0
2017-05-16,668698.0
2017-05-17,641454.0
2017-05-18,659542.0
2017-05-19,616554.0
2017-05-22,630496.0
2017-05-23,651062.0
2017-05-24,658338.0
2017-05-25,652016.0
2017-05-26,643034.0
2017-05-31,635346.0
2017-06-01,610944.0
2017-06-02,602764.0
2017-06-05,603422.0
2017-06-06,596320.0
2017-06-07,619518.0
2017-06-08,605748.0
2017-06-09,604702.0
2017-06-12,630156.0
2017-06-13,630588.0
2017-06-14,622708.0
2017-06-15,612300.0
2017-06-16,589368.0
2017-06-19,576318.0
2017-06-20,593202.0
2017-06-21,595502.0
2017-06-22,604024.0
2017-06-23,622932.0
2017-06-26,596006.0
2017-06-27,620094.0
2017-06-28,626534.0
2017-06-29,630664.0
2017-06-30,647664.0
2017-07-03,671772.0
2017-07-04,671338.0
2017-07-05,660426.0
2017-07-06,656334.0
2017-07-07,663224.0
2017-07-10,656802.0
2017-07-11,654822.0
2017-07-12,667476.0
2017-07-13,642026.0
2017-07-14,605788.0
2017-07-17,607442.0
2017-07-18,582496.0
2017-07-19,581958.0
2017-07-20,553326.0
2017-07-21,542154.0
2017-07-24,549630.0
2017-07-25,556264.0
2017-07-26,551732.0
2017-07-27,546888.0
2017-07-28,513146.0
2017-07-31,513284.0
2017-08-01,493456.0
2017-08-02,486304.0
2017-08-03,496350.0
2017-08-04,518348.0
2017-08-07,497712.0
2017-08-08,525960.0
2017-08-09,551998.0
2017-08-10,533230.0
2017-08-11,510384.0
2017-08-14,491062.0
2017-08-15,503824.0
2017-08-16,552112.0
2017-08-17,586312.0
2017-08-18,584736.0
2017-08-21,583356.0
2017-08-22,552646.0
2017-08-23,576678.0
2017-08-24,548666.0
2017-08-25,552602.0
2017-08-28,535092.0
2017-08-29,517790.0
2017-08-30,548594.0
2017-08-31,524764.0
2017-09-01,542802.0
2017-09-04,537846.0
2017-09-05,535946.0
2017-09-06,507496.0
2017-09-07,488430.0
2017-09-08,485848.0
2017-09-11,461204.0
2017-09-12,464872.0
2017-09-13,451140.0
2017-09-14,450392.0
2017-09-15,463172.0
2017-09-18,487666.0
2017-09-19,481658.0
2017-09-20,504048.0
2017-09-21,483010.0
2017-09-22,490538.0
2017-09-25,489142.0
2017-09-26,492598.0
2017-09-27,496784.0
2017-09-28,493074.0
2017-09-29,480162.0
2017-10-09,483208.0
2017-10-10,487450.0
2017-10-11,483978.0
2017-10-12,481042.0
2017-10-13,478662.0
2017-10-16,483904.0
2017-10-17,440922.0
2017-10-18,476224.0
2017-10-19,464370.0
2017-10-20,453276.0
2017-10-23,450998.0
2017-10-24,452658.0
2017-10-25,455342.0
2017-10-26,473060.0
2017-10-27,465192.0
2017-10-30,493284.0
2017-10-31,489056.0
2017-11-01,489506.0
2017-11-02,479652.0
2017-11-03,500062.0
2017-11-06,491546.0
2017-11-07,498798.0
2017-11-08,494562.0
2017-11-09,498182.0
2017-11-10,492680.0
2017-11-13,496688.0
2017-11-14,491972.0
2017-11-15,529342.0
2017-11-16,515474.0
2017-11-17,515000.0
2017-11-20,502818.0
2017-11-21,513860.0
2017-11-22,481188.0
2017-11-23,474902.0
2017-11-24,458484.0
2017-11-27,470342.0
2017-11-28,477890.0
2017-11-29,489078.0
2017-11-30,477410.0
2017-12-01,458650.0
2017-12-04,418052.0
2017-12-05,411916.0
2017-12-06,422044.0
2017-12-07,440972.0
2017-12-08,460984.0
2017-12-11,440094.0
2017-12-12,428884.0
2017-12-13,448816.0
2017-12-14,444492.0
2017-12-15,453356.0
2017-12-18,439014.0
2017-12-19,435140.0
2017-12-20,442060.0
2017-12-21,435696.0
2017-12-22,430066.0
2017-12-25,434764.0
2017-12-26,423794.0
2017-12-27,429194.0
2017-12-28,463100.0
2017-12-29,451984.0
2018-01-02,457054.0
2018-01-03,476920.0
2018-01-04,491672.0
2018-01-05,515630.0
2018-01-08,517214.0
2018-01-09,543930.0
2018-01-10,521476.0
2018-01-11,531048.0
2018-01-12,556138.0
2018-01-15,557554.0
2018-01-16,522328.0
2018-01-17,517034.0
2018-01-18,508890.0
2018-01-19,503448.0
2018-01-22,510294.0
2018-01-23,503548.0
2018-01-24,512832.0
2018-01-25,512666.0
2018-01-26,507386.0
2018-01-29,539130.0
2018-01-30,521508.0
2018-01-31,510300.0
2018-02-01,501890.0
2018-02-02,504538.0
2018-02-05,508372.0
2018-02-06,507506.0
2018-02-07,499022.0
2018-02-08,485820.0
2018-02-09,469240.0
2018-02-12,437962.0
2018-02-13,432292.0
2018-02-14,431384.0
2018-02-22,423008.0
2018-02-23,428182.0
2018-02-26,427934.0
2018-02-27,434934.0
2018-02-28,431260.0
2018-03-01,420122.0
2018-03-02,425474.0
2018-03-05,427104.0
2018-03-06,424214.0
2018-03-07,444708.0
2018-03-08,448810.0
2018-03-09,462820.0
2018-03-12,454734.0
2018-03-13,457744.0
2018-03-14,458606.0
2018-03-15,465704.0
2018-03-16,446794.0
2018-03-19,450796.0
2018-03-20,456772.0
2018-03-21,480530.0
2018-03-22,486348.0
2018-03-23,493610.0
2018-03-26,480188.0
2018-03-27,468602.0
2018-03-28,484922.0
2018-03-29,471540.0
2018-03-30,460578.0
2018-04-02,451698.0
2018-04-03,455706.0
2018-04-04,462300.0
2018-04-09,484944.0
2018-04-10,477578.0
2018-04-11,473558.0
2018-04-12,572674.0
2018-04-13,576506.0
2018-04-16,554874.0
2018-04-17,565792.0
2018-04-18,548492.0
2018-04-19,500140.0
2018-04-20,504094.0
2018-04-23,499490.0
2018-04-24,498524.0
2018-04-25,507580.0
2018-04-26,529312.0
2018-04-27,513784.0
2018-05-02,509444.0
2018-05-03,496978.0
2018-05-04,524268.0
2018-05-07,498568.0
2018-05-08,498598.0
2018-05-09,496976.0
2018-05-10,499518.0
2018-05-11,505878.0
2018-05-14,519920.0
2018-05-15,487386.0
2018-05-16,465062.0
2018-05-17,465338.0
2018-05-18,464010.0
2018-05-21,468490.0
2018-05-22,469280.0
2018-05-23,466428.0
2018-05-24,482670.0
2018-05-25,479470.0
2018-05-28,477358.0
2018-05-29,472698.0
2018-05-30,456898.0
2018-05-31,462416.0
2018-06-01,458498.0
2018-06-04,463246.0
2018-06-05,476312.0
2018-06-06,478930.0
2018-06-07,487350.0
2018-06-08,478566.0
2018-06-11,480924.0
2018-06-12,491716.0
2018-06-13,488020.0
2018-06-14,486740.0
2018-06-15,491238.0
2018-06-19,466054.0
2018-06-20,462586.0
2018-06-21,459330.0
2018-06-22,457394.0
2018-06-25,481938.0
2018-06-26,471870.0
2018-06-27,456592.0
2018-06-28,422382.0
2018-06-29,412296.0
2018-07-02,411878.0
2018-07-03,415890.0
2018-07-04,433864.0
2018-07-05,435488.0
2018-07-06,422118.0
2018-07-09,430462.0
2018-07-10,428636.0
2018-07-11,437430.0
2018-07-12,434576.0
2018-07-13,442852.0
2018-07-16,472206.0
2018-07-17,489446.0
2018-07-18,499840.0
2018-07-19,463228.0
2018-07-20,446112.0
2018-07-23,450658.0
2018-07-24,486382.0
2018-07-25,480836.0
2018-07-26,494320.0
2018-07-27,490514.0
2018-07-30,530154.0
2018-07-31,466178.0
2018-08-01,452070.0
2018-08-02,445392.0
2018-08-03,427400.0
2018-08-06,425930.0
2018-08-07,405840.0
