trading_date,I_total_oi
2018-04-24,2206302.0
2018-04-25,2192418.0
2018-04-26,2158158.0
2018-04-27,2143038.0
2018-05-02,2101018.0
2018-05-03,2114614.0
2018-05-04,2172544.0
2018-05-07,2291086.0
2018-05-08,2271138.0
2018-05-09,2300922.0
2018-05-10,2296324.0
2018-05-11,2438276.0
2018-05-14,2434396.0
2018-05-15,2337098.0
2018-05-16,2302892.0
2018-05-17,2182102.0
2018-05-18,2191166.0
2018-05-21,2221444.0
2018-05-22,2189316.0
2018-05-23,2190656.0
2018-05-24,2018026.0
2018-05-25,2224602.0
2018-05-28,2203260.0
2018-05-29,2141210.0
2018-05-30,2121214.0
2018-05-31,2006090.0
2018-06-01,2105516.0
2018-06-04,2041656.0
2018-06-05,2129436.0
2018-06-06,2193106.0
2018-06-07,2164692.0
2018-06-08,2069494.0
2018-06-11,2020638.0
2018-06-12,2133490.0
2018-06-13,2007066.0
2018-06-14,2032332.0
2018-06-15,1903288.0
2018-06-19,2128152.0
2018-06-20,1928402.0
2018-06-21,1914374.0
2018-06-22,1816882.0
2018-06-25,1933096.0
2018-06-26,1844258.0
2018-06-27,1756622.0
2018-06-28,1798852.0
2018-06-29,1782534.0
2018-07-02,1713338.0
2018-07-03,1590050.0
2018-07-04,1579360.0
2018-07-05,1653716.0
2018-07-06,1519942.0
2018-07-09,1592546.0
2018-07-10,1504250.0
2018-07-11,1537916.0
2018-07-12,1471278.0
2018-07-13,1358768.0
2018-07-16,1384702.0
2018-07-17,1315542.0
2018-07-18,1335280.0
2018-07-19,1333222.0
2018-07-20,1199694.0
2018-07-23,1337914.0
2018-07-24,1268982.0
2018-07-25,1269140.0
2018-07-26,1241020.0
2018-07-27,1553214.0
2018-07-30,1384986.0
2018-07-31,1311048.0
2018-08-01,1336178.0
2018-08-02,1212334.0
2018-08-03,1248504.0
2018-08-06,1423418.0
2018-08-07,1352784.0
2018-08-08,1331090.0
2018-08-09,1281358.0
2018-08-10,1237686.0
2018-08-13,1260518.0
2018-08-14,1204744.0
2018-08-15,1141464.0
2018-08-16,1187734.0
2018-08-17,1097566.0
2018-08-20,1145780.0
2018-08-21,1098374.0
2018-08-22,1013948.0
2018-08-23,975722.0
2018-08-24,942484.0
2018-08-27,981858.0
2018-08-28,903578.0
2018-08-29,911112.0
2018-08-30,1019970.0
2018-08-31,889198.0
2018-09-03,854298.0
2018-09-04,865384.0
2018-09-05,866716.0
2018-09-06,1011226.0
2018-09-07,993630.0
2018-09-10,957484.0
2018-09-11,907094.0
2018-09-12,873628.0
2018-09-13,961636.0
2018-09-14,987512.0
2018-09-17,918738.0
2018-09-18,956142.0
2018-09-19,970876.0
2018-09-20,922824.0
2018-09-21,872356.0
2018-09-25,822452.0
2018-09-26,846976.0
2018-09-27,777212.0
2018-09-28,685986.0
2018-10-08,722212.0
2018-10-09,787196.0
2018-10-10,850256.0
2018-10-11,842404.0
2018-10-12,885794.0
2018-10-15,854132.0
2018-10-16,852666.0
2018-10-17,942436.0
2018-10-18,941990.0
2018-10-19,870260.0
2018-10-22,925290.0
2018-10-23,936520.0
2018-10-24,1104140.0
2018-10-25,1084182.0
2018-10-26,1096748.0
2018-10-29,1105296.0
2018-10-30,1075992.0
2018-10-31,1091440.0
2018-11-01,1086262.0
2018-11-02,1041006.0
2018-11-05,1017494.0
2018-11-06,1078850.0
2018-11-07,1084498.0
2018-11-08,1136954.0
2018-11-09,1173308.0
2018-11-12,1140054.0
2018-11-13,1131652.0
2018-11-14,1126258.0
2018-11-15,1084372.0
2018-11-16,1094860.0
2018-11-19,1178230.0
2018-11-20,1131578.0
2018-11-21,1071002.0
2018-11-22,990144.0
2018-11-23,1091954.0
2018-11-26,1118822.0
2018-11-27,1037530.0
2018-11-28,1071374.0
2018-11-29,1075858.0
2018-11-30,1029452.0
2018-12-03,999754.0
2018-12-04,990660.0
2018-12-05,979370.0
2018-12-06,963692.0
2018-12-07,944786.0
2018-12-10,951280.0
2018-12-11,930384.0
2018-12-12,933426.0
2018-12-13,920630.0
2018-12-14,937102.0
2018-12-17,902822.0
2018-12-18,882854.0
2018-12-19,937746.0
2018-12-20,1016312.0
2018-12-21,992012.0
2018-12-24,986606.0
2018-12-25,965116.0
2018-12-26,1018464.0
2018-12-27,986880.0
2018-12-28,947512.0
2019-01-02,942356.0
2019-01-03,1043550.0
2019-01-04,1134088.0
2019-01-07,1108852.0
2019-01-08,1161180.0
2019-01-09,1133498.0
2019-01-10,1092698.0
2019-01-11,1111526.0
2019-01-14,1113480.0
2019-01-15,1136924.0
2019-01-16,1150346.0
2019-01-17,1182264.0
2019-01-18,1293930.0
2019-01-21,1308070.0
2019-01-22,1218786.0
2019-01-23,1192516.0
2019-01-24,1251168.0
2019-01-25,1265208.0
2019-01-28,1226496.0
2019-01-29,1315774.0
2019-01-30,1440478.0
2019-01-31,1359736.0
2019-02-01,1323820.0
2019-02-11,1386752.0
2019-02-12,1520022.0
2019-02-13,1539422.0
2019-02-14,1610698.0
2019-02-15,1668942.0
2019-02-18,1707568.0
2019-02-19,1738156.0
2019-02-20,1727812.0
2019-02-21,1674298.0
2019-02-22,1640162.0
2019-02-25,1646502.0
2019-02-26,1608102.0
2019-02-27,1591714.0
2019-02-28,1621972.0
2019-03-01,1558080.0
2019-03-04,1536026.0
2019-03-05,1463450.0
2019-03-06,1486886.0
2019-03-07,1489796.0
2019-03-08,1492998.0
2019-03-11,1536898.0
2019-03-12,1513992.0
2019-03-13,1518808.0
2019-03-14,1640874.0
2019-03-15,1659714.0
2019-03-18,1816032.0
2019-03-19,1893960.0
2019-03-20,1738862.0
2019-03-21,1737318.0
2019-03-22,1711938.0
2019-03-25,1688184.0
2019-03-26,1699112.0
2019-03-27,1645616.0
2019-03-28,1623766.0
2019-03-29,1698286.0
2019-04-01,1792556.0
2019-04-02,1846352.0
2019-04-03,1840164.0
2019-04-04,1837628.0
2019-04-08,1932532.0
2019-04-09,1887752.0
2019-04-10,1931724.0
2019-04-11,1979612.0
2019-04-12,1946110.0
2019-04-15,1994628.0
2019-04-16,1899614.0
2019-04-17,1879514.0
2019-04-18,1838804.0
2019-04-19,1839514.0
2019-04-22,1789028.0
2019-04-23,1789506.0
2019-04-24,1725140.0
2019-04-25,1671374.0
2019-04-26,1693770.0
2019-04-29,1648074.0
2019-04-30,1543110.0
2019-05-06,1553766.0
2019-05-07,1704752.0
2019-05-08,1624960.0
2019-05-09,1658832.0
2019-05-10,1806602.0
2019-05-13,1864136.0
2019-05-14,1898866.0
2019-05-15,1949368.0
2019-05-16,1969976.0
2019-05-17,2095044.0
2019-05-20,2054148.0
2019-05-21,2041884.0
2019-05-22,2131002.0
2019-05-23,2122326.0
2019-05-24,2140186.0
2019-05-27,2245402.0
2019-05-28,2206476.0
2019-05-29,2089370.0
2019-05-30,2105820.0
2019-05-31,2122242.0
2019-06-03,2032296.0
2019-06-04,1962780.0
2019-06-05,1965100.0
2019-06-06,1908220.0
2019-06-10,1980476.0
2019-06-11,2153980.0
2019-06-12,2167762.0
2019-06-13,2295402.0
2019-06-14,2369884.0
2019-06-17,2347204.0
2019-06-18,2312084.0
2019-06-19,2399936.0
2019-06-20,2500718.0
2019-06-21,2471698.0
2019-06-24,2387570.0
2019-06-25,2278176.0
2019-06-26,2199176.0
2019-06-27,2296970.0
2019-06-28,2342580.0
2019-07-01,2457222.0
2019-07-02,2432252.0
2019-07-03,2430296.0
2019-07-04,2262266.0
2019-07-05,2228684.0
2019-07-08,2253346.0
2019-07-09,2259140.0
2019-07-10,2227066.0
2019-07-11,2207420.0
2019-07-12,2263222.0
2019-07-15,2276260.0
2019-07-16,2305604.0
2019-07-17,2352412.0
2019-07-18,2335796.0
2019-07-19,2368448.0
2019-07-22,2251268.0
2019-07-23,2198902.0
2019-07-24,2109078.0
2019-07-25,2082078.0
2019-07-26,2191174.0
2019-07-29,2113892.0
2019-07-30,2198844.0
2019-07-31,2271482.0
2019-08-01,2202238.0
2019-08-02,2181554.0
2019-08-05,2067968.0
2019-08-06,1886174.0
2019-08-07,1939060.0
2019-08-08,1844098.0
2019-08-09,1897096.0
2019-08-12,1941576.0
2019-08-13,1953340.0
2019-08-14,1875296.0
2019-08-15,1925526.0
2019-08-16,1869260.0
2019-08-19,1907366.0
2019-08-20,1833732.0
2019-08-21,2085108.0
2019-08-22,2157142.0
2019-08-23,2094548.0
2019-08-26,2022468.0
2019-08-27,2089140.0
2019-08-28,2212088.0
2019-08-29,2106122.0
2019-08-30,2071678.0
2019-09-02,1920996.0
2019-09-03,1860684.0
2019-09-04,1953986.0
2019-09-05,2029016.0
2019-09-06,1981284.0
2019-09-09,1997422.0
2019-09-10,1882510.0
2019-09-11,2037618.0
2019-09-12,1993834.0
2019-09-16,1887646.0
2019-09-17,2017008.0
2019-09-18,2113108.0
2019-09-19,2162412.0
2019-09-20,2184860.0
2019-09-23,2180336.0
2019-09-24,2179678.0
2019-09-25,2110210.0
2019-09-26,2156288.0
2019-09-27,2012568.0
2019-09-30,1854128.0
2019-10-08,1900060.0
2019-10-09,2092846.0
2019-10-10,2275342.0
2019-10-11,2250324.0
2019-10-14,2243496.0
2019-10-15,2248836.0
2019-10-16,2387616.0
2019-10-17,2394754.0
2019-10-18,2445786.0
2019-10-21,2359764.0
2019-10-22,2348938.0
2019-10-23,2329796.0
2019-10-24,2344522.0
2019-10-25,2290052.0
2019-10-28,2281304.0
2019-10-29,2213098.0
2019-10-30,2228852.0
2019-10-31,2128880.0
2019-11-01,2150366.0
2019-11-04,2148434.0
2019-11-05,2200748.0
2019-11-06,2186272.0
2019-11-07,2179264.0
2019-11-08,2205110.0
2019-11-11,2292914.0
2019-11-12,2193118.0
2019-11-13,2133574.0
2019-11-14,2180158.0
2019-11-15,2149152.0
2019-11-18,2232910.0
2019-11-19,2150128.0
2019-11-20,2172014.0
2019-11-21,2183788.0
2019-11-22,2215130.0
2019-11-25,2168158.0
2019-11-26,2174086.0
2019-11-27,2000410.0
2019-11-28,2022996.0
2019-11-29,1982782.0
2019-12-02,2016758.0
2019-12-03,2016172.0
2019-12-04,2169920.0
2019-12-05,2142060.0
2019-12-06,2106826.0
2019-12-09,2138048.0
2019-12-10,2076794.0
2019-12-11,2055556.0
2019-12-12,2000028.0
2019-12-13,1995320.0
2019-12-16,1949680.0
2019-12-17,1875868.0
2019-12-18,1832152.0
2019-12-19,1820692.0
2019-12-20,1705496.0
2019-12-23,1676308.0
2019-12-24,1667638.0
2019-12-25,1662118.0
2019-12-26,1582772.0
2019-12-27,1553030.0
2019-12-30,1522754.0
2019-12-31,1405654.0
2020-01-02,740222.0
2020-01-03,808145.0
2020-01-06,800089.0
2020-01-07,803635.0
2020-01-08,845885.0
2020-01-09,771222.0
2020-01-10,774497.0
2020-01-13,772738.0
2020-01-14,798760.0
2020-01-15,778561.0
2020-01-16,774966.0
2020-01-17,806111.0
2020-01-20,789682.0
2020-01-21,779987.0
2020-01-22,750311.0
2020-01-23,652055.0
2020-02-03,652430.0
2020-02-04,679095.0
2020-02-05,772493.0
2020-02-06,763477.0
2020-02-07,790708.0
2020-02-10,810089.0
2020-02-11,863384.0
2020-02-12,933039.0
2020-02-13,971304.0
2020-02-14,971511.0
2020-02-17,1038441.0
2020-02-18,1079683.0
2020-02-19,1108330.0
2020-02-20,1111299.0
2020-02-21,1184956.0
2020-02-24,1179041.0
2020-02-25,1111234.0
2020-02-26,1099219.0
2020-02-27,1058074.0
2020-02-28,1059725.0
2020-03-02,1056677.0
2020-03-03,1087574.0
2020-03-04,1118546.0
2020-03-05,1137888.0
2020-03-06,1092205.0
2020-03-09,1030560.0
2020-03-10,1061746.0
2020-03-11,1030735.0
2020-03-12,1035868.0
2020-03-13,1010183.0
2020-03-16,979184.0
2020-03-17,976039.0
2020-03-18,997393.0
2020-03-19,953737.0
2020-03-20,945507.0
2020-03-23,972227.0
2020-03-24,953049.0
2020-03-25,979868.0
2020-03-26,961920.0
2020-03-27,929455.0
2020-03-30,962007.0
2020-03-31,927426.0
2020-04-01,995238.0
2020-04-02,966176.0
2020-04-03,903849.0
2020-04-07,947174.0
2020-04-08,929895.0
2020-04-09,957941.0
2020-04-10,926026.0
2020-04-13,912703.0
2020-04-14,943013.0
2020-04-15,919977.0
2020-04-16,865793.0
2020-04-17,849428.0
2020-04-20,859277.0
2020-04-21,849555.0
2020-04-22,860650.0
2020-04-23,845683.0
2020-04-24,810199.0
2020-04-27,793723.0
2020-04-28,796418.0
2020-04-29,754951.0
2020-04-30,715885.0
2020-05-06,738807.0
2020-05-07,809970.0
2020-05-08,814183.0
2020-05-11,855942.0
2020-05-12,895960.0
2020-05-13,936210.0
2020-05-14,947128.0
2020-05-15,998451.0
2020-05-18,995261.0
2020-05-19,1040913.0
2020-05-20,1046792.0
2020-05-21,1086500.0
2020-05-22,1072765.0
2020-05-25,1067129.0
2020-05-26,1002526.0
2020-05-27,1051156.0
2020-05-28,1051458.0
2020-05-29,1151669.0
2020-06-01,1061949.0
2020-06-02,1047961.0
2020-06-03,1053501.0
2020-06-04,1034900.0
2020-06-05,1047542.0
2020-06-08,1071804.0
2020-06-09,1029517.0
2020-06-10,1040890.0
2020-06-11,1038028.0
2020-06-12,1088544.0
2020-06-15,1048783.0
2020-06-16,1112405.0
2020-06-17,1071877.0
2020-06-18,1067312.0
2020-06-19,1041731.0
2020-06-22,1053321.0
2020-06-23,1025987.0
2020-06-24,1014744.0
2020-06-29,971696.0
2020-06-30,990009.0
2020-07-01,980487.0
2020-07-02,978362.0
2020-07-03,975505.0
2020-07-06,968424.0
2020-07-07,1000300.0
2020-07-08,1059268.0
2020-07-09,1036310.0
2020-07-10,1053655.0
2020-07-13,1035622.0
2020-07-14,1013729.0
2020-07-15,974061.0
2020-07-16,945761.0
2020-07-17,938600.0
2020-07-20,948615.0
2020-07-21,979370.0
2020-07-22,971997.0
2020-07-23,968805.0
2020-07-24,917637.0
2020-07-27,878644.0
2020-07-28,855113.0
2020-07-29,884174.0
2020-07-30,897738.0
2020-07-31,922844.0
2020-08-03,960635.0
2020-08-04,985532.0
2020-08-05,976722.0
2020-08-06,1011573.0
2020-08-07,977580.0
2020-08-10,995995.0
2020-08-11,1015412.0
2020-08-12,978097.0
2020-08-13,964732.0
2020-08-14,981862.0
2020-08-17,943128.0
2020-08-18,1001475.0
2020-08-19,968398.0
2020-08-20,933795.0
2020-08-21,907474.0
2020-08-24,878200.0
2020-08-25,848791.0
2020-08-26,834400.0
2020-08-27,838375.0
2020-08-28,840630.0
2020-08-31,805442.0
2020-09-01,811608.0
2020-09-02,828643.0
2020-09-03,835238.0
2020-09-04,827344.0
2020-09-07,842450.0
2020-09-08,825105.0
2020-09-09,841921.0
2020-09-10,840321.0
2020-09-11,849067.0
2020-09-14,859719.0
2020-09-15,896215.0
2020-09-16,958446.0
2020-09-17,943711.0
2020-09-18,934984.0
2020-09-21,943467.0
2020-09-22,941924.0
2020-09-23,925346.0
2020-09-24,920893.0
2020-09-25,936421.0
2020-09-28,902666.0
2020-09-29,898220.0
2020-09-30,826496.0
2020-10-09,863117.0
2020-10-12,880007.0
2020-10-13,879657.0
2020-10-14,896378.0
2020-10-15,897783.0
2020-10-16,895667.0
2020-10-19,925782.0
2020-10-20,927884.0
2020-10-21,938128.0
2020-10-22,943225.0
2020-10-23,971585.0
2020-10-26,1002179.0
2020-10-27,982774.0
2020-10-28,951776.0
2020-10-29,930209.0
2020-10-30,923153.0
2020-11-02,938048.0
2020-11-03,942691.0
2020-11-04,902447.0
2020-11-05,899624.0
2020-11-06,882970.0
2020-11-09,888581.0
2020-11-10,883437.0
2020-11-11,903512.0
2020-11-12,904698.0
2020-11-13,900697.0
2020-11-16,907261.0
2020-11-17,934792.0
2020-11-18,925896.0
2020-11-19,917000.0
2020-11-20,925699.0
2020-11-23,871448.0
2020-11-24,889838.0
2020-11-25,907933.0
2020-11-26,947815.0
2020-11-27,959363.0
2020-11-30,961491.0
2020-12-01,948384.0
2020-12-02,951293.0
2020-12-03,958686.0
2020-12-04,965627.0
2020-12-07,928280.0
2020-12-08,904191.0
2020-12-09,873777.0
2020-12-10,906279.0
2020-12-11,825011.0
2020-12-14,782939.0
2020-12-15,766800.0
2020-12-16,766424.0
2020-12-17,774897.0
2020-12-18,783077.0
2020-12-21,765464.0
2020-12-22,733950.0
2020-12-23,685986.0
2020-12-24,692727.0
2020-12-25,707745.0
2020-12-28,694423.0
2020-12-29,679907.0
2020-12-30,638060.0
2020-12-31,606889.0
2021-01-04,591368.0
2021-01-05,609765.0
2021-01-06,608293.0
2021-01-07,616200.0
2021-01-08,602405.0
2021-01-11,623242.0
2021-01-12,616483.0
2021-01-13,628421.0
2021-01-14,642623.0
2021-01-15,616356.0
2021-01-18,618076.0
2021-01-19,597335.0
2021-01-20,608044.0
2021-01-21,619870.0
2021-01-22,601259.0
2021-01-25,612440.0
2021-01-26,597340.0
2021-01-27,596172.0
2021-01-28,628971.0
2021-01-29,596257.0
2021-02-01,602706.0
2021-02-02,612719.0
2021-02-03,599045.0
2021-02-04,610925.0
2021-02-05,607969.0
2021-02-08,600418.0
2021-02-09,603148.0
2021-02-10,578871.0
2021-02-18,612080.0
2021-02-19,631523.0
2021-02-22,633313.0
2021-02-23,629148.0
2021-02-24,642363.0
2021-02-25,638580.0
2021-02-26,653987.0
2021-03-01,644477.0
2021-03-02,657180.0
2021-03-03,678721.0
2021-03-04,715163.0
2021-03-05,717244.0
2021-03-08,699557.0
2021-03-09,729289.0
2021-03-10,721193.0
2021-03-11,739358.0
2021-03-12,740746.0
2021-03-15,763433.0
2021-03-16,754212.0
2021-03-17,746655.0
2021-03-18,773603.0
2021-03-19,794668.0
2021-03-22,785592.0
2021-03-23,781652.0
2021-03-24,784973.0
2021-03-25,774485.0
2021-03-26,782442.0
2021-03-29,801582.0
2021-03-30,771524.0
2021-03-31,775728.0
2021-04-01,799719.0
2021-04-02,804985.0
2021-04-06,806380.0
2021-04-07,850977.0
2021-04-08,818391.0
2021-04-09,838225.0
2021-04-12,857515.0
2021-04-13,843650.0
2021-04-14,830099.0
2021-04-15,870041.0
2021-04-16,839006.0
2021-04-19,846009.0
2021-04-20,858308.0
2021-04-21,839336.0
2021-04-22,844400.0
2021-04-23,847279.0
2021-04-26,843232.0
2021-04-27,822892.0
2021-04-28,818591.0
2021-04-29,814828.0
2021-04-30,795024.0
2021-05-06,794153.0
2021-05-07,798051.0
2021-05-10,744323.0
2021-05-11,722250.0
2021-05-12,746594.0
2021-05-13,741191.0
2021-05-14,736146.0
2021-05-17,770839.0
2021-05-18,780736.0
2021-05-19,795973.0
2021-05-20,804230.0
2021-05-21,811009.0
2021-05-24,853694.0
2021-05-25,832381.0
2021-05-26,888588.0
2021-05-27,875897.0
2021-05-28,862120.0
2021-05-31,863419.0
2021-06-01,877313.0
2021-06-02,877883.0
2021-06-03,907430.0
2021-06-04,904355.0
2021-06-07,895102.0
2021-06-08,897377.0
2021-06-09,911205.0
2021-06-10,921946.0
2021-06-11,933838.0
2021-06-15,936071.0
2021-06-16,939853.0
2021-06-17,966562.0
2021-06-18,969313.0
2021-06-21,977289.0
2021-06-22,973062.0
2021-06-23,981974.0
2021-06-24,977649.0
2021-06-25,991117.0
2021-06-28,1004439.0
2021-06-29,1017434.0
2021-06-30,1030349.0
2021-07-01,1044396.0
2021-07-02,1057064.0
2021-07-05,1090021.0
2021-07-06,1089155.0
2021-07-07,1104875.0
2021-07-08,1083655.0
2021-07-09,1080440.0
2021-07-12,1083217.0
2021-07-13,1081434.0
2021-07-14,1059003.0
2021-07-15,1099633.0
2021-07-16,1095213.0
2021-07-19,1061989.0
2021-07-20,1048006.0
2021-07-21,1055163.0
2021-07-22,1092130.0
2021-07-23,1076841.0
2021-07-26,1069484.0
2021-07-27,1073172.0
2021-07-28,1047583.0
2021-07-29,1054209.0
2021-07-30,1116736.0
2021-08-02,1072033.0
2021-08-03,1048920.0
2021-08-04,1052709.0
2021-08-05,1087417.0
2021-08-06,1085282.0
2021-08-09,1128969.0
2021-08-10,1135254.0
2021-08-11,1123208.0
2021-08-12,1140126.0
2021-08-13,1137057.0
2021-08-16,1128819.0
2021-08-17,1141478.0
2021-08-18,1158987.0
2021-08-19,1192202.0
2021-08-20,1185396.0
2021-08-23,1197094.0
2021-08-24,1151106.0
2021-08-25,1156002.0
2021-08-26,1133740.0
2021-08-27,1109602.0
2021-08-30,1093342.0
2021-08-31,1090450.0
2021-09-01,1053962.0
2021-09-02,1046577.0
2021-09-03,1068436.0
2021-09-06,1126592.0
2021-09-07,1098838.0
2021-09-08,1108116.0
2021-09-09,1114742.0
2021-09-10,1119255.0
2021-09-13,1156792.0
2021-09-14,1144802.0
2021-09-15,1146175.0
2021-09-16,1165269.0
2021-09-17,1137311.0
2021-09-22,1106932.0
2021-09-23,1100112.0
2021-09-24,1055559.0
2021-09-27,1019290.0
2021-09-28,1015803.0
2021-09-29,998088.0
2021-09-30,900886.0
2021-10-08,899311.0
2021-10-11,894527.0
2021-10-12,885639.0
2021-10-13,894426.0
2021-10-14,902765.0
2021-10-15,932476.0
2021-10-18,938266.0
2021-10-19,960590.0
2021-10-20,960478.0
2021-10-21,964768.0
2021-10-22,922752.0
2021-10-25,935426.0
2021-10-26,958497.0
2021-10-27,923330.0
2021-10-28,908039.0
2021-10-29,979918.0
2021-11-01,1008839.0
2021-11-02,1050183.0
2021-11-03,1004045.0
2021-11-04,1025888.0
2021-11-05,1065277.0
2021-11-08,1079467.0
2021-11-09,1091456.0
2021-11-10,1110862.0
2021-11-11,1057145.0
2021-11-12,1099775.0
2021-11-15,1112424.0
2021-11-16,1140359.0
2021-11-17,1178650.0
2021-11-18,1247317.0
2021-11-19,1207268.0
2021-11-22,1181047.0
2021-11-23,1128707.0
2021-11-24,1091556.0
2021-11-25,1086207.0
2021-11-26,1081062.0
2021-11-29,1090193.0
2021-11-30,1071704.0
2021-12-01,1077086.0
2021-12-02,1087117.0
2021-12-03,1113472.0
2021-12-06,1121706.0
2021-12-07,1171140.0
2021-12-08,1185530.0
2021-12-09,1121969.0
2021-12-10,1110602.0
2021-12-13,1132483.0
2021-12-14,1119629.0
2021-12-15,1138173.0
2021-12-16,1142486.0
2021-12-17,1123414.0
2021-12-20,1133773.0
2021-12-21,1179641.0
2021-12-22,1152904.0
2021-12-23,1143075.0
2021-12-24,1145965.0
2021-12-27,1132441.0
2021-12-28,1129625.0
2021-12-29,1121405.0
2021-12-30,1094364.0
2021-12-31,1074078.0
2022-01-04,1077782.0
2022-01-05,1052491.0
2022-01-06,1070398.0
2022-01-07,1057048.0
2022-01-10,1030836.0
2022-01-11,1056824.0
2022-01-12,1072144.0
2022-01-13,1066205.0
2022-01-14,1059665.0
2022-01-17,1040659.0
2022-01-18,1053342.0
2022-01-19,1032615.0
2022-01-20,1059130.0
2022-01-21,1076573.0
2022-01-24,1063487.0
2022-01-25,1076161.0
2022-01-26,1065621.0
2022-01-27,1027283.0
2022-01-28,995981.0
2022-02-07,998676.0
2022-02-08,1012539.0
2022-02-09,1043015.0
2022-02-10,1050722.0
2022-02-11,1073965.0
2022-02-14,1017217.0
2022-02-15,1008900.0
2022-02-16,1010040.0
2022-02-17,1044534.0
2022-02-18,1028621.0
2022-02-21,1019604.0
2022-02-22,1018044.0
2022-02-23,1024937.0
2022-02-24,1019438.0
2022-02-25,1018228.0
2022-02-28,982392.0
2022-03-01,955142.0
2022-03-02,948844.0
2022-03-03,880715.0
2022-03-04,861867.0
2022-03-07,834931.0
2022-03-08,866438.0
2022-03-09,884775.0
2022-03-10,877138.0
2022-03-11,925305.0
2022-03-14,952746.0
2022-03-15,961049.0
2022-03-16,968256.0
2022-03-17,994962.0
2022-03-18,1014799.0
2022-03-21,1036265.0
2022-03-22,1059764.0
2022-03-23,1081449.0
2022-03-24,1067778.0
2022-03-25,1088529.0
2022-03-28,1078478.0
2022-03-29,1052508.0
2022-03-30,1069753.0
2022-03-31,1021951.0
2022-04-01,1001738.0
2022-04-06,1007482.0
2022-04-07,1009952.0
2022-04-08,1043669.0
2022-04-11,1023463.0
2022-04-12,1039975.0
2022-04-13,1059771.0
2022-04-14,1036909.0
2022-04-15,1042454.0
2022-04-18,1077200.0
2022-04-19,1079862.0
2022-04-20,1066156.0
2022-04-21,1051105.0
2022-04-22,1062992.0
2022-04-25,1031595.0
2022-04-26,1011054.0
2022-04-27,1021805.0
2022-04-28,1019597.0
2022-04-29,983904.0
2022-05-05,1000791.0
2022-05-06,1049992.0
2022-05-09,1067757.0
2022-05-10,1061974.0
2022-05-11,1079109.0
2022-05-12,1103669.0
2022-05-13,1100219.0
2022-05-16,1135782.0
2022-05-17,1118788.0
2022-05-18,1134307.0
2022-05-19,1145860.0
2022-05-20,1144474.0
2022-05-23,1185925.0
2022-05-24,1150604.0
2022-05-25,1165003.0
2022-05-26,1180761.0
2022-05-27,1179014.0
2022-05-30,1208491.0
2022-05-31,1200745.0
2022-06-01,1199731.0
2022-06-02,1224913.0
2022-06-06,1213948.0
2022-06-07,1230308.0
2022-06-08,1239776.0
2022-06-09,1229938.0
2022-06-10,1225657.0
2022-06-13,1197643.0
2022-06-14,1188637.0
2022-06-15,1178875.0
2022-06-16,1155739.0
2022-06-17,1161681.0
2022-06-20,1221522.0
2022-06-21,1222246.0
2022-06-22,1301100.0
2022-06-23,1287589.0
2022-06-24,1288154.0
2022-06-27,1286331.0
2022-06-28,1271375.0
2022-06-29,1284093.0
2022-06-30,1254642.0
2022-07-01,1251619.0
2022-07-04,1233358.0
2022-07-05,1246159.0
2022-07-06,1262367.0
2022-07-07,1255096.0
2022-07-08,1249726.0
2022-07-11,1272101.0
2022-07-12,1266366.0
2022-07-13,1305900.0
2022-07-14,1306124.0
2022-07-15,1331612.0
2022-07-18,1289053.0
2022-07-19,1331363.0
2022-07-20,1328699.0
2022-07-21,1353170.0
2022-07-22,1335158.0
2022-07-25,1322114.0
2022-07-26,1288822.0
2022-07-27,1288752.0
2022-07-28,1299108.0
2022-07-29,1266968.0
2022-08-01,1301981.0
2022-08-02,1293386.0
2022-08-03,1281323.0
2022-08-04,1274476.0
2022-08-05,1270801.0
2022-08-08,1265547.0
2022-08-09,1263284.0
2022-08-10,1261434.0
2022-08-11,1268679.0
2022-08-12,1241124.0
2022-08-15,1241314.0
2022-08-16,1216118.0
2022-08-17,1213658.0
2022-08-18,1217136.0
2022-08-19,1215831.0
2022-08-22,1176228.0
2022-08-23,1165177.0
2022-08-24,1137314.0
2022-08-25,1123129.0
2022-08-26,1137787.0
2022-08-29,1106031.0
2022-08-30,1130494.0
2022-08-31,1133373.0
2022-09-01,1138562.0
2022-09-02,1139556.0
2022-09-05,1123688.0
2022-09-06,1139007.0
2022-09-07,1151409.0
2022-09-08,1152738.0
2022-09-09,1160903.0
2022-09-13,1184778.0
2022-09-14,1180297.0
2022-09-15,1185842.0
2022-09-16,1169389.0
2022-09-19,1172503.0
2022-09-20,1144778.0
2022-09-21,1128629.0
2022-09-22,1143161.0
2022-09-23,1157433.0
2022-09-26,1125608.0
2022-09-27,1122717.0
2022-09-28,1119704.0
2022-09-29,1122601.0
2022-09-30,1090421.0
2022-10-10,1170720.0
2022-10-11,1177891.0
2022-10-12,1173371.0
2022-10-13,1211955.0
2022-10-14,1200955.0
2022-10-17,1240576.0
2022-10-18,1235595.0
2022-10-19,1248249.0
2022-10-20,1279478.0
2022-10-21,1234525.0
2022-10-24,1222301.0
2022-10-25,1242448.0
2022-10-26,1263985.0
2022-10-27,1296426.0
2022-10-28,1326790.0
2022-10-31,1306785.0
2022-11-01,1298935.0
2022-11-02,1313955.0
2022-11-03,1312278.0
2022-11-04,1289270.0
2022-11-07,1302628.0
2022-11-08,1310626.0
2022-11-09,1348702.0
2022-11-10,1340793.0
